Quarter,Time,Down,ToGo,Location,MIA,KAN,Detail,EPB,EPA
1,6:49,2,5,KAN 38,0,3,Jay Cutler pass complete short left to Jarvis Landry for 6 yards (tackle by Daniel Sorensen),2.850,3.450
1,6:07,1,10,KAN 32,0,3,Jay Cutler pass incomplete,3.450,2.900
1,6:02,2,10,KAN 32,0,3,Jay Cutler pass complete short left to Jakeem Grant for 10 yards (tackle by Eric Murray),2.900,4.110
1,5:32,1,10,KAN 22,0,3,Jay Cutler pass incomplete deep middle intended for A.J. Derby,4.110,3.560
1,5:26,2,10,KAN 22,0,3,"Kenyan Drake left end for 12 yards (tackle by Darrelle Revis). Penalty on Sam Young: Offensive Holding, 10 yards (no play)",3.560,2.210
1,5:00,2,20,KAN 32,0,3,Jay Cutler pass complete short right to Jarvis Landry for 11 yards (tackle by Steven Nelson),2.210,3.010
1,4:14,3,9,KAN 21,0,3,"Jay Cutler for no gain. Jay Cutler fumbles, recovered by Jay Cutler at KAN-26",3.010,1.740
1,3:33,4,14,KAN 26,3,3,Cody Parkey 44 yard field goal good,1.740,3.000
1,3:29,,,MIA 35,3,3,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.610
1,3:29,1,10,KAN 25,3,3,Alex Smith pass incomplete deep right intended for Travis Kelce,0.610,0.060
1,3:23,2,10,KAN 25,3,3,Kareem Hunt right tackle for 1 yard (tackle by Kiko Alonso),0.060,-0.490
1,2:40,3,9,KAN 26,3,3,Alex Smith pass complete short middle to Travis Kelce for 14 yards (tackle by Alterraun Verner),-0.490,1.600
1,1:55,1,10,KAN 40,3,3,Kareem Hunt middle for -1 yards (tackle by Charles Harris),1.600,0.920
1,1:16,2,11,KAN 39,3,3,Alex Smith pass complete short left to Kareem Hunt for 6 yards (tackle by Lawrence Timmons),0.920,1.030
1,0:32,3,5,KAN 45,3,3,"Alex Smith pass complete short right to Albert Wilson for 6 yards (tackle by Reshad Jones). Penalty on Mitchell Schwartz: Offensive Holding, 10 yards (no play)",1.030,-0.300
Quarter,Time,Down,ToGo,Location,MIA,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,15,KAN 35,3,3,Alex Smith pass complete deep middle to Tyreek Hill for 52 yards (tackle by Bobby McCain),-0.300,4.710
2,14:16,1,10,MIA 13,3,3,"Penalty on Torry McTyer: Defensive 12 On-field, 5 yards (no play)",4.710,0.000
2,13:52,,,,,,Timeout #1 by Kansas City Chiefs,0.000,-5.860
2,13:52,1,5,MIA 8,3,3,Alex Smith pass incomplete short middle intended for Demetrius Harris (defended by Reshad Jones),5.860,4.960
2,13:48,2,5,MIA 8,3,3,Kareem Hunt right tackle for -1 yards (tackle by Bobby McCain and Reshad Jones),4.960,3.880
2,13:04,3,6,MIA 9,3,9,"Alex Smith pass complete short right to Travis Kelce for 9 yards, touchdown",3.880,7.000
2,13:00,,,MIA 15,3,10,Harrison Butker kicks extra point good,0.000,0.000
2,13:00,,,KAN 35,3,10,"Harrison Butker kicks off 65 yards, touchback",0.000,-0.610
2,13:00,1,10,MIA 25,3,10,Kenyan Drake middle for 6 yards (tackle by Allen Bailey and Tanoh Kpassagnon),0.610,0.870
2,12:25,2,4,MIA 31,3,10,Kenyan Drake right guard for 7 yards (tackle by Reggie Ragland),0.870,1.470
2,11:49,1,10,MIA 38,3,10,Jakeem Grant left end for 3 yards (tackle by Justin Houston and Eric Murray),1.470,1.330
2,11:09,2,7,MIA 41,3,10,Jay Cutler pass complete short left to Jakeem Grant for 26 yards (tackle by Daniel Sorensen),1.330,3.380
2,10:25,1,10,KAN 33,3,10,Kenyan Drake right end for 18 yards (tackle by Reggie Ragland),3.380,4.580
2,9:39,1,10,KAN 15,3,10,Jay Cutler pass complete short right to DeVante Parker for 4 yards (tackle by Steven Nelson),4.580,4.640
2,8:59,2,6,KAN 11,3,10,Kenyan Drake left guard for 1 yard (tackle by Justin Houston),4.640,4.000
2,8:19,3,5,KAN 10,3,10,Jay Cutler pass incomplete short left intended for A.J. Derby (defended by Eric Murray),4.000,2.810
2,8:14,4,5,KAN 10,6,10,Cody Parkey 28 yard field goal good,2.810,3.000
2,8:11,,,MIA 35,6,10,"Cody Parkey kicks off 60 yards, returned by Akeem Hunt for 27 yards (tackle by Walt Aikens)",0.000,-1.070
2,8:05,1,10,KAN 32,6,10,"Kareem Hunt middle for 6 yards (tackle by Reshad Jones). Penalty on Davon Godchaux: Defensive Holding, 5 yards",1.070,1.800
2,7:36,1,10,KAN 43,6,10,Kareem Hunt middle for 2 yards (tackle by Kiko Alonso),1.800,1.520
2,6:53,2,8,KAN 45,6,10,Alex Smith pass incomplete deep right intended for Albert Wilson,1.520,0.830
2,6:47,3,8,KAN 45,6,10,"Alex Smith left end for 10 yards (tackle by Reshad Jones). Penalty on Xavien Howard: Defensive Holding, 5 yards",0.830,2.920
2,6:19,1,10,MIA 40,6,10,Kareem Hunt middle for 11 yards (tackle by Bobby McCain),2.920,3.640
2,5:40,1,10,MIA 29,6,10,Kareem Hunt middle for 2 yards (tackle by T.J. McDonald),3.640,3.370
2,5:00,2,8,MIA 27,6,10,Kareem Hunt right end for 24 yards (tackle by Reshad Jones),3.370,6.510
2,4:14,1,3,MIA 3,6,10,Kareem Hunt middle for 2 yards (tackle by T.J. McDonald),6.510,5.910
2,3:41,2,1,MIA 1,6,16,"Kareem Hunt middle for 1 yard, touchdown",5.910,7.000
2,3:37,,,MIA 15,6,17,Harrison Butker kicks extra point good,0.000,0.000
2,3:37,,,KAN 35,6,17,"Harrison Butker kicks off 46 yards, returned by A.J. Derby for 11 yards (tackle by Terrance Smith). Penalty on Ukeme Eligwe: Offside on Free Kick, 5 yards",0.000,-1.270
2,3:34,1,10,MIA 35,12,17,"Jay Cutler pass complete short left to Jakeem Grant for 65 yards, touchdown",1.270,7.000
2,3:22,,,KAN 15,13,17,Cody Parkey kicks extra point good,0.000,0.000
2,3:22,,,MIA 35,13,17,"Cody Parkey kicks off 59 yards, returned by Akeem Hunt for 13 yards (tackle by Mike Hull)",0.000,-0.150
2,3:17,1,10,KAN 19,13,17,Alex Smith pass complete short left to Tyreek Hill for 9 yards (tackle by Bobby McCain),0.150,0.880
2,2:45,2,1,KAN 28,13,17,"Alex Smith pass complete short right to Albert Wilson for 4 yards (tackle by Torry McTyer). Penalty on Travis Kelce: Offensive Pass Interference, 10 yards (no play)",0.880,-0.560
2,2:13,2,11,KAN 18,13,17,Alex Smith pass complete short right to Kareem Hunt for no gain,-0.560,-1.250
2,2:00,3,11,KAN 18,13,17,Alex Smith pass complete short left to Demetrius Harris for 4 yards (tackle by Bobby McCain),-1.250,0.000
2,1:50,,,,,,Timeout #1 by Miami Dolphins,0.000,1.900
2,1:50,4,7,KAN 22,13,17,"Dustin Colquitt punts 49 yards, out of bounds",-1.900,-0.870
2,1:43,1,10,MIA 29,13,17,Kenyan Drake middle for 1 yard (tackle by Chris Jones),0.870,0.460
2,1:04,2,9,MIA 30,13,17,Jay Cutler pass incomplete deep right intended for DeVante Parker,0.460,-0.230
2,0:59,3,9,MIA 30,13,17,Jay Cutler pass incomplete short left intended for Kenyan Drake (defended by Chris Jones),-0.230,-1.370
2,0:55,4,9,MIA 30,13,17,"Matt Haack punts 25 yards, out of bounds",-1.370,-1.930
2,0:49,1,10,KAN 45,13,17,Alex Smith pass incomplete short left intended for Travis Kelce,1.930,1.380
2,0:45,2,10,KAN 45,13,17,Alex Smith pass incomplete deep middle intended for Travis Kelce,1.380,0.700
2,0:40,3,10,KAN 45,13,17,"Alex Smith pass incomplete. Penalty on Cameron Wake: Defensive Holding, 5 yards (no play)",0.700,2.260
2,0:35,1,10,,13,17,Alex Smith pass incomplete short right intended for Albert Wilson (defended by Bobby McCain),2.260,1.710
2,0:32,2,10,,13,17,Alex Smith pass complete deep right to Tyreek Hill for 33 yards,1.710,0.000
2,0:26,,,,,,Timeout #2 by Miami Dolphins,0.000,-4.440
2,0:26,1,10,MIA 17,13,17,Alex Smith pass incomplete short middle intended for Albert Wilson (defended by Jordan Phillips),4.440,3.850
2,0:24,2,10,MIA 17,13,17,Alex Smith pass complete short right to Charcandrick West for -3 yards (tackle by Stephone Anthony),3.850,2.810
2,0:17,3,13,MIA 20,13,17,Alex Smith pass complete short left to Charcandrick West for 6 yards (tackle by Bobby McCain),2.810,2.510
2,0:11,4,7,MIA 14,13,20,Harrison Butker 32 yard field goal good,2.510,3.000
2,0:07,,,KAN 35,13,20,"Harrison Butker kicks off 65 yards, touchback",0.000,-0.610
2,0:07,1,10,MIA 25,13,20,Jay Cutler kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,MIA,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,13,20,"Cody Parkey kicks off 65 yards, returned by Akeem Hunt for 36 yards (tackle by Senorise Perry)",0.000,-1.330
3,14:54,1,10,KAN 36,13,20,Kareem Hunt middle for 1 yard (tackle by Jordan Phillips),1.330,0.930
3,14:12,2,9,KAN 37,13,20,Alex Smith pass complete short middle to Kareem Hunt for 7 yards (tackle by Kiko Alonso and Lawrence Timmons),0.930,1.160
3,13:27,3,2,KAN 44,13,20,"Alex Smith left end for no gain (tackle by Reshad Jones). Penalty on T.J. McDonald: Defensive Holding, 5 yards (no play)",1.160,2.190
3,12:52,1,10,KAN 49,13,20,Alex Smith pass complete short left to Demetrius Harris for 9 yards (tackle by Kiko Alonso),2.190,2.860
3,12:08,2,1,MIA 42,13,20,Alex Smith pass complete deep left to Orson Charles for 35 yards (tackle by Kiko Alonso),2.860,0.000
3,11:16,,,,,,Timeout #1 by Kansas City Chiefs,0.000,-5.600
3,11:16,1,7,MIA 7,13,20,Alex Smith pass incomplete short left intended for Demetrius Harris,5.600,4.760
3,11:11,2,7,MIA 7,13,20,Kareem Hunt middle for 4 yards (tackle by Reshad Jones and Ndamukong Suh),4.760,4.720
3,10:32,3,3,MIA 3,13,20,Alex Smith pass incomplete short right intended for Tyreek Hill,4.720,3.040
,,,,,,,"KAN challenged the incomplete pass ruling, and the play was upheld.",,
3,10:27,4,3,MIA 3,13,23,Harrison Butker 21 yard field goal good,3.040,3.000
3,10:24,,,KAN 35,13,23,"Harrison Butker kicks off 65 yards, touchback",0.000,-0.610
3,10:24,1,10,MIA 25,13,23,Kenyan Drake middle for -6 yards (tackle by Bennie Logan),0.610,-0.810
3,9:43,2,16,MIA 19,13,23,Jay Cutler pass incomplete short right intended for Kenyan Drake,-0.810,-1.510
3,9:38,3,16,MIA 19,13,23,Jay Cutler pass complete short middle to Jakeem Grant for 6 yards (tackle by Daniel Sorensen),-1.510,-1.700
3,8:59,4,10,MIA 25,13,23,"Matt Haack punts 34 yards, returned by Tyreek Hill for 1 yard (tackle by Walt Aikens)",-1.700,-1.730
3,8:49,1,10,KAN 42,13,23,Alex Smith pass incomplete short left intended for Albert Wilson,1.730,1.190
3,8:47,2,10,KAN 42,13,23,Alex Smith pass complete deep left to Travis Kelce for 18 yards (tackle by Reshad Jones),1.190,2.920
3,8:06,1,10,MIA 40,13,23,Kareem Hunt middle for no gain (tackle by Davon Godchaux),2.920,2.370
3,7:23,2,10,MIA 40,13,23,Alex Smith sacked by Charles Harris for -3 yards,2.370,1.290
3,6:37,3,13,MIA 43,13,23,Alex Smith pass complete short left to Demetrius Harris for 15 yards (tackle by Torry McTyer). Penalty on Ndamukong Suh: Defensive Offside (Declined),1.290,3.710
3,6:10,1,10,MIA 28,13,23,Alex Smith pass complete short right to Tyreek Hill for 5 yards (tackle by Xavien Howard),3.710,3.840
3,5:35,2,5,MIA 23,13,23,Kareem Hunt right guard for 4 yards (tackle by Terrence Fede),3.840,3.720
3,4:54,3,1,MIA 19,13,23,Kareem Hunt middle for no gain (tackle by Reshad Jones),3.720,2.340
3,4:10,4,1,MIA 19,13,23,Kareem Hunt middle for no gain (tackle by Reshad Jones and Ndamukong Suh),2.340,-0.150
3,4:06,1,10,MIA 19,13,23,Jay Cutler pass complete short left to DeVante Parker for 10 yards (tackle by Darrelle Revis),0.150,0.870
3,3:39,1,10,MIA 29,13,23,Kenyan Drake middle for 4 yards (tackle by Reggie Ragland),0.870,0.870
3,2:56,2,6,MIA 33,13,23,Kenyan Drake middle for 7 yards (tackle by Steven Nelson and Ron Parker),0.870,1.600
3,2:18,1,10,MIA 40,13,23,Jay Cutler pass incomplete short right intended for Kenny Stills,1.600,1.050
3,2:12,2,10,MIA 40,13,23,"Jay Cutler pass complete short right to Kenny Stills for 14 yards (tackle by Marcus Peters). Kenny Stills fumbles (forced by Marcus Peters), recovered by Ron Parker at KAN-46 (tackle by Anthony Fasano)",1.050,-1.990
3,2:03,1,10,KAN 46,13,23,"Penalty on Andre Branch: Neutral Zone Infraction, 5 yards (no play)",1.990,2.720
3,2:03,1,5,MIA 49,13,23,Kareem Hunt left guard for 3 yards (tackle by Kiko Alonso),2.720,2.530
3,1:28,2,2,MIA 46,13,23,Alex Smith for 5 yards (tackle by Reshad Jones),2.530,2.850
3,0:41,1,10,MIA 41,13,23,Alex Smith pass complete short middle to Tyreek Hill for 7 yards (tackle by Kiko Alonso),2.850,3.250
3,0:06,2,3,MIA 34,13,23,Kareem Hunt middle for 4 yards (tackle by Jordan Phillips),3.250,3.580
Quarter,Time,Down,ToGo,Location,MIA,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIA 30,13,23,Kareem Hunt left end for 2 yards (tackle by Cameron Wake),3.580,3.300
4,14:23,2,8,MIA 28,13,23,Alex Smith pass incomplete deep left intended for Travis Kelce,3.300,2.610
4,14:17,3,8,MIA 28,13,23,Alex Smith pass complete short left to Charcandrick West for 25 yards,2.610,6.510
4,13:40,1,3,MIA 3,13,23,Alex Smith pass incomplete short right intended for Demetrius Harris,6.510,5.530
4,13:36,2,3,MIA 3,13,23,"Kareem Hunt right guard for 1 yard (tackle by Cameron Wake). Penalty on Zach Fulton: Offensive Holding, 10 yards (no play)",5.530,3.720
4,13:09,2,13,MIA 13,13,23,Alex Smith pass complete short right to Kareem Hunt for 2 yards (tackle by T.J. McDonald),3.720,3.120
4,12:25,3,11,MIA 11,13,23,Alex Smith pass incomplete short right intended for Charcandrick West,3.120,2.700
4,12:19,4,11,MIA 11,13,26,Harrison Butker 29 yard field goal good,2.700,3.000
4,12:16,,,KAN 35,13,26,"Harrison Butker kicks off 39 yards, returned by Senorise Perry for 3 yards (tackle by Terrance Mitchell)",0.000,-0.870
4,12:15,1,10,MIA 29,13,26,Jay Cutler pass complete short left to Jarvis Landry for 21 yards (tackle by Ron Parker),0.870,2.260
4,11:36,1,10,,13,26,Jay Cutler pass complete deep right to DeVante Parker for 34 yards (tackle by Ron Parker),2.260,4.510
4,10:53,1,10,KAN 16,13,26,Kenyan Drake middle for 1 yard (tackle by Reggie Ragland),4.510,4.050
4,10:13,2,9,KAN 15,13,26,"Jay Cutler pass incomplete short right intended for A.J. Derby. Penalty on Ted Larsen: Unnecessary Roughness, 15 yards",4.050,1.420
4,10:06,3,24,KAN 30,13,26,Jay Cutler pass incomplete short right intended for Jakeem Grant,1.420,1.410
4,10:04,4,24,KAN 30,13,26,Cody Parkey 48 yard field goal no good,1.410,-1.470
4,9:59,1,10,KAN 38,13,26,Kareem Hunt left end for 5 yards (tackle by Cameron Malveaux),1.470,1.600
4,9:15,2,5,KAN 43,13,26,Kareem Hunt middle for 2 yards (tackle by Andre Branch and Reshad Jones),1.600,1.160
4,8:29,3,3,KAN 45,13,26,Alex Smith pass complete short left to Demetrius Harris for 6 yards (tackle by Reshad Jones and Kiko Alonso),1.160,2.320
4,8:29,1,10,MIA 49,13,26,"Penalty on Bryan Witzmann: False Start, 5 yards (no play)",2.320,1.990
4,7:26,1,15,KAN 46,13,26,Kareem Hunt middle for 3 yards (tackle by Cameron Wake and Kiko Alonso),1.990,1.510
4,6:43,2,12,KAN 49,13,26,Kareem Hunt left tackle for 4 yards (tackle by Bobby McCain),1.510,1.360
4,5:56,3,8,MIA 47,13,26,Alex Smith pass complete short right to Albert Wilson for 12 yards (tackle by Cameron Wake),1.360,3.250
4,5:18,1,10,MIA 35,13,26,Kareem Hunt middle for 3 yards (tackle by Terrence Fede),3.250,3.110
4,4:37,2,7,MIA 32,13,26,Kareem Hunt middle for -2 yards (tackle by Reshad Jones),3.110,0.000
4,4:31,,,,,,Timeout #1 by Miami Dolphins,0.000,-2.150
4,4:31,3,9,MIA 34,13,26,Alex Smith pass complete short right to Tyreek Hill for 3 yards (tackle by Xavien Howard),2.150,1.340
4,3:46,4,6,MIA 31,13,29,Harrison Butker 49 yard field goal good,1.340,3.000
4,3:41,,,KAN 35,13,29,"Harrison Butker kicks off 65 yards, touchback",0.000,-0.610
4,3:41,1,10,MIA 25,13,29,"Penalty on Sam Young: False Start, 5 yards (no play)",0.610,0.280
4,3:41,1,15,MIA 20,13,29,Jay Cutler pass incomplete short left intended for Jarvis Landry (defended by Daniel Sorensen),0.280,-0.610
4,3:37,2,15,MIA 20,13,29,Jay Cutler pass complete short left to Kenny Stills for 16 yards (tackle by Darrelle Revis),-0.610,1.330
4,3:15,1,10,MIA 36,13,29,Jay Cutler pass complete short right to DeVante Parker for 5 yards (tackle by Derrick Johnson),1.330,1.470
4,2:56,2,5,MIA 41,13,29,Jay Cutler pass incomplete short right intended for DeVante Parker (defended by Marcus Peters),1.470,0.760
4,2:52,3,5,MIA 41,13,29,"Jay Cutler pass complete deep right to Kenny Stills for 29 yards (tackle by Ron Parker). Penalty on Kenny Stills: Offensive Pass Interference, 10 yards (no play)",0.760,-0.560
4,2:45,3,15,MIA 31,13,29,Jay Cutler pass incomplete deep right intended for Jakeem Grant (defended by Daniel Sorensen),-0.560,-1.310
4,2:38,4,15,MIA 31,13,29,Jay Cutler pass incomplete deep left intended for Kenny Stills (defended by Derrick Johnson),-1.310,-3.510
4,2:32,1,10,MIA 31,13,29,Kareem Hunt right tackle for 1 yard (tackle by Chase Allen),3.510,0.000
4,2:26,,,,,,Timeout #2 by Miami Dolphins,0.000,-3.100
4,2:26,2,9,MIA 30,13,29,Kareem Hunt middle for -4 yards (tackle by Cameron Malveaux),3.100,0.000
4,2:15,,,,,,Timeout #3 by Miami Dolphins,0.000,-1.880
4,2:15,3,13,MIA 34,13,29,Alex Smith pass complete short left to Travis Kelce for 6 yards (tackle by Kiko Alonso),1.880,1.590
4,2:00,4,7,MIA 28,13,29,Harrison Butker 46 yard field goal no good,1.590,-1.330
4,1:55,1,10,MIA 36,13,29,Jay Cutler pass incomplete short middle intended for Jarvis Landry (defended by Kevin Pierre-Louis),1.330,0.790
4,1:48,2,10,MIA 36,13,29,Jay Cutler pass complete short right to A.J. Derby for 11 yards (tackle by Daniel Sorensen),0.790,2.060
4,1:26,1,10,MIA 47,13,29,Jay Cutler pass incomplete short left intended for A.J. Derby,2.060,1.520
4,1:21,2,10,MIA 47,13,29,Jay Cutler pass incomplete deep left intended for Kenyan Drake,1.520,0.830
4,1:16,3,10,MIA 47,13,29,Jay Cutler pass incomplete deep right intended for DeVante Parker,0.830,-0.260
4,1:10,4,10,MIA 47,13,29,Jay Cutler pass incomplete deep right intended for DeVante Parker,-0.260,-2.460
4,1:05,1,10,MIA 47,13,29,Alex Smith kneels for -1 yards,2.460,1.780
4,0:32,2,11,MIA 48,13,29,Alex Smith kneels for -1 yards,1.780,0.960
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
