Quarter,Time,Down,ToGo,Location,MIN,GNB,Detail,EPB,EPA
1,8:25,2,10,GNB 45,0,7,Daunte Culpepper pass complete to Nate Burleson for 6 yards (tackle by Ahmad Carroll),2.040,2.150
1,7:43,3,4,GNB 39,0,7,Daunte Culpepper pass complete to Moe Williams for 17 yards (tackle by Michael Hawthorne),2.150,4.110
1,7:01,1,10,GNB 22,0,7,Daunte Culpepper right end for 9 yards (tackle by Aaron Kampman),4.110,5.060
1,6:31,2,1,GNB 13,6,7,"Daunte Culpepper pass complete to Jermaine Wiggins for 13 yards, touchdown",5.060,7.000
1,,,,GNB 2,7,7,Morten Andersen kicks extra point good,0.000,0.000
1,,,,MIN 30,7,7,"Jose Cortez kicks off 55 yards, returned by Najeh Davenport for 27 yards (tackle by Willie Offord)",0.000,1.730
1,6:20,1,10,GNB 42,7,7,Ahman Green left end for 4 yards (tackle by Kenny Mixon),1.730,1.730
1,6:20,2,6,GNB 46,7,7,"Penalty on Mike Wahle: False Start, 5 yards (no play)",1.730,1.050
1,5:24,2,11,GNB 41,7,7,Ahman Green up the middle for 2 yards (tackle by Kenny Mixon and Chris Claiborne),1.050,0.630
1,4:35,3,9,GNB 43,7,7,Brett Favre pass complete to Robert Ferguson for 2 yards (tackle by Antoine Winfield),0.630,-0.390
1,3:59,4,7,GNB 45,7,7,Bryan Barker punts 28 yards,-0.390,-0.740
1,3:52,1,10,MIN 27,7,7,Kelly Campbell right end for 2 yards (tackle by Ahmad Carroll and Bhawoh Jue),0.740,0.470
1,3:08,2,8,MIN 29,7,7,Daunte Culpepper pass incomplete intended for Nate Burleson,0.470,-0.230
1,3:04,3,8,MIN 29,7,7,Daunte Culpepper pass incomplete intended for Jermaine Wiggins (defended by Kabeer Gbaja-Biamila),-0.230,-1.440
1,2:59,4,8,MIN 29,7,7,"Darren Bennett punts 38 yards, returned by Antonio Chatman for 2 yards (tackle by Larry Ned)",-1.440,-1.270
1,2:48,1,10,GNB 35,7,7,Ahman Green up the middle for 2 yards (tackle by Spencer Johnson),1.270,0.990
1,2:12,2,8,GNB 37,7,7,Brett Favre pass complete to David Martin for 35 yards (tackle by Brian Russell),0.990,3.710
,,,,,,,"MIN challenged the ruling, and the play was upheld.",,
1,1:44,1,10,MIN 28,7,7,Brett Favre pass incomplete intended for Ahman Green,3.710,3.170
1,1:40,2,10,MIN 28,7,7,"Antonio Chatman left end for 8 yards (tackle by Keith Newman). Penalty on Keith Newman: Face Mask (5 Yards), 5 yards",3.170,4.580
1,1:10,1,10,MIN 15,7,7,Ahman Green left tackle for 8 yards (tackle by Brian Russell),4.580,5.410
1,0:22,2,2,MIN 7,7,7,Nick Luchey up the middle for 3 yards (tackle by Chris Hovan and E.J. Henderson),5.410,6.280
Quarter,Time,Down,ToGo,Location,MIN,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,4,MIN 4,7,7,Brett Favre pass incomplete intended for Ahman Green,6.280,5.340
2,14:57,2,4,MIN 4,7,7,Ahman Green left tackle for 2 yards (tackle by Darrion Scott),5.340,4.950
2,14:13,,,,7,7,Timeout #1 by Green Bay Packers,0.000,4.950
2,14:13,3,2,MIN 2,7,13,"Brett Favre pass complete to Tony Fisher for 2 yards. Tony Fisher fumbles, recovered by Tony Fisher at MIN-0, touchdown",4.950,7.000
2,,,,MIN 2,7,14,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,GNB 30,7,14,"Ryan Longwell kicks off 56 yards, returned by Kelly Campbell for 20 yards (tackle by William Henderson)",0.000,1.200
2,14:03,1,10,MIN 34,7,14,Daunte Culpepper pass incomplete intended for Marcus Robinson,1.200,0.660
2,13:59,2,10,MIN 34,7,14,Michael Bennett left end for 3 yards (tackle by Aaron Kampman and Hannibal Navies),0.660,0.370
2,13:11,,,,7,14,Timeout #2 by Minnesota Vikings,0.000,0.370
2,13:11,3,7,MIN 37,7,14,Daunte Culpepper pass complete to Moe Williams for 12 yards (tackle by Nick Barnett),0.370,2.190
2,12:27,1,10,MIN 49,7,14,Daunte Culpepper pass complete to Jermaine Wiggins for 20 yards (tackle by Hannibal Navies),2.190,3.510
2,11:49,1,10,GNB 31,7,14,Onterrio Smith right end for 9 yards (tackle by Na'il Diggs and Mark Roman),3.510,4.180
2,11:06,2,1,GNB 22,7,14,"Daunte Culpepper pass incomplete. Penalty on Daunte Culpepper: Intentional Grounding (Offsetting), Penalty on Ahmad Carroll: Defensive Holding (Offsetting), Penalty on Bryant McKinnie: Offensive Holding (Offsetting) (no play)",4.180,4.180
2,10:53,2,1,GNB 22,7,14,Daunte Culpepper pass incomplete intended for Nate Burleson,4.180,3.470
2,10:48,3,1,GNB 22,7,14,Nate Burleson right end for 11 yards (tackle by Bhawoh Jue),3.470,4.840
2,10:19,1,10,GNB 11,7,14,Daunte Culpepper pass incomplete intended for Marcus Robinson,4.840,4.140
2,10:14,2,10,GNB 11,7,14,Onterrio Smith up the middle for 8 yards (tackle by Bhawoh Jue and Mark Roman),4.140,4.890
2,9:33,,,,7,14,Timeout #3 by Minnesota Vikings,0.000,4.890
2,9:33,3,2,GNB 3,7,14,Onterrio Smith left tackle for no gain (tackle by Mark Roman),4.890,3.050
2,8:50,4,2,GNB 3,10,14,Morten Andersen 21 yard field goal good,3.050,3.000
2,,,,MIN 30,10,14,"Jose Cortez kicks off 51 yards, returned by Antonio Chatman for 12 yards (tackle by Ralph Brown)",0.000,1.000
2,8:40,1,10,GNB 31,10,14,Ahman Green right tackle for 35 yards (tackle by Brian Russell),1.000,3.310
2,8:14,1,10,MIN 34,10,14,Ahman Green left end for 17 yards (tackle by Spencer Johnson),3.310,4.440
2,7:27,1,10,MIN 17,10,20,"Brett Favre pass complete to Bubba Franks for 17 yards, touchdown",4.440,7.000
2,,,,MIN 2,10,21,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,GNB 30,10,21,"Ryan Longwell kicks off 55 yards, returned by Kelly Campbell for 17 yards (tackle by Ben Steele)",0.000,1.070
2,7:23,1,10,MIN 32,10,21,Daunte Culpepper pass complete to Nate Burleson for 13 yards (tackle by Bhawoh Jue),1.070,1.930
2,6:45,1,10,MIN 45,10,21,Michael Bennett up the middle for 5 yards (tackle by Grady Jackson),1.930,2.060
2,6:06,2,5,GNB 50,10,21,Daunte Culpepper pass complete to Kelly Campbell for 10 yards (tackle by Ahmad Carroll),2.060,2.920
2,5:29,1,10,GNB 40,10,21,Daunte Culpepper pass incomplete intended for Marcus Robinson,2.920,2.370
2,5:23,2,10,GNB 40,10,21,Michael Bennett right guard for 2 yards (tackle by Na'il Diggs),2.370,1.950
2,4:44,3,8,GNB 38,10,21,Daunte Culpepper pass incomplete intended for Nate Burleson,1.950,0.720
2,4:39,4,8,GNB 38,10,21,"Darren Bennett punts 26 yards, fair catch by Antonio Chatman",0.720,0.350
2,4:32,1,10,GNB 12,10,21,Brett Favre pass incomplete intended for William Henderson,-0.350,-0.780
2,4:24,2,10,GNB 12,10,21,Tony Fisher left end for 13 yards (tackle by Chris Claiborne),-0.780,0.610
2,3:54,1,10,GNB 25,10,21,Tony Fisher right guard for 4 yards (tackle by Keith Newman and Chris Hovan),0.610,0.600
2,3:11,2,6,GNB 29,10,21,Brett Favre pass complete to William Henderson for 6 yards (tackle by Keith Newman),0.600,1.270
2,2:28,1,10,GNB 35,10,21,Tony Fisher left end for 1 yard (tackle by Antoine Winfield and E.J. Henderson),1.270,0.860
2,2:00,2,9,GNB 36,10,21,Tony Fisher left guard for 1 yard (tackle by Lance Johnstone),0.860,0.300
2,1:17,3,8,GNB 37,10,21,Brett Favre pass complete to Donald Driver for 14 yards (tackle by Antoine Winfield),0.300,2.320
2,0:47,1,10,MIN 49,10,21,Tony Fisher left guard for 11 yards (tackle by Antoine Winfield),2.320,3.050
2,0:42,,,,10,21,Timeout #2 by Green Bay Packers,0.000,3.050
2,0:42,1,10,MIN 38,10,21,Brett Favre pass complete to Tony Fisher for 9 yards (tackle by Mike Nattiel),3.050,3.720
2,0:25,2,1,MIN 29,10,21,Brett Favre spiked the ball,3.720,3.010
2,0:24,3,1,MIN 29,10,21,Tony Fisher left end for 4 yards (tackle by Brian Russell and Kevin Williams),3.010,3.910
2,0:09,1,10,MIN 25,10,21,Brett Favre spiked the ball,3.910,3.360
2,0:08,2,10,MIN 25,10,21,Brett Favre pass incomplete intended for Javon Walker,3.360,2.680
2,0:03,3,10,MIN 25,10,24,Ryan Longwell 43 yard field goal good,2.680,3.000
Quarter,Time,Down,ToGo,Location,MIN,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,10,24,"Ryan Longwell kicks off 67 yards, returned by Kelly Campbell for 22 yards (tackle by Jason Horton)",0.000,0.610
3,14:55,1,10,MIN 25,10,24,Onterrio Smith right end for 1 yard (tackle by Hannibal Navies),0.610,0.200
3,14:12,2,9,MIN 26,10,24,Daunte Culpepper pass complete to Jermaine Wiggins for 21 yards (tackle by Hannibal Navies),0.200,2.060
3,13:39,1,10,MIN 47,10,24,Daunte Culpepper pass incomplete intended for Marcus Robinson,2.060,1.520
3,13:33,2,10,MIN 47,10,24,Daunte Culpepper pass complete to Nate Burleson for 5 yards (tackle by Nick Barnett),1.520,1.490
3,12:49,3,5,GNB 48,10,24,Daunte Culpepper sacked by Cullen Jenkins for -8 yards,1.490,-0.460
3,12:27,4,13,MIN 44,10,24,Darren Bennett punts 31 yards. Penalty on Jeff Dugan: Illegal Formation (Declined),-0.460,-0.610
3,12:16,1,10,GNB 25,10,24,Brett Favre pass complete to William Henderson for 5 yards (tackle by Chris Claiborne),0.610,0.740
3,11:40,2,5,GNB 30,10,24,Ahman Green left end for 9 yards (tackle by Corey Chavous and E.J. Henderson),0.740,1.530
3,11:00,1,10,GNB 39,10,24,Ahman Green right end for 21 yards (tackle by Brian Russell),1.530,2.920
3,10:27,1,10,MIN 40,10,24,Tony Fisher left end for -3 yards (tackle by Kevin Williams),2.920,1.970
3,9:41,2,13,MIN 43,10,24,"Brett Favre pass incomplete intended for Robert Ferguson (defended by Antoine Winfield). Penalty on Antoine Winfield: Defensive Pass Interference, 7 yards (no play)",1.970,3.180
3,9:36,1,10,MIN 36,10,24,Brett Favre pass complete to Javon Walker for 12 yards (tackle by Chris Claiborne),3.180,3.970
3,9:00,1,10,MIN 24,10,24,"Ahman Green up the middle for 2 yards (tackle by Brian Russell and Kevin Williams). Penalty on Marco Rivera: Offensive Holding, 10 yards (no play)",3.970,3.310
3,8:32,1,20,MIN 34,10,24,Ahman Green up the middle for 10 yards (tackle by Corey Chavous and Brian Russell),3.310,3.430
3,7:56,2,10,MIN 24,10,24,Brett Favre pass complete to Donald Driver for 9 yards (tackle by Brian Williams),3.430,4.170
3,7:30,3,1,MIN 15,10,24,Tony Fisher right end for no gain (tackle by Darrion Scott and Antoine Winfield),4.170,2.590
3,6:50,4,1,MIN 15,10,24,Nick Luchey up the middle for no gain (tackle by Spencer Johnson and E.J. Henderson),2.590,0.220
,,,,,,,"GNB challenged the ruling, and the play was upheld.",,
3,6:38,1,10,MIN 15,10,24,Daunte Culpepper pass incomplete intended for Marcus Robinson (defended by Al Harris),-0.220,-0.710
3,6:34,2,10,MIN 15,10,24,Daunte Culpepper pass complete to Nate Burleson for 8 yards (tackle by Ahmad Carroll),-0.710,-0.390
3,5:54,3,2,MIN 23,10,24,Daunte Culpepper left end for 1 yard (tackle by Nick Barnett and Grady Jackson),-0.390,-1.770
3,5:24,4,1,MIN 24,10,24,Darren Bennett punts 36 yards,-1.770,-1.600
3,5:13,1,10,GNB 40,10,24,"Donald Driver left end for 14 yards (tackle by Corey Chavous). Donald Driver fumbles (forced by Corey Chavous), recovered by Darrion Scott at MIN-46 (tackle by Donald Driver)",1.600,-1.990
3,4:53,1,10,MIN 46,10,24,Daunte Culpepper pass complete to Sean Berton for 9 yards (tackle by Nick Barnett),1.990,2.670
3,4:14,2,1,GNB 45,10,24,Daunte Culpepper pass complete to Jermaine Wiggins for 15 yards (tackle by Bhawoh Jue),2.670,3.580
3,3:36,1,10,GNB 30,10,24,Daunte Culpepper pass incomplete intended for Marcus Robinson (defended by Al Harris),3.580,3.030
3,3:30,2,10,GNB 30,10,24,Daunte Culpepper pass complete to Jermaine Wiggins for 22 yards (tackle by Mark Roman),3.030,5.370
3,2:44,1,8,GNB 8,16,24,"Daunte Culpepper pass complete to Nate Burleson for 8 yards, touchdown",5.370,7.000
3,,,,GNB 2,17,24,Morten Andersen kicks extra point good,0.000,0.000
3,,,,MIN 30,17,24,"Jose Cortez kicks off 60 yards, returned by Robert Ferguson for 55 yards (tackle by Jeff Dugan)",0.000,3.250
3,2:30,1,10,MIN 35,17,24,Ahman Green left end for 1 yard (tackle by Spencer Johnson),3.250,2.840
3,1:50,2,9,MIN 34,17,24,Ahman Green right guard for 4 yards (tackle by Kenny Mixon and Darrion Scott),2.840,2.680
3,1:50,3,5,MIN 30,17,24,"Penalty on Bubba Franks: Illegal Substitution, 5 yards (no play)",2.680,2.010
3,1:04,3,10,MIN 35,17,24,Brett Favre pass complete to Antonio Chatman for 14 yards (tackle by Derek Ross),2.010,4.170
3,0:34,1,10,MIN 21,17,24,Ahman Green left end for 2 yards (tackle by Kenny Mixon),4.170,3.900
Quarter,Time,Down,ToGo,Location,MIN,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,MIN 19,17,24,Brett Favre pass incomplete intended for Javon Walker,3.900,3.180
4,14:58,3,8,MIN 19,17,24,Brett Favre pass complete to Javon Walker for 12 yards (tackle by Lance Johnstone),3.180,5.600
4,14:12,1,7,MIN 7,17,24,Ahman Green right end for 1 yard (tackle by E.J. Henderson),5.600,4.950
4,13:30,2,6,MIN 6,17,30,"Brett Favre pass complete to William Henderson for 6 yards, touchdown",4.950,7.000
4,,,,MIN 2,17,31,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,GNB 30,17,31,"Ryan Longwell kicks off 61 yards, returned by Kelly Campbell for 20 yards (tackle by Jason Horton)",0.000,0.870
4,13:17,1,10,MIN 29,17,31,Daunte Culpepper pass complete to Onterrio Smith for 11 yards (tackle by Al Harris),0.870,1.600
4,12:40,1,10,MIN 40,17,31,Daunte Culpepper sacked by Kabeer Gbaja-Biamila for -2 yards,1.600,0.780
4,12:05,2,12,MIN 38,17,31,Daunte Culpepper sacked by Kabeer Gbaja-Biamila for -8 yards,0.780,-0.960
4,11:36,3,20,MIN 30,17,31,"Penalty on Nat Dorsey: False Start, 5 yards (no play)",-0.960,-1.620
4,11:14,3,25,MIN 25,17,31,Daunte Culpepper pass incomplete intended for Nate Burleson,-1.620,-1.700
4,11:08,4,25,MIN 25,17,31,"Darren Bennett punts 45 yards, returned by Antonio Chatman for 15 yards (tackle by Willie Offord)",-1.700,-1.930
4,10:56,1,10,GNB 45,17,31,Ahman Green right tackle for 4 yards (tackle by Kenny Mixon and Corey Chavous),1.930,1.920
4,10:16,2,6,GNB 49,17,31,Ahman Green left guard for 4 yards (tackle by Brian Russell and Spencer Johnson),1.920,1.750
4,9:34,3,2,MIN 47,17,31,Brett Favre pass complete to Ahman Green for 1 yard (tackle by Chris Claiborne),1.750,0.200
4,8:59,4,1,MIN 46,17,31,"Bryan Barker punts 31 yards, returned by Nate Burleson for -1 yards (tackle by Rob Davis)",0.200,0.280
4,8:49,1,10,MIN 14,17,31,Daunte Culpepper pass complete to Nate Burleson for 9 yards (tackle by Ahmad Carroll),-0.280,0.550
4,8:20,2,1,MIN 23,17,31,Daunte Culpepper pass complete to Nate Burleson for 6 yards (tackle by Na'il Diggs),0.550,0.870
4,7:51,1,10,MIN 29,17,31,Daunte Culpepper pass incomplete intended for Marcus Robinson (defended by Al Harris),0.870,0.330
4,7:45,2,10,MIN 29,17,31,Daunte Culpepper pass incomplete intended for Nate Burleson (defended by Bhawoh Jue),0.330,-0.360
4,7:39,3,10,MIN 29,17,31,"Penalty on Daunte Culpepper: False Start, 5 yards (no play)",-0.360,-1.020
4,7:39,3,15,MIN 24,17,31,Daunte Culpepper pass complete to Nate Burleson for 24 yards (tackle by Darren Sharper),-1.020,2.130
4,7:09,1,10,MIN 48,17,31,Daunte Culpepper sacked by James Lee for 0 yards,2.130,1.580
4,6:34,2,10,MIN 48,17,31,Moe Williams right end for -3 yards (tackle by Kabeer Gbaja-Biamila),1.580,0.500
4,5:46,3,13,MIN 45,17,31,Daunte Culpepper pass complete to Moe Williams for 11 yards (tackle by Bhawoh Jue),0.500,0.330
4,5:01,4,2,GNB 44,17,31,Daunte Culpepper pass complete to Nate Burleson for 9 yards (tackle by Ahmad Carroll),0.330,3.250
4,4:29,1,10,GNB 35,17,31,Daunte Culpepper pass incomplete intended for Nate Burleson,3.250,2.700
4,4:25,2,10,GNB 35,17,31,Daunte Culpepper pass incomplete intended for Nate Burleson (defended by Ahmad Carroll),2.700,2.010
4,4:19,3,10,GNB 35,17,31,Daunte Culpepper pass complete to Marcus Robinson for 17 yards (tackle by Al Harris),2.010,4.370
4,4:12,1,10,GNB 18,17,31,Daunte Culpepper pass complete to Nate Burleson for 13 yards (tackle by Ahmad Carroll),4.370,6.060
4,3:35,1,5,GNB 5,17,31,Daunte Culpepper pass incomplete intended for Marcus Robinson,6.060,5.150
4,3:32,2,5,GNB 5,17,31,Daunte Culpepper pass complete to Jermaine Wiggins for 3 yards (tackle by Mark Roman),5.150,4.950
4,2:59,3,2,GNB 2,23,31,"Daunte Culpepper pass complete to Onterrio Smith for 2 yards, touchdown",4.950,7.000
4,,,,GNB 2,24,31,Morten Andersen kicks extra point good,0.000,0.000
4,,,,MIN 30,24,31,"Jose Cortez kicks off 55 yards, returned by Antonio Chatman for 15 yards (tackle by Antoine Winfield)",,
4,2:50,1,10,GNB 30,24,31,Brett Favre pass complete to William Henderson for -1 yards (tackle by Brian Russell),0.940,0.260
4,2:42,,,,24,31,Timeout #1 by Minnesota Vikings,0.000,0.260
4,2:42,2,11,GNB 29,24,31,Ahman Green right end for -1 yards (tackle by E.J. Henderson),0.260,-0.560
4,2:36,,,,24,31,Timeout #2 by Minnesota Vikings,0.000,-0.560
4,2:36,3,12,GNB 28,24,31,Brett Favre pass complete to Ahman Green for 6 yards (tackle by Dontarrious Thomas),-0.560,-1.110
4,2:27,,,,24,31,Timeout #3 by Minnesota Vikings,0.000,-1.110
4,2:27,4,6,GNB 34,24,31,Bryan Barker punts 32 yards,-1.110,-1.200
4,2:18,1,10,MIN 34,24,31,"Penalty on Kelly Campbell: False Start, 5 yards (no play)",1.200,0.870
4,2:18,1,15,MIN 29,24,31,"Penalty on Cletidus Hunt: Encroachment, 5 yards (no play)",0.870,1.200
4,2:18,1,10,MIN 34,24,31,--,1.200,1.870
4,2:00,2,1,MIN 43,24,31,Daunte Culpepper pass complete to Nate Burleson for 40 yards (tackle by Bhawoh Jue),1.870,4.440
4,1:29,1,10,GNB 17,30,31,"Daunte Culpepper pass complete to Moe Williams for 17 yards, touchdown",4.440,7.000
4,,,,GNB 2,31,31,Morten Andersen kicks extra point good,0.000,0.000
4,,,,MIN 30,31,31,"Jose Cortez kicks off 61 yards, returned by Robert Ferguson for 37 yards (tackle by Antoine Winfield). Robert Ferguson fumbles (forced by Antoine Winfield), recovered by Ben Steele at GNB-46",0.000,1.990
4,1:11,1,10,GNB 46,31,31,Brett Favre pass incomplete intended for Javon Walker (defended by Brian Williams),1.990,1.450
4,1:05,2,10,GNB 46,31,31,Brett Favre pass complete to Tony Fisher for 25 yards (tackle by Corey Chavous),1.450,3.640
4,0:37,1,10,MIN 29,31,31,Brett Favre pass complete to Bubba Franks for 7 yards (tackle by Brian Williams),3.640,4.050
4,0:26,,,,31,31,Timeout #2 by Green Bay Packers,0.000,4.050
4,0:26,2,3,MIN 22,31,31,Ahman Green right tackle for 7 yards (tackle by Larry Ned and Corey Chavous),4.050,4.580
4,0:03,,,,31,31,Timeout #3 by Green Bay Packers,0.000,4.580
4,0:03,1,10,MIN 15,31,34,Ryan Longwell 33 yard field goal good,4.580,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
