Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
David Montgomery,DET,21,74,1,4,51,2.4,23,1.1,1,21.0
Jahmyr Gibbs,DET,7,42,0,2,19,2.7,23,3.3,6,1.2
Jared Goff,DET,5,-1,0,1,-1,-0.2,0,0.0,0,
Jalen Reeves-Maybin,DET,1,3,0,1,3,3.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Isiah Pacheco,KAN,8,23,0,2,13,1.6,10,1.3,0,
Clyde Edwards-Helaire,KAN,6,22,0,1,22,3.7,0,0.0,0,
Patrick Mahomes,KAN,6,45,0,3,45,7.5,0,0.0,0,
Skyy Moore,KAN,1,4,0,,2,2.0,2,2.0,0,
Rashee Rice,KAN,1,-3,0,0,-3,-3.0,0,0.0,0,
Kadarius Toney,KAN,1,-1,0,,-1,-1.0,0,0.0,0,
