Quarter,Time,Down,ToGo,Location,KAN,NWE,Detail,EPB,EPA
2,8:30,2,8,KAN 48,17,7,Tom Brady pass complete short middle to Julian Edelman for 18 yards (tackle by Kendall Fuller),1.980,3.580
2,7:59,1,10,KAN 30,17,7,James White left tackle for 3 yards (tackle by Mike Pennel and Chris Jones),3.580,3.440
2,7:13,2,7,KAN 27,17,7,Tom Brady pass incomplete short left intended for Phillip Dorsett,3.440,2.740
2,7:09,3,7,KAN 27,17,7,Tom Brady pass incomplete short right intended for Jakobi Meyers,2.740,1.670
2,7:06,4,7,KAN 27,17,7,Tom Brady pass incomplete short right intended for Julian Edelman,1.670,-0.740
2,7:02,1,10,KAN 27,17,7,Darwin Thompson up the middle for no gain (tackle by Kyle Van Noy),0.740,0.200
2,6:27,2,10,KAN 27,17,7,Patrick Mahomes pass complete short middle to Sammy Watkins for 14 yards (tackle by Dont'a Hightower),0.200,1.660
2,5:52,1,10,KAN 41,17,7,Darwin Thompson left end for no gain (tackle by J.C. Jackson),1.660,1.120
2,5:17,2,10,KAN 41,17,7,"Patrick Mahomes pass incomplete deep right. Penalty on Deatrich Wise: Illegal Use of Hands, 5 yards (no play)",1.120,1.990
2,5:09,1,10,KAN 46,17,7,Spencer Ware up the middle for 6 yards (tackle by Adam Butler and Patrick Chung),1.990,2.260
2,4:31,2,4,NWE 48,17,7,Spencer Ware right end for -2 yards (tackle by Jamie Collins),2.260,1.290
2,4:02,3,6,KAN 50,17,7,Patrick Mahomes pass incomplete deep right intended for Sammy Watkins (defended by Stephon Gilmore) Penalty on KAN: Illegal Formation (Declined),1.290,-0.060
2,3:58,4,6,KAN 50,17,7,Dustin Colquitt punts 28 yards downed by Armani Watts,-0.060,-0.410
2,3:49,1,10,NWE 22,17,7,Tom Brady pass incomplete short middle,0.410,-0.130
2,3:43,2,10,NWE 22,17,7,Tom Brady pass complete short middle to James White for no gain (tackle by Khalen Saunders and Derrick Nnadi),-0.130,-0.820
2,3:06,3,10,NWE 22,17,7,Tom Brady pass incomplete short right intended for James White,-0.820,-1.900
2,2:58,4,10,NWE 22,17,7,"Jake Bailey punts 56 yards, returned by Mecole Hardman for 4 yards (tackle by Matthew Slater). Penalty on Demarcus Robinson: Illegal Block Above the Waist (Declined) . Penalty on Armani Watts: Illegal Block Above the Waist, 13 yards",-1.900,0.320
2,2:48,1,10,KAN 13,17,7,Patrick Mahomes pass complete short left to Darwin Thompson for 19 yards (tackle by Deatrich Wise),-0.320,1.070
2,2:07,1,10,KAN 32,17,7,"Patrick Mahomes pass incomplete short left intended for Darwin Thompson. Penalty on Shilique Calhoun: Defensive Holding, 5 yards (no play)",1.070,1.400
2,2:02,1,10,KAN 37,17,7,Patrick Mahomes pass complete short left to Travis Kelce for 12 yards (tackle by Patrick Chung),1.400,2.190
2,1:53,1,10,KAN 49,17,7,Patrick Mahomes pass incomplete short left intended for Travis Kelce,2.190,1.650
2,1:48,2,10,KAN 49,17,7,Patrick Mahomes pass complete short right to Tyreek Hill for 16 yards (tackle by Jonathan Jones),1.650,3.250
2,1:41,1,10,NWE 35,17,7,Patrick Mahomes pass complete short left to Tyreek Hill for 8 yards (tackle by Stephon Gilmore),3.250,3.780
2,1:32,2,2,NWE 27,17,7,Patrick Mahomes pass complete short left to Darwin Thompson for 7 yards (tackle by Jamie Collins),3.780,4.240
2,1:27,1,10,NWE 20,17,7,Patrick Mahomes pass complete short right to Darwin Thompson for 7 yards (tackle by Chase Winovich),4.240,4.830
2,1:15,,,,,,Timeout #1 by New England Patriots,,
2,1:15,2,3,NWE 13,17,7,Patrick Mahomes pass incomplete short right intended for Spencer Ware,4.830,4.100
2,1:08,3,3,NWE 13,17,7,Patrick Mahomes pass incomplete short right intended for Travis Kelce,4.100,2.670
2,1:02,4,3,NWE 13,20,7,Harrison Butker 31 yard field goal good,2.670,3.000
2,0:59,,,KAN 35,20,7,"Harrison Butker kicks off 62 yards, returned by Brandon Bolden for 23 yards (tackle by Anthony Sherman). Penalty on Dorian O'Daniel: Unnecessary Roughness, 15 yards",0.000,1.660
2,0:54,1,10,NWE 41,20,7,Tom Brady pass complete short right to Julian Edelman for 5 yards (tackle by Bashaud Breeland and Ben Niemann),1.660,1.800
2,0:34,2,5,NWE 46,20,7,Tom Brady sacked by Frank Clark for -4 yards,1.800,0.560
2,0:13,3,9,NWE 42,20,7,Tom Brady pass complete short right to James White for 3 yards (tackle by Bashaud Breeland),0.560,-0.390
Quarter,Time,Down,ToGo,Location,KAN,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,20,7,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,KAN 25,20,7,LeSean McCoy up the middle for 2 yards (tackle by John Simon and Terrence Brooks),0.610,0.330
3,14:24,2,8,KAN 27,20,7,Patrick Mahomes pass complete short right to Travis Kelce for 18 yards (tackle by Patrick Chung),0.330,1.930
3,13:45,1,10,KAN 45,20,7,LeSean McCoy right guard for 13 yards (tackle by Stephon Gilmore),1.930,2.790
3,13:02,1,10,NWE 42,20,7,Patrick Mahomes pass complete short left to Travis Kelce for 4 yards (tackle by Devin McCourty),2.790,2.780
3,12:20,2,6,NWE 38,20,7,Darwin Thompson left end for 4 yards (tackle by Jamie Collins),2.780,2.610
3,11:39,3,2,NWE 34,20,7,Spencer Ware left tackle for 1 yard (tackle by Kyle Van Noy),2.610,1.210
3,11:10,4,1,NWE 33,20,7,Spencer Ware up the middle for 2 yards (tackle by Danny Shelton and Kyle Van Noy),1.210,3.510
3,10:21,,,,,,Timeout #1 by Kansas City Chiefs,,
3,10:21,1,10,NWE 31,20,7,LeSean McCoy left tackle for no gain (tackle by Patrick Chung),3.510,2.970
3,9:40,2,10,NWE 31,20,7,Patrick Mahomes pass incomplete short left intended for LeSean McCoy,2.970,2.280
3,9:35,3,10,NWE 31,20,7,Patrick Mahomes pass complete short left to Sammy Watkins for 8 yards (tackle by Stephon Gilmore),2.280,2.050
3,8:50,4,2,NWE 23,23,7,Harrison Butker 41 yard field goal good,2.050,3.000
3,8:46,,,KAN 35,23,7,"Harrison Butker kicks off 57 yards, returned by Brandon Bolden for 16 yards (tackle by Dorian O'Daniel)",0.000,0.540
3,8:40,1,10,NWE 24,23,7,Tom Brady pass incomplete short left intended for James White,0.540,0.000
3,8:36,2,10,NWE 24,23,7,Tom Brady pass complete short right to Julian Edelman for 5 yards (tackle by Tyrann Mathieu),0.000,-0.030
3,7:58,3,5,NWE 29,23,7,Tom Brady sacked by Chris Jones for -10 yards,-0.030,-2.140
3,7:28,4,15,NWE 19,23,7,"Jake Bailey punts 44 yards, returned by Mecole Hardman for 7 yards (tackle by Matthew Slater and Rex Burkhead)",-2.140,-1.860
3,7:19,1,10,KAN 44,23,7,Patrick Mahomes pass incomplete deep left intended for Tyreek Hill,1.860,1.320
3,7:14,2,10,KAN 44,23,7,"Spencer Ware up the middle for 3 yards (tackle by Chase Winovich). Penalty on Laurent Duvernay-Tardif: Illegal Use of Hands, 5 yards (no play)",1.320,0.640
3,6:54,2,15,KAN 39,23,7,Patrick Mahomes right guard for 5 yards (tackle by Devin McCourty),0.640,0.630
3,6:09,3,10,KAN 44,23,7,"Patrick Mahomes pass complete short left to Spencer Ware for -9 yards (tackle by Shilique Calhoun). Spencer Ware fumbles (forced by Shilique Calhoun), recovered by Spencer Ware at KC-34",0.630,-1.040
3,5:19,4,19,KAN 35,23,7,Dustin Colquitt punts blocked by Nate Ebner,-1.040,-4.310
3,5:14,1,10,KAN 19,23,7,James White left end for 9 yards (tackle by Mike Pennel),4.310,5.360
3,4:30,2,1,KAN 10,23,13,"Brandon Bolden right end for 10 yards, touchdown",5.360,7.000
3,4:23,,,KAN 2,23,13,"Two Point Attempt: James White rushes, conversion fails.",1.000,-1.000
3,4:23,,,NWE 35,23,13,"Jake Bailey kicks off 62 yards, returned by Mecole Hardman for 26 yards (tackle by Nate Ebner)",0.000,0.870
3,4:17,1,10,KAN 29,23,13,Patrick Mahomes right end for 3 yards (tackle by Dont'a Hightower),0.870,0.730
3,3:48,2,7,KAN 32,23,13,Darwin Thompson up the middle for 3 yards (tackle by Adam Butler),0.730,0.430
3,3:07,3,4,KAN 35,23,13,Patrick Mahomes pass complete short left to Sammy Watkins for 5 yards (tackle by Devin McCourty),0.430,1.600
3,2:41,1,10,KAN 40,23,13,Spencer Ware up the middle for 4 yards (tackle by Lawrence Guy and Dont'a Hightower),1.600,1.590
3,1:59,2,6,KAN 44,23,13,Patrick Mahomes pass complete short left to Tyreek Hill for 11 yards (tackle by Jonathan Jones),1.590,2.590
3,1:27,1,10,NWE 45,23,13,Patrick Mahomes pass complete short left to Travis Kelce for 5 yards (tackle by Devin McCourty),2.590,2.720
3,0:43,2,5,NWE 40,23,13,Patrick Mahomes pass complete short left to Darwin Thompson for 3 yards (tackle by Patrick Chung and Stephon Gilmore),2.720,2.410
3,0:15,3,2,NWE 37,23,13,"Patrick Mahomes pass complete short right to Travis Kelce for -6 yards (tackle by Devin McCourty). Travis Kelce fumbles (forced by Devin McCourty), recovered by Stephon Gilmore at NE-43",2.410,-1.800
3,0:07,1,10,NWE 43,23,13,Julian Edelman right end for 8 yards (tackle by Damien Wilson),1.800,2.330
Quarter,Time,Down,ToGo,Location,KAN,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,KAN 49,23,13,Rex Burkhead up the middle for 3 yards (tackle by Alex Okafor and Frank Clark),2.330,2.520
4,14:34,1,10,KAN 46,23,13,Tom Brady pass complete short left to Ben Watson for 7 yards (tackle by Tyrann Mathieu),2.520,2.920
4,14:09,2,3,KAN 39,23,13,Rex Burkhead left end for no gain (tackle by Frank Clark),2.920,2.210
4,13:28,3,3,KAN 39,23,13,"Tom Brady pass incomplete deep middle intended for Jakobi Meyers (defended by Kendall Fuller). Penalty on Kendall Fuller: Defensive Holding (Declined) . Penalty on Kendall Fuller: Defensive Pass Interference, 24 yards (no play)",2.210,4.580
4,13:22,1,10,KAN 15,23,13,Tom Brady pass complete short left to N'Keal Harry for 12 yards (tackle by Anthony Hitchens),4.580,6.510
4,13:14,1,3,KAN 3,23,13,James White left end for -2 yards (tackle by Frank Clark),6.510,5.150
4,12:33,2,5,KAN 5,23,13,Tom Brady pass incomplete short left intended for Jakobi Meyers,5.150,4.260
4,12:26,,,,,,Timeout #2 by New England Patriots,,
4,12:26,3,5,KAN 5,23,13,Tom Brady sacked by Alex Okafor for -6 yards,4.260,2.700
4,11:45,4,11,KAN 11,23,16,Nick Folk 29 yard field goal good,2.700,3.000
4,11:42,,,NWE 35,23,16,"Jake Bailey kicks off 63 yards, returned by Mecole Hardman for 16 yards (tackle by Rex Burkhead)",0.000,0.040
4,11:37,1,10,KAN 18,23,16,Tyreek Hill left end for 3 yards (tackle by Jonathan Jones),0.040,0.010
4,11:19,2,7,KAN 21,23,16,"Patrick Mahomes pass incomplete short left intended for Sammy Watkins. Penalty on Travis Kelce: Offensive Pass Interference, 10 yards (no play)",0.010,-1.290
4,11:16,2,17,KAN 11,23,16,Patrick Mahomes pass complete short middle to Demarcus Robinson for 12 yards (tackle by J.C. Jackson),-1.290,-0.530
4,10:37,3,5,KAN 23,23,16,Patrick Mahomes pass incomplete short right. Penalty on Patrick Mahomes: Face Mask (15 Yards) (Declined),-0.530,-1.830
4,10:30,4,5,KAN 23,23,16,Dustin Colquitt punts 57 yards downed by Demarcus Robinson,-1.830,-0.280
4,10:17,1,10,NWE 20,23,16,James White up the middle for 2 yards (tackle by Mike Pennel),0.280,0.000
4,9:43,2,8,NWE 22,23,16,Tom Brady pass complete short left to Julian Edelman for 13 yards (tackle by Juan Thornhill),0.000,1.270
4,9:05,1,10,NWE 35,23,16,Tom Brady pass complete short right to James White for 17 yards (tackle by Bashaud Breeland and Tanoh Kpassagnon),1.270,2.390
4,8:24,1,10,KAN 48,23,16,Tom Brady pass complete short left to Julian Edelman for -2 yards (tackle by Tyrann Mathieu),2.390,1.580
4,7:43,2,12,NWE 50,23,16,Tom Brady pass incomplete deep right intended for Julian Edelman,1.580,0.890
4,7:38,3,12,NWE 50,23,16,Tom Brady pass incomplete short right,0.890,-0.060
4,7:31,4,12,NWE 50,23,16,Jake Bailey punts 32 yards out of bounds,-0.060,-0.040
4,7:22,1,10,KAN 18,23,16,Patrick Mahomes pass complete short left to Tyreek Hill for 3 yards (tackle by Jonathan Jones),0.040,0.010
4,6:43,2,7,KAN 21,23,16,LeSean McCoy left tackle for 3 yards (tackle by Adam Butler),0.010,-0.400
4,6:02,3,4,KAN 24,23,16,"Penalty on Eric Fisher: False Start, 5 yards (no play)",-0.400,-1.040
4,5:48,3,9,KAN 19,23,16,Patrick Mahomes pass complete short left to Tyreek Hill for 3 yards (tackle by Devin McCourty),-1.040,-1.900
4,5:11,4,6,KAN 22,23,16,"Dustin Colquitt punts 46 yards, fair catch by Mohamed Sanu at NE-32",-1.900,-1.070
4,5:04,1,10,NWE 32,23,16,James White pass complete short right to Jakobi Meyers for 35 yards (tackle by Daniel Sorensen),1.070,3.380
4,4:20,1,10,KAN 33,23,16,Tom Brady pass incomplete short middle intended for Julian Edelman,3.380,2.840
4,4:17,2,10,KAN 33,23,16,"Penalty on Isaiah Wynn: False Start, 5 yards (no play)",2.840,2.160
4,4:17,2,15,KAN 38,23,16,Tom Brady pass complete short right to James White for 9 yards (tackle by Ben Niemann),2.160,2.680
4,3:31,3,6,KAN 29,23,16,Tom Brady pass incomplete deep left intended for Phillip Dorsett,2.680,1.520
4,3:26,4,6,KAN 29,23,16,Tom Brady left tackle for 17 yards (tackle by Tyrann Mathieu),1.520,4.780
4,2:39,1,10,KAN 12,23,16,Tom Brady pass complete short middle to James White for -2 yards (tackle by Damien Wilson),4.780,3.790
4,2:00,2,12,KAN 14,23,16,Tom Brady pass incomplete short middle intended for Matt LaCosse,3.790,3.060
4,1:55,3,12,KAN 14,23,16,Tom Brady pass complete short middle to Julian Edelman for 9 yards (tackle by Tyrann Mathieu),3.060,3.020
4,1:11,4,3,KAN 5,23,16,Tom Brady pass incomplete short left intended for Julian Edelman (defended by Bashaud Breeland),3.020,0.380
4,1:06,1,10,KAN 5,23,16,Patrick Mahomes kneels for -1 yards,-0.380,-0.850
4,0:55,,,,,,Timeout #3 by New England Patriots,,
4,0:55,2,11,KAN 4,23,16,Patrick Mahomes kneels for -1 yards,-0.850,-1.650
4,0:23,3,12,KAN 3,23,16,Patrick Mahomes kneels for -1 yards,-1.650,-2.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
