Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
LeSean McCoy,KAN,11,39,0,1,17,1.5,22,2.0,0,
Patrick Mahomes,KAN,6,6,0,0,4,0.7,2,0.3,0,
Spencer Ware,KAN,5,11,0,1,-1,-0.2,12,2.4,0,
Darwin Thompson,KAN,4,7,0,0,3,0.8,4,1.0,0,
Tyreek Hill,KAN,2,8,0,0,-1,-0.5,9,4.5,0,
Travis Kelce,KAN,1,4,1,1,3,3.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Rex Burkhead,NWE,7,15,0,1,-1,-0.1,16,2.3,0,
James White,NWE,6,33,0,1,9,1.5,24,4.0,0,
Sony Michel,NWE,5,8,0,1,2,0.4,6,1.2,0,
Tom Brady,NWE,2,20,0,2,17,8.5,3,1.5,0,
Brandon Bolden,NWE,1,10,1,1,7,7.0,3,3.0,0,
Julian Edelman,NWE,1,8,0,0,5,5.0,3,3.0,0,
