Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Ronald Jones II,KAN,10,45,1,3,31,3.1,14,1.4,1,10.0
Isiah Pacheco,KAN,8,64,1,2,42,5.3,22,2.8,0,
Patrick Mahomes,KAN,3,29,0,2,24,8.0,5,1.7,0,
Kadarius Toney,KAN,3,26,1,3,12,4.0,14,4.7,1,3.0
Chad Henne,KAN,2,-2,0,,-2,-1.0,0,0.0,0,
Jerick McKinnon,KAN,2,6,0,1,-1,-0.5,7,3.5,1,2.0
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Josh Jacobs,LVR,17,45,0,3,25,1.5,20,1.2,2,8.5
Jarrett Stidham,LVR,7,50,0,3,49,7.0,1,0.1,0,
Zamir White,LVR,1,4,0,,3,3.0,1,1.0,0,
