0,1
Game Info,Game Info
Won Toss,Chargers
Roof,outdoors
Surface,fieldturf
Duration,3:04
Attendance,68756
Weather,"63 degrees, relative humidity 0%, wind 12 mph, wind chill 0"
Vegas Line,New England Patriots -7.0
Over/Under,53.5 (over)
