Quarter,Time,Down,ToGo,Location,SDG,NYJ,Detail,EPB,EPA
1,1:05,3,15,NYJ 46,7,14,Greg McElroy pass complete short middle to Bilal Powell for 10 yards (tackle by Eric Weddle),0.430,0.330
1,0:33,4,5,SDG 44,7,14,"Robert Malone punts 27 yards, out of bounds",0.330,0.060
1,0:26,1,10,SDG 17,7,14,Philip Rivers pass complete short right to Eddie Royal for 12 yards (tackle by Kyle Wilson),-0.060,0.870
Quarter,Time,Down,ToGo,Location,SDG,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SDG 29,7,14,Ronnie Brown left tackle for 9 yards (tackle by David Harris),0.870,1.540
2,15:00,2,1,SDG 38,7,14,Ronnie Brown left tackle for 5 yards (tackle by Bart Scott),1.540,1.800
2,13:38,1,10,SDG 43,7,14,"Philip Rivers pass incomplete deep left intended for Antonio Gates. Penalty on Quinton Coples: Roughing the Passer, 15 yards (no play)",1.800,2.790
2,13:32,1,10,NYJ 42,7,14,Ronnie Brown left tackle for 8 yards (tackle by Quinton Coples),2.790,3.320
2,12:52,2,2,NYJ 34,7,14,Jackie Battle right tackle for 1 yard (tackle by David Harris and Garrett McIntyre),3.320,2.740
2,12:09,3,1,NYJ 33,7,14,Jackie Battle left tackle for -1 yards (tackle by Muhammad Wilkerson),2.740,1.100
2,12:09,4,2,NYJ 34,7,14,Philip Rivers pass complete short left to Danario Alexander for 18 yards (tackle by Antonio Cromartie),1.100,4.510
2,10:41,1,10,NYJ 16,7,14,"Philip Rivers pass incomplete short right intended for Ronnie Brown. Penalty on Mike Harris: Offensive Holding, 10 yards (no play)",4.510,3.840
2,10:35,1,20,NYJ 26,7,14,"Ronnie Brown left end for 7 yards (tackle by Yeremiah Bell). Penalty on Mike Harris: Offensive Holding, 10 yards (no play)",3.840,3.180
2,10:13,1,30,NYJ 36,7,14,Philip Rivers pass complete short left to Ronnie Brown for 5 yards (tackle by David Harris),3.180,1.930
2,9:26,2,25,NYJ 31,7,14,Philip Rivers pass incomplete short right intended for Eddie Royal (defended by Darrin Walls),1.930,1.290
2,9:21,3,25,NYJ 31,7,14,Curtis Brinkley right tackle for 3 yards (tackle by David Harris),1.290,1.590
2,8:41,4,22,NYJ 28,7,14,"Mike Scifres 46 yard field goal good. Penalty on SDG: Offensive 12 On-field, 5 yards (no play)",1.590,0.000
2,8:36,,,,7,14,Timeout #2 by San Diego Chargers,0.000,1.150
2,8:36,4,27,NYJ 33,10,14,Nick Novak 51 yard field goal good,1.150,3.000
2,8:32,,,SDG 35,10,14,"Nick Novak kicks off 65 yards, touchback",0.000,0.280
2,8:32,1,10,NYJ 20,10,14,Shonn Greene left tackle for 5 yards (tackle by Cam Thomas),0.280,0.410
2,7:53,2,5,NYJ 25,10,14,Greg McElroy sacked by Kendall Reyes and Brandon Taylor for -7 yards,0.410,-1.330
2,7:16,3,12,NYJ 18,10,14,Greg McElroy sacked by Donald Butler for 0 yards,-1.330,-2.240
2,6:36,4,12,NYJ 18,10,14,Robert Malone punts 59 yards,-2.240,-1.140
2,6:36,1,10,SDG 33,10,14,Philip Rivers pass complete short right to Eddie Royal for 14 yards (tackle by Calvin Pace),1.140,2.060
2,6:03,1,10,SDG 47,10,14,Philip Rivers pass complete short right to Jackie Battle for 5 yards (tackle by Calvin Pace and David Harris),2.060,2.190
2,5:23,2,5,NYJ 48,10,14,Jackie Battle left tackle for -1 yards (tackle by David Harris),2.190,1.360
2,4:39,3,6,NYJ 49,10,14,Philip Rivers pass incomplete short right intended for Antonio Gates,1.360,0.000
2,4:33,4,6,NYJ 49,10,14,"Mike Scifres punts 38 yards, fair catch by Jeremy Kerley",0.000,0.370
2,4:27,1,10,NYJ 11,10,14,Shonn Greene left end for 5 yards (tackle by Takeo Spikes and Shaun Phillips),-0.370,-0.300
2,3:51,2,5,NYJ 16,10,14,Shonn Greene up the middle for 8 yards (tackle by Quentin Jammer and Brandon Taylor),-0.300,0.540
2,3:07,1,10,NYJ 24,10,14,Greg McElroy sacked by Larry English for -6 yards,0.540,-0.910
2,2:30,2,16,NYJ 18,10,14,Greg McElroy pass complete short right to Chaz Schilens for 7 yards (tackle by Marcus Gilchrist),-0.910,-0.560
2,2:00,3,9,NYJ 25,10,14,Greg McElroy pass complete short middle to Hayden Smith for 16 yards (tackle by Marcus Gilchrist),-0.560,1.660
2,1:16,1,10,NYJ 41,10,14,Greg McElroy pass incomplete deep left intended for Braylon Edwards,1.660,1.120
2,1:11,2,10,NYJ 41,10,14,Greg McElroy sacked by Shaun Phillips for -2 yards,1.120,0.000
2,0:25,,,,10,14,Timeout #2 by New York Jets,0.000,0.170
2,0:25,3,12,NYJ 39,10,14,Greg McElroy pass incomplete short right intended for Lex Hilliard,0.170,-0.780
,,,,,,,"Replay Assistant challenged the backward pass ruling, and the original play was overturned.",,
2,0:21,4,12,NYJ 39,10,14,"Robert Malone punts 41 yards, returned by Micheal Spurlock for 13 yards (tackle by Robert Malone)",-0.780,-1.140
2,0:11,1,10,SDG 33,10,14,Philip Rivers pass incomplete short left intended for Curtis Brinkley (defended by Muhammad Wilkerson),1.140,0.590
2,0:06,2,10,SDG 33,10,14,Philip Rivers kneels for -1 yards,0.590,-0.230
Quarter,Time,Down,ToGo,Location,SDG,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,10,14,"Nick Folk kicks off 65 yards, returned by Micheal Spurlock for 19 yards (tackle by Demario Davis)",0.000,0.150
3,14:56,1,10,SDG 19,10,14,Philip Rivers pass complete short left to Eddie Royal for 13 yards (tackle by Kyle Wilson),0.150,1.070
3,14:17,1,10,SDG 32,10,14,Philip Rivers pass complete short middle to Danario Alexander for 14 yards (tackle by LaRon Landry),1.070,1.990
3,13:31,1,10,SDG 46,10,14,Jackie Battle right tackle for 4 yards (tackle by Sione Pouha),1.990,1.990
3,12:52,2,6,,10,14,Philip Rivers pass incomplete,1.990,1.290
3,12:45,3,6,,10,14,Philip Rivers pass complete short middle to Antonio Gates for 10 yards (tackle by LaRon Landry),1.290,2.920
3,12:06,1,10,NYJ 40,10,14,Ronnie Brown right tackle for 3 yards (tackle by Yeremiah Bell and Calvin Pace),2.920,2.780
3,11:24,2,7,NYJ 37,10,14,Philip Rivers pass incomplete deep left intended for Le'Ron McClain,2.780,2.080
3,11:18,3,7,NYJ 37,16,14,"Philip Rivers pass complete deep left to Danario Alexander for 37 yards, touchdown",2.080,7.000
3,11:18,,,NYJ 2,17,14,Nick Novak kicks extra point good,0.000,0.000
3,11:11,,,SDG 35,17,14,"Nick Novak kicks off 70 yards, returned by Joe McKnight for 37 yards (tackle by Chris Carr)",0.000,1.070
3,11:02,1,10,NYJ 32,17,14,Shonn Greene right guard for no gain (tackle by Donald Butler and Jarret Johnson),1.070,0.530
3,10:21,2,10,NYJ 32,17,14,"Greg McElroy pass complete short right to Lex Hilliard for 3 yards (tackle by Donald Butler). Penalty on Brandon Moore: Illegal Formation, 5 yards (no play)",0.530,-0.150
3,9:44,2,15,NYJ 27,17,14,Greg McElroy pass complete short middle to Shonn Greene for 12 yards (tackle by Eric Weddle),-0.150,0.760
3,9:01,3,3,NYJ 39,17,14,Greg McElroy up the middle for 2 yards (tackle by Corey Liuget),0.760,-0.650
3,8:26,4,1,NYJ 41,17,14,"Robert Malone punts 42 yards, fair catch by Micheal Spurlock",-0.650,0.060
3,8:20,1,10,SDG 17,17,14,Jackie Battle right tackle for 5 yards (tackle by Garrett McIntyre),-0.060,0.210
3,7:47,2,5,SDG 22,17,14,Jackie Battle left end for 8 yards (tackle by Yeremiah Bell),0.210,0.940
3,7:07,1,10,SDG 30,17,14,Jackie Battle right tackle for 8 yards (tackle by David Harris),0.940,1.470
3,7:07,2,2,SDG 38,17,14,"Penalty on Kenrick Ellis: Encroachment, 5 yards (no play)",1.470,1.800
3,6:04,1,10,SDG 43,17,14,Jackie Battle left tackle for 3 yards (tackle by Garrett McIntyre),1.800,1.660
3,5:21,2,7,SDG 46,17,14,Philip Rivers pass incomplete short left intended for Danario Alexander,1.660,0.000
3,5:17,,,,17,14,Timeout #1 by San Diego Chargers,0.000,0.960
3,5:17,3,7,SDG 46,17,14,Philip Rivers sacked by Quinton Coples and Garrett McIntyre for -9 yards,0.960,-0.910
3,5:11,4,16,SDG 37,17,14,"Mike Scifres punts 33 yards, out of bounds",-0.910,-0.940
3,5:02,1,10,NYJ 30,17,14,Greg McElroy sacked by Kendall Reyes for -6 yards,0.940,-0.420
3,4:27,2,16,NYJ 24,17,14,Shonn Greene up the middle for no gain (tackle by Antonio Garay and Donald Butler),-0.420,-1.090
3,3:48,3,16,NYJ 24,17,14,Greg McElroy sacked by Corey Liuget for -9 yards,-1.090,-2.440
3,3:26,4,25,NYJ 15,17,14,"Robert Malone punts 44 yards, returned by Micheal Spurlock for 21 yards (tackle by Tanner Purdum)",-2.440,-3.050
3,3:15,1,10,NYJ 38,17,14,Philip Rivers sacked by Bart Scott for -7 yards,3.050,1.560
3,2:38,2,17,NYJ 45,17,14,Philip Rivers pass incomplete deep left intended for Eddie Royal,1.560,0.890
3,2:33,3,17,NYJ 45,17,14,"Philip Rivers pass incomplete short middle intended for Robert Meachem. Penalty on Darrin Walls: Defensive Holding, 5 yards (no play)",0.890,2.920
3,2:26,1,10,NYJ 40,17,14,Ronnie Brown right tackle for 6 yards (tackle by Calvin Pace),2.920,3.180
3,1:42,2,4,NYJ 34,23,14,"Philip Rivers pass complete short left to Antonio Gates for 34 yards, touchdown",3.180,7.000
3,1:42,,,NYJ 2,24,14,Nick Novak kicks extra point good,0.000,0.000
3,1:34,,,SDG 35,24,14,"Nick Novak kicks off 65 yards, touchback",0.000,0.280
3,1:34,1,10,NYJ 20,24,14,Greg McElroy pass complete short middle to Braylon Edwards for 13 yards (tackle by Eric Weddle),0.280,1.140
3,0:57,1,10,NYJ 33,24,14,Shonn Greene left end for no gain (tackle by Jarret Johnson and Antoine Cason),1.140,0.590
3,0:28,2,10,NYJ 33,24,14,Greg McElroy pass incomplete short left intended for Konrad Reuland,0.590,-0.100
3,0:24,3,10,NYJ 33,24,14,Greg McElroy pass incomplete deep right intended for Clyde Gates is intercepted by Corey Lynch at NYJ-49 and returned for 30 yards (tackle by Braylon Edwards),-0.100,-4.310
3,0:10,1,10,NYJ 19,24,14,Jackie Battle left tackle for 1 yard (tackle by Kyle Wilson and Bart Scott),4.310,3.880
Quarter,Time,Down,ToGo,Location,SDG,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,NYJ 18,24,14,Philip Rivers pass incomplete short left intended for Eddie Royal,3.880,3.140
4,14:55,3,9,NYJ 18,24,14,Philip Rivers for 8 yards,3.140,2.910
4,14:11,4,1,NYJ 10,27,14,Nick Novak 27 yard field goal good,2.910,3.000
4,14:07,,,SDG 35,27,14,"Nick Novak kicks off 71 yards, returned by Joe McKnight for 46 yards (tackle by Nick Novak)",0.000,1.600
4,14:00,1,10,NYJ 40,27,14,Greg McElroy pass complete short left to Braylon Edwards for 10 yards (tackle by Antoine Cason),1.600,2.260
4,13:23,1,10,,27,14,Bilal Powell right tackle for 2 yards (tackle by Jarret Johnson),2.260,1.980
4,12:47,2,8,SDG 48,27,14,Greg McElroy pass complete short right to Chaz Schilens for 24 yards (tackle by Quentin Jammer),1.980,3.970
4,11:58,1,10,SDG 24,27,14,Jeremy Kerley up the middle for 2 yards (tackle by Larry English),3.970,3.700
4,11:21,2,8,SDG 22,27,14,Greg McElroy pass incomplete short left intended for Shonn Greene,3.700,3.010
4,11:16,3,8,SDG 22,27,14,Greg McElroy pass incomplete short left intended for Clyde Gates,3.010,1.990
4,11:16,4,8,SDG 22,27,17,Nick Folk 40 yard field goal good,1.990,3.000
4,11:08,,,NYJ 35,27,17,"Nick Folk kicks off 65 yards, returned by Micheal Spurlock for 14 yards (tackle by Garrett McIntyre)",0.000,-0.280
4,11:04,1,10,SDG 14,27,17,Jackie Battle right tackle for 9 yards (tackle by David Harris),-0.280,0.550
4,10:25,2,1,SDG 23,27,17,Jackie Battle right tackle for 3 yards (tackle by Sione Pouha),0.550,0.670
4,9:39,1,10,SDG 26,27,17,Philip Rivers pass incomplete short right intended for Eddie Royal,0.670,0.130
4,9:33,2,10,SDG 26,27,17,Jackie Battle left guard for 1 yard (tackle by Mike DeVito and Calvin Pace),0.130,-0.430
4,8:57,3,9,SDG 27,27,17,"Philip Rivers pass incomplete deep right intended for Eddie Royal (defended by Darrin Walls). Penalty on Joe McKnight: Defensive Holding, 5 yards (no play)",-0.430,1.070
4,8:50,1,10,SDG 32,27,17,Jackie Battle right tackle for 1 yard (tackle by Muhammad Wilkerson and Bart Scott),1.070,0.660
4,8:03,2,9,SDG 33,27,17,Jackie Battle right tackle for 3 yards (tackle by David Harris),0.660,0.370
4,7:18,3,6,SDG 36,27,17,Philip Rivers pass complete short right to Ronnie Brown for 3 yards (tackle by Antonio Cromartie),0.370,-0.780
4,6:39,4,3,SDG 39,27,17,"Mike Scifres punts 41 yards, fair catch by Jeremy Kerley. Penalty on Jeremy Kerley: Invalid Fair Catch Signal, 5 yards",-0.780,0.220
4,6:33,1,10,NYJ 15,27,17,Greg McElroy pass complete short left to Clyde Gates for 14 yards (tackle by Antoine Cason),-0.220,0.870
4,6:05,1,10,NYJ 29,27,17,Greg McElroy pass complete short middle to Bilal Powell for 5 yards (tackle by Donald Butler),0.870,1.000
4,5:42,2,5,NYJ 34,27,17,Greg McElroy pass complete short left to Clyde Gates for 9 yards (tackle by Antoine Cason),1.000,1.800
4,5:22,1,10,NYJ 43,27,17,Greg McElroy right tackle for 15 yards (tackle by Kyle Nelson),1.800,2.790
4,4:54,1,10,SDG 42,27,17,Greg McElroy pass incomplete short left intended for Clyde Gates,2.790,2.240
4,4:51,2,10,SDG 42,27,17,"Greg McElroy sacked by Shaun Phillips for -11 yards. Greg McElroy fumbles (forced by Shaun Phillips), recovered by Shaun Phillips at NYJ-44 (tackle by Austin Howard)",2.240,-2.650
4,4:46,1,10,NYJ 44,27,17,Jackie Battle right tackle for 1 yard (tackle by Muhammad Wilkerson),2.650,0.000
4,4:40,,,,27,17,Timeout #1 by New York Jets,0.000,2.250
4,4:39,2,9,NYJ 43,27,17,Jackie Battle right tackle for -1 yards (tackle by Bart Scott),2.250,0.000
4,4:33,,,,27,17,Timeout #2 by New York Jets,0.000,1.420
4,4:33,3,10,NYJ 44,27,17,Philip Rivers sacked by Muhammad Wilkerson for -7 yards,1.420,-0.130
4,3:45,4,17,SDG 49,27,17,Mike Scifres punts 38 yards,-0.130,0.320
4,3:33,1,10,NYJ 13,27,17,Greg McElroy pass complete short middle to Bilal Powell for 10 yards (tackle by Eric Weddle),-0.320,0.480
4,3:07,1,10,NYJ 23,27,17,Greg McElroy pass complete short middle to Bilal Powell for 12 yards (tackle by Antoine Cason),0.480,1.270
4,2:43,1,10,NYJ 35,27,17,Greg McElroy pass incomplete short middle intended for Jeff Cumberland (defended by Donald Butler),1.270,0.720
4,2:42,2,10,NYJ 35,27,17,Greg McElroy sacked by Kendall Reyes for -3 yards,0.720,-0.360
4,2:16,3,13,NYJ 32,27,17,Greg McElroy sacked by Kendall Reyes for -6 yards,-0.360,-1.630
4,2:00,4,19,NYJ 26,27,17,Greg McElroy sacked by Corey Liuget for -9 yards,-1.630,-4.440
4,1:54,1,10,NYJ 17,27,17,Philip Rivers kneels for -1 yards,4.440,3.720
4,1:54,2,11,NYJ 18,27,17,Philip Rivers kneels for -1 yards,3.720,2.910
4,0:32,3,12,NYJ 19,27,17,Philip Rivers kneels for -1 yards,2.910,2.120
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
