Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Logan Wilson,CIN,0,7,5,71.4%,48,9.6,6.9,0,90.2,9.9,36,12,2,0,0,0.0,0,9,2,18.2%
Vonn Bell,CIN,0,5,4,80.0%,34,8.5,6.8,0,95.0,2.0,9,25,2,1,0,0.0,1,7,2,22.2%
Eli Apple,CIN,0,7,4,57.1%,26,6.5,3.7,2,104.8,8.0,16,10,0,0,0,0.0,0,5,0,0.0%
Chidobe Awuzie,CIN,1,6,3,50.0%,12,4.0,2.0,0,16.7,11.7,1,11,3,0,0,0.0,0,5,0,0.0%
Mike Hilton,CIN,0,4,3,75.0%,40,13.3,10.0,1,145.8,6.3,22,18,6,0,0,0.0,0,4,0,0.0%
Tre Flowers,CIN,0,2,2,100.0%,44,22.0,22.0,0,118.7,9.0,18,26,0,0,0,0.0,0,2,0,0.0%
Jessie Bates III,CIN,1,5,2,40.0%,33,16.5,6.6,0,23.3,13.6,12,21,2,0,0,0.0,0,6,1,14.3%
Trey Hendrickson,CIN,0,1,1,100.0%,25,25.0,25.0,0,118.7,15.0,15,10,0,1,0,1.0,2,2,0,0.0%
Sam Hubbard,CIN,0,1,1,100.0%,9,9.0,9.0,0,104.2,4.0,4,5,0,1,1,0.0,2,8,0,0.0%
Germaine Pratt,CIN,0,2,1,50.0%,8,8.0,4.0,0,60.4,2.5,5,3,1,0,0,0.0,0,8,3,27.3%
D.J. Reader,CIN,0,0,0,,,,,,,,,,0,0,2,1.0,3,1,0,0.0%
B.J. Hill,CIN,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,1,25.0%
Josh Tupou,CIN,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
David Long,LAR,0,6,5,83.3%,24,4.8,4.0,0,83.3,1.8,5,19,1,0,0,0.0,0,4,0,0.0%
Jalen Ramsey,LAR,0,9,5,55.6%,160,32.0,17.8,1,137.5,16.1,95,65,0,0,0,0.0,0,4,0,0.0%
Ernest Jones,LAR,0,6,3,50.0%,8,2.7,1.3,0,56.2,4.2,-3,11,7,0,2,1.0,3,7,1,12.5%
Taylor Rapp,LAR,0,4,3,75.0%,28,9.3,7.0,0,93.7,4.0,10,18,0,0,0,0.0,0,7,0,0.0%
Leonard Floyd,LAR,0,2,2,100.0%,4,2.0,2.0,0,79.2,-0.5,-1,5,7,1,0,1.0,2,5,0,0.0%
Troy Reeder,LAR,0,2,2,100.0%,10,5.0,5.0,0,87.5,-0.5,-1,11,1,0,0,0.0,0,2,0,0.0%
Darious Williams,LAR,0,4,2,50.0%,24,12.0,6.0,0,68.7,4.0,10,14,0,0,0,0.0,0,8,0,0.0%
Justin Hollins,LAR,0,1,1,100.0%,5,5.0,5.0,0,87.5,-1.0,-1,6,3,0,0,0.0,0,1,1,50.0%
Nick Scott,LAR,0,2,1,50.0%,6,6.0,3.0,1,95.8,8.0,6,0,0,0,0,0.0,0,2,2,50.0%
Eric Weddle,LAR,0,2,1,50.0%,9,9.0,4.5,0,62.5,3.0,7,2,0,0,0,0.0,0,5,0,0.0%
Aaron Donald,LAR,0,0,0,,,,,,,,,,0,3,1,2.0,6,4,1,20.0%
Von Miller,LAR,0,0,0,,,,,,,,,,8,1,1,2.0,4,2,0,0.0%
A'Shawn Robinson,LAR,0,0,0,,,,,,,,,,0,0,0,1.0,1,6,0,0.0%
Greg Gaines,LAR,0,0,0,,,,,,,,,,0,1,0,0.0,1,3,0,0.0%
Ogbonnia Okoronkwo,LAR,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%
