Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Nelson Agholor,NWE,10,5,32,0,2,18,3.6,14,2.8,9.0,0,,1,10.0,0,57.1
Kendrick Bourne,NWE,5,5,47,0,2,19,3.8,28,5.6,3.8,0,,0,0.0,0,105.8
Tyquan Thornton,NWE,5,4,28,0,2,9,2.3,19,4.8,3.2,0,,0,0.0,1,50.4
Hunter Henry,NWE,3,3,70,0,3,46,15.3,24,8.0,15.3,0,,0,0.0,0,118.7
DeVante Parker,NWE,2,2,24,0,2,20,10.0,4,2.0,10.0,0,,0,0.0,0,116.7
Rhamondre Stevenson,NWE,3,2,2,0,,-8,-4.0,10,5.0,-4.0,0,,1,33.3,0,70.1
Pierre Strong,NWE,2,2,20,0,1,-1,-0.5,21,10.5,-0.5,0,,0,0.0,0,108.3
Marcus Jones,NWE,1,1,12,0,1,-6,-6.0,18,18.0,-6.0,0,,0,0.0,0,116.7
Jonnu Smith,NWE,2,0,0,0,,0,,0,,-3.5,0,,1,50.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
DeAndre Hopkins,ARI,11,7,79,0,4,52,7.4,27,3.9,11.1,0,,0,0.0,1,47.2
James Conner,ARI,7,6,29,0,0,-3,-0.5,32,5.3,-0.7,1,6.0,0,0.0,0,83.9
Marquise Brown,ARI,8,4,34,0,2,21,5.3,13,3.3,10.6,0,,1,12.5,0,61.5
Robbie Chosen,ARI,4,4,50,0,3,29,7.3,21,5.3,7.3,0,,0,0.0,0,118.7
Trey McBride,ARI,6,3,28,0,1,22,7.3,6,2.0,8.3,0,,2,33.3,0,63.2
Stephen Anderson,ARI,2,2,7,0,,1,0.5,6,3.0,0.5,0,,0,0.0,0,81.2
Corey Clement,ARI,1,1,21,0,1,4,4.0,17,17.0,4.0,1,1.0,0,0.0,0,118.7
A.J. Green,ARI,2,1,7,0,,6,6.0,1,1.0,8.5,0,,0,0.0,0,58.3
