Quarter,Time,Down,ToGo,Location,NWE,ARI,Detail,EPB,EPA
2,14:52,,,ARI 35,0,3,"Matt Prater kicks off 65 yards, touchback.",0.000,0.610
2,14:52,1,10,NWE 25,0,3,Mac Jones pass incomplete short right,0.610,0.060
2,14:47,2,10,NWE 25,0,3,Mac Jones pass complete short right to Kendrick Bourne for 8 yards (tackle by Ben Niemann and Jalen Thompson),0.060,0.430
2,14:09,3,2,NWE 33,0,3,Mac Jones pass complete short left to Tyquan Thornton for 3 yards (tackle by Zaven Collins and Isaiah Simmons),0.430,1.330
2,13:28,1,10,NWE 36,0,3,Kevin Harris left tackle for 9 yards (tackle by Budda Baker),1.330,2.010
2,12:56,2,1,NWE 45,0,3,Mac Jones pass complete short left to Nelson Agholor for 6 yards (tackle by Marco Wilson and Budda Baker),2.010,2.320
2,12:40,1,10,ARI 49,0,3,Mac Jones pass complete short right to Tyquan Thornton for 12 yards (tackle by Ben Niemann and Isaiah Simmons),2.320,3.120
2,12:00,1,10,ARI 37,0,3,"Kevin Harris right tackle for 9 yards (tackle by Trayvon Mullen). Penalty on Trayvon Mullen: Face Mask (15 Yards), 14 yards (accepted)",3.120,4.650
2,11:32,1,10,ARI 14,6,3,"Kevin Harris up the middle for 14 yards, touchdown",4.650,7.000
2,11:25,,,ARI 15,7,3,Nick Folk kicks extra point good,0.000,0.000
2,11:25,,,NWE 35,7,3,"Nick Folk kicks off 65 yards, returned by Pharoh Cooper for 30 yards (tackle by Pierre Strong and DaMarcus Mitchell)",0.000,0.940
2,11:19,1,10,ARI 30,7,3,James Conner right tackle for 4 yards (tackle by Jonathan Jones and Jabrill Peppers),0.940,0.930
2,11:04,2,6,ARI 34,7,3,"Colt McCoy pass incomplete deep right intended for Marquise Brown. Penalty on Jonathan Jones: Defensive Pass Interference, 39 yards (accepted) (no play)",0.930,3.780
2,10:55,1,10,NWE 27,7,3,Colt McCoy pass complete short left to DeAndre Hopkins for 12 yards (tackle by Marcus Jones),3.780,4.580
2,10:29,1,10,NWE 15,7,3,Keaontay Ingram up the middle for 1 yard (tackle by Ja'Whaun Bentley and Carl Davis),4.580,4.110
2,9:54,2,9,NWE 14,7,3,Colt McCoy pass incomplete short left intended for Marquise Brown,4.110,3.240
2,9:44,3,9,NWE 14,7,3,Colt McCoy pass incomplete short middle intended for DeAndre Hopkins,3.240,2.510
2,9:38,4,9,NWE 14,7,6,Matt Prater 32 yard field goal good,2.510,3.000
2,9:35,,,ARI 35,7,6,"Matt Prater kicks off 66 yards, returned by Marcus Jones for 22 yards (tackle by Tanner Vallejo and Dennis Gardeck)",0.000,0.340
2,9:29,1,10,NWE 21,7,6,Mac Jones pass incomplete short left intended for Rhamondre Stevenson,0.340,-0.200
2,9:26,2,10,NWE 21,7,6,Mac Jones pass complete short left to Rhamondre Stevenson for -2 yards (tackle by Zaven Collins),-0.200,-1.220
2,8:42,3,12,NWE 19,7,6,Mac Jones pass complete short left to Nelson Agholor for 13 yards (tackle by Christian Matthew),-1.220,1.070
2,8:12,1,10,NWE 32,7,6,Kevin Harris left tackle for no gain (tackle by Zaven Collins),1.070,0.530
2,7:34,2,10,NWE 32,7,6,Mac Jones pass incomplete short left intended for Nelson Agholor,0.530,-0.160
2,7:27,3,10,NWE 32,7,6,"Penalty on NWE: Delay of Game, 5 yards (accepted) (no play)",-0.160,-0.820
2,7:27,3,15,NWE 27,7,6,"Mac Jones pass complete short left to Rhamondre Stevenson for 4 yards (tackle by Budda Baker) Penalty on NWE: Illegal Shift, 5 yards (declined)",-0.820,-1.310
2,7:05,4,11,NWE 31,7,6,Michael Palardy punts 32 yards out of bounds,-1.310,-1.400
2,6:53,1,10,ARI 37,7,6,Colt McCoy pass complete short left to DeAndre Hopkins for 14 yards (tackle by Marcus Jones),1.400,2.320
2,6:16,1,10,NWE 49,7,6,Colt McCoy pass complete short left to James Conner for 6 yards (tackle by Marcus Jones and Josh Uche),2.320,2.590
2,5:55,2,4,NWE 43,7,6,Colt McCoy pass complete short middle to Robbie Anderson for 21 yards (tackle by Kyle Dugger),2.590,4.110
2,5:14,1,10,NWE 22,7,6,Colt McCoy pass complete short left to Stephen Anderson for 1 yard (tackle by Ja'Whaun Bentley),4.110,3.700
2,4:34,2,9,NWE 21,7,6,Colt McCoy scrambles up the middle for 2 yards (tackle by Lawrence Guy),3.700,3.260
2,3:53,3,7,NWE 19,7,6,Colt McCoy pass complete short right to Robbie Anderson for 9 yards (tackle by Myles Bryant),3.260,4.910
2,3:07,1,10,NWE 10,7,12,"James Conner up the middle for 10 yards, touchdown",4.910,7.000
2,2:59,,,NWE 15,7,13,Matt Prater kicks extra point good,0.000,0.000
2,2:59,,,ARI 35,7,13,"Matt Prater kicks off 67 yards, returned by Marcus Jones for 25 yards (tackle by Tanner Vallejo and Chris Banjo)",0.000,0.480
2,2:53,1,10,NWE 23,7,13,Mac Jones pass complete short right to Nelson Agholor for 3 yards (tackle by Trayvon Mullen and Markus Golden),0.480,0.340
2,2:18,2,7,NWE 26,7,13,Kevin Harris left end for -4 yards (tackle by Markus Golden),0.340,-0.890
2,2:00,3,11,NWE 22,7,13,Mac Jones sacked by Zach Allen for -10 yards,-0.890,-2.490
2,1:54,,,,,,Timeout #2 by Arizona Cardinals,,
2,1:54,4,21,NWE 12,7,13,"Michael Palardy punts 46 yards, returned by Greg Dortch for 17 yards (tackle by Jamie Collins)",-2.490,-2.850
2,1:42,1,10,NWE 41,7,13,Colt McCoy pass complete short right to Trey McBride for 5 yards (tackle by Kyle Dugger and Ja'Whaun Bentley),2.850,2.980
2,1:18,2,5,NWE 36,7,13,James Conner up the middle for 4 yards (tackle by Jahlani Tavai and Deatrich Wise),2.980,2.810
2,0:56,3,1,NWE 32,7,13,James Conner up the middle for no gain (tackle by Matt Judon),2.810,1.310
2,0:36,,,,,,Timeout #3 by Arizona Cardinals,,
2,0:36,4,1,NWE 32,7,13,Colt McCoy pass incomplete short right intended for Trey McBride (defended by Jahlani Tavai),1.310,-1.070
2,0:32,1,10,NWE 32,7,13,Mac Jones pass complete short left to Nelson Agholor for 9 yards,1.070,1.740
2,0:27,2,1,NWE 41,7,13,Mac Jones pass complete short left to Hunter Henry for 1 yard (tackle by Antonio Hamilton),1.740,1.730
2,0:23,1,10,NWE 42,7,13,Mac Jones pass incomplete short left intended for Nelson Agholor,1.730,1.190
2,0:18,2,10,NWE 42,7,13,Mac Jones pass complete deep left to Hunter Henry for 30 yards (tackle by Jalen Thompson and Myjai Sanders),1.190,3.710
2,0:10,,,,,,Timeout #1 by New England Patriots,,
2,0:10,1,10,ARI 28,7,13,"Mac Jones aborted snap, recovered by Mac Jones at ARI-33 and returned for -5 yards",3.710,2.490
2,0:04,,,,,,Timeout #2 by New England Patriots,,
2,0:04,2,15,ARI 33,10,13,Nick Folk 51 yard field goal good,2.490,3.000
Quarter,Time,Down,ToGo,Location,NWE,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,10,13,"Matt Prater kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NWE 25,10,13,Mac Jones pass complete short right to Kendrick Bourne for 15 yards (tackle by Jalen Thompson and Ben Niemann),0.610,1.600
3,14:23,1,10,NWE 40,10,13,Kevin Harris right tackle for -2 yards (tackle by J.J. Watt),1.600,0.780
3,13:44,,,,,,Timeout #1 by New England Patriots,,
3,13:44,2,12,NWE 38,10,13,Mac Jones pass complete short left to Pierre Strong for 16 yards (tackle by Antonio Hamilton),0.780,2.520
3,12:58,1,10,ARI 46,10,13,"Mac Jones pass complete short left to Marcus Jones for no gain (tackle by Isaiah Simmons and Zach Allen). Penalty on Michael Onwenu: Offensive Illegal Block Above the Waist, 10 yards (accepted) (no play)",2.520,1.860
3,12:45,1,20,NWE 44,10,13,Pierre Strong left end for 44 yards (tackle by Antonio Hamilton and Trayvon Mullen),1.860,4.780
3,12:02,1,10,ARI 12,10,13,Pierre Strong up the middle for no gain (tackle by Jonathan Ledbetter and Budda Baker),4.780,4.100
3,10:59,2,10,ARI 12,10,13,Mac Jones pass incomplete short right,4.100,3.120
3,10:54,3,10,ARI 12,10,13,Mac Jones pass complete short left to Tyquan Thornton for 8 yards,3.120,3.040
3,10:18,4,2,ARI 4,13,13,Nick Folk 23 yard field goal good,3.040,3.000
3,10:15,,,NWE 35,13,13,"Nick Folk kicks off 65 yards, returned by Pharoh Cooper for 25 yards (tackle by Mack Wilson and Kyle Dugger)",0.000,0.610
3,10:10,1,10,ARI 25,13,13,James Conner up the middle for 7 yards (tackle by Jahlani Tavai and Ja'Whaun Bentley),0.610,1.010
3,9:47,2,3,ARI 32,13,13,Colt McCoy pass complete deep left to DeAndre Hopkins for 23 yards (tackle by Devin McCourty),1.010,2.590
3,9:20,1,10,NWE 45,13,13,James Conner up the middle for 6 yards (tackle by Kyle Dugger),2.590,2.850
3,8:53,2,4,NWE 39,13,13,Colt McCoy pass incomplete deep left intended for Trey McBride (defended by Marcus Jones),2.850,2.150
3,8:44,3,4,NWE 39,13,13,"Penalty on Kelvin Beachum: False Start, 5 yards (accepted) (no play)",2.150,1.490
3,8:44,3,9,NWE 44,13,13,Colt McCoy pass complete short right to James Conner for 3 yards (tackle by Myles Bryant),1.490,0.530
3,7:59,4,6,NWE 41,13,13,Colt McCoy pass incomplete deep left intended for Marquise Brown,0.530,-1.660
3,7:54,1,10,NWE 41,13,13,Kevin Harris up the middle for no gain (tackle by Leki Fotu and Zaven Collins),1.660,1.120
3,7:21,2,10,NWE 41,13,13,Mac Jones pass complete short left to Pierre Strong for 4 yards (tackle by Budda Baker),1.120,0.960
3,6:38,3,6,NWE 45,13,13,Mac Jones pass incomplete deep left intended for Nelson Agholor (defended by Christian Matthew),0.960,-0.390
3,6:30,4,6,NWE 45,13,13,"Michael Palardy punts 49 yards, returned by Greg Dortch for no gain (tackle by Brenden Schooler and Matthew Slater)",-0.390,0.380
3,6:19,1,10,ARI 6,13,13,James Conner up the middle for 7 yards (tackle by Raekwon McMillan and Jahlani Tavai),-0.380,-0.270
3,5:50,2,3,ARI 13,13,13,"Colt McCoy pass incomplete short middle intended for James Conner (defended by Raekwon McMillan). Penalty on Jonathan Jones: Illegal Contact, 5 yards (accepted) (no play)",-0.270,0.040
3,5:42,1,10,ARI 18,19,13,"Colt McCoy pass complete short middle to DeAndre Hopkins for 4 yards. DeAndre Hopkins fumbles (forced by Kyle Dugger), recovered by Raekwon McMillan at ARI-23 and returned for 23 yards, touchdown",0.040,-7.000
3,5:32,,,ARI 15,20,13,Nick Folk kicks extra point good,0.000,0.000
3,5:32,,,NWE 35,20,13,"Nick Folk kicks off 64 yards, returned by Pharoh Cooper for 23 yards (tackle by Matthew Slater)",0.000,0.540
3,5:27,1,10,ARI 24,20,13,Colt McCoy pass complete short middle to Marquise Brown for 16 yards (tackle by Myles Bryant),0.540,1.600
3,4:47,1,10,ARI 40,20,13,"Penalty on Max Garcia: False Start, 5 yards (accepted) (no play)",1.600,1.270
3,4:24,1,15,ARI 35,20,13,Colt McCoy pass complete short left to Trey McBride for 15 yards (tackle by Marcus Jones),1.270,2.260
3,3:51,1,10,ARI 50,20,13,James Conner up the middle for 3 yards (tackle by Kyle Dugger),2.260,2.120
3,3:10,2,7,NWE 47,20,13,Colt McCoy pass complete short left to Stephen Anderson for 6 yards (tackle by Kyle Dugger),2.120,2.210
3,2:24,3,1,NWE 41,20,13,James Conner up the middle for 4 yards (tackle by Raekwon McMillan),2.210,3.120
3,1:41,1,10,NWE 37,20,13,"Colt McCoy sacked by Josh Uche for -3 yards. Penalty on Josh Jones: Offensive Holding, 10 yards (declined)",3.120,2.170
3,1:14,,,,,,Timeout #1 by Arizona Cardinals,,
3,1:14,2,13,NWE 40,20,13,Colt McCoy pass deep left intended for DeAndre Hopkins is intercepted by Marcus Jones at NE-19 and returned for 18 yards (tackle by Trey McBride),2.170,-1.400
3,1:07,1,10,NWE 37,20,13,"Mac Jones pass short right intended for Nelson Agholor is intercepted by Zaven Collins at NE-43 and returned for no gain Replay Assistant challenged the pass interception ruling, and the original play was overturned. Mac Jones pass incomplete short right intended for Nelson Agholor (defended by Trayvon Mullen)",1.400,0.860
3,1:04,2,10,NWE 37,20,13,Mac Jones pass complete short left to Tyquan Thornton for 5 yards (tackle by Antonio Hamilton),0.860,0.830
3,0:28,3,5,NWE 42,20,13,Mac Jones pass complete deep right to Kendrick Bourne for 16 yards (tackle by Trayvon Mullen),0.830,2.790
Quarter,Time,Down,ToGo,Location,NWE,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ARI 42,20,13,Mac Jones pass complete deep right to Hunter Henry for 39 yards (tackle by Jalen Thompson and Trayvon Mullen),2.790,6.510
4,14:13,1,3,ARI 3,26,13,"Pierre Strong up the middle for 3 yards, touchdown. Penalty on Zaven Collins: Defensive Offside, 5 yards (declined)",6.510,7.000
4,14:09,,,ARI 15,27,13,Nick Folk kicks extra point good,0.000,0.000
4,14:09,,,NWE 35,27,13,"Nick Folk kicks off 68 yards, returned by Pharoh Cooper for 27 yards (tackle by DaMarcus Mitchell)",0.000,0.540
4,14:04,1,10,ARI 24,27,13,Colt McCoy pass incomplete short left intended for James Conner,0.540,0.000
4,14:00,2,10,ARI 24,27,13,James Conner left tackle for no gain (tackle by Daniel Ekuale),0.000,-0.690
4,13:23,3,10,ARI 24,27,13,Colt McCoy sacked by Daniel Ekuale for -10 yards,-0.690,-2.470
4,12:44,4,20,ARI 14,27,13,"Andy Lee punts 44 yards, returned by Marcus Jones for 7 yards (tackle by Ben Niemann)",-2.470,-2.190
4,12:33,1,10,NWE 49,27,13,Mac Jones pass complete short left to Kendrick Bourne for 3 yards (tackle by Isaiah Simmons),2.190,2.050
4,12:00,2,7,ARI 48,27,13,"Mac Jones pass complete to Kendrick Bourne for no gain (tackle by Isaiah Simmons). Penalty on Trent Brown: Ineligible Downfield Pass, 5 yards (accepted) (no play)",2.050,1.380
4,11:32,2,12,NWE 47,27,13,Mac Jones pass complete short right to Kendrick Bourne for 5 yards (tackle by Zaven Collins and Isaiah Simmons),1.380,1.360
4,10:56,3,7,ARI 48,27,13,Pierre Strong up the middle for 4 yards (tackle by Jalen Thompson),1.360,0.330
4,9:55,4,3,ARI 44,27,13,"Michael Palardy punts 44 yards, touchback.",0.330,-0.280
4,9:49,1,10,ARI 20,27,13,Colt McCoy pass complete short right to Marquise Brown for no gain (tackle by Devin McCourty) (no play),0.280,-0.310
4,9:31,1,15,ARI 15,27,13,Colt McCoy pass complete short right to James Conner for 5 yards (tackle by Daniel Ekuale),-0.310,-0.270
4,8:55,2,10,ARI 20,27,13,Colt McCoy scrambles right end for 8 yards (tackle by Raekwon McMillan),-0.270,0.100
4,8:10,3,2,ARI 28,27,13,"Colt McCoy pass incomplete intended for Marquise Brown. Penalty on Myles Bryant: Defensive Pass Interference, 8 yards (accepted) (no play)",0.100,1.330
4,8:03,1,10,ARI 36,27,13,Colt McCoy pass incomplete short right intended for Trey McBride,1.330,0.790
4,8:00,2,10,ARI 36,27,13,Colt McCoy pass complete short right to DeAndre Hopkins for 7 yards (tackle by Jahlani Tavai),0.790,1.030
4,7:27,3,3,ARI 43,27,13,Colt McCoy pass incomplete short right intended for Marquise Brown,1.030,-0.520
4,7:22,4,3,ARI 43,27,13,"Colt McCoy scrambles left end for 9 yards (tackle by Ja'Whaun Bentley). Penalty on Matt Judon: Defensive Offside, 5 yards (declined)",-0.520,2.390
4,6:47,1,10,NWE 48,27,13,Colt McCoy sacked by Matt Judon for -13 yards,2.390,0.090
4,6:09,2,23,ARI 39,27,13,Colt McCoy pass complete short middle to DeAndre Hopkins for 10 yards (tackle by Jabrill Peppers and Kyle Dugger),0.090,0.760
4,5:34,3,13,ARI 49,27,13,Colt McCoy pass incomplete short right intended for A.J. Green. Penalty on A.J. Green: Illegal Touch Pass (accepted),0.760,-0.130
4,5:03,4,14,ARI 49,27,13,Colt McCoy sacked by Josh Uche for -8 yards,-0.130,-2.850
4,4:56,1,10,ARI 41,27,13,Mac Jones pass incomplete deep right intended for Nelson Agholor,2.850,2.310
4,4:50,2,10,ARI 41,27,13,Kevin Harris up the middle for no gain (tackle by Jonathan Ledbetter),2.310,1.620
4,4:07,3,10,ARI 41,27,13,Mac Jones pass complete short right to Nelson Agholor for 1 yard (tackle by Trayvon Mullen),1.620,0.590
4,4:02,,,,,,Timeout #2 by Arizona Cardinals,,
4,4:02,4,9,ARI 40,27,13,"Michael Palardy punts 40 yards, touchback.",0.590,-0.280
4,3:55,1,10,ARI 20,27,13,Colt McCoy pass complete short left to Robbie Anderson for 6 yards (tackle by Shaun Wade),0.280,0.540
4,3:36,2,4,ARI 26,27,13,Colt McCoy pass complete short middle to DeAndre Hopkins for 9 yards (tackle by Marcus Jones),0.540,1.270
4,3:33,1,10,ARI 35,27,13,"Colt McCoy pass complete short right to A.J. Green for no gain (tackle by Kyle Dugger). Penalty on A.J. Green: Offensive Pass Interference, 10 yards (accepted) (no play)",1.270,0.610
4,3:28,1,20,ARI 25,27,13,Colt McCoy pass complete short right to A.J. Green for 7 yards (tackle by Jonathan Jones),0.610,0.320
4,3:24,2,13,ARI 32,27,13,Colt McCoy pass complete short middle to Marquise Brown for 6 yards (tackle by Kyle Dugger),0.320,0.430
4,3:09,3,7,ARI 38,27,13,Colt McCoy sacked by Josh Uche for -6 yards,0.430,-1.240
4,2:28,,,,,,Timeout #2 by New England Patriots,,
4,2:28,4,13,ARI 32,27,13,Colt McCoy scrambles up the middle for 5 yards (tackle by Josh Uche and Deatrich Wise),-1.240,-3.120
4,2:18,1,10,ARI 37,27,13,Pierre Strong up the middle for 19 yards (tackle by Isaiah Simmons and Jalen Thompson),3.120,4.370
4,2:00,1,10,ARI 18,27,13,Mac Jones kneels for -1 yards,4.370,3.670
4,1:20,2,11,ARI 19,27,13,Mac Jones kneels for -1 yards,3.670,2.870
4,0:41,3,12,ARI 20,27,13,Mac Jones kneels for -1 yards,2.870,2.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
