Quarter,Time,Down,ToGo,Location,KAN,SDG,Detail,EPB,EPA
2,4:44,,,,3,13,Timeout #1 by San Diego Chargers,0.000,1.160
2,4:44,3,10,SDG 48,3,13,Damon Huard pass incomplete short middle intended for Dwayne Bowe,1.160,0.070
2,4:40,4,10,SDG 48,3,13,"Dustin Colquitt punts 48 yards, touchback",0.070,-0.280
2,4:31,1,10,SDG 20,3,13,Philip Rivers pass incomplete deep left intended for Craig Davis is intercepted by Ty Law at 50 and returned for 2 yards,0.280,-2.390
2,4:15,1,10,SDG 48,3,13,Damon Huard pass complete short right to Larry Johnson for 5 yards (tackle by Shaun Phillips),2.390,2.520
2,3:37,2,5,SDG 43,3,13,Larry Johnson left tackle for 5 yards (tackle by Shawne Merriman and Luis Castillo),2.520,3.050
2,2:56,1,10,SDG 38,3,13,Damon Huard pass complete deep middle to Dwayne Bowe for 28 yards (tackle by Clinton Hart),3.050,4.910
2,2:12,1,10,SDG 10,3,13,Damon Huard pass incomplete short right intended for Dwayne Bowe,4.910,4.190
2,2:08,2,10,SDG 10,3,13,Larry Johnson left tackle for -3 yards (tackle by Shawne Merriman),4.190,3.060
2,2:00,3,13,SDG 13,3,13,Damon Huard pass complete short middle to Larry Johnson for 6 yards (tackle by Eric Weddle and Stephen Cooper),3.060,2.970
2,1:23,4,7,SDG 7,6,13,Dave Rayner 25 yard field goal good,2.970,3.000
2,,,,KAN 30,6,13,"Dave Rayner kicks off 63 yards, returned by Darren Sproles for 15 yards (tackle by Boomer Grigsby)",0.000,0.410
2,1:14,1,10,SDG 22,6,13,Philip Rivers pass incomplete deep right intended for Vincent Jackson,0.410,-0.130
2,1:07,2,10,SDG 22,6,13,LaDainian Tomlinson right tackle for 37 yards (tackle by Bernard Pollard),-0.130,2.850
2,0:34,1,10,KAN 41,6,13,Philip Rivers pass incomplete deep left intended for Malcom Floyd,2.850,2.310
2,0:28,2,10,KAN 41,6,13,Philip Rivers pass complete deep right to Malcom Floyd for 17 yards (tackle by Greg Wesley),2.310,3.970
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,0:20,,,,6,13,Timeout #2 by San Diego Chargers,0.000,3.970
2,0:20,1,10,KAN 24,6,13,Philip Rivers pass incomplete deep left intended for Vincent Jackson,3.970,3.430
2,0:14,2,10,KAN 24,6,13,Philip Rivers pass complete short left to Malcom Floyd for 4 yards (tackle by Tyron Brackenridge),3.430,3.270
2,0:09,3,6,KAN 20,6,13,Philip Rivers pass incomplete deep middle intended for Craig Davis,3.270,2.150
2,0:04,4,6,KAN 20,6,16,Nate Kaeding 38 yard field goal good,2.150,3.000
Quarter,Time,Down,ToGo,Location,KAN,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,6,16,"Nate Kaeding kicks off 69 yards, returned by Eddie Drummond for 16 yards (tackle by Brandon Siler)",0.000,-0.060
3,14:55,1,10,KAN 17,6,16,"Damon Huard pass incomplete deep left intended for Tony Gonzalez. Penalty on Jason Dunn: Offensive Holding, 8 yards (no play)",-0.060,-0.680
3,14:50,1,18,KAN 9,6,16,Larry Johnson middle for 2 yards (tackle by Clinton Hart and Igor Olshansky),-0.680,-1.220
3,14:14,2,16,KAN 11,6,16,Michael Bennett left end for 6 yards (tackle by Luis Castillo and Quentin Jammer),-1.220,-1.250
3,13:30,3,10,KAN 17,6,16,Damon Huard pass complete short middle to Dwayne Bowe for 7 yards (tackle by Drayton Florence),-1.250,-1.770
3,12:38,4,3,KAN 24,6,16,"Dustin Colquitt punts 61 yards, returned by Darren Sproles for 20 yards (tackle by Boomer Grigsby)",-1.770,-1.270
3,12:23,1,10,SDG 35,6,16,Philip Rivers pass complete short right to Antonio Gates for 12 yards (tackle by Jarrad Page and Napoleon Harris),1.270,2.060
3,11:44,1,10,SDG 47,6,16,Philip Rivers pass complete short left to Lorenzo Neal for 9 yards (tackle by Napoleon Harris),2.060,2.730
3,11:07,2,1,KAN 44,6,16,LaDainian Tomlinson right end for 3 yards (tackle by Napoleon Harris),2.730,2.850
3,10:25,1,10,KAN 41,6,16,Philip Rivers pass incomplete deep left intended for Vincent Jackson (defended by Patrick Surtain),2.850,2.310
3,10:19,2,10,KAN 41,6,16,Philip Rivers pass complete short left to LaDainian Tomlinson for 2 yards (tackle by Tyron Brackenridge),2.310,1.880
3,9:33,3,8,KAN 39,6,16,Philip Rivers pass incomplete short middle intended for Antonio Gates,1.880,0.660
3,9:26,4,8,KAN 39,6,16,"Mike Scifres punts 39 yards, touchback",0.660,-0.280
3,9:18,1,10,KAN 20,6,16,Larry Johnson right end for 1 yard (tackle by Shawne Merriman),0.280,-0.130
3,8:43,2,9,KAN 21,6,16,Damon Huard pass complete short right to Dwayne Bowe for 10 yards (tackle by Shawne Merriman and Carlos Polk),-0.130,1.000
3,8:00,1,10,KAN 31,6,16,Larry Johnson middle for 3 yards (tackle by Carlos Polk and Luis Castillo),1.000,0.870
3,7:27,2,7,KAN 34,6,16,Damon Huard pass complete deep middle to Dwayne Bowe for 16 yards (tackle by Marlon McCree),0.870,2.260
3,6:40,1,10,,6,16,"Damon Huard pass complete short right to Tony Gonzalez for 19 yards (tackle by Clinton Hart and Marques Harris). Penalty on Clinton Hart: Face Mask (5 Yards), 5 yards",2.260,3.840
3,6:16,1,10,SDG 26,6,16,Larry Johnson right tackle for 3 yards (tackle by Shawne Merriman),3.840,3.700
3,5:42,2,7,SDG 23,6,16,Damon Huard pass incomplete deep right intended for Kris Wilson,3.700,3.010
3,5:36,3,7,SDG 23,6,16,Damon Huard pass incomplete short left intended for Michael Bennett (defended by Drayton Florence),3.010,1.930
3,5:32,4,7,SDG 23,9,16,Dave Rayner 41 yard field goal good,1.930,3.000
3,,,,KAN 30,9,16,"Dave Rayner kicks off 73 yards, returned by Darren Sproles for 32 yards (tackle by Khreem Smith)",0.000,0.870
3,5:22,1,10,SDG 29,9,16,LaDainian Tomlinson left end for no gain (tackle by Jarrad Page and Jared Allen),0.870,0.330
3,4:42,2,10,SDG 29,9,16,Philip Rivers pass complete short right to LaDainian Tomlinson for 3 yards (tackle by Ty Law),0.330,0.040
3,4:05,3,7,SDG 32,9,16,Philip Rivers pass complete short left to Antonio Gates for 8 yards (tackle by Patrick Surtain and Derrick Johnson),0.040,1.600
3,3:21,1,10,SDG 40,9,16,Michael Turner for -2 yards (tackle by Donnie Edwards),1.600,0.780
3,2:42,2,12,SDG 38,9,16,Philip Rivers pass incomplete short middle intended for LaDainian Tomlinson is intercepted by Derrick Johnson at SDG-42 and returned for 6 yards,0.780,-3.180
3,2:29,1,10,SDG 36,9,16,Damon Huard pass complete short middle to Larry Johnson for 14 yards (tackle by Drayton Florence),3.180,4.110
3,2:02,1,10,SDG 22,9,16,Damon Huard pass incomplete short left intended for Larry Johnson,4.110,3.560
3,1:58,2,10,SDG 22,15,16,"Damon Huard pass complete deep right to Tony Gonzalez for 22 yards, touchdown",3.560,7.000
3,,,,SDG 2,16,16,Dave Rayner kicks extra point good,0.000,0.000
3,,,,KAN 30,16,16,"Dave Rayner kicks off 73 yards, returned by Darren Sproles for 42 yards (tackle by Greg Wesley)",0.000,1.530
3,1:43,1,10,SDG 39,16,16,Philip Rivers pass complete short left to LaDainian Tomlinson for 3 yards (tackle by Patrick Surtain),1.530,1.390
3,1:09,2,7,SDG 42,16,16,LaDainian Tomlinson right end for 2 yards (tackle by Greg Wesley and Ron Edwards),1.390,0.960
3,0:23,3,5,SDG 44,16,16,Philip Rivers pass incomplete short right intended for Vincent Jackson (defended by Ty Law),0.960,-0.460
3,0:20,4,5,SDG 44,16,16,Mike Scifres punts 33 yards,-0.460,-0.480
3,0:10,1,10,KAN 23,16,16,Damon Huard pass complete deep middle to Dwayne Bowe for 16 yards (tackle by Quentin Jammer),0.480,1.530
Quarter,Time,Down,ToGo,Location,KAN,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,KAN 39,16,16,Damon Huard pass incomplete short left intended for Larry Johnson,1.530,0.990
4,14:56,2,10,KAN 39,16,16,Damon Huard pass complete short left to Tony Gonzalez for 5 yards (tackle by Drayton Florence),0.990,0.960
4,14:17,3,5,KAN 44,16,16,Damon Huard pass complete short middle to Tony Gonzalez for 14 yards (tackle by Antonio Cromartie and Stephen Cooper),0.960,2.790
4,13:37,1,10,SDG 42,16,16,Larry Johnson left tackle for 3 yards (tackle by Carlos Polk and Shawne Merriman),2.790,2.650
4,12:59,2,7,SDG 39,16,16,"Larry Johnson middle for 6 yards (tackle by Drayton Florence). Penalty on Brian Waters: Offensive Holding, 10 yards",2.650,2.110
4,12:28,2,11,SDG 43,16,16,Damon Huard sacked by Shawne Merriman for -8 yards,2.110,0.370
4,11:55,3,19,KAN 49,22,16,"Damon Huard pass complete short right to Dwayne Bowe for 51 yards, touchdown. Penalty on Quentin Jammer: Defensive Holding (Declined)",0.370,7.000
4,,,,SDG 2,23,16,Dave Rayner kicks extra point good,0.000,0.000
4,,,,KAN 30,23,16,"Dave Rayner kicks off 71 yards, returned by Darren Sproles for 22 yards (tackle by Bobby Sippio)",0.000,0.340
4,11:40,1,10,SDG 21,23,16,LaDainian Tomlinson left tackle for 4 yards (tackle by Donnie Edwards),0.340,0.340
4,11:05,2,6,SDG 25,23,16,Philip Rivers pass complete short left to LaDainian Tomlinson for 4 yards (tackle by Patrick Surtain),0.340,0.170
4,10:31,3,2,SDG 29,23,16,Philip Rivers pass incomplete deep left intended for Antonio Gates (defended by Jarrad Page),0.170,-1.440
4,10:26,4,2,SDG 29,23,16,Mike Scifres punts 41 yards,-1.440,-0.940
4,10:17,1,10,KAN 30,23,16,Larry Johnson middle for 4 yards (tackle by Jamal Williams and Igor Olshansky),0.940,0.930
4,9:42,2,6,KAN 34,23,16,Damon Huard pass complete short left to Dwayne Bowe for 14 yards (tackle by Marlon McCree),0.930,2.130
4,9:04,1,10,KAN 48,23,16,Larry Johnson middle for 4 yards (tackle by Carlos Polk),2.130,2.120
4,8:25,2,6,SDG 48,23,16,Damon Huard pass incomplete is intercepted by Clinton Hart at SDG-41 and returned for 18 yards,2.120,-2.850
4,8:16,1,10,KAN 41,23,16,Philip Rivers pass incomplete,2.850,2.310
4,8:10,2,10,KAN 41,23,16,LaDainian Tomlinson for 2 yards (tackle by Patrick Surtain),2.310,1.880
4,7:37,3,8,KAN 39,29,16,"Philip Rivers sacked by Derrick Johnson for -11 yards. Philip Rivers fumbles (forced by Derrick Johnson), recovered by Tyron Brackenridge at 50 and returned for 50 yards, touchdown",1.880,-7.000
4,,,,SDG 2,30,16,Dave Rayner kicks extra point good,0.000,0.000
4,,,,KAN 30,30,16,"Dave Rayner kicks off 71 yards, returned by Darren Sproles for 24 yards (tackle by Eddie Drummond)",0.000,0.480
4,7:18,1,10,SDG 23,30,16,Philip Rivers pass complete short middle to Antonio Gates for 14 yards (tackle by Tyron Brackenridge and Donnie Edwards),0.480,1.400
4,6:52,1,10,SDG 37,30,16,Philip Rivers pass complete short left to Vincent Jackson for 8 yards (tackle by Jarrad Page),1.400,1.940
4,6:20,2,2,SDG 45,30,16,Philip Rivers pass complete short right to LaDainian Tomlinson for 10 yards (tackle by Donnie Edwards),1.940,2.590
4,5:50,1,10,KAN 45,30,16,Philip Rivers pass incomplete deep left intended for Vincent Jackson,2.590,2.040
4,5:44,2,10,KAN 45,30,16,Philip Rivers pass complete short right to Malcom Floyd for 7 yards (tackle by Donnie Edwards and Ty Law),2.040,2.280
4,5:15,3,3,KAN 38,30,16,LaDainian Tomlinson middle for 5 yards (tackle by Donnie Edwards and Napoleon Harris),2.280,3.380
4,4:48,1,10,KAN 33,30,16,Philip Rivers pass complete short middle to Darren Sproles for 14 yards (tackle by Jarrad Page),3.380,4.310
4,4:40,1,10,KAN 19,30,16,Philip Rivers pass complete short middle to Antonio Gates for 14 yards (tackle by Greg Wesley),4.310,6.060
4,4:03,1,5,KAN 5,30,16,Philip Rivers pass incomplete short right intended for Vincent Jackson,6.060,5.150
4,3:58,2,5,KAN 5,30,16,Philip Rivers pass incomplete short left intended for Malcom Floyd,5.150,4.260
4,3:53,,,,30,16,Timeout #1 by Kansas City Chiefs,0.000,4.260
4,3:53,3,5,KAN 5,30,16,Philip Rivers pass incomplete,4.260,3.010
4,3:46,4,5,KAN 5,30,16,Philip Rivers pass incomplete short left intended for Craig Davis (defended by Jarrad Page),3.010,0.380
4,3:41,1,10,KAN 5,30,16,Larry Johnson middle for no gain (tackle by Luis Castillo and Clinton Hart),-0.380,-0.780
4,3:00,2,10,KAN 5,30,16,Larry Johnson left tackle for 11 yards (tackle by Quentin Jammer and Marlon McCree),-0.780,-0.140
4,2:49,,,,30,16,Timeout #2 by San Diego Chargers,0.000,-0.140
4,2:49,1,10,KAN 16,30,16,Larry Johnson middle for 3 yards (tackle by Shaun Phillips and Carlos Polk),-0.140,-0.180
4,2:43,,,,30,16,Timeout #3 by San Diego Chargers,0.000,-0.180
4,2:43,2,7,KAN 19,30,16,Larry Johnson left tackle for 6 yards (tackle by Shawne Merriman and Igor Olshansky),-0.180,-0.200
4,2:00,3,1,KAN 25,30,16,Larry Johnson middle for 37 yards (tackle by Shawne Merriman),-0.200,3.050
4,1:09,1,10,SDG 38,30,16,Damon Huard kneels for -2 yards,3.050,2.240
4,0:34,2,12,SDG 40,30,16,Damon Huard kneels for -1 yards,2.240,1.420
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
