Quarter,Time,Tm,Detail,IND,HOU
1.0,11:26,Colts,Jonathan Taylor 1 yard rush (Michael Badgley kick),7,0
2.0,0:43,Colts,Ashton Dulin 2 yard pass from Carson Wentz (Michael Badgley kick),14,0
3.0,9:47,Colts,Jonathan Taylor 3 yard rush (Michael Badgley kick),21,0
4.0,9:08,Colts,Michael Badgley 23 yard field goal,24,0
,1:56,Colts,Deon Jackson 3 yard rush (Michael Badgley kick),31,0
