Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jonathan Taylor,IND,32,143,2,12,92,2.9,51,1.6,2,16.0
Deon Jackson,IND,6,19,1,2,10,1.7,9,1.5,1,6.0
Nyheim Hines,IND,3,24,0,2,11,3.7,13,4.3,2,1.5
Carson Wentz,IND,3,8,0,1,5,1.7,3,1.0,0,
Michael Pittman Jr.,IND,2,33,0,1,29,14.5,4,2.0,0,
Sam Ehlinger,IND,1,-1,0,,-1,-1.0,0,0.0,0,
Zach Pascal,IND,1,12,0,,10,10.0,2,2.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Rex Burkhead,HOU,8,30,0,0,22,2.8,8,1.0,0,
Royce Freeman,HOU,3,10,0,0,8,2.7,2,0.7,0,
Tyrod Taylor,HOU,3,15,0,1,8,2.7,7,2.3,1,3.0
Davis Mills,HOU,2,11,0,1,11,5.5,0,0.0,0,
Jaylen Samuels,HOU,2,2,0,,0,0.0,2,1.0,0,
Brandin Cooks,HOU,1,16,0,1,12,12.0,4,4.0,0,
