Quarter,Time,Down,ToGo,Location,CIN,NWE,Detail,EPB,EPA
1,0:35,2,2,NWE 2,12,0,"Joe Mixon left tackle for no gain, touchdown. Penalty on Devin Asiasi: Offensive Holding, 10 yards (accepted) (no play)",5.720,3.860
1,0:30,2,12,NWE 12,12,0,Joe Burrow pass complete short right to Joe Mixon for 2 yards (tackle by Ja'Whaun Bentley),3.860,3.130
Quarter,Time,Down,ToGo,Location,CIN,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,10,NWE 10,12,0,Joe Burrow pass incomplete short left intended for Joe Mixon (defended by Ja'Whaun Bentley),3.130,2.760
2,14:54,4,10,NWE 10,15,0,Evan McPherson 28 yard field goal good,2.760,3.000
2,14:51,,,CIN 35,15,0,"Evan McPherson kicks off 67 yards, returned by Pierre Strong for 20 yards (tackle by Trayveon Williams and Michael Thomas)",0.000,0.040
2,14:45,1,10,NWE 18,15,0,Mac Jones pass complete short right to Jonnu Smith for 9 yards (tackle by Vonn Bell and Germaine Pratt),0.040,0.820
2,13:59,2,1,NWE 27,15,0,Kevin Harris left guard for 3 yards (tackle by B.J. Hill),0.820,0.940
2,13:21,1,10,NWE 30,15,0,Mac Jones pass incomplete short middle intended for Jakobi Meyers,0.940,0.390
2,13:15,2,10,NWE 30,15,0,Mac Jones pass complete short middle to Pierre Strong for 5 yards (tackle by Logan Wilson),0.390,0.370
2,12:36,3,5,NWE 35,15,0,Mac Jones pass complete short middle to Jakobi Meyers for 4 yards (tackle by Mike Hilton),0.370,-0.780
2,11:56,4,1,NWE 39,15,0,"Michael Palardy punts 37 yards, fair catch by Trent Taylor at CIN-24",-0.780,-0.540
2,11:50,1,10,CIN 24,15,0,Joe Burrow pass complete short middle to Mitchell Wilcox for 6 yards (tackle by Jahlani Tavai),0.540,0.810
2,11:17,2,4,CIN 30,15,0,Joe Burrow pass complete short right to Ja'Marr Chase for 11 yards (tackle by Marcus Jones),0.810,1.660
2,10:45,1,10,CIN 41,15,0,Joe Burrow pass incomplete deep left intended for Ja'Marr Chase,1.660,1.120
2,10:38,2,10,CIN 41,15,0,Joe Burrow sacked by Matt Judon for -3 yards,1.120,0.040
2,9:52,,,,,,Timeout #1 by Cincinnati Bengals,,
2,9:52,3,13,CIN 38,15,0,Joe Burrow pass complete short middle to Tee Higgins for 12 yards (tackle by Devin McCourty and Adrian Phillips),0.040,-0.060
2,9:05,4,1,CIN 50,15,0,Joe Burrow right tackle for 1 yard (tackle by Ja'Whaun Bentley),-0.060,2.320
2,8:28,1,10,NWE 49,15,0,"Joe Mixon up the middle for 4 yards (tackle by Matt Judon). Penalty on Carl Davis: Defensive Holding, 5 yards (accepted)",2.320,2.920
2,8:01,1,10,NWE 40,15,0,Joe Burrow pass complete short right to Ja'Marr Chase for 12 yards (tackle by Marcus Jones),2.920,3.710
2,7:18,1,10,NWE 28,15,0,Joe Burrow pass complete short right to Tee Higgins for 3 yards (tackle by Jabrill Peppers),3.710,3.570
2,6:37,2,7,NWE 25,15,0,Joe Burrow pass complete short left to Tyler Boyd for 10 yards (tackle by Myles Bryant),3.570,4.580
2,6:03,1,10,NWE 15,15,0,Joe Burrow sacked by Josh Uche for -3 yards,4.580,3.560
2,5:18,2,13,NWE 18,15,0,"Joe Burrow sacked by Matt Judon for no gain. Penalty on Josh Uche: Illegal Use of Hands / Defense, 4 yards (accepted) (no play)",3.560,4.650
2,5:11,1,10,NWE 14,15,0,Samaje Perine right end for -4 yards (tackle by Marcus Jones and Davon Godchaux),4.650,3.400
2,4:28,2,15,NWE 18,15,0,Joe Burrow pass short middle intended for Tyler Boyd is intercepted by Devin McCourty at NE-15 and returned for no gain (tackle by Samaje Perine),3.400,0.220
2,4:19,1,10,NWE 15,15,0,Kendrick Bourne left end for 29 yards (tackle by Jessie Bates),-0.220,1.860
2,3:44,1,10,NWE 44,15,0,Mac Jones pass incomplete deep right intended for Kendrick Bourne,1.860,1.320
2,3:37,2,10,NWE 44,15,0,Mac Jones pass complete short right to Pierre Strong for 5 yards (tackle by Zachary Carter and Cameron Sample),1.320,1.290
2,2:57,3,5,NWE 49,15,0,Mac Jones sacked by Cameron Sample for -5 yards,1.290,-0.460
2,2:22,4,10,NWE 44,15,0,"Michael Palardy punts 36 yards, fair catch by Trent Taylor at CIN-20",-0.460,-0.280
2,2:16,1,10,CIN 20,15,0,Joe Burrow pass complete short left to Ja'Marr Chase for 11 yards (tackle by Jonathan Jones),0.280,1.000
2,2:00,1,10,CIN 31,15,0,Joe Burrow pass complete short right to Mitchell Wilcox for -1 yards (tackle by Marcus Jones),1.000,0.320
2,1:42,2,11,CIN 30,15,0,Joe Burrow pass complete short middle to Samaje Perine for 10 yards (tackle by Ja'Whaun Bentley),0.320,0.960
2,1:18,3,1,CIN 40,15,0,"Joe Burrow pass complete short middle to Mitchell Wilcox for 10 yards (tackle by Kyle Dugger and Myles Bryant). Penalty on Kyle Dugger: Face Mask (15 Yards), 15 yards (accepted)",0.960,3.250
2,1:10,1,10,NWE 35,15,0,Joe Burrow pass complete short left to Tyler Boyd for 2 yards (tackle by Jonathan Jones),3.250,2.970
2,1:04,2,8,NWE 33,15,0,Joe Burrow pass incomplete short left intended for Samaje Perine,2.970,2.280
2,1:00,,,,,,Timeout #2 by New England Patriots,,
2,1:00,3,8,NWE 33,15,0,Joe Burrow pass complete short middle to Tyler Boyd for 9 yards (tackle by Ja'Whaun Bentley),2.280,3.970
2,0:42,1,10,NWE 24,15,0,Joe Burrow pass complete short left to Samaje Perine for 4 yards (tackle by Ja'Whaun Bentley),3.970,3.970
2,0:35,,,,,,Timeout #2 by Cincinnati Bengals,,
2,0:35,2,6,NWE 20,15,0,Joe Burrow pass complete short right to Tee Higgins for 16 yards (tackle by Marcus Jones and Myles Bryant),3.970,6.280
2,0:29,,,,,,Timeout #3 by Cincinnati Bengals,,
2,0:29,1,4,NWE 4,15,0,Joe Burrow pass incomplete short left intended for Tee Higgins,6.280,5.340
2,0:25,2,4,NWE 4,15,0,Joe Burrow pass incomplete short middle,5.340,4.490
2,0:19,3,4,NWE 4,21,0,"Joe Burrow pass complete short right to Trenton Irwin for 4 yards, touchdown",4.490,7.000
2,0:14,,,NWE 15,22,0,Evan McPherson kicks extra point good,0.000,0.000
2,0:14,,,CIN 35,22,0,"Evan McPherson kicks off 66 yards, returned by Pierre Strong for 26 yards (tackle by Michael Thomas)",0.000,0.610
2,0:08,1,10,NWE 25,22,0,Mac Jones pass complete short middle to Jakobi Meyers for 11 yards (tackle by Cameron Sample),0.610,1.330
2,0:04,,,,,,Timeout #3 by New England Patriots,,
2,0:04,1,10,NWE 36,22,0,Mac Jones kneels for -1 yards,1.330,0.660
Quarter,Time,Down,ToGo,Location,CIN,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 35,22,0,"Evan McPherson kicks off 60 yards, returned by Marcus Jones for 19 yards (tackle by Markus Bailey and Joe Bachie)",0.000,0.540
3,14:55,1,10,NWE 24,22,0,Mac Jones pass complete short right to Rhamondre Stevenson for 4 yards. Rhamondre Stevenson fumbles (forced by Logan Wilson) (tackle by Logan Wilson),0.540,0.540
3,14:12,2,6,NWE 28,22,0,"Mac Jones pass incomplete deep right intended for Nelson Agholor. Penalty on Cam Taylor-Britt: Defensive Pass Interference, 11 yards (accepted) (no play)",0.540,1.530
3,14:12,1,10,NWE 39,22,0,Mac Jones pass incomplete deep right intended for Tyquan Thornton,1.530,0.990
3,14:06,2,10,NWE 39,22,0,Rhamondre Stevenson left end for no gain (tackle by Logan Wilson),0.990,0.300
3,13:29,3,10,NWE 39,22,0,Mac Jones pass incomplete deep right intended for Kendrick Bourne (defended by Cam Taylor-Britt),0.300,-0.780
3,13:22,4,10,NWE 39,22,0,"Michael Palardy punts 52 yards, returned by Trent Taylor for 10 yards (tackle by Jabrill Peppers)",-0.780,-0.150
3,13:10,1,10,CIN 19,22,0,Joe Mixon right end for 19 yards (tackle by Marcus Jones),0.150,1.470
3,12:33,1,10,CIN 38,22,0,Joe Burrow pass complete short left to Ja'Marr Chase for 8 yards (tackle by Jonathan Jones and Jahlani Tavai),1.470,2.000
3,11:58,2,2,CIN 46,22,0,Joe Mixon up the middle for 3 yards (tackle by Deatrich Wise),2.000,2.190
3,11:23,1,10,CIN 49,22,0,Samaje Perine up the middle for 2 yards (tackle by Matt Judon),2.190,1.920
3,10:49,2,8,NWE 49,22,0,Joe Burrow pass complete short middle to Tee Higgins for 7 yards (tackle by Jonathan Jones),1.920,2.150
3,10:09,3,1,NWE 42,22,0,Joe Burrow up the middle for no gain (tackle by Jahlani Tavai and Anfernee Jennings),2.150,0.460
3,9:22,4,1,NWE 42,22,0,"Penalty on CIN: Delay of Game, 6 yards (accepted) (no play)",0.460,0.070
3,9:15,4,7,NWE 48,22,0,"Drue Chrisman punts 36 yards, fair catch by Marcus Jones at NE-12",0.070,0.350
3,9:06,1,10,NWE 12,22,0,Mac Jones sacked by Josh Tupou for -10 yards,-0.350,-1.510
3,8:27,2,20,NWE 2,22,0,Mac Jones pass complete short right to Jakobi Meyers for 6 yards (tackle by Germaine Pratt),-1.510,-1.890
3,7:46,3,14,NWE 8,22,0,Mac Jones pass complete short right to Jonnu Smith for 8 yards (tackle by Akeem Davis-Gaither),-1.890,-2.390
3,7:11,4,6,NWE 16,22,0,"Michael Palardy punts 46 yards, returned by Trent Taylor for 7 yards (tackle by Matthew Slater)",-2.390,-1.930
3,7:00,1,10,CIN 45,22,0,Joe Burrow pass complete short left to Devin Asiasi for -1 yards (tackle by Kyle Dugger),1.930,1.250
3,6:24,2,11,CIN 44,22,0,Joe Burrow pass complete short right to Ja'Marr Chase for 15 yards (tackle by Marcus Jones),1.250,2.850
3,5:50,1,10,NWE 41,22,0,Joe Burrow pass complete short right to Joe Mixon for 6 yards (tackle by Myles Bryant),2.850,3.120
3,5:09,2,4,NWE 35,22,0,Joe Mixon up the middle for 3 yards (tackle by Matt Judon),3.120,2.810
3,4:29,3,1,NWE 32,22,0,"Joe Burrow pass complete short right to Joe Mixon for no gain. Penalty on Max Scharping: Offensive Holding, 10 yards (accepted) (no play)",2.810,1.490
3,4:05,3,11,NWE 42,22,6,"Joe Burrow pass short right intended for Ja'Marr Chase is intercepted by Marcus Jones at NE-31 and returned for 69 yards, touchdown",1.490,-7.000
3,3:51,,,CIN 15,22,6,Nick Folk kicks extra point no good,0.000,-1.000
3,3:51,,,NWE 35,22,6,"Tristan Vizcaino kicks off 58 yards, returned by Trayveon Williams for 33 yards (tackle by Jonathan Jones)",0.000,1.600
3,3:45,1,10,CIN 40,22,6,Joe Burrow pass complete short left to Mitchell Wilcox for 5 yards (tackle by Jabrill Peppers),1.600,1.730
3,3:08,2,5,CIN 45,22,6,Joe Burrow pass incomplete short middle intended for Joe Mixon,1.730,1.030
3,3:05,3,5,CIN 45,22,6,Joe Burrow pass incomplete short middle,1.030,-0.390
3,3:02,4,5,CIN 45,22,6,"Drue Chrisman punts 43 yards, returned by Marcus Jones for 11 yards (tackle by Cal Adomitis)",-0.390,-0.480
3,2:51,1,10,NWE 23,22,6,Mac Jones pass complete short left to Jakobi Meyers for 3 yards (tackle by Mike Hilton),0.480,0.340
3,2:25,2,7,NWE 26,22,6,Mac Jones pass complete short middle to Jakobi Meyers for 11 yards (tackle by Cam Taylor-Britt),0.340,1.400
3,1:48,1,10,NWE 37,22,6,Mac Jones sacked by and Zachary Carter for -1 yards and Joseph Ossai for -1 yards,1.400,0.720
3,1:03,2,11,NWE 36,22,6,Mac Jones pass complete short right to Jonnu Smith for 4 yards (tackle by Logan Wilson),0.720,0.560
3,0:15,3,7,NWE 40,22,6,Mac Jones pass complete deep right to Kendrick Bourne for 19 yards (tackle by Cam Taylor-Britt),0.560,2.790
Quarter,Time,Down,ToGo,Location,CIN,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CIN 42,22,6,Mac Jones pass incomplete deep left intended for Kendrick Bourne (defended by Eli Apple),2.790,2.240
4,14:53,2,10,CIN 42,22,6,Mac Jones pass incomplete short right intended for Jonnu Smith (defended by Germaine Pratt),2.240,1.620
4,14:49,3,10,CIN 41,22,6,Mac Jones pass complete deep middle to Kendrick Bourne for 32 yards (tackle by Jessie Bates and Mike Hilton),1.620,5.140
4,14:22,1,9,CIN 9,22,6,Rhamondre Stevenson left guard for 4 yards (tackle by Logan Wilson),5.140,5.150
4,13:44,2,5,CIN 5,22,6,Rhamondre Stevenson up the middle for no gain (tackle by Cameron Sample and D.J. Reader),5.150,4.260
4,13:08,3,5,CIN 5,22,12,"Mac Jones pass complete short right to Kendrick Bourne for 5 yards, touchdown",4.260,7.000
4,12:58,,,CIN 2,22,12,Two Point Attempt: Mac Jones pass incomplete intended for intended for Jakobi Meyers,1.000,-1.000
4,12:58,,,NWE 35,22,12,"Tristan Vizcaino kicks off 62 yards, returned by Trayveon Williams for 24 yards (tackle by Jahlani Tavai)",0.000,0.740
4,12:52,1,10,CIN 27,22,12,Joe Burrow pass complete deep right to Tee Higgins for 31 yards (tackle by Marcus Jones),0.740,2.790
4,12:09,1,10,NWE 42,22,12,Joe Mixon right tackle for 3 yards (tackle by Carl Davis and Ja'Whaun Bentley),2.790,2.650
4,11:30,2,7,NWE 39,22,12,Joe Mixon left tackle for 5 yards (tackle by Raekwon McMillan),2.650,2.610
4,11:02,3,2,NWE 34,22,12,Joe Mixon left guard for 3 yards (tackle by Adrian Phillips and Daniel Ekuale),2.610,3.510
4,10:20,1,10,NWE 31,22,12,Joe Burrow pass complete short left to Joe Mixon for 4 yards (tackle by Jonathan Jones),3.510,3.510
4,9:48,2,6,NWE 27,22,12,Joe Mixon up the middle for 2 yards (tackle by Christian Barmore and Ja'Whaun Bentley),3.510,3.070
4,9:14,3,4,NWE 25,22,12,Joe Burrow pass incomplete deep middle intended for Trenton Irwin,3.070,1.880
4,9:10,4,4,NWE 25,22,12,Evan McPherson 43 yard field goal no good,1.880,-1.140
4,9:06,1,10,NWE 33,22,12,Mac Jones pass complete short middle to Tyquan Thornton for 8 yards (tackle by Vonn Bell and Logan Wilson),1.140,1.670
4,8:23,2,2,NWE 41,22,12,Mac Jones pass complete short middle to Kendrick Bourne for 1 yard (tackle by Logan Wilson),1.670,1.090
4,7:51,3,1,NWE 42,22,12,Rhamondre Stevenson up the middle for 1 yard (tackle by Jessie Bates and Logan Wilson),1.090,1.800
4,7:04,1,10,NWE 43,22,12,"Mac Jones pass incomplete deep right intended for Kendrick Bourne NWE challenged the pass completion ruling, and the original play was overturned. Mac Jones pass complete deep right to Kendrick Bourne for 28 yards (tackle by Vonn Bell)",1.800,3.640
4,7:00,1,10,CIN 29,22,12,Mac Jones pass complete short middle to Rhamondre Stevenson for -1 yards (tackle by Mike Hilton),3.640,2.970
4,6:19,2,11,CIN 30,22,12,"Mac Jones pass incomplete short right. Penalty on Mac Jones: Intentional Grounding, 13 yards (accepted) CIN challenged the fumble ruling, and the play was upheld.",2.970,0.560
4,6:13,3,24,CIN 43,22,12,"Penalty on Trent Brown: False Start, 5 yards (accepted) (no play)",0.560,-0.100
4,6:13,3,29,CIN 48,22,18,"Mac Jones pass complete deep right to Jakobi Meyers for 48 yards, touchdown",-0.100,7.000
4,6:02,,,CIN 15,22,18,Nick Folk kicks extra point no good,0.000,-1.000
4,6:02,,,NWE 35,22,18,"Tristan Vizcaino kicks off 60 yards, returned by Trayveon Williams for 20 yards (tackle by Matthew Slater)",0.000,0.610
4,5:56,1,10,CIN 25,22,18,Joe Burrow pass complete short left to Mitchell Wilcox for 7 yards (tackle by Jonathan Jones),0.610,1.010
4,5:22,2,3,CIN 32,22,18,Joe Burrow pass complete short right to Ja'Marr Chase for 5 yards (tackle by Marcus Jones and Myles Bryant),1.010,1.400
4,4:43,1,10,CIN 37,22,18,Joe Burrow pass complete short right to Joe Mixon for 5 yards (tackle by Marcus Jones and Jahlani Tavai),1.400,1.530
4,3:56,2,5,CIN 42,22,18,Joe Mixon up the middle for 2 yards (tackle by Myles Bryant),1.530,1.090
4,3:20,3,3,CIN 44,22,18,"Joe Burrow pass complete short right to Ja'Marr Chase for -1 yards. Ja'Marr Chase fumbles (forced by Matt Judon), recovered by Marcus Jones at CIN-43 (tackle by Ja'Marr Chase)",1.090,-2.720
4,3:12,1,10,CIN 43,22,18,"Mac Jones pass incomplete short left intended for Tyquan Thornton. Penalty on Eli Apple: Defensive Holding, 5 yards (accepted) (no play)",2.720,3.050
4,3:08,1,10,CIN 38,22,18,Rhamondre Stevenson up the middle for 7 yards (tackle by Cameron Sample),3.050,3.450
4,2:31,2,3,CIN 31,22,18,Mac Jones pass complete short right to Marcus Jones for 15 yards (tackle by Cam Taylor-Britt),3.450,4.510
4,2:00,1,10,CIN 16,22,18,Rhamondre Stevenson up the middle for 7 yards (tackle by Vonn Bell and B.J. Hill),4.510,5.160
4,1:47,,,,,,Timeout #2 by Cincinnati Bengals,,
4,1:47,2,3,CIN 9,22,18,"Rhamondre Stevenson for 4 yards (tackle by Mike Hilton) Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned. Rhamondre Stevenson left guard for 2 yards (tackle by Mike Hilton)",5.160,4.850
4,1:47,,,,,,Timeout #3 by Cincinnati Bengals,,
4,1:47,3,1,CIN 7,22,18,Rhamondre Stevenson left guard for 2 yards (tackle by Germaine Pratt),4.850,6.060
4,1:07,1,5,CIN 5,22,18,"Rhamondre Stevenson for -3 yards. Rhamondre Stevenson fumbles (forced by Vonn Bell), recovered by B.J. Hill at CIN-8 (tackle by Vonn Bell). Penalty on Mac Jones: Personal Foul / Offense, 15 yards (accepted)",6.060,-0.480
4,0:59,1,10,CIN 23,22,18,"Penalty on Max Scharping: False Start, 5 yards (accepted) (no play)",0.480,0.000
4,0:59,1,15,CIN 18,22,18,Joe Mixon left guard for 4 yards (tackle by Davon Godchaux),0.000,-0.200
4,0:55,,,,,,Timeout #1 by New England Patriots,,
4,0:55,2,11,CIN 22,22,18,Joe Mixon right guard for 2 yards (tackle by Anfernee Jennings),-0.200,-0.630
4,0:52,,,,,,Timeout #2 by New England Patriots,,
4,0:52,3,9,CIN 24,22,18,Joe Mixon up the middle for 1 yard (tackle by Jabrill Peppers),-0.630,-1.700
4,0:48,,,,,,Timeout #3 by New England Patriots,,
4,0:48,4,8,CIN 25,22,18,Drue Chrisman punts 51 yards. Marcus Jones fumbles out of bounds,-1.700,-0.540
4,0:41,1,10,NWE 24,22,18,Mac Jones pass complete short right to Kendrick Bourne for 15 yards (tackle by Cam Taylor-Britt),0.540,1.530
4,0:25,1,10,NWE 39,22,18,Mac Jones spiked the ball,1.530,0.990
4,0:24,2,10,NWE 39,22,18,Mac Jones pass incomplete short left intended for Rhamondre Stevenson,0.990,0.300
4,0:19,3,10,NWE 39,22,18,Mac Jones pass incomplete short right intended for Rhamondre Stevenson,0.300,-0.780
4,0:15,4,10,NWE 39,22,18,"Penalty on Mac Jones: Delay of Game, 5 yards (accepted) (no play)",-0.780,-1.110
4,0:09,4,15,NWE 34,22,18,"Mac Jones pass incomplete intended for Tyquan Thornton (defended by Cam Taylor-Britt). Penalty on David Andrews: Ineligible Downfield Pass, 5 yards (declined)",-1.110,-3.310
4,0:09,1,10,NWE 34,22,18,Joe Burrow kneels for -1 yards,3.310,2.640
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
