Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Ja'Marr Chase,CIN,11,8,79,0,6,39,4.9,40,5.0,9.8,2,4.0,1,9.1,1,54.7
Tee Higgins,CIN,9,8,128,1,4,93,11.6,35,4.4,10.8,0,,1,11.1,0,155.8
Joe Mixon,CIN,9,7,43,0,2,0,0.0,43,6.1,1.1,0,,1,11.1,0,86.6
Mitchell Wilcox,CIN,6,6,35,0,1,19,3.2,16,2.7,3.2,0,,0,0.0,0,91.0
Tyler Boyd,CIN,4,3,21,0,2,10,3.3,11,3.7,3.3,0,,0,0.0,1,46.9
Trenton Irwin,CIN,4,3,45,2,3,45,15.0,0,0.0,17.5,0,,1,25.0,0,151.0
Samaje Perine,CIN,4,3,19,0,,3,1.0,16,5.3,2.8,0,,0,0.0,0,84.4
Devin Asiasi,CIN,2,2,5,0,,5,2.5,0,0.0,2.5,0,,0,0.0,0,79.2
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Kendrick Bourne,NWE,9,6,100,1,5,97,16.2,3,0.5,22.8,0,,0,0.0,0,141.0
Jakobi Meyers,NWE,7,6,83,1,3,64,10.7,19,3.2,11.0,0,,0,0.0,0,155.7
Jonnu Smith,NWE,4,3,21,0,,9,3.0,12,4.0,3.5,0,,0,0.0,0,86.5
Rhamondre Stevenson,NWE,5,2,3,0,0,-9,-4.5,12,6.0,-0.2,0,,1,20.0,0,47.9
Pierre Strong,NWE,2,2,10,0,,5,2.5,5,2.5,2.5,0,,0,0.0,0,87.5
Marcus Jones,NWE,1,1,15,0,1,-3,-3.0,18,18.0,-3.0,1,1.0,0,0.0,0,118.7
Tyquan Thornton,NWE,3,1,8,0,,4,4.0,4,4.0,32.3,0,,1,33.3,0,42.4
