#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:07,WAS 32,4,1:01,-6,Punt
2,1,8:56,WAS 2,3,0:55,-1,Punt
3,1,2:06,WAS 25,6,2:21,11,Punt
4,2,11:32,WAS 9,11,5:17,83,Field Goal
5,2,4:33,DEN 38,5,2:26,38,Touchdown
6,2,1:30,WAS 28,3,0:38,-8,Punt
7,3,15:00,WAS 23,10,5:33,68,Interception
8,3,7:56,WAS 34,9,4:26,55,Field Goal
9,4,14:48,WAS 23,5,2:41,77,Touchdown
10,4,8:53,WAS 11,5,2:17,5,Punt
11,4,5:16,DEN 46,3,0:20,0,Fumble
12,4,4:41,DEN 35,3,0:20,35,Touchdown
13,4,1:18,DEN 44,2,1:18,-2,End of Game
