0,1
Game Info,Game Info
Won Toss,Redskins (deferred)
Roof,outdoors
Surface,grass
Duration,3:03
Attendance,72889
Weather,"43 degrees, wind 7 mph"
Vegas Line,Washington Redskins -3.0
Over/Under,39.5 (under)
