Quarter,Time,Down,ToGo,Location,SFO,OAK,Detail,EPB,EPA
1,3:03,1,7,OAK 7,0,7,Jeff Garcia pass incomplete intended for Tai Streets,5.600,4.760
1,2:58,2,7,OAK 7,0,7,Garrison Hearst middle for 5 yards (tackle by John Parrella and Chris Cooper),4.760,4.950
1,2:18,3,2,OAK 2,0,7,Jeff Garcia pass incomplete intended for Justin Swift,4.950,3.250
1,2:11,4,2,OAK 2,3,7,Jose Cortez 20 yard field goal good,3.250,3.000
1,2:11,,,SFO 30,3,7,"Jose Cortez kicks off 70 yards, returned by Ronald Curry for 21 yards (tackle by Brandon Moore). Ronald Curry fumbles, recovered by Jason Moore at OAK-16",0.000,-4.510
1,2:01,1,10,OAK 16,3,7,Garrison Hearst for no gain (tackle by John Parrella and Trace Armstrong),4.510,3.900
1,1:22,2,10,OAK 16,3,7,Jeff Garcia pass complete to Tai Streets for 5 yards (tackle by Bill Romanowski and Eric Barton),3.900,3.940
1,0:39,3,5,OAK 11,9,7,"Jeff Garcia pass complete to Cedrick Wilson for 11 yards, touchdown",3.940,7.000
1,0:39,,,OAK 11,10,7,Jose Cortez kicks extra point good,0.000,0.000
1,0:39,,,SFO 30,10,7,"Jose Cortez kicks off 69 yards, returned by Ronald Curry for 25 yards (tackle by James Jordan)",0.000,0.670
1,0:29,1,10,OAK 26,10,7,Charlie Garner right tackle for 2 yards (tackle by Derek Smith and Ahmed Plummer),0.670,0.400
Quarter,Time,Down,ToGo,Location,SFO,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,OAK 28,10,7,Charlie Garner left tackle for 2 yards (tackle by Jeff Ulbrich and Derek Smith),0.400,-0.030
2,14:22,3,6,OAK 30,10,7,Rich Gannon pass complete to Roland Williams for 6 yards (tackle by Jason Webster),-0.030,1.330
2,13:37,1,10,OAK 36,10,7,Charlie Garner right tackle for 2 yards (tackle by Dana Stubblefield and Andre Carter),1.330,1.060
2,12:58,2,8,OAK 38,10,7,Charlie Garner left end for 15 yards (tackle by Julian Peterson and Derek Smith),1.060,2.460
2,12:16,1,10,SFO 47,10,7,Tyrone Wheatley middle for 1 yard (tackle by Jeff Ulbrich and Derek Smith),2.460,2.050
2,11:32,2,9,SFO 46,10,7,Charlie Garner left end for 6 yards (tackle by Andre Carter and Tony Parrish),2.050,2.150
2,10:52,3,3,SFO 40,10,7,Rich Gannon pass complete to Jerry Rice for 11 yards (tackle by Jason Webster),2.150,3.640
2,10:23,1,10,SFO 29,10,7,Randy Jordan right end for no gain (tackle by Julian Peterson),3.640,3.100
2,9:38,2,10,SFO 29,10,7,Rich Gannon pass complete to Jon Ritchie for 5 yards (tackle by Ahmed Plummer),3.100,3.070
2,9:07,3,5,SFO 24,10,7,Rich Gannon pass incomplete intended for Jerry Rice (defended by Tony Parrish),3.070,1.920
2,8:59,4,5,SFO 24,10,10,Sebastian Janikowski 42 yard field goal good,1.920,3.000
2,8:59,,,OAK 30,10,10,"Sebastian Janikowski kicks off 73 yards, touchback",0.000,0.280
2,8:55,1,10,SFO 20,10,10,Jeff Garcia pass complete to Tai Streets for 11 yards (tackle by Rod Woodson),0.280,1.000
2,8:17,1,10,SFO 31,10,10,Jeff Garcia pass incomplete intended for Fred Beasley,1.000,0.460
2,8:13,2,10,SFO 31,10,10,Kevan Barlow for 9 yards (tackle by Derrick Gibson),0.460,0.960
2,7:37,3,1,SFO 40,10,10,Fred Beasley middle for 4 yards (tackle by Chris Cooper),0.960,1.860
2,7:01,1,10,SFO 44,10,10,"Kevan Barlow left end for no gain (tackle by Tory James). Penalty on Derrick Deese: Offensive Holding, 10 yards (no play)",1.860,1.200
2,6:36,1,20,SFO 34,10,10,Jeff Garcia pass complete to Terrell Owens for 40 yards (tackle by Charles Woodson),1.200,3.840
2,5:53,1,10,OAK 26,10,10,Kevan Barlow left tackle for 4 yards (tackle by Eric Barton and Bill Romanowski),3.840,3.840
2,5:13,2,6,OAK 22,10,10,Jeff Garcia pass incomplete intended for Kevan Barlow,3.840,3.140
2,5:09,3,6,OAK 22,10,10,Jeff Garcia pass incomplete intended for Garrison Hearst,3.140,2.020
2,5:05,4,6,OAK 22,10,10,Jose Cortez 39 yard field goal no good,2.020,-0.940
2,5:01,1,10,OAK 30,10,10,Charlie Garner middle for 1 yard (tackle by Chike Okeafor),0.940,0.530
2,4:19,2,9,OAK 31,10,10,Tyrone Wheatley middle for 2 yards (tackle by Bryant Young and Jeff Ulbrich),0.530,0.100
2,3:39,3,7,OAK 33,10,10,Rich Gannon pass incomplete intended for Randy Jordan,0.100,-1.180
2,3:33,4,7,OAK 33,10,10,"Shane Lechler punts 49 yards, returned by Jimmy Williams for 8 yards (tackle by Brandon Jennings)",-1.180,-0.670
2,3:22,1,10,SFO 26,10,10,Garrison Hearst left end for -4 yards (tackle by Eric Barton),0.670,-0.410
2,2:40,2,14,SFO 22,10,10,Jeff Garcia pass complete to Terrell Owens for 11 yards (tackle by Charles Woodson),-0.410,0.370
2,2:04,3,3,SFO 33,10,10,Jeff Garcia pass incomplete,0.370,-1.180
2,1:59,4,3,SFO 33,10,10,Jason Baker punts 35 yards. Penalty on Mike Rumph: Illegal Touch Kick (Declined),-1.180,-1.070
2,1:49,1,10,OAK 32,10,10,Rich Gannon pass incomplete intended for Charlie Garner,1.070,0.530
2,1:46,2,10,OAK 32,10,10,Charlie Garner left tackle for 13 yards (tackle by Ronnie Heard),0.530,1.930
2,1:40,1,10,OAK 45,10,10,Rich Gannon pass incomplete intended for Tim Brown,1.930,1.380
2,1:37,2,10,OAK 45,10,10,Tyrone Wheatley left end for 10 yards (tackle by Mike Rumph and Julian Peterson),1.380,2.590
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,1:28,2,10,OAK 45,,,Timeout #2 by Oakland Raiders,1.380,2.590
2,1:28,1,10,SFO 45,10,10,Rich Gannon pass complete to Charlie Garner for 7 yards (tackle by Julian Peterson and Mike Rumph),2.590,2.990
2,1:08,2,3,SFO 38,10,10,Rich Gannon pass complete to Jerry Rice for 11 yards (tackle by Mike Rumph and Ronnie Heard),2.990,3.780
2,0:47,1,10,SFO 27,10,10,Charlie Garner left end for -2 yards (tackle by Mike Rumph),3.780,2.960
2,0:42,2,12,SFO 29,10,10,Rich Gannon pass complete to Jerry Rice for 24 yards (tackle by Ronnie Heard),2.960,6.060
2,0:37,1,5,SFO 5,10,10,Charlie Garner middle for no gain (tackle by Sean Moran),6.060,5.150
2,0:28,1,5,SFO 5,,,Timeout #3 by Oakland Raiders,6.060,5.150
2,0:28,2,5,SFO 5,10,10,Rich Gannon pass incomplete intended for Tim Brown,5.150,4.260
2,0:24,3,5,SFO 5,10,10,Rich Gannon pass incomplete intended for Jerry Rice,4.260,3.010
2,0:18,4,5,SFO 5,10,13,Sebastian Janikowski 23 yard field goal good,3.010,3.000
2,0:18,,,OAK 30,10,13,"Sebastian Janikowski kicks off 64 yards, returned by Jimmy Williams for 18 yards (tackle by Randy Jordan)",0.000,0.540
2,0:09,1,10,SFO 24,10,13,Jeff Garcia kneels for -1 yards,0.540,-0.140
Quarter,Time,Down,ToGo,Location,SFO,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 30,10,13,"Sebastian Janikowski kicks off 57 yards, returned by Jimmy Williams for 23 yards (tackle by Marcus Knight)",0.000,1.330
3,14:55,1,10,SFO 36,10,13,Jeff Garcia pass complete to Terrell Owens for 29 yards (tackle by Charles Woodson). Penalty on Charles Woodson: Defensive Holding (Declined),1.330,3.250
3,14:30,1,10,OAK 35,10,13,Jeff Garcia pass complete to Garrison Hearst for 8 yards (tackle by Travian Smith),3.250,3.780
3,13:50,2,2,OAK 27,10,13,Garrison Hearst middle for 1 yard (tackle by Eric Barton),3.780,3.200
3,13:11,3,1,OAK 26,10,13,Garrison Hearst right end for 5 yards (tackle by Eric Barton),3.200,4.170
3,12:31,1,10,OAK 21,10,13,Jeff Garcia for 12 yards (tackle by Derrick Gibson),4.170,5.140
3,11:49,1,9,OAK 9,10,13,Garrison Hearst middle for -1 yards (tackle by Tony Bryant and Eric Barton),5.140,4.190
3,11:07,2,10,OAK 10,10,13,Jeff Garcia middle for 6 yards (tackle by Napoleon Harris),4.190,4.490
3,10:29,2,10,OAK 10,,,Timeout #1 by San Francisco 49ers,4.190,4.490
3,10:29,3,4,OAK 4,10,13,Jeff Garcia pass incomplete intended for Terrell Owens (defended by Sam Adams),4.490,3.030
3,10:25,4,4,OAK 4,13,13,Jose Cortez 22 yard field goal good,3.030,3.000
3,10:25,,,SFO 30,13,13,"Jose Cortez kicks off 68 yards, returned by Marcus Knight for 30 yards (tackle by Mike Rumph)",0.000,1.070
3,10:13,1,10,OAK 32,13,13,Rich Gannon pass complete to Jerry Rice for 14 yards (tackle by Mike Rumph),1.070,1.990
3,9:36,1,10,OAK 46,13,13,Charlie Garner right end for 2 yards (tackle by Chike Okeafor),1.990,1.720
3,9:04,2,8,OAK 48,13,13,Rich Gannon pass incomplete intended for Charlie Garner,1.720,1.030
3,8:57,2,8,OAK 48,,,Timeout #1 by Oakland Raiders,1.720,1.030
3,8:57,3,8,OAK 48,13,13,Rich Gannon pass complete to Jerry Porter for 15 yards (tackle by Mike Rumph),1.030,3.120
3,8:19,1,10,SFO 37,13,13,"Rich Gannon sacked by Andre Carter for -8 yards. Rich Gannon fumbles (forced by Andre Carter), recovered by Barry Sims at OAK-48",3.120,0.550
3,7:39,2,25,OAK 48,13,13,Rich Gannon pass complete to Tim Brown for 10 yards (tackle by Derek Smith),0.550,1.220
3,6:55,3,15,SFO 42,13,13,Rich Gannon pass incomplete intended for Tim Brown,1.220,0.460
3,6:50,4,15,SFO 42,13,13,"Shane Lechler punts 30 yards, fair catch by Jimmy Williams",0.460,0.350
3,6:46,1,10,SFO 12,13,13,Kevan Barlow right end for 1 yard (tackle by Rod Woodson),-0.350,-0.700
3,6:07,2,9,SFO 13,13,13,Jeff Garcia pass complete to Terrell Owens for 3 yards (tackle by Charles Woodson),-0.700,-0.950
3,5:25,3,6,SFO 16,13,13,Jeff Garcia pass complete to Justin Swift for 7 yards (tackle by Tory James and Eric Barton),-0.950,0.480
3,4:46,1,10,SFO 23,13,13,Kevan Barlow left end for 8 yards (tackle by Eric Barton and Derrick Gibson),0.480,1.010
3,4:03,2,2,SFO 31,13,13,Kevan Barlow right tackle for -1 yards (tackle by Trace Armstrong),1.010,0.170
3,3:23,3,3,SFO 30,13,13,Jeff Garcia pass complete to Tai Streets for 5 yards (tackle by Eric Barton),0.170,1.270
3,2:53,1,10,SFO 35,13,13,"Jeff Garcia pass incomplete intended for Terrell Owens. Penalty on Rod Woodson: Illegal Contact, 5 yards (no play)",1.270,1.600
3,2:45,1,10,SFO 40,13,13,Kevan Barlow middle for 1 yard (tackle by Sam Adams),1.600,1.190
3,2:08,2,9,SFO 41,13,13,Jeff Garcia pass complete to Terrell Owens for 4 yards (tackle by Bill Romanowski and Chris Cooper),1.190,1.030
3,1:24,3,5,SFO 45,13,13,Jeff Garcia pass complete to Terrell Owens for 15 yards (tackle by Rod Woodson),1.030,2.920
3,0:15,1,10,OAK 40,13,13,"Jeff Garcia pass complete to Tai Streets for 11 yards (tackle by Charles Woodson). Penalty on John Parrella: Roughing the Passer, 14 yards",2.920,4.580
3,0:10,1,10,OAK 15,13,13,Kevan Barlow for 9 yards (tackle by Rod Woodson),4.580,5.600
Quarter,Time,Down,ToGo,Location,SFO,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,OAK 6,13,13,Fred Beasley for 1 yard (tackle by John Parrella and Rod Woodson),5.600,6.060
4,14:24,1,5,OAK 5,13,13,Kevan Barlow for 1 yard,6.060,5.340
4,13:42,2,4,OAK 4,13,13,Jeff Garcia middle for 2 yards (tackle by Tony Bryant and Napoleon Harris),5.340,4.950
4,13:02,3,2,OAK 2,19,13,"Jeff Garcia pass complete to Tai Streets for 2 yards, touchdown",4.950,7.000
4,13:02,,,OAK 2,20,13,Jose Cortez kicks extra point good,0.000,0.000
4,13:02,,,SFO 30,20,13,"Jose Cortez kicks off 58 yards, out of bounds",0.000,1.600
4,12:57,1,10,OAK 40,20,13,Rich Gannon pass complete to Jerry Rice for 9 yards (tackle by Tony Parrish and Jason Webster),1.600,2.270
4,12:25,2,1,OAK 49,20,13,Charlie Garner middle for no gain (tackle by Andre Carter),2.270,1.550
4,11:43,3,1,OAK 49,20,13,Zack Crockett middle for 7 yards (tackle by Chike Okeafor),1.550,2.650
4,11:02,1,10,SFO 44,20,13,Rich Gannon pass complete to Jerry Porter for 7 yards (tackle by Julian Peterson and Jason Webster),2.650,3.060
4,10:21,2,3,SFO 37,20,13,"Rich Gannon pass complete to Jerry Porter for 4 yards (tackle by Ahmed Plummer). Penalty on Langston Walker: Ineligible Downfield Pass, 5 yards (no play)",3.060,2.380
4,9:59,2,3,SFO 37,,,Timeout #2 by Oakland Raiders,3.060,2.380
4,9:59,2,8,SFO 42,20,13,"Penalty on Langston Walker: False Start, 5 yards (no play)",2.380,1.710
4,9:59,2,13,SFO 47,20,13,Rich Gannon pass complete to Charlie Garner for 4 yards (tackle by Ahmed Plummer and Julian Peterson),1.710,1.550
4,9:17,3,9,SFO 43,20,13,Rich Gannon for 6 yards (tackle by Ahmed Plummer and Bryant Young),1.550,0.790
4,8:30,4,3,SFO 37,20,13,Rich Gannon pass complete to Jerry Porter for 16 yards (tackle by Mike Rumph),0.790,4.170
4,7:48,1,10,SFO 21,20,13,Rich Gannon pass complete to Jerry Rice for 5 yards (tackle by Ahmed Plummer),4.170,4.370
4,7:09,2,5,SFO 16,20,13,Rich Gannon pass complete to Jerry Porter for 6 yards (tackle by Ahmed Plummer),4.370,4.910
4,6:33,1,10,SFO 10,20,19,"Charlie Garner middle for 10 yards, touchdown",4.910,7.000
4,6:33,,,SFO 10,20,20,Sebastian Janikowski kicks extra point good,0.000,0.000
4,6:33,,,OAK 30,20,20,"Sebastian Janikowski kicks off 72 yards, returned by Jimmy Williams for 48 yards (tackle by Anthony Dorsett)",0.000,1.990
4,6:20,1,10,SFO 46,20,20,Jeff Garcia pass complete to Garrison Hearst for 6 yards (tackle by Tony Bryant),1.990,2.260
4,5:48,2,4,OAK 48,20,20,Garrison Hearst middle for 5 yards (tackle by John Parrella and Derrick Gibson),2.260,2.720
4,5:10,1,10,OAK 43,20,20,Garrison Hearst middle for 9 yards (tackle by Rod Woodson),2.720,3.390
4,4:30,2,1,OAK 34,20,20,Garrison Hearst middle for 4 yards (tackle by Bill Romanowski),3.390,3.580
4,3:49,1,10,OAK 30,20,20,Jeff Garcia pass complete to Tai Streets for 5 yards (tackle by Tory James),3.580,3.710
4,3:07,2,5,OAK 25,20,20,Garrison Hearst middle for 1 yard (tackle by Eric Barton and Napoleon Harris),3.710,3.140
4,2:26,3,4,OAK 24,20,20,Jeff Garcia right end for 4 yards (tackle by Roderick Coleman),3.140,4.240
4,2:19,1,10,OAK 20,20,20,Garrison Hearst middle for no gain (tackle by Roderick Coleman and Eric Barton),4.240,3.690
4,2:00,2,10,OAK 20,20,20,Jeff Garcia pass complete to Terrell Owens for 9 yards (tackle by Charles Woodson),3.690,4.590
4,1:49,2,10,OAK 20,,,Timeout #3 by Oakland Raiders,3.690,4.590
4,1:49,3,1,OAK 11,20,20,Fred Beasley middle for 1 yard (tackle by Sam Adams and Napoleon Harris),4.590,4.910
4,1:06,1,10,OAK 10,20,20,Garrison Hearst right tackle for 1 yard (tackle by Sam Adams),4.910,4.380
4,0:24,2,9,OAK 9,20,20,Jeff Garcia for no gain (tackle by John Parrella),4.380,3.360
4,0:03,2,9,OAK 9,,,Timeout #2 by San Francisco 49ers,4.380,3.360
4,0:03,3,9,OAK 9,20,20,Jose Cortez 27 yard field goal no good,3.360,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,SFO,OAK,Detail,EPB,EPA
,,,,,,,"49ers won the coin toss, 49ers to receive the overtime kickoff.",,
OT,15:00,,,OAK 30,20,20,"Sebastian Janikowski kicks off 68 yards, returned by Jimmy Williams for 20 yards (tackle by Terrance Shaw)",0.000,0.410
OT,14:50,1,10,SFO 22,20,20,Jeff Garcia pass complete to Garrison Hearst for -2 yards (tackle by Terrance Shaw),0.410,-0.400
OT,14:09,2,12,SFO 20,20,20,Jeff Garcia pass complete to Terrell Owens for 4 yards (tackle by Bill Romanowski),-0.400,-0.560
OT,13:38,3,8,SFO 24,20,20,Jeff Garcia pass complete to Tai Streets for 9 yards (tackle by Bill Romanowski),-0.560,1.140
OT,13:01,1,10,SFO 33,20,20,Kevan Barlow middle for no gain (tackle by Roderick Coleman and Derrick Gibson),1.140,0.590
OT,12:23,2,10,SFO 33,20,20,Jeff Garcia pass complete to Terrell Owens for 3 yards (tackle by Derrick Gibson and Eric Barton),0.590,0.300
OT,11:39,3,7,SFO 36,20,20,Jeff Garcia right end for 10 yards (tackle by Derrick Gibson),0.300,1.990
OT,11:07,1,10,SFO 46,20,20,Kevan Barlow middle for no gain (tackle by Napoleon Harris),1.990,1.450
OT,10:24,2,10,SFO 46,20,20,Garrison Hearst middle for -1 yards (tackle by DeLawrence Grant),1.450,0.630
OT,9:41,3,11,SFO 45,20,20,Jeff Garcia for 10 yards (tackle by Charles Woodson),0.630,0.270
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
OT,9:15,4,1,OAK 45,20,20,Fred Beasley middle for 2 yards (tackle by Tony Bryant),0.270,2.720
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
OT,9:00,1,10,OAK 43,20,20,Jeff Garcia pass incomplete intended for Tai Streets (defended by Rod Woodson),2.720,2.180
OT,8:56,2,10,OAK 43,20,20,Kevan Barlow left end for 14 yards (tackle by Tory James),2.180,3.640
OT,8:25,2,10,OAK 43,,,Timeout #1 by San Francisco 49ers,2.180,3.640
OT,8:25,1,10,OAK 29,20,20,Jeff Garcia pass complete to Terrell Owens for 16 yards (tackle by Rod Woodson),3.640,4.710
OT,8:17,1,10,OAK 13,20,20,Kevan Barlow right tackle for 5 yards (tackle by Rod Woodson and Napoleon Harris),4.710,4.960
OT,7:33,2,5,OAK 8,20,20,Garrison Hearst middle for 2 yards (tackle by DeLawrence Grant and Roderick Coleman),4.960,4.560
OT,6:54,3,3,OAK 6,20,20,Jeff Garcia middle for 1 yard (tackle by Bill Romanowski and John Parrella),4.560,3.030
OT,6:23,3,3,OAK 6,,,Timeout #1 by Oakland Raiders,4.560,3.030
OT,6:23,4,2,OAK 5,23,20,Jose Cortez 23 yard field goal good,3.030,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
