Quarter,Time,Down,ToGo,Location,TAM,PIT,Detail,EPB,EPA
1,4:59,3,2,PIT 31,0,7,Tom Brady pass complete short left to Rachaad White for 3 yards (tackle by Josh Jackson),2.810,3.710
1,4:21,1,10,PIT 28,0,7,Tom Brady pass complete short middle to Leonard Fournette for 5 yards (tackle by Devin Bush),3.710,3.840
1,3:44,2,5,PIT 23,0,7,Leonard Fournette left tackle for 6 yards (tackle by Montravius Adams and Chris Wormley),3.840,4.440
1,3:05,1,10,PIT 17,0,7,Tom Brady pass incomplete deep middle intended for Cameron Brate (defended by Myles Jack),4.440,3.850
1,3:01,2,10,PIT 17,0,7,Tom Brady pass incomplete short right intended for Rachaad White,3.850,3.070
1,2:57,3,10,PIT 17,0,7,Tom Brady pass incomplete short middle intended for Chris Godwin,3.070,2.310
1,2:54,4,10,PIT 17,0,7,"Penalty on Tre Norwood: Neutral Zone Infraction, 5 yards (accepted) (no play)",2.310,2.680
1,2:54,4,5,PIT 12,3,7,Ryan Succop 30 yard field goal good,2.680,3.000
1,2:50,,,TAM 35,3,7,"Jake Camarda kicks off 63 yards, returned by Steven Sims for 11 yards (tackle by Ko Kieft)",0.000,-0.320
1,2:47,1,10,PIT 13,3,7,Najee Harris right guard for 3 yards (tackle by Keanu Neal and Lavonte David),-0.320,-0.440
1,2:05,,,,,,Timeout #1 by Pittsburgh Steelers,,
1,2:05,2,7,PIT 16,3,7,Kenny Pickett pass incomplete short right intended for Diontae Johnson,-0.440,-1.060
1,2:01,3,7,PIT 16,3,7,Kenny Pickett sacked by Antoine Winfield for -12 yards,-1.060,-2.490
1,1:35,4,19,PIT 4,3,7,"Pressley Harvin punts 52 yards, returned by Jaelon Darden for 2 yards (tackle by Miles Boykin)",-2.490,-1.990
1,1:25,1,10,TAM 46,3,7,Tom Brady pass incomplete short right intended for Chris Godwin,1.990,1.450
1,1:19,2,10,TAM 46,3,7,"Penalty on Luke Goedeke: False Start, 5 yards (accepted) (no play)",1.450,0.780
1,1:19,2,15,TAM 41,3,7,Tom Brady pass complete deep middle to Chris Godwin for 22 yards (tackle by Tre Norwood),0.780,3.120
1,0:43,1,10,PIT 37,3,7,Rachaad White right guard for 8 yards (tackle by Tre Norwood),3.120,3.650
1,0:14,2,2,PIT 29,3,7,Leonard Fournette right guard for 4 yards (tackle by Robert Spillane and Isaiahh Loudermilk),3.650,3.910
Quarter,Time,Down,ToGo,Location,TAM,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PIT 25,3,7,Tom Brady pass complete short middle to Mike Evans for 10 yards (tackle by Robert Spillane and Terrell Edmunds),3.910,4.580
2,14:25,1,10,PIT 15,3,7,Leonard Fournette left guard for 1 yard (tackle by Devin Bush),4.580,4.110
2,13:45,2,9,PIT 14,3,7,Tom Brady pass complete short middle to Russell Gage for 11 yards (tackle by James Pierre),4.110,6.510
2,13:06,1,3,PIT 3,3,7,Leonard Fournette up the middle for 2 yards (tackle by Cameron Heyward),6.510,5.910
2,12:28,2,1,PIT 1,3,7,Leonard Fournette left guard for -3 yards (tackle by Larry Ogunjobi and Terrell Edmunds),5.910,4.490
2,11:49,3,4,PIT 4,3,7,Tom Brady sacked by Cameron Heyward for -5 yards,4.490,2.830
2,11:04,4,9,PIT 9,6,7,Ryan Succop 27 yard field goal good,2.830,3.000
2,11:01,,,TAM 35,6,7,"Jake Camarda kicks off 58 yards, returned by Steven Sims for 12 yards (tackle by Ko Kieft)",0.000,0.150
2,10:58,1,10,PIT 19,6,7,Kenny Pickett scrambles right guard for 6 yards (tackle by Antoine Winfield),0.150,0.480
2,10:18,2,4,PIT 25,6,7,Najee Harris right tackle for 14 yards (tackle by Devin White and Keanu Neal),0.480,1.530
2,9:53,1,10,PIT 39,6,7,George Pickens left end for 1 yard (tackle by Dee Delaney),1.530,1.120
2,9:18,2,9,PIT 40,6,7,Diontae Johnson left end for 5 yards (tackle by Joe Tryon-Shoyinka and Devin White),1.120,1.090
2,8:41,3,4,PIT 45,6,7,Kenny Pickett pass complete short left to Chase Claypool for 6 yards (tackle by Jamel Dean),1.090,2.320
2,8:06,1,10,TAM 49,6,7,Najee Harris left tackle for 3 yards (tackle by Rakeem Nunez-Roches and Anthony Nelson),2.320,2.190
2,7:21,2,7,TAM 46,6,7,Kenny Pickett pass complete short left to Najee Harris for 1 yard (tackle by Lavonte David and Rakeem Nunez-Roches),2.190,1.620
2,6:41,3,6,TAM 45,6,7,Kenny Pickett pass complete short left to Diontae Johnson for 9 yards (tackle by Jamel Dean),1.620,3.180
2,6:03,1,10,TAM 36,6,7,"Jaylen Warren for no gain. Penalty on Kevin Dotson: Offensive Holding, 10 yards (accepted) (no play)",3.180,2.520
2,5:36,1,20,TAM 46,6,7,Kenny Pickett pass incomplete short left intended for George Pickens,2.520,1.290
2,5:34,2,20,TAM 46,6,7,Kenny Pickett pass complete short right to Diontae Johnson for 5 yards (tackle by Carlton Davis),1.290,1.290
2,4:57,3,15,TAM 41,6,7,Kenny Pickett pass complete short left to Zach Gentry for 4 yards (tackle by Lavonte David),1.290,0.790
2,4:12,,,,,,Timeout #2 by Pittsburgh Steelers,,
2,4:12,4,11,TAM 37,6,10,Chris Boswell 55 yard field goal good,0.790,3.000
2,4:07,,,PIT 35,6,10,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
2,4:07,1,10,TAM 25,6,10,Rachaad White up the middle for no gain (tackle by Larry Ogunjobi and Terrell Edmunds),0.610,0.060
2,3:36,2,10,TAM 25,6,10,Tom Brady pass complete short right to Mike Evans for 8 yards (tackle by James Pierre),0.060,0.430
2,2:57,3,2,TAM 33,6,10,Tom Brady pass incomplete short middle intended for Chris Godwin,0.430,-1.180
2,2:52,4,2,TAM 33,6,10,"Jake Camarda punts 47 yards, returned by Steven Sims for 6 yards (tackle by Scott Miller)",-1.180,-0.670
2,2:42,1,10,PIT 26,6,10,Najee Harris left guard for 2 yards (tackle by Shaquil Barrett),0.670,0.400
2,2:24,2,8,PIT 28,6,10,Kenny Pickett pass incomplete short left,0.400,-0.300
2,2:17,3,8,PIT 28,6,10,Kenny Pickett pass incomplete short right intended for George Pickens,-0.300,-1.500
2,2:12,4,8,PIT 28,6,10,"Pressley Harvin punts 53 yards, returned by Jaelon Darden for 6 yards (tackle by Marcus Allen and Miles Killebrew)",-1.500,-0.610
2,2:02,1,10,TAM 25,6,10,Tom Brady pass complete short right to Cameron Brate for 8 yards (tackle by Myles Jack),0.610,1.140
2,1:58,2,2,TAM 33,6,10,Leonard Fournette left guard for 2 yards (tackle by Larry Ogunjobi),1.140,1.270
2,1:42,1,10,TAM 35,6,10,"Tom Brady sacked by Alex Highsmith for -9 yards. Tom Brady fumbles (forced by Alex Highsmith), recovered by Chris Godwin at TB-26 (tackle by Alex Highsmith)",1.270,-0.490
2,1:22,2,19,TAM 26,6,10,Tom Brady pass complete short left to Leonard Fournette for 8 yards (tackle by Myles Jack and Arthur Maulet),-0.490,-0.100
2,0:58,3,11,TAM 34,6,10,Tom Brady pass incomplete deep middle intended for Breshad Perriman,-0.100,-1.110
2,0:54,4,11,TAM 34,6,10,"Jake Camarda punts 52 yards, fair catch by Steven Sims at PIT-14",-1.110,0.280
2,0:46,1,10,PIT 14,6,10,Kenny Pickett pass incomplete short left,-0.280,-0.750
2,0:40,2,10,PIT 14,6,10,Najee Harris right end for no gain (tackle by Devin White and Vita Vea),-0.750,-1.400
2,0:34,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
2,0:34,3,10,PIT 14,6,10,Najee Harris left tackle for 1 yard (tackle by Keanu Neal),-1.400,-2.440
2,0:32,,,,,,Timeout #3 by Tampa Bay Buccaneers,,
2,0:32,4,9,PIT 15,6,10,"Pressley Harvin punts 42 yards, returned by Jaelon Darden for 6 yards (tackle by Gunner Olszewski)",-2.440,-2.190
2,0:23,1,10,TAM 49,6,10,Tom Brady pass complete short middle to Chris Godwin for 15 yards (tackle by Tre Norwood),2.190,2.850
2,0:11,1,10,PIT 41,6,10,Tom Brady spiked the ball,2.850,2.640
2,0:10,2,10,PIT 36,6,10,Tom Brady pass incomplete deep left,2.640,1.950
2,0:04,3,10,PIT 36,9,10,Ryan Succop 54 yard field goal good,1.950,3.000
Quarter,Time,Down,ToGo,Location,TAM,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,9,10,"Jake Camarda kicks off 66 yards, returned by Steven Sims for 89 yards (tackle by Jamel Dean)",0.000,4.780
3,14:48,1,10,TAM 12,9,10,Kenny Pickett pass complete short left to Diontae Johnson for 5 yards (tackle by Dee Delaney),4.780,5.020
3,14:07,2,5,TAM 7,9,10,Kenny Pickett pass incomplete short right,5.020,4.160
3,14:03,3,5,TAM 7,9,10,Kenny Pickett pass incomplete short right intended for George Pickens,4.160,2.980
3,13:58,4,5,TAM 7,9,13,Chris Boswell 25 yard field goal good,2.980,3.000
3,13:55,,,PIT 35,9,13,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
3,13:55,1,10,TAM 25,9,13,Leonard Fournette right guard for no gain (tackle by Arthur Maulet),0.610,0.060
3,13:19,2,10,TAM 25,9,13,Tom Brady pass complete short middle to Chris Godwin for 9 yards (tackle by Robert Spillane),0.060,0.560
3,12:46,3,1,TAM 34,9,13,Leonard Fournette right guard for 5 yards (tackle by Malik Reed),0.560,1.530
3,12:13,1,10,TAM 39,9,13,Leonard Fournette right end for 3 yards (tackle by Devin Bush),1.530,1.390
3,11:35,2,7,TAM 42,9,13,Tom Brady pass complete deep middle to Chris Godwin for 28 yards (tackle by Terrell Edmunds),1.390,3.580
3,11:02,1,10,PIT 30,9,13,"Leonard Fournette up the middle for 2 yards (tackle by Myles Jack). Penalty on Tyson Alualu: Defensive Holding, 5 yards (accepted)",3.580,4.040
3,10:44,1,10,PIT 23,9,13,Leonard Fournette left tackle for 8 yards (tackle by Robert Spillane and Myles Jack),4.040,4.750
3,10:01,2,2,PIT 15,9,13,Tom Brady pass incomplete short left intended for Cade Otton (defended by Robert Spillane),4.750,4.050
3,10:00,3,2,PIT 15,9,13,Leonard Fournette right guard for 2 yards (tackle by Malik Reed),4.050,4.710
3,9:34,1,10,PIT 13,9,13,"Penalty on Brandon Walton: False Start, 5 yards (accepted) (no play)",4.710,4.290
3,9:10,1,15,PIT 18,9,13,Tom Brady pass complete short left to Russell Gage for 9 yards (tackle by Josh Jackson),4.290,4.770
3,8:29,2,6,PIT 9,9,13,"Tom Brady pass incomplete short right. Penalty on James Pierre: Defensive Holding, 5 yards (accepted) (no play)",4.770,6.280
3,8:17,1,4,PIT 4,9,13,"Tom Brady pass incomplete. Penalty on Tristan Wirfs: Ineligible Downfield Pass, 5 yards (accepted) (no play)",6.280,5.140
3,8:17,1,9,PIT 9,9,13,Leonard Fournette left tackle for -2 yards (tackle by Terrell Edmunds),5.140,4.020
3,7:38,2,11,PIT 11,9,13,Tom Brady pass incomplete short right intended for Russell Gage,4.020,3.120
3,7:31,3,11,PIT 11,9,13,Tom Brady pass incomplete short middle intended for Russell Gage,3.120,2.700
3,7:26,4,11,PIT 11,9,13,"Penalty on James Pierre: Neutral Zone Infraction, 5 yards (accepted) (no play)",2.700,2.990
3,7:26,4,6,PIT 6,12,13,Ryan Succop 24 yard field goal good,2.990,3.000
3,7:24,,,TAM 35,12,13,"Jake Camarda kicks off 65 yards, touchback.",0.000,0.610
3,7:24,1,10,PIT 25,12,13,"Kenny Pickett pass complete deep right to Diontae Johnson for no gain (tackle by Carlton Davis). Penalty on Kevin Dotson: Offensive Holding, 10 yards (accepted) (no play)",0.610,-0.410
3,7:01,1,20,PIT 15,12,13,Mitchell Trubisky pass incomplete short middle intended for Najee Harris (defended by Devin White),-0.410,-1.430
3,6:55,2,20,PIT 15,12,13,Mitchell Trubisky pass complete short left to George Pickens for 5 yards (tackle by Jamel Dean),-1.430,-1.290
3,6:17,3,15,PIT 20,12,13,Mitchell Trubisky pass complete short middle to Chase Claypool for 16 yards (tackle by Lavonte David),-1.290,1.330
3,5:37,1,10,PIT 36,12,13,Jaylen Warren up the middle for 1 yard (tackle by Dee Delaney),1.330,0.930
3,4:56,2,9,PIT 37,12,13,Mitchell Trubisky pass complete short left to Connor Heyward for 4 yards (tackle by Lavonte David),0.930,0.760
3,4:29,3,5,PIT 41,12,13,Mitchell Trubisky pass incomplete short right intended for Diontae Johnson (defended by Carlton Davis),0.760,-0.650
3,4:25,4,5,PIT 41,12,13,Pressley Harvin punts 44 yards,-0.650,0.220
3,4:14,1,10,TAM 15,12,13,"Rachaad White left tackle for no gain (tackle by Josh Jackson and Arthur Maulet). Penalty on Ko Kieft: Offensive Holding, 7 yards (accepted) (no play)",-0.220,-0.650
3,3:59,1,17,TAM 8,12,13,Rachaad White right guard for 4 yards (tackle by Malik Reed and Devin Bush),-0.650,-1.000
3,3:22,2,13,TAM 12,12,13,Tom Brady pass complete short middle to Cameron Brate for 6 yards (tackle by Myles Jack),-1.000,-1.000
3,3:00,3,7,TAM 18,12,13,Tom Brady pass complete to Rachaad White for 6 yards (tackle by Myles Jack),-1.000,-1.770
3,2:21,4,1,TAM 24,12,13,"Jake Camarda punts 52 yards, returned by Steven Sims for 24 yards (tackle by Genard Avery and Rachaad White)",-1.770,-2.130
3,2:07,1,10,PIT 48,12,13,Mitchell Trubisky sacked by Carl Nassib for -6 yards,2.130,0.770
3,1:24,2,16,PIT 42,12,13,Mitchell Trubisky pass complete short middle to Chase Claypool for 11 yards (tackle by Devin White and Lavonte David),0.770,1.550
3,0:43,3,5,TAM 47,12,13,Mitchell Trubisky pass incomplete short left intended for Connor Heyward (defended by Carl Nassib),1.550,0.130
3,0:38,4,5,TAM 47,12,13,Pressley Harvin punts 30 yards out of bounds,0.130,0.060
3,0:30,1,10,TAM 17,12,13,Leonard Fournette left end for 3 yards (tackle by Terrell Edmunds),-0.060,-0.060
Quarter,Time,Down,ToGo,Location,TAM,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,TAM 20,12,13,Tom Brady pass complete short middle to Cade Otton for 6 yards (tackle by Myles Jack),-0.060,-0.120
4,14:27,,,,,,Timeout #1 by Pittsburgh Steelers,,
4,14:27,3,1,TAM 26,12,13,Leonard Fournette left tackle for -1 yards (tackle by Chris Wormley and Terrell Edmunds),-0.120,-1.700
4,13:49,4,2,TAM 25,12,13,"Jake Camarda punts 39 yards, returned by Steven Sims for -7 yards (tackle by Cade Otton and Zyon McCollum)",-1.700,-0.870
4,13:38,1,10,PIT 29,12,13,Najee Harris right end for 2 yards (tackle by Lavonte David and Dee Delaney),0.870,0.600
4,12:58,2,8,PIT 31,12,13,Steven Sims left end for -5 yards (tackle by Joe Tryon-Shoyinka),0.600,-0.760
4,12:16,3,13,PIT 26,12,13,Mitchell Trubisky pass complete short right to George Pickens for 14 yards (tackle by Carlton Davis),-0.760,1.600
4,11:42,1,10,PIT 40,12,13,Najee Harris up the middle for 5 yards (tackle by Vita Vea and Shaquil Barrett),1.600,1.730
4,11:21,2,5,PIT 45,12,13,Najee Harris up the middle for -1 yards (tackle by Lavonte David and William Gholston),1.730,0.890
4,10:59,3,6,PIT 44,12,13,"Mitchell Trubisky pass complete short middle to Connor Heyward for 45 yards (tackle by Lavonte David). Penalty on Vita Vea: Defensive Too Many Men on Field, 5 yards (declined) . Penalty on Vita Vea: Defensive Offside, 5 yards (declined)",0.890,4.840
4,10:43,1,10,TAM 11,12,13,Najee Harris left guard for 5 yards (tackle by Devin White and Lavonte David),4.840,5.080
4,9:59,2,5,TAM 6,12,19,"Mitchell Trubisky pass complete short right to Chase Claypool for 6 yards, touchdown",5.080,7.000
4,9:55,,,TAM 15,12,20,Chris Boswell kicks extra point good,0.000,0.000
4,9:55,,,PIT 35,12,20,"Chris Boswell kicks off 65 yards, returned by Rachaad White for 27 yards (tackle by Derek Watt)",0.000,0.740
4,9:48,1,10,TAM 27,12,20,Tom Brady pass complete short right to Leonard Fournette for 1 yard (tackle by Terrell Edmunds and Malik Reed),0.740,0.330
4,9:23,2,9,TAM 28,12,20,Tom Brady pass complete short middle to Chris Godwin for 11 yards (tackle by Robert Spillane),0.330,1.530
4,8:54,1,10,TAM 39,12,20,Leonard Fournette right guard for 2 yards (tackle by Chris Wormley and Cameron Heyward),1.530,1.260
4,8:35,2,8,TAM 41,12,20,Tom Brady pass complete to Mike Evans for 4 yards (tackle by Josh Jackson),1.260,1.090
4,8:12,3,4,TAM 45,12,20,Tom Brady pass complete deep middle to Cade Otton for 17 yards (tackle by Terrell Edmunds),1.090,3.050
4,7:50,1,10,PIT 38,12,20,"Tom Brady pass complete short left to Leonard Fournette for 9 yards (tackle by Devin Bush). Penalty on Malik Reed: Defensive Too Many Men on Field, 5 yards (declined) . Penalty on Malik Reed: Defensive Offside, 5 yards (declined)",3.050,3.720
4,7:38,2,1,PIT 29,12,20,Rachaad White up the middle for no gain (tackle by Arthur Maulet),3.720,3.010
4,7:07,3,1,PIT 29,12,20,Tom Brady up the middle for no gain (tackle by Tyson Alualu and Devin Bush),3.010,1.620
4,6:25,4,1,PIT 29,12,20,Leonard Fournette right end for 7 yards (tackle by Tre Norwood),1.620,4.110
4,5:59,1,10,PIT 22,12,20,"Penalty on Cade Otton: False Start, 5 yards (accepted) (no play)",4.110,3.780
4,5:59,1,15,PIT 27,12,20,Tom Brady pass complete short right to Leonard Fournette for 4 yards (tackle by Malik Reed and James Pierre),3.780,3.430
4,5:37,2,11,PIT 23,12,20,Tom Brady pass incomplete short right intended for Chris Godwin (defended by Malik Reed),3.430,2.740
4,5:34,3,11,PIT 23,12,20,Tom Brady pass complete short middle to Chris Godwin for 10 yards (tackle by Tre Norwood),2.740,2.720
4,5:09,4,1,PIT 13,12,20,Tom Brady pass complete short left to Rachaad White for 2 yards (tackle by Elijah Riley),2.720,4.840
4,4:45,1,10,PIT 11,18,20,"Tom Brady pass complete short right to Leonard Fournette for 11 yards, touchdown",4.840,7.000
4,4:38,,,PIT 2,18,20,Two Point Attempt: Tom Brady pass incomplete intended for intended for Chris Godwin,1.000,-1.000
4,4:38,,,TAM 35,18,20,"Jake Camarda kicks off 65 yards, touchback.",0.000,0.610
4,4:38,1,10,PIT 25,18,20,Najee Harris right tackle for 8 yards (tackle by Carlton Davis and Shaquil Barrett),0.610,1.140
4,3:51,2,2,PIT 33,18,20,"Mason Cole aborted snap, recovered by Mitchell Trubisky at PIT-20",1.140,-1.290
4,3:07,3,15,PIT 20,18,20,Mitchell Trubisky pass complete short middle to Chase Claypool for 17 yards (tackle by Antoine Winfield),-1.290,1.400
4,2:27,1,10,PIT 37,18,20,Najee Harris right end for 3 yards (tackle by Shaquil Barrett and Deadrin Senat),1.400,1.260
4,2:20,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
4,2:20,2,7,PIT 40,18,20,Mitchell Trubisky left guard for -4 yards (tackle by Dee Delaney),1.260,0.040
4,2:15,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
4,2:15,3,11,PIT 36,18,20,Mitchell Trubisky pass complete deep left to Chase Claypool for 26 yards,0.040,3.050
4,2:07,1,10,TAM 38,18,20,Mitchell Trubisky right end for 9 yards (tackle by Antoine Winfield),3.050,3.720
4,2:00,2,1,TAM 29,18,20,Mitchell Trubisky up the middle for 3 yards (tackle by Devin White),3.720,3.840
4,1:16,1,10,TAM 26,18,20,Mitchell Trubisky kneels for -1 yards,3.840,3.160
4,0:38,2,11,TAM 27,18,20,Mitchell Trubisky kneels for -2 yards,3.160,2.210
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
