Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
DeAndre Hopkins,ARI,11,9,136,0,7,77,8.6,59,6.6,9.1,2,4.5,0,0.0,0,118.2
Chase Edmonds,ARI,5,4,21,0,0,-4,-1.0,25,6.3,-1.2,0,,0,0.0,0,84.2
Christian Kirk,ARI,4,3,14,0,,2,0.7,12,4.0,1.3,0,,0,0.0,0,79.2
Dan Arnold,ARI,4,2,27,1,2,20,10.0,7,3.5,13.8,0,,0,0.0,0,111.5
Larry Fitzgerald,ARI,3,2,10,0,1,5,2.5,5,2.5,2.7,0,,0,0.0,0,71.5
Maxx Williams,ARI,2,2,17,0,1,5,2.5,12,6.0,2.5,0,,0,0.0,0,102.1
Kenyan Drake,ARI,1,1,10,0,1,2,2.0,8,8.0,2.0,0,,0,0.0,0,108.3
KeeSean Johnson,ARI,2,1,9,0,,9,9.0,0,0.0,5.0,0,,0,0.0,0,62.5
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Wayne Gallman,NYG,4,3,16,0,1,4,1.3,12,4.0,2.0,0,,0,0.0,0,81.2
Sterling Shepard,NYG,5,3,35,0,1,34,11.3,1,0.3,11.8,0,,0,0.0,0,81.2
Darius Slayton,NYG,8,3,31,0,3,28,9.3,3,1.0,13.3,0,,1,12.5,0,49.5
Evan Engram,NYG,4,2,18,0,1,5,2.5,13,6.5,5.8,0,,0,0.0,0,62.5
Kaden Smith,NYG,1,1,6,0,,5,5.0,1,1.0,5.0,0,,0,0.0,0,91.7
Golden Tate,NYG,2,1,39,0,1,39,39.0,0,0.0,35.0,0,,0,0.0,0,95.8
