Quarter,Time,Down,ToGo,Location,ARI,NYG,Detail,EPB,EPA
1,9:03,1,10,NYG 38,0,0,Kyler Murray pass complete short left to Chase Edmonds for 5 yards (tackle by Jabrill Peppers),3.050,3.180
1,8:39,2,5,NYG 33,0,0,Kyler Murray pass complete short left to DeAndre Hopkins for 15 yards (tackle by Blake Martinez),3.180,4.370
1,8:02,1,10,NYG 18,0,0,Kenyan Drake left end for -4 yards (tackle by Carter Coughlin),4.370,3.290
1,7:23,2,14,NYG 22,0,0,Kyler Murray pass incomplete short left intended for Christian Kirk,3.290,2.610
1,7:17,3,14,NYG 22,0,0,Kyler Murray right end for 6 yards (tackle by Julian Love),2.610,2.380
1,6:34,4,8,NYG 16,3,0,Mike Nugent 34 yard field goal good,2.380,3.000
1,6:30,,,ARI 35,3,0,"Mike Nugent kicks off 63 yards, returned by Dion Lewis for 19 yards (tackle by Zeke Turner and Jonathan Ward)",0.000,0.340
1,6:24,1,10,NYG 21,3,0,Alfred Morris right guard for 3 yards (tackle by De'Vondre Campbell and Jordan Hicks),0.340,0.210
1,5:37,2,7,NYG 24,3,0,Daniel Jones pass complete short left to Darius Slayton for 7 yards (tackle by Jordan Hicks and Byron Murphy),0.210,1.000
1,4:51,1,10,NYG 31,3,0,Alfred Morris left tackle for 5 yards (tackle by Jordan Hicks and Budda Baker),1.000,1.140
1,4:12,2,5,NYG 36,3,0,Daniel Jones pass incomplete deep right intended for Darius Slayton,1.140,0.430
1,4:05,3,5,NYG 36,3,0,Daniel Jones sacked by Dennis Gardeck for -3 yards,0.430,-1.180
1,3:29,4,8,NYG 33,3,0,"Riley Dixon punts 54 yards, returned by Christian Kirk for 2 yards (tackle by Levine Toilolo). Penalty on Byron Murphy: Illegal Block Above the Waist, 7 yards",-1.180,0.380
1,3:15,1,10,ARI 8,3,0,Kyler Murray pass complete short left to DeAndre Hopkins for 17 yards (tackle by Blake Martinez),-0.380,0.610
1,2:46,1,10,ARI 25,3,0,Kenyan Drake left tackle for 3 yards (tackle by James Bradberry),0.610,0.470
1,2:07,2,7,ARI 28,3,0,Kyler Murray right end for 10 yards (tackle by James Bradberry),0.470,1.470
1,1:41,1,10,ARI 38,3,0,Kenyan Drake left guard for 2 yards (tackle by Leonard Williams and B.J. Hill),1.470,1.190
1,0:59,2,8,ARI 40,3,0,Kyler Murray pass complete short right to Chase Edmonds for 1 yard (tackle by Xavier McKinney),1.190,0.630
1,0:26,3,7,ARI 41,3,0,Kyler Murray pass incomplete deep left intended for DeAndre Hopkins (defended by Logan Ryan),0.630,-0.650
1,0:21,4,7,ARI 41,3,0,"Andy Lee punts 49 yards, fair catch by Jabrill Peppers at NYG-10",-0.650,0.380
1,0:12,1,10,NYG 10,3,0,Wayne Gallman up the middle for 3 yards (tackle by Jordan Hicks and Domata Peko),-0.380,-0.560
Quarter,Time,Down,ToGo,Location,ARI,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,NYG 13,3,0,Wayne Gallman left tackle for no gain (tackle by Markus Golden),-0.560,-1.070
2,14:16,3,7,NYG 13,3,0,Daniel Jones pass incomplete short right intended for Evan Engram (defended by Dre Kirkpatrick),-1.070,-2.490
2,14:11,4,7,NYG 13,3,0,"Riley Dixon punts 48 yards, returned by Christian Kirk for 8 yards (tackle by Nate Ebner)",-2.490,-2.060
2,13:59,1,10,ARI 47,3,0,Kenyan Drake right tackle for 1 yard (tackle by Dexter Lawrence and Tae Crowder),2.060,1.650
2,13:19,2,9,ARI 48,3,0,Kyler Murray pass incomplete short right intended for Dan Arnold,1.650,0.960
2,13:15,3,9,ARI 48,3,0,Kyler Murray pass complete short right to Chase Edmonds for 8 yards (tackle by Isaac Yiadom),0.960,0.330
2,12:35,4,1,NYG 44,3,0,Kenyan Drake up the middle for 3 yards (tackle by Carter Coughlin),0.330,2.850
2,12:15,1,10,NYG 41,3,0,Kyler Murray left end for 5 yards (tackle by Jabrill Peppers),2.850,2.980
2,11:34,2,5,NYG 36,3,0,Chase Edmonds up the middle for 2 yards (tackle by Dexter Lawrence),2.980,2.540
2,10:53,3,3,NYG 34,3,0,Kyler Murray pass complete short middle to Dan Arnold for 20 yards (tackle by Logan Ryan and Xavier McKinney),2.540,4.650
2,10:16,1,10,NYG 14,3,0,"Penalty on Kelvin Beachum: False Start, 5 yards (no play)",4.650,4.260
2,9:52,1,15,NYG 19,3,0,Kyler Murray pass incomplete short left intended for Chase Edmonds,4.260,3.370
2,9:48,,,,,,Timeout #1 by Arizona Cardinals,,
2,9:48,2,15,NYG 19,3,0,Kenyan Drake left end for -1 yards (tackle by Jabrill Peppers),3.370,2.610
2,9:08,3,16,NYG 20,3,0,Kyler Murray pass complete short left to DeAndre Hopkins for 1 yard (tackle by Jabrill Peppers),2.610,2.180
2,8:28,4,15,NYG 19,6,0,Mike Nugent 37 yard field goal good,2.180,3.000
2,8:24,,,ARI 35,6,0,"Mike Nugent kicks off 65 yards, returned by Dion Lewis for 15 yards (tackle by Kylie Fitts). Dion Lewis fumbles (forced by Kylie Fitts), recovered by Trent Sherfield at NYG-21",0.000,-4.170
2,8:17,,,,,,Timeout #2 by Arizona Cardinals,,
2,8:17,1,10,NYG 21,6,0,Kenyan Drake right end for 15 yards (tackle by Julian Love),4.170,5.830
2,7:42,1,6,NYG 6,6,0,Kenyan Drake left guard for -1 yards (tackle by Dalvin Tomlinson and Blake Martinez),5.830,4.760
2,7:06,2,7,NYG 7,6,0,Kyler Murray pass incomplete short middle,4.760,3.810
2,6:59,,,,,,Timeout #1 by New York Giants,,
2,6:59,3,7,NYG 7,12,0,"Kyler Murray pass complete short middle to Dan Arnold for 7 yards, touchdown, touchdown",3.810,7.000
2,6:53,,,NYG 15,13,0,Mike Nugent kicks extra point good,0.000,0.000
2,6:53,,,ARI 35,13,0,"Mike Nugent kicks off 61 yards, returned by Dion Lewis for 25 yards (tackle by Isaiah Simmons)",0.000,0.870
2,6:46,1,10,NYG 29,13,0,Daniel Jones pass incomplete deep right intended for Golden Tate (defended by Byron Murphy),0.870,0.330
2,6:39,2,10,NYG 29,13,0,Wayne Gallman right guard for 6 yards (tackle by Jordan Hicks and Patrick Peterson),0.330,0.430
2,6:18,3,4,NYG 35,13,0,Daniel Jones pass complete short left to Darius Slayton for 11 yards (tackle by Dre Kirkpatrick),0.430,1.990
2,5:56,1,10,NYG 46,13,0,Wayne Gallman up the middle for no gain (tackle by Chris Banjo),1.990,1.450
2,5:19,2,10,NYG 46,13,0,Daniel Jones pass complete short left to Wayne Gallman for 3 yards (tackle by Dre Kirkpatrick),1.450,1.160
2,4:35,3,7,NYG 49,13,0,Daniel Jones pass incomplete deep left intended for Darius Slayton,1.160,-0.130
2,4:28,4,7,NYG 49,13,0,"Riley Dixon punts 51 yards, touchback.",-0.130,-0.280
2,4:20,1,10,ARI 20,13,0,Kyler Murray pass complete short left to Christian Kirk for 2 yards (tackle by James Bradberry),0.280,0.000
2,3:50,2,8,ARI 22,13,0,Kyler Murray pass complete short left to DeAndre Hopkins for 12 yards (tackle by James Bradberry),0.000,1.200
2,3:36,1,10,ARI 34,13,0,Kenyan Drake left tackle for 1 yard (tackle by Austin Johnson and Leonard Williams),1.200,0.790
2,3:03,2,9,ARI 35,13,0,Kyler Murray pass complete deep middle to DeAndre Hopkins for 24 yards (tackle by Logan Ryan and Jabrill Peppers),0.790,2.850
2,2:38,1,10,NYG 41,13,0,Kyler Murray pass complete short right to Maxx Williams for 9 yards (tackle by Jabrill Peppers and Xavier McKinney),2.850,3.520
2,2:01,2,1,NYG 32,13,0,"Kyler Murray for -4 yards. Kyler Murray fumbles, recovered by Kyler Murray at NYG-36",3.520,2.280
2,1:56,3,5,NYG 36,13,0,Kyler Murray pass incomplete deep right intended for Dan Arnold,2.280,0.880
2,1:52,4,5,NYG 36,13,0,"Andy Lee punts 36 yards, touchback.",0.880,-0.280
2,1:44,1,10,NYG 20,13,0,Daniel Jones pass complete short right to Sterling Shepard for 4 yards (tackle by Isaiah Simmons),0.280,0.270
2,1:24,2,6,NYG 24,13,0,"Daniel Jones sacked by Haason Reddick for -15 yards. Daniel Jones fumbles (forced by Haason Reddick), recovered by Daniel Jones at NYG-9",0.270,-2.710
2,0:39,3,21,NYG 9,13,0,Dion Lewis right tackle for 13 yards (tackle by Chris Banjo and Budda Baker),-2.710,-1.900
2,0:31,,,,,,Timeout #3 by Arizona Cardinals,,
2,0:31,,,,,,Timeout #2 by New York Giants,,
2,0:31,4,8,NYG 22,13,0,"Riley Dixon punts 52 yards, returned by Christian Kirk for 17 yards (tackle by David Mayo)",-1.900,-1.800
2,0:18,1,10,ARI 43,13,0,Chase Edmonds up the middle for 11 yards (tackle by Julian Love),1.800,2.520
2,0:13,1,10,NYG 46,13,0,Kyler Murray pass complete short right to KeeSean Johnson for 9 yards (tackle by Julian Love),2.520,3.190
2,0:07,2,1,NYG 37,13,0,Kyler Murray pass incomplete short middle,3.190,2.480
2,0:04,3,1,NYG 37,13,0,"Mike Nugent yard field goal no good. Penalty on Leki Fotu: False Start, 5 yards (no play)",2.480,1.820
2,0:04,3,6,NYG 42,13,0,Kyler Murray right end for 12 yards (tackle by Blake Martinez),1.820,1.990
Quarter,Time,Down,ToGo,Location,ARI,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,13,0,"Graham Gano kicks off 64 yards, returned by Chase Edmonds for 22 yards (tackle by Jarren Williams and C.J. Board)",0.000,0.480
3,14:54,1,10,ARI 23,13,0,Kyler Murray pass complete short middle to Christian Kirk for 7 yards (tackle by Isaac Yiadom),0.480,0.880
3,14:32,2,3,ARI 30,13,0,Kenyan Drake left tackle for 2 yards (tackle by Leonard Williams and Tae Crowder),0.880,0.430
3,13:57,3,1,ARI 32,13,0,Kyler Murray pass complete short middle to DeAndre Hopkins for 4 yards (tackle by Carter Coughlin),0.430,1.330
3,13:28,1,10,ARI 36,13,0,Kyler Murray right end for 4 yards (tackle by Carter Coughlin),1.330,1.330
3,12:55,2,6,ARI 40,13,0,Chase Edmonds right tackle for 3 yards (tackle by Carter Coughlin),1.330,1.030
3,12:09,3,3,ARI 43,13,0,Kyler Murray left end for 5 yards (tackle by Julian Love),1.030,2.130
3,11:37,1,10,ARI 48,13,0,Kenyan Drake left tackle for 36 yards (tackle by Logan Ryan),2.130,4.510
3,11:16,1,10,NYG 16,13,0,Kenyan Drake left end for 3 yards (tackle by James Bradberry),4.510,4.390
3,10:23,,,,,,Timeout #1 by Arizona Cardinals,,
3,10:23,2,7,NYG 13,13,0,Chase Edmonds left end for 4 yards (tackle by Jabrill Peppers),4.390,4.390
3,9:43,3,3,NYG 9,13,0,Kyler Murray pass complete short right to Maxx Williams for 8 yards (tackle by Logan Ryan and Blake Martinez),4.390,6.970
3,8:57,1,1,NYG 1,19,0,"Kenyan Drake up the middle for 1 yard, touchdown",6.970,7.000
3,8:52,,,NYG 15,20,0,Mike Nugent kicks extra point good,0.000,0.000
3,8:52,,,ARI 35,20,0,"Mike Nugent kicks off 65 yards, touchback.",0.000,0.610
3,8:52,1,10,NYG 25,20,0,Wayne Gallman right tackle for 3 yards (tackle by Domata Peko and Budda Baker),0.610,0.470
3,8:18,2,7,NYG 28,20,0,Daniel Jones pass complete short right to Wayne Gallman for 10 yards (tackle by Patrick Peterson),0.470,1.470
3,7:49,1,10,NYG 38,20,0,Wayne Gallman up the middle for 16 yards (tackle by Jordan Hicks),1.470,2.520
3,7:10,1,10,ARI 46,20,0,Wayne Gallman right guard for 3 yards (tackle by Zach Allen and De'Vondre Campbell),2.520,2.380
3,6:35,2,7,ARI 43,20,0,Daniel Jones pass complete short left to Wayne Gallman for 3 yards (tackle by Byron Murphy),2.380,2.080
3,6:09,3,4,ARI 40,20,0,Daniel Jones pass complete deep middle to Golden Tate for 39 yards (tackle by Byron Murphy),2.080,6.970
3,5:43,1,1,ARI 1,20,6,"Dion Lewis left guard for 1 yard, touchdown",6.970,7.000
3,5:38,,,ARI 15,20,7,Graham Gano kicks extra point good,0.000,0.000
3,5:38,,,NYG 35,20,7,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
3,5:38,1,10,ARI 25,20,7,Kenyan Drake right guard for 4 yards (tackle by B.J. Hill and Jabrill Peppers),0.610,0.600
3,5:19,2,6,ARI 29,20,7,Kyler Murray pass complete short middle to Kenyan Drake for 10 yards (tackle by Devante Downs),0.600,1.530
3,4:46,1,10,ARI 39,20,7,Kyler Murray left tackle for 4 yards (tackle by Devante Downs),1.530,1.530
3,3:57,2,6,ARI 43,20,7,Kyler Murray pass complete short right to Larry Fitzgerald for 13 yards (tackle by Isaac Yiadom and Julian Love),1.530,2.650
3,3:24,1,10,NYG 44,20,7,Chase Edmonds left end for 5 yards (tackle by Julian Love and Niko Lalos),2.650,2.780
3,2:41,2,5,NYG 39,20,7,Kyler Murray pass complete short right to Larry Fitzgerald for -3 yards (tackle by Jabrill Peppers),2.780,1.690
3,2:00,3,8,NYG 42,20,7,Kyler Murray pass incomplete short left intended for Larry Fitzgerald,1.690,0.460
3,1:51,4,8,NYG 42,20,7,"Andy Lee punts 35 yards, fair catch by Jabrill Peppers at NYG-7",0.460,0.380
3,1:42,1,10,NYG 7,20,7,Daniel Jones pass incomplete short middle intended for Sterling Shepard (defended by Dre Kirkpatrick),-0.380,-0.780
3,1:39,2,10,NYG 7,20,7,Wayne Gallman left guard for 9 yards (tackle by Budda Baker),-0.780,-0.370
3,0:53,3,1,NYG 16,20,7,Daniel Jones pass incomplete deep right intended for Sterling Shepard,-0.370,-2.390
3,0:48,4,1,NYG 16,20,7,Riley Dixon punts 34 yards out of bounds,-2.390,-2.260
3,0:39,1,10,ARI 50,20,7,Kyler Murray up the middle for 3 yards (tackle by Tae Crowder),2.260,2.120
3,0:02,2,7,NYG 47,20,7,Kyler Murray left end for 7 yards (tackle by Jabrill Peppers),2.120,2.920
Quarter,Time,Down,ToGo,Location,ARI,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYG 40,20,7,"Kenyan Drake right guard for 7 yards (tackle by Jabrill Peppers). Kenyan Drake fumbles (forced by Jabrill Peppers), recovered by Kelvin Beachum at NYG-33",2.920,3.320
4,14:26,2,3,NYG 33,20,7,Kenyan Drake left guard for 10 yards (tackle by Jabaal Sheard),3.320,4.040
4,14:04,1,10,NYG 23,20,7,"Kenyan Drake right guard for no gain (tackle by David Mayo). Kenyan Drake fumbles (forced by David Mayo), recovered by Seth Devalve at NYG-23",4.040,3.500
4,13:30,2,10,NYG 23,20,7,Kyler Murray pass incomplete short middle intended for DeAndre Hopkins,3.500,2.810
4,13:25,3,10,NYG 23,20,7,Kyler Murray pass complete short right to Chase Edmonds for 7 yards (tackle by Xavier McKinney and Jabrill Peppers),2.810,2.480
4,12:42,4,3,NYG 16,23,7,Mike Nugent 34 yard field goal good,2.480,3.000
4,12:38,,,ARI 35,23,7,"Mike Nugent kicks off 64 yards, returned by Dion Lewis for 25 yards (tackle by Kevin Peterson)",0.000,0.670
4,12:33,1,10,NYG 26,23,7,Alfred Morris up the middle for -1 yards (tackle by Devon Kennard),0.670,-0.010
4,11:52,2,11,NYG 25,23,7,Daniel Jones pass complete short right to Sterling Shepard for 7 yards (tackle by Patrick Peterson),-0.010,0.230
4,11:31,3,4,NYG 32,23,7,Daniel Jones sacked by Haason Reddick for -7 yards,0.230,-1.700
4,11:00,4,11,NYG 25,23,7,"Riley Dixon punts 55 yards, returned by Christian Kirk for 8 yards (tackle by Elijhaa Penny)",-1.700,-0.810
4,10:46,1,10,ARI 28,23,7,Kenyan Drake left guard for 1 yard (tackle by Dexter Lawrence and Austin Johnson),0.810,0.400
4,10:09,2,9,ARI 29,23,7,Kyler Murray pass complete deep left to DeAndre Hopkins for 41 yards (tackle by Julian Love),0.400,3.580
4,9:37,1,10,NYG 30,23,7,Kyler Murray pass incomplete short left,3.580,3.030
4,9:31,2,10,NYG 30,23,7,Kenyan Drake right tackle for -3 yards (tackle by Jabaal Sheard),3.030,1.950
4,8:46,3,13,NYG 33,23,7,Kyler Murray sacked by Dalvin Tomlinson for -13 yards,1.950,0.200
4,8:07,4,26,NYG 46,23,7,"Andy Lee punts 39 yards, fair catch by Jabrill Peppers at NYG-7",0.200,0.380
4,8:00,1,10,NYG 7,23,7,Wayne Gallman left tackle for 4 yards (tackle by Zach Allen),-0.380,-0.490
4,7:33,2,6,NYG 11,23,7,"Daniel Jones sacked by Haason Reddick for -9 yards. Daniel Jones fumbles (forced by Haason Reddick), recovered by Andrew Thomas at NYG-2",-0.490,-2.010
4,6:48,3,15,NYG 2,23,7,Daniel Jones pass complete deep middle to Sterling Shepard for 24 yards (tackle by Budda Baker),-2.010,0.670
4,6:25,1,10,NYG 26,23,7,"Penalty on Andrew Thomas: False Start, 5 yards (no play)",0.670,0.340
4,6:23,1,15,NYG 21,23,7,Daniel Jones pass incomplete short right intended for Wayne Gallman,0.340,-0.550
4,6:18,2,15,NYG 21,23,7,Daniel Jones sacked by Dennis Gardeck for -7 yards,-0.550,-2.650
4,5:35,3,22,NYG 14,23,7,"Penalty on Nick Gates: False Start, 5 yards (no play)",-2.650,-3.410
4,5:33,3,27,NYG 9,23,7,Daniel Jones pass incomplete short middle intended for Evan Engram (defended by Zach Allen),-3.410,-2.490
4,5:28,4,27,NYG 9,23,7,"Riley Dixon punts 42 yards, returned by Christian Kirk for 18 yards (tackle by Riley Dixon and Devante Downs)",-2.490,-3.380
4,5:17,1,10,NYG 33,23,7,Kenyan Drake right tackle for -3 yards (tackle by B.J. Hill),3.380,2.430
4,5:10,,,,,,Timeout #1 by New York Giants,,
4,5:10,2,13,NYG 36,23,7,Kyler Murray pass complete short left to DeAndre Hopkins for 11 yards (tackle by James Bradberry),2.430,3.200
4,4:32,,,,,,Timeout #2 by Arizona Cardinals,,
4,4:32,3,2,NYG 25,23,7,Kyler Murray pass complete short middle to DeAndre Hopkins for 11 yards (tackle by James Bradberry),3.200,4.650
4,4:22,,,,,,Timeout #2 by New York Giants,,
4,4:22,1,10,NYG 14,23,7,Kenyan Drake right guard for no gain (tackle by Leonard Williams and Dalvin Tomlinson),4.650,4.000
4,4:17,,,,,,Timeout #3 by New York Giants,,
4,4:17,2,10,NYG 14,23,7,"Penalty on ARI: Offensive Too Many Men on Field, 5 yards (no play)",4.000,3.370
4,4:17,2,15,NYG 19,23,7,Chase Edmonds left end for 1 yard (tackle by Tae Crowder and Carter Coughlin),3.370,2.840
4,3:30,3,14,NYG 18,23,7,Chase Edmonds left guard for 6 yards (tackle by Blake Martinez and Logan Ryan),2.840,2.630
4,2:44,4,8,NYG 12,26,7,Mike Nugent 30 yard field goal good,2.630,3.000
4,2:41,,,ARI 35,26,7,"Mike Nugent kicks off 62 yards, returned by C.J. Board for 20 yards (tackle by Seth Devalve)",0.000,0.480
4,2:34,1,10,NYG 23,26,7,Colt McCoy sacked by Haason Reddick for -5 yards,0.480,-0.840
4,2:03,2,15,NYG 18,26,7,Colt McCoy pass complete short left to Evan Engram for 4 yards (tackle by Isaiah Simmons),-0.840,-0.890
4,1:59,3,11,NYG 22,26,7,Colt McCoy pass incomplete deep left intended for Darius Slayton,-0.890,-1.900
4,1:55,4,11,NYG 22,26,7,Colt McCoy pass complete short middle to Evan Engram for 14 yards (tackle by Dre Kirkpatrick),-1.900,1.330
4,1:49,1,10,NYG 36,26,7,"Colt McCoy sacked by Haason Reddick for -7 yards. Colt McCoy fumbles (forced by Haason Reddick), recovered by Dennis Gardeck at NYG-29",1.330,-3.640
4,1:42,1,10,NYG 29,26,7,Kyler Murray kneels for -1 yards,3.640,2.970
4,1:01,2,11,NYG 30,26,7,Kyler Murray kneels for -2 yards,2.970,2.020
4,0:20,3,13,NYG 32,26,7,Kyler Murray kneels for -2 yards,2.020,1.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
