Quarter,Time,Down,ToGo,Location,BUF,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,0,3,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,BUF 20,0,3,Dan Herron right tackle for 2 yards (tackle by Wesley Woodyard and DaQuan Jones),0.280,0.000
3,14:26,2,8,BUF 22,0,3,Tyrod Taylor pass complete short left to Marquise Goodwin for 10 yards (tackle by Perrish Cox),0.000,1.070
3,13:57,1,10,BUF 32,0,3,Percy Harvin right end for -1 yards (tackle by Brian Orakpo),1.070,0.390
3,13:16,2,11,BUF 31,0,3,Tyrod Taylor sacked by Avery Williamson for -12 yards,0.390,-2.010
3,12:30,3,23,BUF 19,0,3,Tyrod Taylor pass complete short middle to Anthony Dixon for 6 yards (tackle by Zach Brown). Penalty on Cordy Glenn: Offensive Holding (Declined),-2.010,-1.700
3,12:11,4,17,BUF 25,0,3,"Colton Schmidt punts 61 yards, returned by Dexter McCluster for 15 yards (tackle by Anthony Dixon)",-1.700,-0.870
3,11:56,1,10,TEN 29,0,3,Marcus Mariota pass incomplete short right intended for Delanie Walker (defended by Nigel Bradham),0.870,0.330
3,11:52,2,10,TEN 29,0,3,Bishop Sankey middle for 1 yard (tackle by Preston Brown and Jerry Hughes),0.330,-0.230
3,11:26,3,9,TEN 30,0,3,Marcus Mariota pass incomplete short right intended for Delanie Walker,-0.230,-1.370
3,11:21,4,9,TEN 30,0,3,"Brett Kern punts 58 yards, returned by Denarius Moore for 27 yards (tackle by Jalston Fowler). Denarius Moore fumbles (forced by Jalston Fowler), recovered by Steven Johnson at BUF-39. Penalty on Duke Williams: Illegal Block Above the Waist (Declined)",-1.370,2.980
,,,,,,,"TEN challenged the runner was down by contact ruling, and the original play was overturned.",,
3,11:06,1,10,BUF 39,0,3,Marcus Mariota pass complete short right to Bishop Sankey for 3 yards (tackle by Mario Williams and Preston Brown),2.980,2.850
3,10:26,2,7,BUF 36,0,3,Marcus Mariota for 3 yards (tackle by Manny Lawson),2.850,2.540
3,9:50,3,4,BUF 33,0,3,Marcus Mariota pass complete short left to Harry Douglas for 11 yards (tackle by Corey Graham),2.540,4.110
3,9:08,1,10,BUF 22,0,3,Antonio Andrews left guard for 5 yards (tackle by Jerry Hughes),4.110,4.110
3,8:26,1,10,BUF 22,0,3,Timeout #1 by Tennessee Titans,4.110,4.290
3,8:26,2,5,BUF 17,0,3,Marcus Mariota pass complete short left to Delanie Walker for 16 yards (tackle by Corey Graham),4.290,6.970
3,7:42,1,1,BUF 1,0,3,Antonio Andrews left guard for no gain (tackle by A.J. Tarpley),6.970,5.910
3,6:54,2,1,BUF 1,0,9,"Antonio Andrews right tackle for 1 yard, touchdown",5.910,7.000
3,6:54,,,BUF 1,0,10,Ryan Succop kicks extra point good,0.000,0.000
3,6:54,,,TEN 35,0,10,"Ryan Succop kicks off 69 yards, returned by Percy Harvin for 24 yards (tackle by David Bass)",0.000,-0.280
3,6:45,1,10,BUF 20,0,10,Tyrod Taylor left end for 5 yards (tackle by Avery Williamson),0.280,0.410
3,6:12,2,5,BUF 25,0,10,Anthony Dixon right end for 6 yards (tackle by Wesley Woodyard),0.410,1.000
3,5:44,1,10,BUF 31,0,10,Tyrod Taylor pass complete short middle to Anthony Dixon for 9 yards (tackle by Wesley Woodyard),1.000,1.680
3,5:07,2,1,BUF 40,0,10,Jerome Felton middle for 2 yards (tackle by Wesley Woodyard and Avery Williamson),1.680,1.730
3,4:28,1,10,BUF 42,0,10,Dan Herron middle for 4 yards (tackle by Avery Williamson),1.730,1.730
3,3:50,2,6,BUF 46,0,10,"Dan Herron middle for 2 yards (tackle by Ropati Pitoitua). Dan Herron fumbles (forced by Ropati Pitoitua), recovered by Eric Wood at BUF-48",1.730,1.290
3,3:10,3,4,BUF 48,0,10,Tyrod Taylor middle for 26 yards (tackle by Michael Griffin),1.290,3.840
3,2:21,1,10,TEN 26,0,10,Dan Herron right guard for 4 yards (tackle by Avery Williamson),3.840,3.840
3,1:34,2,6,TEN 22,0,10,"Tyrod Taylor pass incomplete short right intended for Robert Woods. Penalty on DaQuan Jones: Defensive Offside (Offsetting), Penalty on Robert Woods: Offensive Pass Interference (Offsetting) (no play)",3.840,3.840
3,1:29,2,6,TEN 22,6,10,"Tyrod Taylor middle for 22 yards, touchdown",3.840,7.000
3,1:29,,,TEN 22,7,10,Dan Carpenter kicks extra point good,0.000,0.000
3,1:29,,,BUF 35,7,10,"Billy Cundiff kicks off 65 yards, muffed catch by Bishop Sankey, recovered by Bishop Sankey and returned for no gain. Penalty on Zach Brown: Illegal Block Above the Waist, 5 yards",0.000,0.380
3,1:15,1,10,TEN 5,7,10,Antonio Andrews left tackle for 2 yards (tackle by Nigel Bradham and Marcell Dareus),-0.380,-0.630
3,0:37,2,8,TEN 7,7,10,Dexter McCluster left guard for -1 yards (tackle by Kyle Williams),-0.630,-1.300
Quarter,Time,Down,ToGo,Location,BUF,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,TEN 6,7,10,"Marcus Mariota pass incomplete short left intended for Dorial Green-Beckham. Penalty on Stephon Gilmore: Defensive Pass Interference, 8 yards (no play)",-1.300,-0.280
4,14:56,1,10,TEN 14,7,10,Dexter McCluster right tackle for 2 yards (tackle by Aaron Williams),-0.280,-0.510
4,14:17,2,8,TEN 16,7,10,Marcus Mariota sacked by Kyle Williams for -3 yards. Penalty on Taylor Lewan: Illegal Use of Hands (Declined),-0.510,-1.530
4,13:51,3,11,TEN 13,7,10,Marcus Mariota pass complete short left to Justin Hunter for 12 yards (tackle by Nickell Robey-Coleman),-1.530,0.610
4,13:16,1,10,TEN 25,7,10,Marcus Mariota left end for 22 yards (tackle by Corey Graham),0.610,2.060
4,12:44,1,10,TEN 47,7,10,Marcus Mariota pass complete short left to Delanie Walker for 13 yards (tackle by Corey Graham),2.060,2.920
4,12:04,1,10,BUF 40,7,10,Bishop Sankey right end for 9 yards (tackle by Corey Graham and Corbin Bryant),2.920,3.590
4,11:16,2,1,BUF 31,7,10,Antonio Andrews middle for 1 yard (tackle by Marcell Dareus and Aaron Williams),3.590,3.590
4,10:32,2,1,BUF 31,7,10,Timeout #2 by Tennessee Titans,3.590,3.580
4,10:32,1,10,BUF 30,7,10,Marcus Mariota pass incomplete short right intended for Craig Stevens,3.580,3.030
4,10:24,2,10,BUF 30,7,10,Marcus Mariota pass complete short right to Antonio Andrews for 7 yards (tackle by Nickell Robey-Coleman),3.030,3.270
4,9:44,3,3,BUF 23,7,10,Marcus Mariota pass incomplete short left intended for Kendall Wright,3.270,2.030
4,9:41,4,3,BUF 23,7,13,Ryan Succop 41 yard field goal good,2.030,3.000
4,9:41,,,TEN 35,7,13,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
4,9:36,1,10,BUF 20,7,13,Anthony Dixon right tackle for 2 yards (tackle by Wesley Woodyard),0.280,0.000
4,8:58,2,8,BUF 22,7,13,Tyrod Taylor pass incomplete short left intended for Percy Harvin,0.000,-0.690
4,8:54,3,8,BUF 22,7,13,"Tyrod Taylor pass complete short left to Percy Harvin for 10 yards (tackle by Perrish Cox). Penalty on Seantrel Henderson: Offensive Holding, 10 yards (no play)",-0.690,-2.360
4,8:35,3,18,BUF 12,7,13,"Penalty on Seantrel Henderson: False Start, 5 yards (no play)",-2.360,-2.940
4,8:17,3,23,BUF 7,7,13,"Tyrod Taylor middle for 24 yards (tackle by Zach Brown). Penalty on Zach Brown: Horse Collar Tackle, 15 yards",-2.940,1.990
4,7:58,1,10,BUF 46,7,13,Dan Herron left guard for 1 yard (tackle by Jurrell Casey),1.990,1.590
4,7:38,2,9,BUF 47,7,13,Tyrod Taylor pass complete deep right to Chris Hogan for 46 yards (tackle by Da'Norris Searcy),1.590,1.590
4,6:51,2,9,BUF 47,7,13,Timeout #1 by Buffalo Bills,1.590,5.600
4,6:51,1,7,TEN 7,7,13,Anthony Dixon right tackle for 1 yard (tackle by Derrick Morgan and Michael Griffin),5.600,4.950
4,6:14,2,6,TEN 6,7,13,Chris Hogan pass complete short left to Tyrod Taylor for 4 yards (tackle by Perrish Cox),4.950,4.950
4,5:30,3,2,TEN 2,13,13,"Tyrod Taylor pass complete short right to Chris Hogan for 2 yards, touchdown",4.950,7.000
4,5:30,,,TEN 2,14,13,Dan Carpenter kicks extra point good,0.000,0.000
4,5:30,,,BUF 35,14,13,"Billy Cundiff kicks off 70 yards, returned by Dexter McCluster for 20 yards (tackle by Robert Woods)",0.000,0.220
4,5:19,1,10,TEN 15,14,13,Marcus Mariota pass incomplete deep middle intended for Justin Hunter,-0.220,-0.710
4,5:13,2,10,TEN 15,14,13,Marcus Mariota left end for 3 yards (tackle by Nigel Bradham),-0.710,-1.000
4,4:44,3,7,TEN 18,14,13,"Marcus Mariota pass incomplete short middle intended for Justin Hunter (defended by Corey Graham). Penalty on Corey Graham: Unnecessary Roughness, 15 yards (no play)",-1.000,1.140
4,4:37,1,10,TEN 33,14,13,Bishop Sankey right guard for -1 yards (tackle by Jerry Hughes and Kyle Williams),1.140,0.460
4,3:59,2,11,TEN 32,14,13,Marcus Mariota pass complete short right to Dexter McCluster for -2 yards (tackle by Jerry Hughes),0.460,-0.490
4,3:12,3,13,TEN 30,14,13,Marcus Mariota pass complete short right to Delanie Walker for 2 yards (tackle by Nickell Robey-Coleman),-0.490,-1.240
4,3:01,4,11,TEN 32,14,13,"Brett Kern punts 45 yards, returned by Denarius Moore for 13 yards (tackle by Blidi Wreh-Wilson)",-1.240,-1.330
4,2:48,1,10,BUF 36,14,13,Anthony Dixon middle for 5 yards (tackle by Wesley Woodyard),1.330,1.470
4,2:04,2,5,BUF 41,14,13,Anthony Dixon middle for 2 yards (tackle by Jurrell Casey and Michael Griffin),1.470,1.030
4,2:00,3,3,BUF 43,14,13,Tyrod Taylor sacked by Derrick Morgan for -11 yards,1.030,1.030
4,1:51,3,3,BUF 43,14,13,Timeout #3 by Tennessee Titans,1.030,-1.240
4,1:51,4,14,BUF 32,14,13,"Colton Schmidt punts 46 yards, returned by Dexter McCluster for 9 yards (tackle by Corey Graham)",-1.240,-1.000
4,1:41,1,10,TEN 31,14,13,Marcus Mariota pass incomplete deep left intended for Kendall Wright is intercepted by Stephon Gilmore at BUF-38,1.000,-1.470
4,1:32,1,10,BUF 38,14,13,Tyrod Taylor kneels for -1 yards,1.470,0.790
4,0:51,2,11,BUF 37,14,13,Tyrod Taylor kneels for -1 yards,0.790,-0.030
4,0:34,3,12,BUF 36,14,13,Tyrod Taylor kneels for -1 yards,-0.030,-1.040
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
