Quarter,Time,Down,ToGo,Location,BUF,TEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bills won the coin toss and deferred, Titans to receive the opening kickoff.",,
1,15:00,,,BUF 35,0,0,"Billy Cundiff kicks off 69 yards, muffed catch by Bishop Sankey, recovered by Marquise Goodwin and returned for no gain. Penalty on Marcus Easley: Offside on Free Kick, 5 yards (no play)",0.000,0.000
1,15:00,,,BUF 30,0,0,"Billy Cundiff kicks off 72 yards, returned by Bishop Sankey for 25 yards (tackle by Ron Brooks)",0.000,-0.480
1,14:51,1,10,TEN 23,0,0,Marcus Mariota pass complete short right to Bishop Sankey for 12 yards (tackle by Ronald Darby),0.480,1.270
1,14:32,1,10,TEN 35,0,0,Bishop Sankey left guard for 7 yards (tackle by Aaron Williams and Nigel Bradham),1.270,1.670
1,13:55,2,3,TEN 42,0,0,Bishop Sankey left tackle for -1 yards (tackle by Corey Graham),1.670,0.830
1,13:09,3,4,TEN 41,0,0,Marcus Mariota pass complete short left to Antonio Andrews for 15 yards (tackle by Aaron Williams),0.830,2.650
1,12:40,1,10,BUF 44,0,0,Kendall Wright right end for 1 yard (tackle by Aaron Williams),2.650,2.250
1,12:02,2,9,BUF 43,0,0,Dexter McCluster right guard for 4 yards (tackle by Aaron Williams),2.250,2.080
1,11:23,3,5,BUF 39,0,0,"Penalty on Dexter McCluster: False Start, 5 yards (no play)",2.080,1.420
1,11:12,3,10,BUF 44,0,0,Marcus Mariota right end for 8 yards (tackle by Kyle Williams),1.420,0.890
1,10:48,4,2,BUF 36,0,0,"Brett Kern punts 25 yards, fair catch by Denarius Moore",0.890,0.370
1,10:40,1,10,BUF 11,0,0,Tyrod Taylor pass incomplete short right intended for Charles Clay,-0.370,-0.780
1,10:35,2,10,BUF 11,0,0,Dan Herron right tackle for 6 yards (tackle by Avery Williamson),-0.780,-0.720
1,9:59,3,4,BUF 17,0,0,Tyrod Taylor pass incomplete short right intended for Percy Harvin,-0.720,-2.320
1,9:55,4,4,BUF 17,0,0,"Colton Schmidt punts 48 yards, fair catch by Dexter McCluster",-2.320,-1.270
1,9:47,1,10,TEN 35,0,0,Dexter McCluster left tackle for 1 yard (tackle by Preston Brown and Marcell Dareus),1.270,0.860
1,9:21,2,9,TEN 36,0,0,Dexter McCluster left guard for no gain (tackle by Marcell Dareus),0.860,0.170
1,8:57,3,9,TEN 36,0,0,"Marcus Mariota pass incomplete short middle intended for Kendall Wright. Penalty on Corey Graham: Defensive Pass Interference, 15 yards (no play)",0.170,2.320
1,8:51,1,10,BUF 49,0,0,Marcus Mariota pass incomplete short middle intended for Harry Douglas (defended by Stephon Gilmore),2.320,1.780
1,8:45,2,10,BUF 49,0,0,Marcus Mariota pass complete short right to Craig Stevens for 1 yard (tackle by Duke Williams),1.780,1.220
1,7:58,3,9,BUF 48,0,0,Marcus Mariota pass incomplete short left intended for Justin Hunter (defended by Stephon Gilmore),1.220,0.070
1,7:53,4,9,BUF 48,0,0,"Brett Kern punts 37 yards, returned by Denarius Moore for no gain",0.070,0.370
1,7:45,1,10,BUF 11,0,0,Dan Herron right tackle for 1 yard (tackle by Michael Griffin and Wesley Woodyard),-0.370,-0.710
1,7:09,2,9,BUF 12,0,0,Tyrod Taylor pass incomplete deep left intended for Charles Clay,-0.710,-1.300
1,7:04,3,9,BUF 12,0,0,"Penalty on Tyrod Taylor: Delay of Game, 4 yards (no play)",-1.300,-1.770
1,7:04,3,13,BUF 8,0,0,Tyrod Taylor pass incomplete short left intended for Percy Harvin,-1.770,-2.490
1,6:58,4,13,BUF 8,0,0,"Colton Schmidt punts 49 yards, returned by Dexter McCluster for 2 yards (tackle by Corey Graham). Penalty on Marqueston Huff: Illegal Block Above the Waist, 10 yards",-2.490,-1.270
1,6:48,1,10,TEN 35,0,0,Dexter McCluster left tackle for 6 yards (tackle by Preston Brown),1.270,1.530
1,6:11,2,4,TEN 41,0,0,Antonio Andrews right guard for no gain (tackle by Manny Lawson),1.530,0.830
1,5:30,3,4,TEN 41,0,0,Marcus Mariota pass complete short right to Harry Douglas for 6 yards (tackle by Ronald Darby),0.830,2.060
1,4:49,1,10,TEN 47,0,0,Marcus Mariota pass incomplete deep left intended for Kendall Wright (defended by Stephon Gilmore),2.060,1.520
1,4:42,2,10,TEN 47,0,0,Bishop Sankey left guard for 2 yards (tackle by Preston Brown),1.520,1.090
1,3:57,3,8,TEN 49,0,0,Marcus Mariota middle for 11 yards (tackle by Nigel Bradham),1.090,2.920
1,3:16,1,10,BUF 40,0,0,Marcus Mariota pass complete short right to Kendall Wright for 17 yards (tackle by Corey Graham),2.920,4.040
1,2:33,1,10,BUF 23,0,0,"Antonio Andrews left tackle for no gain (tackle by Nigel Bradham). Penalty on Taylor Lewan: Offensive Holding, 10 yards (no play)",4.040,3.380
1,2:07,1,20,BUF 33,0,0,Marcus Mariota pass complete short middle to Justin Hunter for 14 yards (tackle by Aaron Williams),3.380,4.050
1,1:25,2,6,BUF 19,0,0,Marcus Mariota pass complete short right to Bishop Sankey for 8 yards (tackle by Nigel Bradham),4.050,4.840
1,0:40,1,10,BUF 11,0,0,Bishop Sankey right guard for 3 yards (tackle by Marcell Dareus),4.840,4.700
Quarter,Time,Down,ToGo,Location,BUF,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,BUF 8,0,0,Marcus Mariota pass incomplete short left intended for Anthony Fasano,4.700,3.760
2,14:56,3,7,BUF 8,0,0,Marcus Mariota pass complete short left to Delanie Walker for 5 yards (tackle by Corey Graham and Preston Brown),3.760,3.050
2,14:12,4,2,BUF 3,0,3,Ryan Succop 21 yard field goal good,3.050,3.000
2,14:12,,,TEN 35,0,3,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
2,14:09,1,10,BUF 20,0,3,Tyrod Taylor right end for 2 yards (tackle by Wesley Woodyard),0.280,0.000
2,13:39,2,8,BUF 22,0,3,Cierre Wood right tackle for 3 yards (tackle by Jurrell Casey),0.000,-0.300
2,13:10,3,5,BUF 25,0,3,Tyrod Taylor sacked by Jurrell Casey for -3 yards,-0.300,-1.900
2,12:31,4,8,BUF 22,0,3,"Colton Schmidt punts 65 yards, returned by Dexter McCluster for 14 yards (tackle by Randell Johnson)",-1.900,-0.740
2,12:18,1,10,TEN 27,0,3,"Marcus Mariota pass complete short left to Harry Douglas for 12 yards (tackle by Corey Graham). Penalty on Harry Douglas: Offensive Pass Interference, 10 yards (no play)",0.740,-0.170
2,11:47,1,20,TEN 17,0,3,"Bishop Sankey left tackle for no gain (tackle by Nigel Bradham). Penalty on Justin Hunter: Illegal Shift, 5 yards (no play)",-0.170,-0.810
2,11:22,1,25,TEN 12,0,3,Marcus Mariota pass complete short right to Kendall Wright for 7 yards (tackle by Ronald Darby),-0.810,-0.940
2,10:41,2,18,TEN 19,0,3,Marcus Mariota pass complete short right to Antonio Andrews for 23 yards (tackle by Corey Graham),-0.940,1.730
2,9:55,1,10,TEN 42,0,3,Dexter McCluster left guard for 8 yards (tackle by Nigel Bradham),1.730,2.270
2,9:17,2,2,,0,3,Antonio Andrews left end for no gain (tackle by Stephon Gilmore),2.270,1.550
2,8:35,3,2,,0,3,Marcus Mariota sacked by Mario Williams for -5 yards,1.550,-0.390
2,7:57,4,7,TEN 45,0,3,"Brett Kern punts 55 yards, touchback",-0.390,-0.280
2,7:49,1,10,BUF 20,0,3,Anthony Dixon left guard for 3 yards (tackle by Al Woods),0.280,0.140
2,7:17,2,7,BUF 23,0,3,Tyrod Taylor pass complete short left to Marquise Goodwin for 14 yards,0.140,1.400
2,6:39,1,10,BUF 37,0,3,Anthony Dixon middle for no gain (tackle by Wesley Woodyard),1.400,0.860
2,5:57,2,10,BUF 37,0,3,Cierre Wood left end for no gain (tackle by Zach Brown and DaQuan Jones),0.860,0.170
2,5:17,3,10,BUF 37,0,3,Tyrod Taylor sacked by Derrick Morgan and Jurrell Casey for -5 yards,0.170,-1.240
2,4:37,4,15,BUF 32,0,3,"Colton Schmidt punts 41 yards, returned by Dexter McCluster for 26 yards (tackle by Anthony Dixon)",-1.240,-2.460
2,4:24,1,10,BUF 47,0,3,Marcus Mariota pass complete short right to Kendall Wright for 5 yards (tackle by Mario Williams and Manny Lawson),2.460,2.590
2,3:44,2,5,BUF 42,0,3,Marcus Mariota pass incomplete short left intended for Antonio Andrews,2.590,1.880
2,3:38,3,5,BUF 42,0,3,Marcus Mariota pass complete short left to Justin Hunter for 3 yards (tackle by Corey Graham),1.880,0.660
2,3:01,4,2,BUF 39,0,3,"Brett Kern punts 31 yards, fair catch by Denarius Moore",0.660,0.380
2,2:52,1,10,BUF 8,0,3,Dan Herron left guard for 8 yards (tackle by Avery Williamson),-0.380,-0.090
2,2:21,2,2,BUF 16,0,3,Dan Herron middle for no gain (tackle by Jurrell Casey),-0.090,-0.090
2,2:15,2,2,BUF 16,0,3,Timeout #1 by Tennessee Titans,-0.090,-0.480
2,2:15,3,2,BUF 16,0,3,Tyrod Taylor pass complete short right to Chris Hogan for 4 yards (tackle by Coty Sensabaugh),-0.480,0.280
2,2:00,1,10,BUF 20,0,3,"Tyrod Taylor pass incomplete short right intended for Robert Woods. Penalty on Avery Williamson: Illegal Contact, 5 yards (no play)",0.280,0.610
2,1:53,1,10,BUF 25,0,3,Tyrod Taylor pass complete short right to Robert Woods for 6 yards (tackle by Jason McCourty),0.610,0.870
2,1:48,2,4,BUF 31,0,3,Tyrod Taylor pass complete short middle to Charles Clay for 7 yards (tackle by Michael Griffin and Avery Williamson),0.870,1.470
2,1:24,1,10,BUF 38,0,3,Tyrod Taylor pass incomplete deep left intended for Percy Harvin,1.470,0.920
2,1:18,2,10,BUF 38,0,3,Tyrod Taylor pass complete short right to Anthony Dixon for 5 yards (tackle by Michael Griffin),0.920,0.920
2,1:06,2,10,BUF 38,0,3,Timeout #1 by Buffalo Bills,0.920,0.890
2,1:06,3,5,BUF 43,0,3,Tyrod Taylor pass incomplete short right intended for Robert Woods,0.890,-0.520
2,1:00,4,5,BUF 43,0,3,"Colton Schmidt punts 47 yards, fair catch by Dexter McCluster",-0.520,0.380
2,0:54,1,10,TEN 10,0,3,Marcus Mariota pass complete short right to Justin Hunter for 9 yards (tackle by Nickell Robey-Coleman),-0.380,0.240
2,0:30,2,1,TEN 19,0,3,"Marcus Mariota pass incomplete deep left intended for Harry Douglas (defended by Stephon Gilmore). Penalty on Taylor Lewan: Illegal Use of Hands, 9 yards (no play)",0.240,-0.780
2,0:24,2,10,TEN 10,0,3,Dexter McCluster right end for no gain (tackle by Ronald Darby),-0.780,-1.420
Quarter,Time,Down,ToGo,Location,BUF,TEN,Detail,EPB,EPA
