Quarter,Time,Tm,Detail,SEA,ARI
1.0,7:26,Seahawks,Stephen Hauschka 27 yard field goal,3,0
,0:34,Cardinals,Jay Feely 21 yard field goal,3,3
2.0,5:58,Cardinals,LaRod Stephens-Howling 1 yard rush (Jay Feely kick),3,10
3.0,9:59,Cardinals,Jay Feely 31 yard field goal,3,13
,7:51,Seahawks,Sidney Rice 10 yard pass from Russell Wilson (Stephen Hauschka kick),10,13
,5:13,Seahawks,Stephen Hauschka 47 yard field goal,13,13
4.0,9:20,Seahawks,Stephen Hauschka 39 yard field goal,16,13
,4:59,Cardinals,Andre Roberts 6 yard pass from Kevin Kolb (Jay Feely kick),16,20
