Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Falcons won the coin toss, Falcons to receive the opening kickoff.",,
1,15:00,,,NOR 35,0,0,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
1,15:00,1,10,ATL 20,0,0,Matt Ryan pass complete short right to Julio Jones for 1 yard (tackle by Jabari Greer),0.280,-0.130
1,14:24,2,9,ATL 21,0,0,Michael Turner right tackle for 7 yards (tackle by Jonathan Vilma and Roman Harper),-0.130,0.100
1,13:39,3,2,ATL 28,0,0,Matt Ryan pass complete short right to Tony Gonzalez for 7 yards (tackle by Roman Harper),0.100,1.270
1,12:29,1,10,ATL 35,0,0,Michael Turner left tackle for 5 yards (tackle by Patrick Robinson),1.270,1.400
1,12:01,2,5,ATL 40,0,0,Michael Turner right guard for 1 yard (tackle by Shaun Rogers and Sedrick Ellis),1.400,0.830
1,11:45,3,4,ATL 41,0,0,Matt Ryan pass complete short middle to Jason Snelling for 16 yards (tackle by Roman Harper and Ramon Humber),0.830,2.720
1,11:06,1,10,NOR 43,0,0,Matt Ryan pass complete deep middle to Roddy White for 20 yards (tackle by Roman Harper),2.720,4.040
1,10:24,1,10,NOR 23,0,0,Jacquizz Rodgers right end for -1 yards (tackle by Jabari Greer),4.040,3.360
1,9:42,2,11,NOR 24,0,0,Matt Ryan pass incomplete short right intended for Julio Jones (defended by Jabari Greer),3.360,2.680
1,9:37,3,11,NOR 24,0,0,Matt Ryan pass complete short middle to Jacquizz Rodgers for 8 yards (tackle by Martez Wilson and Scott Shanle),2.680,2.480
1,8:57,4,3,NOR 16,3,0,Matt Bryant 34 yard field goal good,2.480,3.000
1,,,,ATL 35,3,0,"Matt Bosher kicks off 70 yards, returned by Darren Sproles for 21 yards (tackle by Eric Weems)",0.000,-0.140
1,8:47,1,10,NOR 16,3,0,Drew Brees pass complete deep left to Lance Moore for 38 yards (tackle by Dunta Robinson and Thomas DeCoud),-0.140,2.520
1,8:09,1,10,ATL 46,3,0,Chris Ivory right end for 11 yards (tackle by William Moore),2.520,3.250
1,7:45,1,10,ATL 35,3,0,Drew Brees pass incomplete short left intended for Jimmy Graham (defended by William Moore),3.250,2.700
1,7:36,2,10,ATL 35,3,0,Drew Brees pass complete short left to Jimmy Graham for 11 yards (tackle by Mike Peterson),2.700,3.970
1,6:59,1,10,ATL 24,3,0,Pierre Thomas right guard for 12 yards (tackle by Brent Grimes),3.970,4.780
1,6:14,1,10,ATL 12,3,0,Drew Brees pass incomplete short left intended for Jimmy Graham,4.780,4.100
1,6:09,2,10,ATL 12,3,0,Pierre Thomas left guard for 8 yards (tackle by William Moore and Curtis Lofton),4.100,4.840
1,5:29,3,2,ATL 4,3,6,"Pierre Thomas right guard for 4 yards, touchdown. Penalty on Pierre Thomas: Unsportsmanlike Conduct, 15 yards",4.840,7.000
1,,,,ATL 2,3,7,John Kasay kicks extra point good,0.000,0.000
1,,,,NOR 20,3,7,"Thomas Morstead kicks off 79 yards, returned by Eric Weems for 27 yards (tackle by Isa Abdul-Quddus)",0.000,0.810
1,5:16,1,10,ATL 28,3,7,Michael Turner left guard for 4 yards (tackle by Scott Shanle and Jonathan Vilma),0.810,0.800
1,4:34,2,6,ATL 32,3,7,Matt Ryan pass complete short middle to Tony Gonzalez for 7 yards (tackle by Jo-Lonn Dunbar),0.800,1.530
1,3:56,1,10,ATL 39,3,7,Michael Turner left guard for -1 yards (tackle by Sedrick Ellis and Will Smith),1.530,0.850
1,3:16,2,11,ATL 38,3,7,Matt Ryan pass complete deep middle to Julio Jones for 25 yards (tackle by Isa Abdul-Quddus),0.850,3.120
1,2:32,1,10,NOR 37,3,7,Matt Ryan pass complete deep right to Roddy White for 16 yards,3.120,4.170
1,1:45,1,10,NOR 21,3,7,Matt Ryan pass incomplete deep right intended for Tony Gonzalez,4.170,3.630
1,1:41,2,10,NOR 21,3,7,Matt Ryan pass incomplete short right intended for Jason Snelling,3.630,2.940
1,1:36,3,10,NOR 21,9,7,"Matt Ryan pass complete deep left to Julio Jones for 21 yards, touchdown",2.940,7.000
1,,,,NOR 2,10,7,Matt Bryant kicks extra point good,0.000,0.000
1,,,,ATL 35,10,7,"Matt Bosher kicks off 61 yards, returned by Darren Sproles for 15 yards (tackle by Akeem Dent)",0.000,0.150
1,1:24,1,10,NOR 19,10,7,Drew Brees pass complete short right to Jimmy Graham for 17 yards (tackle by Curtis Lofton and Brent Grimes),0.150,1.330
1,0:45,1,10,NOR 36,10,7,Darren Sproles left end for 7 yards (tackle by Thomas DeCoud),1.330,1.740
1,0:09,2,3,NOR 43,10,7,Chris Ivory right guard for 8 yards (tackle by Ray Edwards and William Moore),1.740,2.320
Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ATL 49,10,7,Drew Brees pass incomplete short middle intended for Lance Moore (defended by Dominique Franks),2.320,1.780
2,14:56,2,10,ATL 49,10,7,Chris Ivory right guard for -2 yards (tackle by John Abraham and Curtis Lofton),1.780,0.830
2,14:15,3,12,NOR 49,10,7,Drew Brees pass complete short left to Marques Colston for 14 yards (tackle by Thomas DeCoud),0.830,3.120
2,13:44,1,10,ATL 37,10,7,"Drew Brees pass complete short right to Marques Colston for 9 yards (tackle by Curtis Lofton and Sean Weatherspoon). Penalty on Curtis Lofton: Unnecessary Roughness, 14 yards",3.120,4.650
2,13:23,1,10,ATL 14,10,7,Drew Brees pass incomplete short middle intended for Jimmy Graham,4.650,4.000
2,13:20,2,10,ATL 14,10,7,Chris Ivory right guard for 6 yards (tackle by Curtis Lofton and Thomas DeCoud),4.000,4.280
2,12:36,3,4,ATL 8,10,13,"Drew Brees pass complete short left to Marques Colston for 8 yards, touchdown",4.280,7.000
2,,,,ATL 2,10,14,John Kasay kicks extra point good,0.000,0.000
2,,,,NOR 35,10,14,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
2,12:32,1,10,ATL 20,10,14,Michael Turner right tackle for 6 yards (tackle by Patrick Robinson),0.280,0.540
2,11:56,2,4,ATL 26,10,14,Michael Turner left guard for 3 yards (tackle by Will Smith and Scott Shanle),0.540,0.230
