Quarter,Time,Down,ToGo,Location,JAX,CLE,Detail,EPB,EPA
1,9:15,1,10,CLE 33,0,0,Chris Ogbonnaya left guard for 2 yards (tackle by Clint Session),1.140,0.860
1,8:36,2,8,CLE 35,0,0,Josh Cribbs right end for 2 yards (tackle by Dawan Landry),0.860,0.430
1,7:53,3,6,CLE 37,0,0,Colt McCoy pass complete short left to Ben Watson for 8 yards (tackle by Dawan Landry),0.430,1.930
1,7:19,1,10,CLE 45,0,0,Chris Ogbonnaya left guard for 1 yard (tackle by D'Anthony Smith),1.930,1.520
1,6:41,2,9,CLE 46,0,0,Colt McCoy pass complete short middle to Chris Ogbonnaya for 5 yards (tackle by D'Anthony Smith),1.520,1.490
1,5:57,3,4,JAX 49,0,0,Colt McCoy pass incomplete deep right intended for Greg Little,1.490,0.000
1,5:51,4,4,JAX 49,0,0,"Brad Maynard punts 41 yards, fair catch by Mike Thomas",0.000,0.380
1,5:43,1,10,JAX 8,0,0,Maurice Jones-Drew right guard for 5 yards (tackle by D'Qwell Jackson),-0.380,-0.410
1,5:05,2,5,JAX 13,0,0,Blaine Gabbert pass complete short right to Marcedes Lewis for 4 yards (tackle by Scott Fujita),-0.410,-0.370
1,4:20,3,1,JAX 17,0,0,Maurice Jones-Drew right guard for 3 yards (tackle by Phil Taylor),-0.370,0.280
1,3:42,1,10,JAX 20,0,0,Maurice Jones-Drew right guard for 4 yards (tackle by Ahtyba Rubin and D'Qwell Jackson),0.280,0.270
1,2:57,2,6,JAX 24,0,0,Blaine Gabbert pass incomplete short right intended for Jason Hill (defended by Joe Haden),0.270,-0.430
1,2:52,3,6,JAX 24,0,0,Blaine Gabbert pass complete short right to Jason Hill for 13 yards (tackle by Scott Fujita),-0.430,1.400
1,2:26,1,10,JAX 37,0,0,"Blaine Gabbert pass incomplete short right intended for Jason Hill. Penalty on Joe Haden: Illegal Contact, 5 yards, Penalty on Scott Fujita: Defensive Holding (Declined) (no play)",1.400,1.730
1,2:20,1,10,JAX 42,0,0,Deji Karim left guard for -2 yards (tackle by Scott Paxson),1.730,0.920
1,1:41,2,12,JAX 40,0,0,Blaine Gabbert pass complete short right to Jarett Dillard for 8 yards (tackle by Chris Gocong),0.920,1.290
1,1:04,,,,0,0,Timeout #1 by Cleveland Browns,0.000,1.290
1,1:04,3,4,JAX 48,0,0,Blaine Gabbert left end for 4 yards (tackle by Phil Taylor),1.290,2.390
1,0:30,1,10,CLE 48,0,0,Blaine Gabbert right end for 6 yards (tackle by Scott Fujita),2.390,2.660
Quarter,Time,Down,ToGo,Location,JAX,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,4,CLE 42,0,0,Maurice Jones-Drew right guard for 4 yards (tackle by Brian Schaefering and Usama Young),2.660,3.050
2,14:29,1,10,CLE 38,0,0,Maurice Jones-Drew left guard for 2 yards (tackle by Emmanuel Stephens),3.050,2.780
2,13:48,2,8,CLE 36,0,0,Blaine Gabbert pass incomplete deep right intended for Mike Thomas,2.780,2.080
2,13:43,3,8,CLE 36,0,0,Blaine Gabbert pass complete short left to Marcedes Lewis for 9 yards (tackle by Sheldon Brown),2.080,3.780
2,13:01,1,10,CLE 27,0,0,Deji Karim left guard for 2 yards (tackle by Usama Young and Phil Taylor),3.780,3.500
2,12:21,2,8,CLE 25,0,0,Blaine Gabbert pass complete short middle to Maurice Jones-Drew for 10 yards (tackle by Chris Gocong),3.500,4.580
2,11:37,1,10,CLE 15,0,0,Blaine Gabbert pass complete short middle to Mike Thomas for 9 yards (tackle by Sheldon Brown and Mike Adams),4.580,5.600
2,10:56,2,1,CLE 6,6,0,"Maurice Jones-Drew left guard for 6 yards, touchdown",5.600,7.000
2,,,,CLE 2,7,0,Josh Scobee kicks extra point good,0.000,0.000
2,,,,JAX 35,7,0,"Josh Scobee kicks off 67 yards, returned by Josh Cribbs for 37 yards (tackle by Russell Allen)",0.000,1.270
2,10:43,1,10,CLE 35,7,0,Colt McCoy pass incomplete short middle intended for Chris Ogbonnaya,1.270,0.720
2,10:39,2,10,CLE 35,7,0,Chris Ogbonnaya right guard for 1 yard (tackle by Matt Roth),0.720,0.170
2,10:03,3,9,CLE 36,7,0,"Penalty on Tyson Alualu: Encroachment, 5 yards (no play)",0.170,0.830
2,9:41,3,4,CLE 41,7,0,Colt McCoy pass incomplete short right intended for Greg Little (defended by John Chick),0.830,-0.650
2,9:37,4,4,CLE 41,7,0,Brad Maynard punts 44 yards (tackle by Chris Gocong),-0.650,-0.670
2,9:27,1,10,JAX 26,7,0,Maurice Jones-Drew right guard for 2 yards (tackle by Scott Paxson),0.670,0.400
2,8:48,2,8,JAX 28,7,0,Maurice Jones-Drew left tackle for 2 yards (tackle by Jabaal Sheard and Scott Paxson),0.400,-0.030
2,8:07,3,6,JAX 30,7,0,Blaine Gabbert pass incomplete deep left intended for Marcedes Lewis,-0.030,-1.370
2,8:03,4,6,JAX 30,7,0,"Nick Harris punts 47 yards, returned by Josh Cribbs for 9 yards (tackle by Courtney Greene). Penalty on Buster Skrine: Offensive Holding, 10 yards",-1.370,0.320
2,7:53,1,10,CLE 13,7,0,Colt McCoy up the middle for 3 yards (tackle by C.J. Mosley),-0.320,-0.440
2,7:13,2,7,CLE 16,7,0,Colt McCoy pass complete deep middle to Greg Little for 22 yards (tackle by Paul Posluszny),-0.440,1.470
2,6:30,1,10,CLE 38,7,0,Colt McCoy pass complete short left to Josh Cribbs for 4 yards (tackle by Dawan Landry),1.470,1.460
2,5:48,2,6,CLE 42,7,0,Chris Ogbonnaya right guard for no gain (tackle by Dwight Lowery),1.460,0.760
2,5:05,3,6,CLE 42,7,0,Colt McCoy pass complete short middle to Jordan Norwood for 51 yards (tackle by Dwight Lowery),0.760,5.600
2,4:15,1,7,JAX 7,7,0,Colt McCoy pass incomplete short middle intended for Greg Little,5.600,4.760
2,4:10,2,7,JAX 7,7,0,"Colt McCoy pass incomplete short right intended for Chris Ogbonnaya. Penalty on Dawan Landry: Defensive Pass Interference, 6 yards (no play)",4.760,6.970
,,,,,,,"JAX challenged the tipped pass ruling, and the play was upheld.",,
2,4:06,1,1,JAX 1,7,0,Chris Ogbonnaya left guard for no gain (tackle by D'Anthony Smith),6.970,5.910
2,3:25,2,1,JAX 1,7,6,"Chris Ogbonnaya left tackle for 1 yard, touchdown",5.910,7.000
2,,,,JAX 2,7,7,Phil Dawson kicks extra point good,0.000,0.000
2,,,,CLE 35,7,7,"Phil Dawson kicks off 68 yards, returned by Deji Karim for 17 yards (tackle by James Dockery). Penalty on Leger Douzable: Offensive Holding, 7 yards",0.000,-0.380
2,3:14,1,10,JAX 7,7,7,Maurice Jones-Drew left guard for 4 yards (tackle by Usama Young),-0.380,-0.490
2,2:41,2,6,JAX 11,7,7,Maurice Jones-Drew left guard for 4 yards (tackle by Mike Adams),-0.490,-0.480
2,2:36,,,,7,7,Timeout #2 by Cleveland Browns,0.000,-0.480
2,2:36,3,2,JAX 15,7,7,Blaine Gabbert pass complete short right to Jason Hill for 8 yards (tackle by D'Qwell Jackson),-0.480,0.480
2,2:25,,,,7,7,Timeout #3 by Cleveland Browns,0.000,0.480
2,2:25,1,10,JAX 23,7,7,Maurice Jones-Drew right guard for 6 yards (tackle by Phil Taylor),0.480,0.740
2,2:00,2,4,JAX 29,7,7,Maurice Jones-Drew left guard for 5 yards (tackle by Jayme Mitchell),0.740,1.200
2,1:28,1,10,JAX 34,7,7,Blaine Gabbert pass complete short left to Maurice Jones-Drew for 4 yards (tackle by Mike Adams),1.200,1.200
2,1:05,2,6,JAX 38,7,7,Blaine Gabbert pass complete deep right to Jarett Dillard for 19 yards (tackle by Usama Young),1.200,2.720
2,0:57,,,,7,7,Timeout #2 by Jacksonville Jaguars,0.000,2.720
2,0:57,1,10,CLE 43,7,7,"Blaine Gabbert pass complete short left to Jason Hill for 8 yards (tackle by D'Qwell Jackson). Penalty on Brad Meester: Ineligible Downfield Pass, 5 yards (no play)",2.720,2.390
2,0:50,1,15,CLE 48,7,7,Blaine Gabbert pass incomplete short left intended for Maurice Jones-Drew,2.390,1.500
2,0:46,2,15,CLE 48,7,7,Blaine Gabbert pass complete short left to Maurice Jones-Drew for 8 yards (tackle by Scott Paxson and Jayme Mitchell),1.500,1.880
2,0:20,3,7,CLE 40,7,7,Blaine Gabbert pass incomplete deep middle intended for Marcedes Lewis,1.880,0.590
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
2,0:15,,,,7,7,Timeout #3 by Jacksonville Jaguars,0.000,0.590
2,0:15,4,7,CLE 40,7,7,"Nick Harris punts 40 yards, touchback",0.590,-0.280
2,0:05,1,10,CLE 20,7,7,Colt McCoy kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,JAX,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,7,7,"Phil Dawson kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,JAX 20,7,7,Blaine Gabbert pass incomplete deep middle intended for Mike Thomas,0.280,-0.270
3,14:57,2,10,JAX 20,7,7,Maurice Jones-Drew right guard for 3 yards (tackle by Emmanuel Stephens and Ahtyba Rubin),-0.270,-0.560
3,14:12,3,7,JAX 23,7,7,"Blaine Gabbert pass incomplete short right intended for Marcedes Lewis. Penalty on Usama Young: Defensive Holding, 5 yards (no play)",-0.560,0.810
3,14:08,1,10,JAX 28,7,7,Maurice Jones-Drew for 14 yards (tackle by D'Qwell Jackson),0.810,1.730
3,13:27,1,10,JAX 42,7,7,Blaine Gabbert pass incomplete deep middle intended for Jason Hill,1.730,1.190
3,13:21,2,10,JAX 42,7,7,Deji Karim left tackle for -1 yards (tackle by D'Qwell Jackson),1.190,0.370
3,12:38,3,11,JAX 41,7,7,Blaine Gabbert pass incomplete short right intended for Mike Thomas (defended by Joe Haden),0.370,-0.650
3,12:33,4,11,JAX 41,7,7,Nick Harris punts 34 yards,-0.650,-0.610
3,12:24,1,10,CLE 25,7,7,Colt McCoy pass complete deep left to Greg Little for 16 yards (tackle by William Middleton),0.610,1.660
3,11:58,1,10,CLE 41,7,7,"Penalty on Evan Moore: False Start, 5 yards (no play)",1.660,1.330
3,11:39,1,15,CLE 36,7,7,"Colt McCoy pass incomplete short right intended for Jordan Norwood. Penalty on Drew Coleman: Defensive Pass Interference, 27 yards (no play)",1.330,3.120
3,11:34,1,10,JAX 37,7,7,Colt McCoy up the middle for 7 yards (tackle by D'Anthony Smith and C.J. Mosley),3.120,3.520
3,10:54,2,3,JAX 30,7,7,Chris Ogbonnaya left tackle for 1 yard (tackle by William Middleton and Jeremy Mincey),3.520,2.940
3,10:18,3,2,JAX 29,7,7,Chris Ogbonnaya left guard for 6 yards (tackle by Derek Cox),2.940,4.040
3,9:36,1,10,JAX 23,7,7,Colt McCoy for 3 yards (tackle by Matt Roth),4.040,3.900
3,9:06,2,7,JAX 20,7,7,Chris Ogbonnaya left guard for 4 yards (tackle by Jeremy Mincey),3.900,3.850
3,8:26,3,3,JAX 16,7,7,Colt McCoy sacked by Paul Posluszny and Matt Roth for -6 yards,3.850,1.990
3,8:07,4,9,JAX 22,7,7,"Phil Dawson 40 yard field goal good. Penalty on Michael Lockley: Leaping, 11 yards (no play)",1.990,4.840
3,8:01,1,10,JAX 11,7,7,"Penalty on Shawn Lauvao: False Start, 5 yards (no play)",4.840,4.340
3,8:01,1,15,JAX 16,7,7,Chris Ogbonnaya right tackle for 6 yards (tackle by D'Anthony Smith and Clint Session),4.340,4.320
3,7:19,2,9,JAX 10,7,7,"Colt McCoy left end for 6 yards (tackle by D'Anthony Smith). Penalty on Joe Thomas: Offensive Holding, 10 yards (no play)",4.320,3.070
3,6:51,2,19,JAX 20,7,7,Colt McCoy pass complete short middle to Chris Ogbonnaya for 14 yards (tackle by Clint Session and D'Anthony Smith),3.070,4.210
3,6:06,3,5,JAX 6,7,7,Colt McCoy pass incomplete short middle intended for Ben Watson is intercepted by Dawan Landry at JAX-3 and returned for 28 yards (tackle by Colt McCoy),4.210,-1.000
3,5:54,1,10,JAX 31,7,7,Maurice Jones-Drew left tackle for no gain (tackle by Phil Taylor),1.000,0.460
3,5:17,2,10,JAX 31,7,7,Blaine Gabbert pass complete deep middle to Marcedes Lewis for 18 yards (tackle by Usama Young),0.460,2.190
3,4:39,1,10,JAX 49,7,7,Blaine Gabbert pass incomplete deep left intended for Mike Thomas,2.190,1.650
3,4:33,2,10,JAX 49,7,7,Montell Owens left guard for 2 yards (tackle by Ahtyba Rubin and Usama Young),1.650,1.220
3,3:53,3,8,CLE 49,7,7,Blaine Gabbert pass incomplete short right intended for Chastin West (defended by Joe Haden),1.220,0.000
3,3:45,4,8,CLE 49,7,7,"Nick Harris punts 34 yards, fair catch by Josh Cribbs",0.000,0.220
3,3:37,1,10,CLE 15,7,7,Chris Ogbonnaya right guard for 12 yards (tackle by Dawan Landry),-0.220,0.740
3,3:02,1,10,CLE 27,7,7,Colt McCoy pass complete short middle to Josh Cribbs for 13 yards (tackle by Ashton Youboty),0.740,1.600
3,2:29,1,10,CLE 40,7,7,Colt McCoy left end for 15 yards (tackle by D'Anthony Smith),1.600,2.590
3,1:46,1,10,JAX 45,7,7,Chris Ogbonnaya left guard for 9 yards (tackle by Derek Cox and Tyson Alualu),2.590,3.260
3,1:04,2,1,JAX 36,7,7,Colt McCoy pass complete short right to Owen Marecic for 2 yards (tackle by Clint Session),3.260,3.310
3,0:17,1,10,JAX 34,7,7,Thomas Clayton left guard for 4 yards (tackle by Jeremy Mincey),3.310,3.310
Quarter,Time,Down,ToGo,Location,JAX,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,JAX 30,7,7,Colt McCoy pass complete short right to Greg Little for 11 yards (tackle by Jeremy Mincey),3.310,4.310
4,14:19,1,10,JAX 19,7,7,Chris Ogbonnaya right tackle for 2 yards (tackle by Paul Posluszny),4.310,4.030
4,13:41,2,8,JAX 17,7,7,Colt McCoy pass complete short left to Owen Marecic for 11 yards (tackle by Dwight Lowery),4.030,5.830
4,13:00,1,6,JAX 6,7,7,Chris Ogbonnaya left guard for 3 yards (tackle by Dawan Landry and Paul Posluszny),5.830,5.530
4,12:24,2,3,JAX 3,7,7,Colt McCoy pass incomplete short right intended for Ben Watson (defended by Dwight Lowery),5.530,4.720
4,12:20,3,3,JAX 3,7,13,"Colt McCoy pass complete short right to Josh Cribbs for 3 yards, touchdown",4.720,7.000
4,,,,JAX 2,7,14,Phil Dawson kicks extra point good,0.000,0.000
4,,,,CLE 35,7,14,"Phil Dawson kicks off 65 yards, touchback",0.000,0.280
4,12:15,1,10,JAX 20,7,14,Blaine Gabbert pass complete short left to Maurice Jones-Drew for 9 yards (tackle by Emmanuel Stephens),0.280,0.950
4,11:38,2,1,JAX 29,7,14,Maurice Jones-Drew right guard for 3 yards (tackle by Scott Paxson and Emmanuel Stephens),0.950,1.070
4,10:59,1,10,JAX 32,7,14,Blaine Gabbert pass complete short right to Marcedes Lewis for 3 yards (tackle by Joe Haden),1.070,0.930
4,10:17,2,7,JAX 35,7,14,Blaine Gabbert pass incomplete deep left intended for Mike Thomas (defended by Sheldon Brown),0.930,0.230
4,10:12,3,7,JAX 35,7,14,Blaine Gabbert pass complete short right to Jason Hill for 28 yards (tackle by Joe Haden),0.230,3.120
4,9:28,1,10,CLE 37,7,14,Deji Karim right guard for 2 yards (tackle by Chris Gocong and D'Qwell Jackson),3.120,2.840
4,8:46,2,8,CLE 35,7,14,Blaine Gabbert pass complete short right to Marcedes Lewis for 11 yards (tackle by Usama Young),2.840,3.970
4,8:10,1,10,CLE 24,7,14,Blaine Gabbert pass complete short right to Chastin West for 5 yards (tackle by Joe Haden),3.970,4.120
4,7:33,2,5,CLE 19,7,14,Montell Owens right guard for 8 yards (tackle by Phil Taylor and Usama Young),4.120,4.840
4,6:51,1,10,CLE 11,7,14,Blaine Gabbert pass incomplete short left intended for Jason Hill,4.840,4.140
4,6:47,2,10,CLE 11,7,14,Maurice Jones-Drew left guard for 2 yards (tackle by D'Qwell Jackson),4.140,3.530
4,6:02,3,8,CLE 9,7,14,"Blaine Gabbert sacked by Jabaal Sheard for -15 yards. Blaine Gabbert fumbles (forced by Jabaal Sheard), ball out of bounds at CLE-24",3.530,1.870
4,5:39,4,23,CLE 24,10,14,Josh Scobee 42 yard field goal good,1.870,3.000
4,,,,JAX 35,10,14,"Josh Scobee kicks off 71 yards, returned by Josh Cribbs for 26 yards (tackle by Courtney Greene)",0.000,0.280
4,5:33,1,10,CLE 20,10,14,Colt McCoy pass complete short right to Greg Little for 6 yards (tackle by D'Anthony Smith),0.280,0.540
4,5:07,2,4,CLE 26,10,14,Chris Ogbonnaya for 40 yards (tackle by Dwight Lowery),0.540,3.310
4,4:57,1,10,JAX 34,10,14,Colt McCoy pass complete short right to Mohamed Massaquoi for 6 yards (tackle by Dwight Lowery and Ashton Youboty),3.310,3.580
4,4:17,2,4,JAX 28,10,14,Chris Ogbonnaya left guard for 9 yards (tackle by Derek Cox),3.580,4.310
4,3:49,1,10,JAX 19,10,14,Chris Ogbonnaya left tackle for 3 yards (tackle by Jeremy Mincey),4.310,4.180
4,3:05,2,7,JAX 16,10,14,Colt McCoy sacked by Russell Allen and Tyson Alualu for -7 yards,4.180,2.540
4,3:00,,,,10,14,Timeout #1 by Jacksonville Jaguars,0.000,2.540
4,3:00,3,14,JAX 23,10,14,Chris Ogbonnaya left tackle for 3 yards (tackle by Tyson Alualu),2.540,2.120
4,2:53,,,,10,14,Timeout #2 by Jacksonville Jaguars,0.000,2.120
4,2:53,4,11,JAX 20,10,14,Phil Dawson 38 yard field goal no good,2.120,-0.870
4,2:49,1,10,JAX 29,10,14,Blaine Gabbert pass complete short left to Mike Thomas for 9 yards (tackle by D'Qwell Jackson),0.870,1.540
4,2:22,2,1,JAX 38,10,14,Maurice Jones-Drew left guard for 7 yards (tackle by D'Qwell Jackson),1.540,1.930
4,2:00,1,10,JAX 45,10,14,Blaine Gabbert pass complete short left to Marcedes Lewis for 12 yards (tackle by Usama Young),1.930,2.720
4,1:36,1,10,CLE 43,10,14,Blaine Gabbert pass incomplete deep left intended for Mike Thomas,2.720,2.180
4,1:31,2,10,CLE 43,10,14,Blaine Gabbert pass complete short right to Marcedes Lewis for 7 yards (tackle by Usama Young),2.180,2.410
4,1:24,3,3,CLE 36,10,14,Blaine Gabbert pass complete short right to Jarett Dillard for 2 yards (tackle by Dimitri Patterson),2.410,1.100
4,1:24,4,1,CLE 34,10,14,"Penalty on Phil Taylor: Encroachment, 5 yards (no play)",1.100,3.640
4,1:06,1,10,CLE 29,10,14,Blaine Gabbert pass incomplete deep middle intended for Mike Thomas,3.640,3.100
4,1:01,2,10,CLE 29,10,14,Blaine Gabbert pass incomplete deep right intended for Marcedes Lewis,3.100,2.410
4,0:57,3,10,CLE 29,10,14,"Blaine Gabbert pass incomplete deep right intended for Jason Hill. Penalty on Joe Haden: Defensive Pass Interference, 15 yards (no play)",2.410,4.650
4,0:52,1,10,CLE 14,10,14,Blaine Gabbert pass incomplete short right intended for Maurice Jones-Drew,4.650,4.000
4,0:46,2,10,CLE 14,10,14,Blaine Gabbert pass complete short left to Chastin West for 9 yards (tackle by Sheldon Brown),4.000,4.960
4,0:41,3,1,CLE 5,10,14,Maurice Jones-Drew right guard for 3 yards (tackle by Phil Taylor),4.960,6.740
4,0:13,1,2,CLE 2,10,14,Maurice Jones-Drew right guard for 1 yard (tackle by Chris Gocong and Phil Taylor),6.740,5.910
4,0:08,,,,10,14,Timeout #3 by Jacksonville Jaguars,0.000,5.910
4,0:08,2,1,CLE 1,10,14,Blaine Gabbert pass incomplete short left intended for Jason Hill,5.910,5.170
4,0:03,3,1,CLE 1,10,14,Blaine Gabbert pass incomplete short middle intended for Mike Thomas (defended by D'Qwell Jackson),5.170,3.550
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
