Quarter,Time,Down,ToGo,Location,SEA,NOR,Detail,EPB,EPA
1,7:53,,,NOR 32,7,0,Steven Hauschka kicks extra point good,0.000,0.000
1,7:53,,,SEA 20,7,0,"Steven Hauschka kicks off 71 yards, muffed catch by Travaris Cadet, recovered by Travaris Cadet and returned for no gain",0.000,-0.150
1,7:48,1,10,NOR 19,7,0,Tim Hightower left guard for -2 yards (tackle by K.J. Wright),0.150,-0.720
1,7:13,2,12,NOR 17,7,0,Drew Brees pass complete short middle to Coby Fleener for 8 yards (tackle by Bobby Wagner),-0.720,-0.290
1,6:33,3,4,NOR 25,7,0,Drew Brees sacked by Frank Clark for -5 yards. Penalty on Zach Strief: Offensive Holding (Declined),-0.290,-2.030
1,6:18,4,9,NOR 20,7,0,"Thomas Morstead punts 48 yards, returned by Tyler Lockett for 3 yards (tackle by Craig Robertson)",-2.030,-1.270
1,6:05,1,10,SEA 35,7,0,Russell Wilson sacked by Paul Kruger for -11 yards,1.270,-0.760
1,5:23,2,21,SEA 24,7,0,Russell Wilson pass complete short left to Tyler Lockett for 10 yards (tackle by Ken Crawley),-0.760,-0.100
1,4:38,3,11,SEA 34,7,0,"Penalty on George Fant: False Start, 5 yards (no play)",-0.100,-0.760
1,4:17,3,16,SEA 29,7,0,Russell Wilson pass complete short middle to Jimmy Graham for 13 yards (tackle by Craig Robertson),-0.760,-0.590
1,3:43,4,3,SEA 42,7,0,"Jon Ryan punts 45 yards, fair catch by Tommylee Lewis",-0.590,0.320
1,3:33,1,10,NOR 13,7,0,Tim Hightower left tackle for 5 yards (tackle by Jarran Reed),-0.320,-0.140
1,2:52,2,5,NOR 18,7,0,Tim Hightower left guard for 2 yards (tackle by Bobby Wagner),-0.140,-0.590
1,2:16,3,3,NOR 20,7,0,Drew Brees pass complete short right to Willie Snead for 8 yards (tackle by Bobby Wagner),-0.590,0.810
1,1:40,1,10,NOR 28,7,0,Drew Brees pass complete short left to Brandin Cooks for 14 yards (tackle by DeShawn Shead),0.810,1.730
1,1:04,1,10,NOR 42,7,0,Drew Brees pass complete short left to Michael Thomas for 9 yards (tackle by Bobby Wagner),1.730,2.400
1,0:27,2,1,SEA 49,7,0,Drew Brees pass incomplete deep left intended for Brandin Cooks (defended by Earl Thomas),2.400,1.690
1,0:19,3,1,SEA 49,7,0,Tim Hightower right guard for 3 yards (tackle by Ahtyba Rubin and K.J. Wright),1.690,2.520
Quarter,Time,Down,ToGo,Location,SEA,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SEA 46,7,0,Tim Hightower right tackle for 4 yards (tackle by Tony McDaniel and Frank Clark),2.520,2.520
2,14:26,2,6,SEA 42,7,0,Drew Brees pass complete short left to Brandin Cooks for 8 yards (tackle by DeShawn Shead),2.520,3.310
2,13:59,1,10,SEA 34,7,0,Tim Hightower left guard for 10 yards (tackle by DeShawn Shead),3.310,3.970
2,13:24,1,10,SEA 24,7,0,Drew Brees pass complete short left to Coby Fleener for 11 yards (tackle by Bobby Wagner),3.970,4.710
2,12:52,1,10,SEA 13,7,0,Tim Hightower left guard for 3 yards (tackle by Bobby Wagner),4.710,4.580
2,12:05,2,7,SEA 10,7,0,Drew Brees pass incomplete short left intended for Tim Hightower (defended by Cliff Avril),4.580,3.650
2,12:00,3,7,SEA 10,7,0,Drew Brees pass complete short right to Brandon Coleman for 6 yards (tackle by Kelcie McCray),3.650,3.040
2,11:37,4,1,SEA 4,7,3,Wil Lutz 22 yard field goal good,3.040,3.000
2,11:37,,,NOR 35,7,3,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
2,11:33,1,10,SEA 25,7,3,Russell Wilson pass complete short right to Tyler Lockett for 7 yards (tackle by Nathan Stupar),0.610,1.010
2,11:05,2,3,SEA 32,7,3,Russell Wilson pass complete short left to Paul Richardson for 23 yards (tackle by Jairus Byrd),1.010,2.590
2,10:27,1,10,NOR 45,7,3,Tanner McEvoy pass complete deep right to C.J. Prosise for 43 yards (tackle by Michael Mauti),2.590,6.740
2,9:57,1,2,NOR 2,13,3,"Christine Michael right tackle for 2 yards, touchdown",6.740,7.000
2,9:57,,,NOR 2,14,3,Steven Hauschka kicks extra point good,0.000,0.000
2,9:57,,,SEA 35,14,3,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.610
2,9:53,1,10,NOR 25,14,3,Drew Brees pass complete short middle to Willie Snead for 13 yards (tackle by Kelcie McCray),0.610,1.470
2,9:29,1,10,NOR 38,14,3,Daniel Lasco right tackle for 2 yards (tackle by Bobby Wagner),1.470,1.190
2,8:55,2,8,NOR 40,14,3,Drew Brees pass complete short left to Willie Snead for 8 yards (tackle by Jeremy Lane),1.190,2.130
2,8:24,1,10,NOR 48,14,3,Daniel Lasco left tackle for 5 yards (tackle by DeShawn Shead),2.130,2.260
2,7:53,2,5,SEA 47,14,3,Daniel Lasco right end for 2 yards (tackle by Bobby Wagner and K.J. Wright),2.260,1.820
2,7:10,3,3,SEA 45,14,3,Drew Brees pass complete short middle to Willie Snead for 6 yards (tackle by Bobby Wagner),1.820,2.980
2,6:37,1,10,SEA 39,14,3,Tim Hightower right guard for 1 yard (tackle by Tony McDaniel),2.980,2.980
2,6:04,1,10,SEA 39,14,3,Timeout #1 by Seattle Seahawks,2.980,2.580
2,6:04,2,9,SEA 38,14,3,Drew Brees pass complete short left to Josh Hill for 3 yards (tackle by Bobby Wagner),2.580,2.280
2,5:26,3,6,SEA 35,14,3,Drew Brees pass incomplete deep right intended for Travaris Cadet,2.280,0.970
2,5:20,4,6,SEA 35,14,6,Wil Lutz 53 yard field goal good,0.970,3.000
2,5:20,,,NOR 35,14,6,"Wil Lutz kicks off 69 yards, returned by Tyler Lockett for 37 yards (tackle by Wil Lutz)",0.000,-1.140
2,5:08,1,10,SEA 33,14,6,"Penalty on George Fant: False Start, 5 yards (no play)",1.140,0.810
2,5:08,1,15,SEA 28,14,6,Russell Wilson pass incomplete short middle intended for Jermaine Kearse is intercepted by Nathan Stupar at SEA-37,0.810,-3.120
2,5:02,1,10,SEA 37,14,6,Tim Hightower left guard for 1 yard (tackle by Tony McDaniel),3.120,2.710
2,4:24,2,9,SEA 36,14,6,Drew Brees pass complete short middle to Travaris Cadet for 7 yards (tackle by Kelcie McCray),2.710,2.940
2,3:45,3,2,SEA 29,14,6,"Tim Hightower left end for 8 yards (tackle by Kelcie McCray). Tim Hightower fumbles. Penalty on Frank Clark: Illegal Use of Hands, 5 yards",2.940,4.510
2,3:10,1,10,SEA 16,14,6,"Drew Brees pass incomplete short right intended for Brandin Cooks (defended by Cliff Avril). Penalty on Earl Thomas: Illegal Contact, 5 yards (no play)",4.510,4.840
2,3:04,1,10,SEA 11,14,6,Drew Brees pass complete short right to John Kuhn for 5 yards (tackle by Richard Sherman),4.840,5.080
2,2:20,2,5,SEA 6,14,6,Tim Hightower left guard for 3 yards (tackle by Ahtyba Rubin and Tony McDaniel),5.080,4.890
2,2:00,3,2,SEA 3,14,6,Tim Hightower right guard for 2 yards (tackle by K.J. Wright),4.890,6.970
2,1:18,1,1,SEA 1,14,6,Tim Hightower right guard for no gain (tackle by Ahtyba Rubin),6.970,6.970
2,0:54,1,1,SEA 1,14,6,Timeout #2 by Seattle Seahawks,6.970,5.910
2,0:54,2,1,SEA 1,14,6,Tim Hightower left guard for no gain (tackle by Ahtyba Rubin),5.910,5.910
2,0:50,2,1,SEA 1,14,6,Timeout #3 by Seattle Seahawks,5.910,5.170
2,0:50,3,1,SEA 1,14,12,"Drew Brees middle for 1 yard, touchdown",5.170,7.000
2,0:50,,,SEA 1,14,13,Wil Lutz kicks extra point good,0.000,0.000
2,0:50,,,NOR 35,14,13,"Wil Lutz kicks off 70 yards, returned by Tyler Lockett for 22 yards (tackle by Daniel Lasco)",0.000,0.060
2,0:41,1,10,SEA 17,14,13,Russell Wilson pass complete short middle to Jimmy Graham for 6 yards (tackle by Dannell Ellerbe),-0.060,-0.060
2,0:35,1,10,SEA 17,14,13,Timeout #1 by New Orleans Saints,-0.060,0.350
2,0:35,2,4,SEA 23,14,13,Russell Wilson pass incomplete short left intended for Doug Baldwin,0.350,-0.490
2,0:31,3,4,SEA 23,14,13,Russell Wilson pass complete short left to Doug Baldwin for 10 yards (tackle by Jairus Byrd),-0.490,1.140
2,0:10,1,10,SEA 33,14,13,Russell Wilson pass complete deep left to Jermaine Kearse for 23 yards (tackle by Jairus Byrd),1.140,2.650
2,0:05,1,10,NOR 44,14,13,Russell Wilson pass complete short left to Jermaine Kearse for 6 yards (tackle by Ken Crawley),2.650,2.920
2,0:01,2,4,NOR 38,14,13,"Jon Ryan pass incomplete. Jon Ryan fumbles, recovered by Jon Ryan at NOR-46",2.920,2.210
Quarter,Time,Down,ToGo,Location,SEA,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,14,13,"Wil Lutz kicks off 65 yards, touchback",0.000,0.610
3,15:00,1,10,SEA 25,14,13,Christine Michael left tackle for 9 yards (tackle by Nick Fairley and Jairus Byrd),0.610,1.280
3,14:23,2,1,SEA 34,14,13,Christine Michael left guard for 7 yards (tackle by Craig Robertson and Jairus Byrd),1.280,1.660
3,13:45,1,10,SEA 41,14,13,Christine Michael right guard for 8 yards (tackle by Dannell Ellerbe),1.660,2.200
3,13:03,2,2,SEA 49,14,13,Christine Michael left guard for 10 yards (tackle by Dannell Ellerbe),2.200,2.850
3,12:28,1,10,NOR 41,14,13,C.J. Prosise left end for 7 yards (tackle by Dannell Ellerbe),2.850,3.250
3,11:49,2,3,NOR 34,14,13,C.J. Prosise left tackle for 2 yards (tackle by Jairus Byrd),3.250,2.810
3,11:14,3,1,NOR 32,14,13,Russell Wilson right end for 2 yards (tackle by Nathan Stupar),2.810,3.580
3,10:32,1,10,NOR 30,14,13,Russell Wilson pass incomplete short right intended for Christine Michael,3.580,3.030
3,10:24,2,10,NOR 30,14,13,Christine Michael right guard for -3 yards (tackle by Cameron Jordan),3.030,1.950
3,9:40,3,13,NOR 33,14,13,Russell Wilson pass complete short left to Nick Vannett for 7 yards (tackle by De'Vante Harris),1.950,1.760
3,9:01,4,6,NOR 26,17,13,Steven Hauschka 44 yard field goal good,1.760,3.000
3,9:01,,,SEA 35,17,13,"Steven Hauschka kicks off 65 yards, returned by Tommylee Lewis for 23 yards (tackle by Jeremy Lane)",0.000,-0.480
3,8:49,1,10,NOR 23,17,13,Tim Hightower left guard for 1 yard (tackle by Frank Clark and Bobby Wagner),0.480,0.070
3,8:16,2,9,NOR 24,17,13,Drew Brees pass complete short middle to Michael Thomas for 17 yards (tackle by Earl Thomas),0.070,1.660
3,7:41,1,10,NOR 41,17,13,Tim Hightower right end for 5 yards (tackle by Richard Sherman),1.660,1.800
3,7:06,2,5,NOR 46,17,13,Drew Brees pass incomplete short left intended for Brandin Cooks,1.800,1.090
3,7:01,3,5,NOR 46,17,13,"Drew Brees pass incomplete short left intended for Michael Thomas. Penalty on DeShawn Shead: Defensive Holding, 5 yards (no play)",1.090,2.320
3,6:57,1,10,SEA 49,17,13,Drew Brees pass complete deep right to Brandon Coleman for 38 yards (tackle by Richard Sherman),2.320,4.840
3,6:26,1,10,SEA 11,17,13,Tim Hightower right tackle for 2 yards (tackle by Cliff Avril),4.840,4.510
3,5:47,2,8,SEA 9,17,13,"Penalty on Senio Kelemete: False Start, 5 yards (no play)",4.510,3.690
3,5:27,2,13,SEA 14,17,13,Drew Brees pass complete short right to Coby Fleener for 13 yards (tackle by Kelcie McCray and Richard Sherman),3.690,6.970
3,4:42,1,1,SEA 1,17,13,Tim Hightower left guard for no gain (tackle by Richard Sherman and Frank Clark),6.970,5.910
3,4:06,2,1,SEA 1,17,13,Drew Brees pass incomplete short left intended for Tim Hightower,5.910,5.170
3,4:01,3,1,SEA 1,17,13,Tim Hightower left guard for -2 yards (tackle by Ahtyba Rubin),5.170,3.040
3,3:17,4,3,SEA 3,17,16,Wil Lutz 21 yard field goal good,3.040,3.000
3,3:17,,,NOR 35,17,16,"Wil Lutz kicks off 70 yards, returned by Tyler Lockett for 29 yards (tackle by Nathan Stupar)",0.000,-0.540
3,3:09,1,10,SEA 24,17,16,"C.J. Prosise left end for 8 yards (tackle by Ken Crawley). Penalty on Justin Britt: Illegal Block Above the Waist, 10 yards",0.540,0.410
3,2:46,1,12,SEA 22,17,16,C.J. Prosise right guard for 6 yards (tackle by Jairus Byrd),0.410,0.540
3,2:07,2,6,SEA 28,17,16,Russell Wilson pass incomplete short right intended for Doug Baldwin,0.540,-0.160
3,2:02,3,6,SEA 28,17,16,Russell Wilson pass incomplete short right intended for Jimmy Graham (defended by Cameron Jordan),-0.160,-1.500
3,1:59,4,6,SEA 28,17,16,"Jon Ryan punts 43 yards, fair catch by Tommylee Lewis",-1.500,-0.870
3,1:51,1,10,NOR 29,17,16,Daniel Lasco left tackle for 3 yards (tackle by Tony McDaniel and Kelcie McCray),0.870,0.730
3,1:20,2,7,NOR 32,17,16,Drew Brees pass complete short left to Michael Thomas for 16 yards (tackle by DeShawn Shead),0.730,2.130
3,0:38,1,10,NOR 48,17,16,Daniel Lasco right tackle for 3 yards (tackle by Bobby Wagner and Sealver Siliga),2.130,1.990
3,0:00,2,7,SEA 49,17,16,Drew Brees pass complete short middle to John Kuhn for 7 yards (tackle by K.J. Wright),1.990,2.790
Quarter,Time,Down,ToGo,Location,SEA,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SEA 42,17,16,Tim Hightower right guard for 4 yards (tackle by Cliff Avril and Jarran Reed),2.790,2.780
4,14:27,2,6,SEA 38,17,16,Tim Hightower left end for 28 yards (tackle by Frank Clark),2.780,4.910
4,13:50,1,10,SEA 10,17,16,Drew Brees pass complete short left to Willie Snead for 5 yards (tackle by Jeremy Lane),4.910,5.150
4,13:10,2,5,SEA 5,17,16,Tim Hightower right guard for 3 yards (tackle by Earl Thomas and Jarran Reed),5.150,4.950
4,12:30,3,2,SEA 2,17,22,"Drew Brees pass complete short left to Brandin Cooks for 2 yards, touchdown",4.950,7.000
4,12:30,3,,SEA 2,17,22,"Two Point Attempt: Drew Brees pass complete to Coby Fleener, conversion fails",4.950,-1.000
4,12:30,,,NOR 35,17,22,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
4,12:24,1,10,SEA 25,17,22,Russell Wilson pass complete short left to Tyler Lockett for 8 yards (tackle by Vonn Bell),0.610,1.140
4,11:54,2,2,SEA 33,17,22,Russell Wilson pass complete short right to Paul Richardson for 10 yards (tackle by Nathan Stupar),1.140,1.800
4,11:21,1,10,SEA 43,17,22,Russell Wilson pass complete deep left to Jermaine Kearse for 17 yards (tackle by Vonn Bell),1.800,2.920
4,10:52,1,10,NOR 40,17,22,Christine Michael left guard for 4 yards (tackle by Nathan Stupar),2.920,2.910
4,10:16,2,6,NOR 36,17,22,Russell Wilson left end for 4 yards (tackle by Craig Robertson),2.910,2.740
4,9:33,3,2,NOR 32,17,22,Russell Wilson pass complete short left to Doug Baldwin for 10 yards (tackle by Jairus Byrd),2.740,4.110
4,8:57,1,10,NOR 22,17,22,Russell Wilson pass incomplete deep right intended for Jermaine Kearse,4.110,3.560
4,8:53,2,10,NOR 22,17,22,Christine Michael left guard for 2 yards (tackle by Craig Robertson),3.560,3.140
4,8:14,3,8,NOR 20,17,22,Russell Wilson pass complete short left to Jimmy Graham for 15 yards (tackle by Jairus Byrd),3.140,6.060
4,7:29,1,5,NOR 5,17,22,Russell Wilson pass incomplete short right intended for Paul Richardson,6.060,5.150
4,7:24,2,5,NOR 5,17,22,"Penalty on Christine Michael: False Start, 5 yards (no play)",5.150,4.190
4,7:24,2,10,NOR 10,17,22,Russell Wilson pass incomplete short middle intended for Jimmy Graham,4.190,3.130
4,7:20,3,10,NOR 10,17,22,Russell Wilson pass complete short right to Tyler Lockett for 7 yards (tackle by Ken Crawley),3.130,3.040
4,6:41,4,3,NOR 3,20,22,Steven Hauschka 21 yard field goal good,3.040,3.000
4,6:41,,,SEA 35,20,22,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.610
4,6:38,1,10,NOR 25,20,22,Drew Brees pass complete short right to Willie Snead for 16 yards (tackle by Richard Sherman),0.610,1.660
4,6:12,1,10,NOR 41,20,22,Tim Hightower left tackle for 2 yards (tackle by DeShawn Shead and Kelcie McCray),1.660,1.390
4,5:30,2,8,NOR 43,20,22,Drew Brees pass complete short left to Michael Thomas for 2 yards (tackle by Brock Coyle),1.390,0.960
4,4:48,3,6,NOR 45,20,22,"Drew Brees pass complete short right to Willie Snead for 2 yards (tackle by Richard Sherman and Jeremy Lane). Penalty on Richard Sherman: Defensive Holding, 6 yards (no play)",0.960,2.320
4,4:40,1,10,SEA 49,20,22,Drew Brees pass incomplete short middle intended for John Kuhn,2.320,1.780
4,4:35,2,10,SEA 49,20,22,Tim Hightower left end for 5 yards (tackle by Bobby Wagner),1.780,1.750
4,3:55,3,5,SEA 44,20,22,Drew Brees pass complete short middle to Brandin Cooks for 20 yards (tackle by Richard Sherman),1.750,1.750
4,3:35,3,5,SEA 44,20,22,Timeout #1 by Seattle Seahawks,1.750,3.970
4,3:35,1,10,SEA 24,20,22,Tim Hightower left tackle for 12 yards (tackle by Kelcie McCray),3.970,4.780
4,2:50,1,10,SEA 12,20,22,Tim Hightower left tackle for 2 yards (tackle by Bobby Wagner),4.780,4.780
4,2:46,1,10,SEA 12,20,22,Timeout #2 by Seattle Seahawks,4.780,4.450
4,2:46,2,8,SEA 10,20,22,Drew Brees pass complete short right to Tim Hightower for no gain,4.450,4.450
4,2:22,2,8,SEA 10,20,22,Timeout #3 by Seattle Seahawks,4.450,3.480
4,2:22,3,8,SEA 10,20,22,Drew Brees sacked by Cliff Avril for -8 yards,3.480,2.250
4,2:00,4,16,SEA 18,20,22,"Wil Lutz 36 yard field goal good. Penalty on Andrus Peat: False Start, 5 yards (no play)",2.250,1.930
4,2:00,4,21,SEA 23,20,25,Wil Lutz 41 yard field goal good,1.930,3.000
4,2:00,,,NOR 35,20,25,"Wil Lutz kicks off 60 yards, returned by Tyler Lockett for 27 yards (tackle by Vonn Bell)",0.000,-1.070
4,1:50,1,10,SEA 32,20,25,Russell Wilson middle for 5 yards (tackle by Craig Robertson),1.070,1.200
4,1:28,2,5,SEA 37,20,25,Russell Wilson pass complete short middle to C.J. Prosise for 14 yards (tackle by Kenny Vaccaro),1.200,2.320
4,1:01,1,10,NOR 49,20,25,Russell Wilson pass complete short left to Doug Baldwin for 4 yards (tackle by Jairus Byrd),2.320,2.320
4,0:37,2,6,NOR 45,20,25,Russell Wilson pass incomplete,2.320,1.620
4,0:33,3,6,NOR 45,20,25,Russell Wilson pass complete short middle to Doug Baldwin for 27 yards (tackle by Ken Crawley),1.620,4.370
4,0:17,1,10,NOR 18,20,25,Russell Wilson spiked the ball,4.370,4.370
4,0:16,1,10,NOR 18,20,25,Timeout #1 by New Orleans Saints,4.370,3.800
4,0:16,2,10,NOR 18,20,25,Russell Wilson pass complete short middle to C.J. Prosise for 8 yards (tackle by Kenny Vaccaro),3.800,4.510
4,0:03,3,2,NOR 10,20,25,Russell Wilson spiked the ball,4.510,2.890
4,0:02,4,2,NOR 10,20,25,Russell Wilson pass incomplete short right intended for Jermaine Kearse,2.890,-0.380
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
