Quarter,Time,Down,ToGo,Location,HOU,NWE,Detail,EPB,EPA
1,3:18,3,14,NWE 2,3,7,James White right tackle for 6 yards (tackle by Jadeveon Clowney and J.J. Watt),-1.890,-2.490
1,2:41,4,8,NWE 8,3,7,Ryan Allen punts 36 yards,-2.490,-2.650
1,2:31,1,10,NWE 44,3,7,Deshaun Watson pass complete short left to Braxton Miller for 15 yards,2.650,3.640
1,1:57,1,10,NWE 29,9,7,"Deshaun Watson pass complete deep middle to Bruce Ellington for 29 yards, touchdown",3.640,7.000
1,1:51,,,NWE 15,10,7,Ka'imi Fairbairn kicks extra point good,0.000,0.000
1,1:51,,,HOU 35,10,7,"Ka'imi Fairbairn kicks off 60 yards, returned by Dion Lewis for 20 yards (tackle by Tyler Ervin)",0.000,-0.610
1,1:47,1,10,NWE 25,10,7,"Tom Brady pass complete deep left to Rob Gronkowski for 22 yards (tackle by Andre Hal). Rob Gronkowski fumbles (forced by Andre Hal), ball out of bounds at HOU-49",0.610,2.060
1,1:24,1,10,NWE 47,10,7,Tom Brady pass incomplete short right intended for Dwayne Allen,2.060,1.520
1,1:20,2,10,NWE 47,10,7,Tom Brady pass complete short right to Chris Hogan for 11 yards (tackle by Whitney Mercilus),1.520,2.790
1,0:53,1,10,HOU 42,10,7,Dion Lewis left guard for 3 yards (tackle by Whitney Mercilus),2.790,2.650
1,0:24,2,7,HOU 39,10,7,Tom Brady sacked by Jadeveon Clowney for -6 yards,2.650,1.160
Quarter,Time,Down,ToGo,Location,HOU,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,13,HOU 45,10,7,"Penalty on Jadeveon Clowney: Neutral Zone Infraction, 5 yards (no play)",1.160,1.820
2,15:00,3,8,HOU 40,10,7,Tom Brady pass complete short left to Rob Gronkowski for 3 yards (tackle by Kareem Jackson and Zach Cunningham),1.820,0.790
2,14:22,4,5,HOU 37,10,7,"Ryan Allen punts 26 yards, fair catch by Tyler Ervin",0.790,0.370
2,14:16,1,10,HOU 11,10,7,Deshaun Watson pass complete short left to Lamar Miller for 7 yards (tackle by Devin McCourty),-0.370,0.000
2,13:46,2,3,HOU 18,10,7,Lamar Miller right tackle for 7 yards (tackle by Cassius Marsh and Malcolm Butler),0.000,0.610
2,13:11,1,10,HOU 25,10,7,Deshaun Watson pass incomplete deep left intended for DeAndre Hopkins is intercepted by Stephon Gilmore at NWE-49 and returned for 39 yards,0.610,-4.780
2,12:57,1,10,HOU 12,10,7,"Tom Brady pass complete short middle to Danny Amendola for 3 yards (tackle by Benardrick McKinney and Zach Cunningham). Penalty on Benardrick McKinney: Defensive Holding, 5 yards (no play)",4.780,5.600
2,12:33,1,7,HOU 7,10,13,"Tom Brady pass complete short left to Chris Hogan for 7 yards, touchdown",5.600,7.000
2,12:25,,,HOU 15,10,14,Stephen Gostkowski kicks extra point good,0.000,0.000
2,12:25,,,NWE 35,10,14,"Stephen Gostkowski kicks off 65 yards, returned by Jordan Todman for 23 yards (tackle by Geneo Grissom)",0.000,-0.480
2,12:20,1,10,HOU 23,10,14,Lamar Miller left end for 12 yards (tackle by Devin McCourty and Marquis Flowers),0.480,1.270
2,11:48,1,10,HOU 35,10,14,Lamar Miller middle for 3 yards (tackle by Malcom Brown and Elandon Roberts),1.270,1.130
2,11:10,2,7,HOU 38,10,14,"Penalty on Bruce Ellington: False Start, 5 yards (no play)",1.130,0.450
2,10:49,2,12,HOU 33,10,14,"Deshaun Watson left tackle for 2 yards (tackle by Lawrence Guy). Penalty on Xavier Su'a-Filo: Offensive Holding, 10 yards",0.450,-0.630
2,10:16,2,20,HOU 25,10,14,Deshaun Watson pass complete short left to DeAndre Hopkins for 15 yards (tackle by Stephon Gilmore),-0.630,0.700
2,9:40,3,5,HOU 40,10,14,Deshaun Watson right tackle for 6 yards (tackle by Devin McCourty),0.700,1.990
2,8:57,1,10,HOU 46,10,14,"Deshaun Watson pass complete short left to DeAndre Hopkins for 13 yards (tackle by Stephon Gilmore). Penalty on Stephon Gilmore: Unnecessary Roughness, 15 yards",1.990,3.840
2,8:40,1,10,NWE 26,10,14,Deshaun Watson pass complete short left to Ryan Griffin for no gain,3.840,3.300
2,7:52,2,10,NWE 26,10,14,Deshaun Watson pass incomplete deep left intended for Ryan Griffin,3.300,2.610
2,7:52,3,10,NWE 26,10,14,Deshaun Watson pass complete short left to Tyler Ervin for 4 yards (tackle by Patrick Chung),2.610,2.020
2,7:09,4,6,NWE 22,13,14,Ka'imi Fairbairn 40 yard field goal good,2.020,3.000
2,7:01,,,HOU 35,13,14,"Ka'imi Fairbairn kicks off 65 yards, touchback",0.000,-0.610
2,7:01,1,10,NWE 25,13,14,Tom Brady pass complete short left to Dion Lewis for 3 yards (tackle by Jadeveon Clowney and Zach Cunningham),0.610,0.470
2,6:26,2,7,NWE 28,19,14,"Tom Brady sacked by Whitney Mercilus for -8 yards. Tom Brady fumbles (forced by Whitney Mercilus), touchdown",0.470,-7.000
2,,,,NWE 15,20,14,Ka'imi Fairbairn kicks extra point good,,
2,6:15,,,HOU 35,20,14,"Ka'imi Fairbairn kicks off 65 yards, touchback",0.000,-0.610
2,6:15,1,10,NWE 25,20,14,Mike Gillislee right end for 8 yards (tackle by Christian Covington),0.610,1.140
2,5:43,2,2,NWE 33,20,14,Mike Gillislee left tackle for 3 yards (tackle by Whitney Mercilus and D.J. Reader),1.140,1.330
2,5:13,1,10,NWE 36,20,14,Tom Brady pass incomplete deep middle intended for Chris Hogan,1.330,0.790
2,5:03,2,10,NWE 36,20,14,Mike Gillislee right tackle for no gain (tackle by Kareem Jackson),0.790,0.100
2,4:26,3,10,NWE 36,20,14,Tom Brady pass complete short left to Danny Amendola for 17 yards (tackle by Kareem Jackson). Penalty on Eddie Pleasant: Defensive Holding (Declined),0.100,0.000
2,4:07,,,,,,Timeout #2 by Houston Texans,0.000,-2.460
2,4:07,1,10,HOU 47,20,20,"Tom Brady pass complete deep middle to Chris Hogan for 47 yards, touchdown",2.460,7.000
2,3:58,,,HOU 15,20,21,Stephen Gostkowski kicks extra point good,0.000,0.000
2,3:58,,,NWE 35,20,21,"Stephen Gostkowski kicks off 64 yards, returned by Tyler Ervin for 15 yards (tackle by Brandon Bolden)",0.000,0.140
2,3:54,1,10,HOU 16,20,21,Deshaun Watson pass complete short right to DeAndre Hopkins for 5 yards (tackle by Malcolm Butler),-0.140,0.150
2,3:17,2,5,HOU 21,20,21,"Lamar Miller middle for 4 yards (tackle by Malcom Brown and Lawrence Guy). Penalty on HOU: Illegal Formation, 5 yards (no play)",0.150,0.000
2,2:44,,,,,,Timeout #3 by Houston Texans,0.000,0.660
2,2:44,2,10,HOU 16,20,21,Deshaun Watson pass complete short right to DeAndre Hopkins for 5 yards (tackle by Malcolm Butler),-0.660,-0.700
2,2:04,3,5,HOU 21,20,21,Deshaun Watson pass complete short left to Ryan Griffin for 11 yards,-0.700,1.070
2,1:56,1,10,HOU 32,20,21,Deshaun Watson right end for 4 yards,1.070,1.070
2,1:50,2,6,HOU 36,20,21,Deshaun Watson right end for 5 yards (tackle by Devin McCourty),1.070,1.030
2,1:18,3,1,HOU 41,20,21,Lamar Miller middle for no gain (tackle by Cassius Marsh),1.030,0.000
2,1:13,,,,,,Timeout #1 by New England Patriots,0.000,0.650
2,1:13,4,1,HOU 41,20,21,"Shane Lechler punts 49 yards, returned by Danny Amendola for 20 yards",-0.650,-0.940
2,1:02,1,10,NWE 30,20,21,"Tom Brady left tackle for 6 yards (tackle by Zach Cunningham). Penalty on Kareem Jackson: Defensive Holding, 5 yards",0.940,1.660
2,0:52,1,10,NWE 41,20,21,Tom Brady pass incomplete deep left intended for Brandin Cooks,1.660,1.120
2,0:47,2,10,NWE 41,20,21,Tom Brady pass incomplete deep middle intended for Danny Amendola,1.120,0.430
2,0:43,3,10,NWE 41,20,21,James White middle for 5 yards (tackle by Eddie Pleasant and Benardrick McKinney),0.430,-0.320
Quarter,Time,Down,ToGo,Location,HOU,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,20,21,"Ka'imi Fairbairn kicks off 70 yards, returned by Dion Lewis for 24 yards (tackle by Kurtis Drummond)",0.000,-0.150
3,14:56,1,10,NWE 19,20,21,Tom Brady pass complete short left to Brandin Cooks for 2 yards (tackle by Kareem Jackson),0.150,-0.060
3,14:23,2,8,NWE 21,20,21,Tom Brady pass complete short middle to Rob Gronkowski for 14 yards (tackle by Andre Hal),-0.060,1.270
3,13:38,1,10,NWE 35,20,21,Tom Brady pass complete short left to Dion Lewis for 4 yards (tackle by Corey Moore),1.270,1.260
3,13:12,2,6,NWE 39,20,21,Tom Brady pass complete deep right to Jacob Hollister for 19 yards (tackle by Johnathan Joseph),1.260,2.790
3,12:55,1,10,HOU 42,20,27,"Tom Brady pass complete deep middle to Brandin Cooks for 42 yards, touchdown",2.790,7.000
3,12:45,,,HOU 15,20,28,Stephen Gostkowski kicks extra point good,0.000,0.000
3,12:45,,,NWE 35,20,28,"Stephen Gostkowski kicks off 65 yards, touchback. Penalty on Brandon Bolden: Offside on Free Kick, 5 yards",0.000,-0.940
3,12:45,1,10,HOU 30,20,28,Deshaun Watson pass complete short left to DeAndre Hopkins for 4 yards (tackle by Jonathan Jones),0.940,0.930
3,12:15,2,6,HOU 34,20,28,Lamar Miller middle for 5 yards,0.930,0.890
3,11:39,3,1,HOU 39,20,28,Deshaun Watson middle for 7 yards (tackle by Duron Harmon),0.890,1.990
3,11:01,1,10,HOU 46,20,28,"Deshaun Watson sacked by Cassius Marsh for -7 yards. Deshaun Watson fumbles (forced by Cassius Marsh), recovered by Chris Clark at HOU-39",1.990,0.510
3,10:09,2,17,HOU 39,20,28,"Penalty on Deshaun Watson: Delay of Game, 5 yards (no play)",0.510,-0.170
3,9:53,2,22,HOU 34,20,28,Deshaun Watson pass complete deep right to Ryan Griffin for 35 yards,-0.170,3.510
3,9:09,1,10,NWE 31,20,28,Lamar Miller middle for 9 yards (tackle by Elandon Roberts and Devin McCourty),3.510,4.180
3,8:33,2,1,NWE 22,20,28,Lamar Miller middle for 2 yards,4.180,4.240
3,8:02,1,10,NWE 20,20,28,Deshaun Watson pass complete short right to Ryan Griffin for 3 yards (tackle by Elandon Roberts),4.240,4.120
3,7:28,2,7,NWE 17,20,28,Deshaun Watson pass incomplete short left intended for Bruce Ellington,4.120,4.780
3,7:23,1,10,NWE 12,20,28,Deshaun Watson pass incomplete short left intended for D'Onta Foreman (defended by Deatrich Wise Jr.),4.780,4.100
3,7:16,2,10,NWE 12,26,28,"Deshaun Watson pass complete short right to Ryan Griffin for 12 yards, touchdown",4.100,7.000
3,7:12,,,NWE 15,27,28,Ka'imi Fairbairn kicks extra point good,0.000,0.000
3,7:12,,,HOU 35,27,28,"Ka'imi Fairbairn kicks off 65 yards, touchback",0.000,-0.610
3,7:12,1,10,NWE 25,27,28,Mike Gillislee left guard for 7 yards (tackle by Kareem Jackson),0.610,1.010
3,6:37,2,3,NWE 32,27,28,Mike Gillislee left end for -3 yards (tackle by Jadeveon Clowney and Zach Cunningham),1.010,-0.100
3,6:01,3,6,NWE 29,27,28,Tom Brady pass complete short left to James White for 11 yards (tackle by Zach Cunningham),-0.100,1.600
3,5:28,1,10,NWE 40,27,28,Mike Gillislee middle for 4 yards (tackle by J.J. Watt and D.J. Reader),1.600,1.590
3,4:56,2,6,NWE 44,27,28,Dion Lewis left guard for 2 yards (tackle by Benardrick McKinney and Dylan Cole),1.590,1.160
3,4:22,3,4,NWE 46,27,28,"Penalty on HOU: Defensive 12 On-field, 5 yards (no play)",1.160,2.320
3,4:05,1,10,HOU 49,27,28,Tom Brady pass complete short left to Rob Gronkowski for 14 yards (tackle by Corey Moore),2.320,3.250
3,3:35,1,10,HOU 35,27,28,James White right guard for 1 yard (tackle by Andre Hal),3.250,2.840
3,3:07,2,9,HOU 34,27,28,"Tom Brady sacked by Christian Covington for -7 yards. Tom Brady fumbles (forced by Christian Covington), recovered by Shaq Mason at HOU-46",2.840,0.560
3,2:23,3,21,HOU 46,27,28,Tom Brady pass complete short right to Rob Gronkowski for 8 yards (tackle by Johnthan Banks and Eddie Pleasant),0.560,0.720
,,,,,,,"HOU challenged the runner was not down by contact ruling, and the play was upheld.",,
3,1:49,4,13,HOU 38,27,28,"Ryan Allen punts 38 yards, touchback",0.720,-0.280
3,1:42,1,10,HOU 20,27,28,D'Onta Foreman left guard for 3 yards,0.280,0.140
3,1:20,2,7,HOU 23,27,28,Deshaun Watson pass incomplete short right intended for Bruce Ellington,0.140,-0.560
3,1:13,3,7,HOU 23,27,28,Deshaun Watson pass complete short right to Bruce Ellington for 7 yards (tackle by Jonathan Jones),-0.560,0.940
3,0:40,1,10,HOU 30,27,28,Tyler Ervin right tackle for 4 yards (tackle by Elandon Roberts),0.940,0.930
3,0:15,2,6,HOU 34,27,28,D'Onta Foreman middle for 5 yards,0.930,0.890
Quarter,Time,Down,ToGo,Location,HOU,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,HOU 39,27,28,D'Onta Foreman middle for 4 yards (tackle by Malcom Brown and Deatrich Wise Jr.),0.890,1.800
4,14:31,1,10,HOU 43,27,28,D'Onta Foreman left end for 3 yards (tackle by Devin McCourty),1.800,1.660
4,13:48,2,7,HOU 46,27,28,Deshaun Watson pass complete short left to D'Onta Foreman for 34 yards (tackle by Duron Harmon),1.660,4.240
4,13:36,1,10,NWE 20,27,28,D'Onta Foreman left tackle for 5 yards (tackle by Devin McCourty),4.240,4.450
4,13:05,2,5,NWE 15,27,28,D'Onta Foreman left tackle for 2 yards (tackle by Lawrence Guy and Trey Flowers),4.450,4.100
4,12:22,3,3,NWE 13,27,28,Deshaun Watson pass incomplete short middle intended for Stephen Anderson,4.100,2.670
4,12:17,4,3,NWE 13,30,28,Ka'imi Fairbairn 31 yard field goal good,2.670,3.000
4,12:13,,,HOU 35,30,28,"Ka'imi Fairbairn kicks off 65 yards, touchback",0.000,-0.610
4,12:13,1,10,NWE 25,30,28,Mike Gillislee left guard for 5 yards (tackle by Benardrick McKinney),0.610,0.740
4,11:48,2,5,NWE 30,30,28,Mike Gillislee left guard for 4 yards (tackle by D.J. Reader and Benardrick McKinney),0.740,0.560
4,11:16,3,1,NWE 34,30,28,Mike Gillislee middle for no gain (tackle by Christian Covington),0.560,-1.110
4,10:42,4,1,NWE 34,30,28,"Ryan Allen punts 59 yards, returned by Tyler Ervin for 6 yards (tackle by Nate Ebner)",-1.110,0.320
4,10:28,1,10,HOU 13,30,28,Lamar Miller middle for 5 yards (tackle by Adam Butler),-0.320,-0.140
4,9:58,2,5,HOU 18,30,28,Lamar Miller middle for 3 yards (tackle by Trey Flowers),-0.140,-0.470
4,9:12,3,2,HOU 21,30,28,Deshaun Watson middle for 7 yards (tackle by Elandon Roberts),-0.470,0.810
4,8:30,1,10,HOU 28,30,28,Deshaun Watson pass complete short middle to DeAndre Hopkins for 13 yards (tackle by Devin McCourty),0.810,1.660
4,7:46,1,10,HOU 41,30,28,Deshaun Watson pass incomplete short middle intended for Braxton Miller,1.660,1.120
4,7:41,2,10,HOU 41,30,28,Deshaun Watson pass incomplete deep left intended for Bruce Ellington,1.120,0.430
4,7:32,3,10,HOU 41,30,28,Deshaun Watson pass incomplete short left intended for Braxton Miller,0.430,-0.650
4,7:27,4,10,HOU 41,30,28,"Shane Lechler punts 52 yards, fair catch by Danny Amendola",-0.650,0.380
4,7:19,1,10,NWE 7,30,28,Tom Brady pass complete short middle to Danny Amendola for 4 yards (tackle by Brennan Scarlett),-0.380,-0.490
4,6:42,2,6,NWE 11,30,28,Tom Brady pass complete short left to Dion Lewis for 5 yards (tackle by Zach Cunningham),-0.490,-0.370
4,6:12,3,1,NWE 16,30,28,Tom Brady pass incomplete short left intended for Rob Gronkowski (defended by Marcus Gilchrist),-0.370,-2.390
4,6:05,4,1,NWE 16,30,28,"Ryan Allen punts 60 yards, returned by Tyler Ervin for 9 yards (tackle by Johnson Bademosi)",-2.390,-1.140
4,5:55,1,10,HOU 33,30,28,"Deshaun Watson pass complete short middle to Ryan Griffin for 12 yards. Penalty on Ryan Griffin: Offensive Pass Interference, 10 yards (no play)",1.140,0.480
4,5:26,1,20,HOU 23,30,28,Deshaun Watson pass complete short right to D'Onta Foreman for 31 yards (tackle by Devin McCourty). Penalty on Jonathan Jones: Defensive Holding (Declined),0.480,2.520
4,4:50,1,10,NWE 46,30,28,Lamar Miller left tackle for 1 yard (tackle by Cassius Marsh),2.520,2.110
4,4:07,2,9,NWE 45,30,28,Deshaun Watson pass complete short right to Bruce Ellington for 18 yards (tackle by Jonathan Jones),2.110,3.780
4,3:23,1,10,NWE 27,30,28,Lamar Miller left tackle for 7 yards,3.780,4.180
4,2:41,2,3,NWE 20,30,28,Lamar Miller right guard for 2 yards,4.180,0.000
4,2:34,,,,,,Timeout #1 by New England Patriots,0.000,-3.840
4,2:34,3,1,NWE 18,30,28,Lamar Miller middle for no gain (tackle by Malcom Brown and Lawrence Guy),3.840,0.000
4,2:28,,,,,,Timeout #1 by New England Patriots,0.000,-2.400
4,2:28,4,1,NWE 18,33,28,Ka'imi Fairbairn 36 yard field goal good,2.400,3.000
4,2:24,,,HOU 35,33,28,"Ka'imi Fairbairn kicks off 65 yards, touchback",0.000,-0.610
4,2:24,1,10,NWE 25,33,28,Tom Brady pass incomplete short middle intended for Danny Amendola (defended by Andre Hal),0.610,0.060
4,2:20,2,10,NWE 25,33,28,"Tom Brady pass complete deep middle to Brandin Cooks for 19 yards (tackle by Corey Moore). Penalty on David Andrews: Offensive Holding, 10 yards (no play)",0.060,-1.430
4,2:11,2,20,NWE 15,33,28,Tom Brady pass complete short middle to Rob Gronkowski for 8 yards (tackle by Marcus Gilchrist and Kareem Jackson),-1.430,-0.890
4,2:00,3,12,NWE 23,33,28,Tom Brady pass complete short left to Rob Gronkowski for 15 yards (tackle by Zach Cunningham and Marcus Gilchrist),-0.890,1.470
4,1:33,1,10,NWE 38,33,28,Tom Brady pass complete deep left to Brandin Cooks for 18 yards,1.470,2.650
4,1:28,1,10,HOU 44,33,28,"Tom Brady sacked by Marcus Gilchrist for -4 yards. Tom Brady fumbles (forced by Marcus Gilchrist), recovered by David Andrews at NWE-48",2.650,1.030
4,1:00,2,18,NWE 48,33,28,Tom Brady pass incomplete deep middle intended for Brandin Cooks,1.030,0.000
4,0:54,,,,,,Timeout #2 by Houston Texans,0.000,-0.370
4,0:54,3,18,NWE 48,33,28,Tom Brady pass complete deep right to Danny Amendola for 27 yards (tackle by Eddie Pleasant and Andre Hal),0.370,3.910
4,0:29,1,10,HOU 25,33,34,"Tom Brady pass complete deep left to Brandin Cooks for 25 yards, touchdown",3.910,7.000
4,0:23,,,HOU 2,33,36,"Two Point Attempt: Tom Brady pass complete to Brandin Cooks, conversion succeeds",0.000,1.000
4,0:23,,,NWE 35,33,36,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
4,0:23,1,10,HOU 25,33,36,Deshaun Watson pass complete deep left to DeAndre Hopkins for 21 yards (tackle by Devin McCourty),0.610,0.000
4,0:03,,,,,,Timeout #3 by Houston Texans,0.000,-1.990
4,0:03,1,10,HOU 46,33,36,Deshaun Watson pass incomplete deep middle intended for Bruce Ellington is intercepted by Duron Harmon at NWE--5 and returned for 12 yards,1.990,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
