Quarter,Time,Down,ToGo,Location,DET,TEN,Detail,EPB,EPA
1,9:54,2,8,TEN 33,3,0,Jake Locker pass complete short left to Kendall Wright for 5 yards (tackle by Bill Bentley),0.730,0.700
1,9:14,3,3,TEN 38,3,0,Jake Locker pass complete short left to Kenny Britt for 17 yards (tackle by Bill Bentley and John Wendling). Penalty on Bill Bentley: Defensive Pass Interference (Declined),0.700,2.590
1,8:57,1,10,DET 45,3,0,"Jake Locker for no gain. Jake Locker fumbles, recovered by Nick Fairley at DET-47 (tackle by Michael Roos)",2.590,-2.060
1,8:52,1,10,DET 47,3,0,Mikel Leshoure left tackle for 6 yards (tackle by Kamerion Wimbley),2.060,2.330
1,8:23,2,4,TEN 47,3,0,Mikel Leshoure right guard for 6 yards (tackle by Akeem Ayers),2.330,2.850
1,7:49,1,10,TEN 41,3,0,Mikel Leshoure up the middle for 3 yards (tackle by Derrick Morgan and Akeem Ayers),2.850,2.710
1,7:25,2,7,TEN 38,3,0,Matthew Stafford pass incomplete deep middle intended for Brandon Pettigrew,2.710,2.020
1,7:21,3,7,TEN 38,3,0,Matthew Stafford pass complete short middle to Titus Young for 4 yards (tackle by Coty Sensabaugh),2.020,1.090
1,6:41,4,3,TEN 34,6,0,Jason Hanson 53 yard field goal good,1.090,3.000
1,6:36,,,DET 35,6,0,"Jason Hanson kicks off 69 yards, returned by Darius Reynaud for 25 yards (tackle by Amari Spievey)",0.000,0.340
1,6:29,1,10,TEN 21,6,0,Jake Locker pass complete deep left to Nate Washington for 32 yards (tackle by Bill Bentley),0.340,2.460
1,5:48,1,10,DET 47,6,0,Chris Johnson left end for 4 yards (tackle by Bill Bentley),2.460,2.450
1,5:08,2,6,DET 43,6,0,Chris Johnson up the middle for 4 yards (tackle by DeAndre Levy and Stephen Tulloch),2.450,2.280
1,4:30,3,2,DET 39,6,0,Chris Johnson right tackle for 11 yards (tackle by Justin Durant),2.280,3.710
1,3:44,1,10,DET 28,6,0,Jake Locker pass complete short middle to Craig Stevens for 10 yards (tackle by DeAndre Levy),3.710,4.370
1,3:05,1,10,DET 18,6,0,Jake Locker pass incomplete short right intended for Kendall Wright,4.370,3.800
1,3:01,2,10,DET 18,6,0,Darius Reynaud right guard for no gain (tackle by Ndamukong Suh),3.800,3.050
1,2:21,3,10,DET 18,6,0,"Penalty on DeAndre Levy: Neutral Zone Infraction, 5 yards (no play)",3.050,3.820
1,2:13,3,5,DET 13,6,0,Jake Locker pass incomplete short right intended for Kenny Britt (defended by Chris Houston),3.820,2.620
1,2:07,4,5,DET 13,6,3,Rob Bironas 31 yard field goal good,2.620,3.000
1,2:02,,,TEN 35,6,3,"Rob Bironas kicks off 74 yards, touchback",0.000,0.280
1,2:02,1,10,DET 20,6,3,Mikel Leshoure right tackle for 5 yards (tackle by Jurrell Casey),0.280,0.410
1,1:36,2,5,DET 25,6,3,Mikel Leshoure up the middle for no gain (tackle by SenDerrick Marks and Derrick Morgan),0.410,-0.300
1,0:56,3,5,DET 25,6,3,Matthew Stafford pass incomplete deep right intended for Calvin Johnson (defended by Jordan Babineaux),-0.300,-1.700
,,,,,,,"TEN challenged the pass completion ruling, and the original play was overturned.",,
1,0:49,4,5,DET 25,6,9,"Ben Graham punts 38 yards, returned by Darius Reynaud for -2 yards, touchdown, lateral to Tommie Campbell for 65 yards",-1.700,-7.000
1,,,,DET 2,6,10,Rob Bironas kicks extra point good,0.000,0.000
1,0:33,,,TEN 35,6,10,"Rob Bironas kicks off 65 yards, touchback",0.000,0.280
1,0:32,1,10,DET 20,6,10,Nate Burleson left end for 4 yards (tackle by Ryan Mouton and Akeem Ayers),0.280,0.270
1,0:02,2,6,DET 24,6,10,Mikel Leshoure up the middle for -1 yards (tackle by Will Witherspoon),0.270,-0.560
Quarter,Time,Down,ToGo,Location,DET,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,DET 23,6,10,Matthew Stafford pass complete short left to Stefan Logan for 3 yards (tackle by Alterraun Verner),-0.560,-1.630
2,14:22,4,4,DET 26,6,10,"Jason Hanson punts 37 yards, returned by Darius Reynaud for 4 yards (tackle by Ashlee Palmer)",-1.630,-1.660
2,14:12,1,10,TEN 41,6,10,Chris Johnson left end for -7 yards (tackle by DeAndre Levy),1.660,0.180
2,13:32,2,17,TEN 34,6,10,"Penalty on Nick Fairley: Neutral Zone Infraction, 5 yards (no play)",0.180,0.850
2,13:11,2,12,TEN 39,6,16,"Jake Locker pass complete deep middle to Jared Cook for 61 yards, touchdown",0.850,7.000
2,13:11,,,DET 2,6,17,Rob Bironas kicks extra point good,0.000,0.000
2,13:00,,,TEN 35,6,17,"Rob Bironas kicks off 65 yards, touchback",0.000,0.280
2,13:00,1,10,DET 20,6,17,Matthew Stafford pass complete short right to Brandon Pettigrew for 10 yards (tackle by Jason McCourty),0.280,0.940
2,12:23,1,10,DET 30,6,17,Matthew Stafford pass complete short left to Titus Young for 2 yards (tackle by Ryan Mouton),0.940,0.660
2,11:50,2,8,DET 32,6,17,Matthew Stafford up the middle for 5 yards (tackle by Akeem Ayers),0.660,0.630
2,11:10,3,3,DET 37,6,17,Matthew Stafford pass complete short right to Brandon Pettigrew for 4 yards (tackle by Akeem Ayers),0.630,1.660
2,10:35,1,10,DET 41,6,17,Mikel Leshoure left guard for 3 yards (tackle by Markelle Martin),1.660,1.530
2,10:08,2,7,DET 44,6,17,Mikel Leshoure left tackle for 12 yards (tackle by Michael Griffin and Markelle Martin),1.530,2.650
2,9:42,1,10,TEN 44,6,17,Matthew Stafford pass complete short left to Titus Young for 10 yards,2.650,3.310
2,9:16,1,10,TEN 34,6,17,Matthew Stafford pass complete short right to Titus Young for 7 yards (tackle by Ryan Mouton),3.310,3.720
2,8:52,2,3,TEN 27,6,17,Mikel Leshoure right guard for 5 yards (tackle by SenDerrick Marks),3.720,4.110
2,8:20,1,10,TEN 22,6,17,Matthew Stafford pass complete short right to Brandon Pettigrew for 7 yards (tackle by Akeem Ayers),4.110,4.650
2,7:48,2,3,TEN 15,6,17,Matthew Stafford pass complete short left to Nate Burleson for 1 yard (tackle by Ryan Mouton and Alterraun Verner),4.650,0.000
2,7:11,,,,6,17,Timeout #1 by Detroit Lions,0.000,4.150
2,7:11,3,2,TEN 14,6,17,Mikel Leshoure left tackle for -1 yards (tackle by Markelle Martin),4.150,2.540
2,6:35,4,3,TEN 15,9,17,Jason Hanson 33 yard field goal good,2.540,3.000
2,6:30,,,DET 35,9,17,"Jason Hanson kicks off 65 yards, touchback",0.000,0.280
2,6:30,1,10,TEN 20,9,17,Jake Locker pass incomplete short right intended for Kendall Wright,0.280,-0.270
2,6:27,2,10,TEN 20,9,17,Jake Locker pass complete short right to Quinn Johnson for 5 yards (tackle by Stephen Tulloch),-0.270,-0.300
2,5:55,3,5,TEN 25,9,17,Jake Locker pass complete short right to Kenny Britt for 3 yards (tackle by Chris Houston),-0.300,-1.500
2,5:10,4,2,TEN 28,9,17,"Brett Kern punts 41 yards, fair catch by Stefan Logan. Penalty on TEN: Illegal Formation, 5 yards",-1.500,-1.330
2,5:02,1,10,DET 36,9,17,Matthew Stafford pass complete short left to Nate Burleson for 6 yards (tackle by Zach Brown),1.330,1.600
2,4:33,2,4,DET 42,9,17,Mikel Leshoure up the middle for 5 yards (tackle by Jurrell Casey and Will Witherspoon),1.600,2.060
2,3:50,1,10,DET 47,9,17,Matthew Stafford pass complete short left to Brandon Pettigrew for 3 yards (tackle by Zach Brown),2.060,1.920
2,3:14,2,7,DET 50,9,17,Mikel Leshoure up the middle for 5 yards (tackle by Markelle Martin),1.920,1.880
2,2:47,3,2,TEN 45,9,17,Mikel Leshoure left end for no gain (tackle by Alterraun Verner),1.880,0.270
2,2:24,4,2,TEN 45,9,17,"Jason Hanson punts 35 yards, fair catch by Darius Reynaud",0.270,0.380
2,2:17,1,10,TEN 10,9,17,Jake Locker pass complete short right to Jared Cook for 7 yards (tackle by Erik Coleman and DeAndre Levy),-0.380,-0.090
2,2:00,2,3,TEN 17,9,17,Jake Locker pass complete short middle to Jared Cook for 7 yards (tackle by Amari Spievey),-0.090,0.540
2,1:38,1,10,TEN 24,9,17,Jake Locker pass complete short middle to Chris Johnson for 5 yards (tackle by Jacob Lacey),0.540,0.670
2,1:14,2,5,TEN 29,9,17,Jake Locker up the middle for 31 yards (tackle by Amari Spievey),0.670,0.000
2,1:03,,,,9,17,Timeout #1 by Tennessee Titans,0.000,2.920
2,1:03,1,10,DET 40,9,17,"Jake Locker pass incomplete short right intended for Kenny Britt. Penalty on Stephen Tulloch: Unnecessary Roughness, 15 yards",2.920,3.910
2,1:00,1,10,DET 25,9,17,"Penalty on Kyle Vanden Bosch: Neutral Zone Infraction, 5 yards (no play)",3.910,4.640
2,1:00,1,5,DET 20,9,17,Jake Locker up the middle for -5 yards (tackle by Justin Durant),4.640,3.360
2,0:33,2,10,DET 25,9,17,Jake Locker pass incomplete short middle intended for Chris Johnson,3.360,2.680
2,0:30,3,10,DET 25,9,17,Jake Locker pass complete short left to Kendall Wright for 5 yards (tackle by Jacob Lacey),2.680,0.000
2,0:03,,,,9,17,Timeout #2 by Tennessee Titans,0.000,0.000
2,0:03,,,,9,17,Timeout #2 by Detroit Lions,0.000,2.170
2,0:03,4,5,DET 20,9,20,Rob Bironas 38 yard field goal good,2.170,3.000
Quarter,Time,Down,ToGo,Location,DET,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,9,20,"Jason Hanson kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,TEN 20,9,20,Chris Johnson left guard for 3 yards (tackle by Stephen Tulloch and Cliff Avril),0.280,0.140
3,14:21,2,7,TEN 23,9,20,Jake Locker pass complete short left to Kenny Britt for 15 yards (tackle by John Wendling),0.140,1.470
3,13:54,1,10,TEN 38,9,20,Chris Johnson left end for 11 yards (tackle by John Wendling),1.470,2.190
3,13:29,1,10,TEN 49,9,20,Jake Locker pass incomplete short middle intended for Craig Stevens,2.190,1.650
3,13:24,2,10,TEN 49,9,20,Chris Johnson right guard for 1 yard (tackle by Ndamukong Suh),1.650,1.090
3,12:41,3,9,,9,20,"Penalty on Cliff Avril: Neutral Zone Infraction, 5 yards (no play)",1.090,1.750
3,12:25,3,4,DET 45,9,20,Jake Locker pass complete short right to Craig Stevens for 5 yards,1.750,2.920
3,12:13,1,10,DET 40,9,20,Jake Locker pass incomplete deep left intended for Kenny Britt (defended by Sammie Lee Hill),2.920,2.370
3,12:06,2,10,DET 40,9,20,"Penalty on Jake Locker: Delay of Game, 5 yards (no play)",2.370,1.700
3,12:06,2,15,DET 45,9,20,Jake Locker pass complete short right to Nate Washington for 9 yards (tackle by Chris Houston),1.700,2.210
3,11:27,3,6,DET 36,9,20,"Jake Locker pass incomplete short left intended for Kenny Britt (defended by Chris Houston). Penalty on Chris Houston: Defensive Holding, 5 yards (no play)",2.210,3.510
3,11:21,1,10,DET 31,9,20,Chris Johnson up the middle for 3 yards (tackle by Cliff Avril),3.510,3.370
3,10:40,2,7,DET 28,9,20,Chris Johnson right end for -3 yards (tackle by Cliff Avril),3.370,2.280
3,9:54,3,10,DET 31,9,20,Jake Locker pass complete short left to Kenny Britt for 8 yards (tackle by Justin Durant). Penalty on David Stewart: Illegal Formation (Declined),2.280,2.050
3,9:36,4,2,DET 23,9,20,Rob Bironas 41 yard field goal no good,2.050,-1.000
3,9:30,1,10,DET 31,9,20,Matthew Stafford pass incomplete short middle intended for Brandon Pettigrew,1.000,0.460
3,9:24,2,10,DET 31,9,20,Matthew Stafford pass complete deep middle to Calvin Johnson for 28 yards (tackle by Jordan Babineaux and Michael Griffin),0.460,2.850
3,8:57,1,10,TEN 41,9,20,Mikel Leshoure left guard for 6 yards (tackle by DaJohn Harris),2.850,3.120
3,8:20,2,4,TEN 35,9,20,Matthew Stafford pass complete short right to Brandon Pettigrew for 7 yards (tackle by Will Witherspoon),3.120,3.710
3,7:43,1,10,TEN 28,9,20,Matthew Stafford pass incomplete deep right intended for Calvin Johnson,3.710,3.170
3,7:38,2,10,TEN 28,9,20,Matthew Stafford pass complete short right to Calvin Johnson for 18 yards (tackle by Will Witherspoon),3.170,4.910
3,7:10,1,10,TEN 10,9,20,Matthew Stafford pass complete short right to Calvin Johnson for 9 yards (tackle by Jason McCourty and Akeem Ayers),4.910,5.910
3,6:41,2,1,TEN 1,15,20,"Mikel Leshoure up the middle for 1 yard, touchdown",5.910,7.000
3,6:41,,,TEN 2,16,20,Jason Hanson kicks extra point good,0.000,0.000
3,6:36,,,DET 35,16,20,"Jason Hanson kicks off 69 yards, returned by Darius Reynaud for 19 yards (tackle by Ashlee Palmer)",0.000,-0.220
3,6:30,1,10,TEN 15,16,20,Chris Johnson left guard for 1 yard (tackle by Cliff Avril),-0.220,-0.580
3,5:55,2,9,TEN 16,16,20,Jake Locker pass complete short right to Kendall Wright for 2 yards,-0.580,-1.000
3,5:24,3,7,TEN 18,16,20,Jake Locker pass complete short middle to Craig Stevens for 17 yards (tackle by DeAndre Levy),-1.000,1.270
3,4:47,1,10,TEN 35,16,20,Chris Johnson left tackle for 13 yards (tackle by Amari Spievey),1.270,2.130
3,4:02,1,10,TEN 48,16,20,Jake Locker pass complete short left to Kendall Wright for 17 yards (tackle by Bill Bentley),2.130,3.250
3,3:15,1,10,DET 35,16,20,Jake Locker pass incomplete short left intended for Kenny Britt,3.250,2.700
3,3:12,2,10,DET 35,16,20,Jake Locker pass incomplete short left intended for Kenny Britt (defended by Chris Houston),2.700,2.010
3,3:07,3,10,DET 35,16,20,Jake Locker pass complete short left to Kenny Britt for 5 yards (tackle by Stephen Tulloch),2.010,1.450
3,2:24,4,5,DET 30,16,20,Rob Bironas 48 yard field goal no good,1.450,-1.470
3,2:18,1,10,DET 38,16,20,Mikel Leshoure right guard for 1 yard (tackle by SenDerrick Marks),1.470,1.060
3,1:42,2,9,DET 39,16,20,Matthew Stafford pass complete short middle to Calvin Johnson for 17 yards (tackle by Michael Griffin),1.060,2.650
3,1:14,1,10,TEN 44,16,20,Mikel Leshoure up the middle for 4 yards (tackle by Akeem Ayers and SenDerrick Marks),2.650,2.650
3,0:36,2,6,TEN 40,16,20,Matthew Stafford pass complete short right to Nate Burleson for 13 yards (tackle by Michael Griffin),2.650,3.780
3,0:17,1,10,TEN 27,16,20,Mikel Leshoure up the middle for 1 yard (tackle by Will Witherspoon),3.780,3.370
Quarter,Time,Down,ToGo,Location,DET,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,TEN 26,16,20,"Matthew Stafford pass complete short middle to Mikel Leshoure for 10 yards (tackle by Zach Brown). Penalty on Scott Solomon: Roughing the Passer, 8 yards",3.370,5.370
4,14:34,1,8,TEN 8,16,20,"Mikel Leshoure up the middle for no gain (tackle by Derrick Morgan). Penalty on Gosder Cherilus: Offensive Holding, 9 yards (no play)",5.370,4.260
4,14:13,1,17,TEN 17,16,20,Nate Burleson left end for 3 yards (tackle by Robert Johnson and Derrick Morgan),4.260,3.580
4,13:30,2,14,TEN 14,16,20,Matthew Stafford pass complete short left to Titus Young for 6 yards (tackle by Akeem Ayers),3.580,3.580
4,12:53,3,8,TEN 8,16,20,Matthew Stafford pass incomplete short right intended for Titus Young (defended by Jordan Babineaux). Penalty on Titus Young: Illegal Touch Pass (Declined),3.580,2.950
4,12:44,4,8,TEN 8,19,20,Jason Hanson 26 yard field goal good,2.950,3.000
4,12:39,,,DET 35,19,20,"Jason Hanson kicks off 55 yards, out of bounds",0.000,1.600
4,12:39,1,10,TEN 40,19,20,Chris Johnson up the middle for -1 yards (tackle by Stephen Tulloch),1.600,0.920
4,11:57,2,11,TEN 39,19,20,"Jake Locker pass complete short right to Kendall Wright for 7 yards (tackle by Chris Houston). Kendall Wright fumbles (forced by Chris Houston), recovered by DeAndre Levy at TEN-46 (tackle by Craig Stevens)",0.920,-2.520
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,11:50,1,10,TEN 46,19,20,Mikel Leshoure up the middle for 8 yards (tackle by Kamerion Wimbley and Michael Griffin),2.520,3.060
4,11:21,2,2,TEN 38,19,20,Mikel Leshoure right tackle for 4 yards (tackle by SenDerrick Marks),3.060,3.310
4,10:42,1,10,TEN 34,19,20,Mikel Leshoure right tackle for 3 yards (tackle by SenDerrick Marks),3.310,3.180
4,10:04,2,7,TEN 31,19,20,Matthew Stafford up the middle for 7 yards (tackle by Jordan Babineaux),3.180,3.970
4,9:27,1,10,TEN 24,19,20,Mikel Leshoure up the middle for 9 yards (tackle by Michael Griffin),3.970,4.850
4,8:45,2,1,TEN 15,19,20,Mikel Leshoure right tackle for 2 yards (tackle by Jurrell Casey),4.850,4.710
4,8:03,1,10,TEN 13,19,20,Matthew Stafford pass complete short right to Nate Burleson for 8 yards (tackle by Jason McCourty),4.710,5.540
4,7:36,2,2,TEN 5,19,20,Joique Bell up the middle for 2 yards (tackle by Zach Diles and Jordan Babineaux),5.540,6.510
4,6:58,1,3,TEN 3,25,20,"Matthew Stafford pass complete short left to Nate Burleson for 3 yards, touchdown",6.510,7.000
4,6:58,,,,27,20,"Two Point Attempt: Matthew Stafford pass complete to Nate Burleson, conversion succeeds",0.000,1.000
4,6:53,,,DET 35,27,26,"Jason Hanson kicks off 70 yards, returned by Darius Reynaud for 105 yards, touchdown",0.000,7.000
4,6:53,,,DET 2,27,27,Rob Bironas kicks extra point good,0.000,0.000
4,6:41,,,TEN 35,27,27,"Rob Bironas kicks off 65 yards, touchback",0.000,0.280
4,6:41,1,10,DET 20,27,27,Matthew Stafford pass complete short middle to Mikel Leshoure for 13 yards (tackle by Jordan Babineaux),0.280,1.140
4,6:04,1,10,DET 33,27,27,"Mikel Leshoure right guard for 2 yards (tackle by Jurrell Casey). Penalty on Brandon Pettigrew: Offensive Holding, 10 yards (no play)",1.140,0.480
4,5:44,1,20,DET 23,27,27,Matthew Stafford pass complete short left to Mikel Leshoure for 4 yards (tackle by Darius Reynaud),0.480,-0.220
4,5:02,2,16,DET 27,27,27,Matthew Stafford pass complete short left to Nate Burleson for 7 yards (tackle by Alterraun Verner),-0.220,0.040
4,4:15,3,9,DET 34,27,27,Matthew Stafford sacked by Akeem Ayers for -8 yards,0.040,-1.630
4,3:41,4,17,DET 26,27,27,"Jason Hanson punts 46 yards, returned by Darius Reynaud for 6 yards (tackle by Ashlee Palmer)",-1.630,-1.200
4,3:30,1,10,TEN 34,27,27,"Jake Locker left end for 9 yards (tackle by John Wendling). Penalty on Craig Stevens: Illegal Motion, 5 yards (no play)",1.200,0.870
4,3:23,1,15,TEN 29,27,33,"Jake Locker pass complete deep left to Nate Washington for 71 yards, touchdown",0.870,7.000
4,3:23,,,DET 2,27,34,Rob Bironas kicks extra point good,0.000,0.000
4,3:11,,,TEN 35,27,34,"Rob Bironas kicks off 65 yards, touchback",0.000,0.280
4,3:10,1,10,DET 20,27,34,Matthew Stafford pass complete short right to Brandon Pettigrew for 7 yards (tackle by Akeem Ayers),0.280,0.680
4,2:48,2,3,DET 27,27,34,Matthew Stafford pass complete short right to Calvin Johnson for 15 yards (tackle by Jordan Babineaux),0.680,1.730
4,2:24,1,10,DET 42,27,34,Matthew Stafford pass complete short left to Nate Burleson for 7 yards (tackle by Ryan Mouton),1.730,2.130
4,2:20,2,3,DET 49,27,34,Matthew Stafford pass incomplete short middle intended for Will Heller,2.130,1.420
4,2:16,3,3,DET 49,27,34,Matthew Stafford pass complete short middle to Nate Burleson for 4 yards (tackle by Akeem Ayers),1.420,2.460
4,2:00,1,10,TEN 47,27,34,Matthew Stafford pass complete short middle to Joique Bell for 13 yards (tackle by Ryan Mouton and Akeem Ayers),2.460,3.310
4,1:36,1,10,TEN 34,27,34,Matthew Stafford pass incomplete short left intended for Nate Burleson,3.310,2.770
4,1:32,2,10,TEN 34,27,40,"Matthew Stafford pass complete short left to Brandon Pettigrew for 6 yards (tackle by Alterraun Verner). Brandon Pettigrew fumbles (forced by Alterraun Verner), recovered by Alterraun Verner at TEN-28 and returned for 72 yards, touchdown",2.770,-7.000
4,,,,DET 2,27,41,Rob Bironas kicks extra point good,0.000,0.000
4,1:16,,,TEN 35,27,41,"Rob Bironas kicks off 65 yards, touchback",0.000,0.280
4,1:16,1,10,DET 20,27,41,Shaun Hill pass complete short right to Joique Bell for 9 yards (tackle by Akeem Ayers),0.280,0.000
4,1:08,,,,27,41,Timeout #1 by Detroit Lions,0.000,0.950
4,1:08,2,1,DET 29,27,41,Shaun Hill pass complete deep right to Calvin Johnson for 20 yards,0.950,2.190
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,1:01,1,10,DET 49,27,41,Shaun Hill pass complete short middle to Joique Bell for 12 yards (tackle by Coty Sensabaugh),2.190,0.000
4,0:55,,,,27,41,Timeout #2 by Detroit Lions,0.000,2.980
4,0:55,1,10,TEN 39,27,41,Shaun Hill pass complete short right to Calvin Johnson for 22 yards (tackle by Ryan Mouton),2.980,0.000
4,0:47,,,,27,41,Timeout #3 by Detroit Lions,0.000,4.440
4,0:47,1,10,TEN 17,27,41,Shaun Hill pass complete short right to Joique Bell for 10 yards (tackle by Jason McCourty),4.440,5.600
4,0:28,1,7,TEN 7,27,41,Shaun Hill spiked the ball,5.600,4.760
4,0:28,2,7,TEN 7,27,41,"Shaun Hill pass incomplete short left intended for Nate Burleson is intercepted by Alterraun Verner at TEN--5. Penalty on Akeem Ayers: Roughing the Passer, 4 yards (no play)",4.760,6.510
4,0:20,1,3,TEN 3,33,41,"Shaun Hill pass complete short right to Calvin Johnson for 3 yards, touchdown",6.510,7.000
4,0:20,,,TEN 2,34,41,Jason Hanson kicks extra point good,0.000,0.000
4,0:18,,,DET 35,34,41,"Jason Hanson kicks onside 19 yards, recovered by Amari Spievey (onside kick successful)",0.000,2.520
4,0:16,1,10,TEN 46,34,41,Shaun Hill pass incomplete short right intended for Nate Burleson (defended by Jason McCourty),2.520,1.980
4,0:06,2,10,TEN 46,40,41,"Shaun Hill pass complete deep middle to Titus Young for 46 yards, touchdown",1.980,7.000
4,0:06,,,TEN 2,41,41,Jason Hanson kicks extra point good,0.000,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,DET,TEN,Detail,EPB,EPA
,,,,,,,"Titans won the coin toss, Titans to receive the overtime kickoff.",,
OT,15:00,,,DET 35,41,41,"Jason Hanson kicks off 70 yards, returned by Darius Reynaud for 25 yards (tackle by Ashlee Palmer)",0.000,0.280
OT,14:54,1,10,TEN 20,41,41,Jake Locker pass complete deep right to Craig Stevens for 24 yards (tackle by John Wendling),0.280,1.860
OT,14:16,1,10,TEN 44,41,41,Chris Johnson left tackle for -8 yards (tackle by Kyle Vanden Bosch),1.860,0.000
OT,13:28,,,,41,41,Timeout #1 by Tennessee Titans,0.000,0.240
OT,13:28,2,18,TEN 36,41,41,Jake Locker pass complete short middle to Craig Stevens for 7 yards (tackle by Jacob Lacey and DeAndre Levy),0.240,0.500
OT,12:52,3,11,TEN 43,41,41,"Penalty on Leroy Harris: False Start, 5 yards (no play)",0.500,-0.160
OT,12:42,3,16,TEN 38,41,41,"Jake Locker left end for 9 yards (tackle by Justin Durant). Penalty on Bill Bentley: Defensive Holding, 5 yards",-0.160,2.390
OT,12:29,1,10,DET 48,41,41,Chris Johnson up the middle for -8 yards (tackle by Cliff Avril and Chris Houston),2.390,0.770
OT,12:18,2,18,TEN 44,41,41,"Jake Locker pass incomplete deep middle intended for Craig Stevens (defended by Stephen Tulloch). Penalty on Stephen Tulloch: Personal Foul, 27 yards",0.770,3.640
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
OT,12:14,1,10,DET 29,41,41,Jake Locker pass incomplete short right intended for Kendall Wright,3.640,3.100
OT,12:10,2,10,DET 29,41,41,Jake Locker pass incomplete short left intended for Kendall Wright,3.100,2.410
OT,12:05,3,10,DET 29,41,41,Jake Locker pass complete short right to Damian Williams for 13 yards,2.410,4.510
OT,11:35,1,10,DET 16,41,41,Jake Locker pass complete short left to Kendall Wright for 1 yard (tackle by Bill Bentley),4.510,4.050
OT,10:53,2,9,DET 15,41,41,Jake Locker pass incomplete short right intended for Damian Williams,4.050,3.220
OT,10:47,3,9,DET 15,41,41,Jake Locker pass complete short left to Damian Williams for 7 yards (tackle by John Wendling),3.220,0.000
OT,10:41,,,,41,41,Timeout #2 by Tennessee Titans,0.000,2.990
OT,10:41,4,2,DET 8,41,44,Rob Bironas 26 yard field goal good,2.990,3.000
OT,10:36,,,TEN 35,41,44,"Rob Bironas kicks off 66 yards, returned by Stefan Logan for 23 yards (tackle by Tim Shaw)",0.000,0.410
OT,10:30,1,10,DET 22,41,44,Shaun Hill pass complete short right to Brandon Pettigrew for 17 yards (tackle by Jason McCourty),0.410,1.530
OT,9:53,1,10,DET 39,41,44,Joique Bell up the middle for 5 yards (tackle by Markelle Martin and Will Witherspoon),1.530,1.660
OT,9:22,2,5,DET 44,41,44,Shaun Hill pass complete deep left to Calvin Johnson for 26 yards (tackle by Michael Griffin),1.660,3.580
