#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,DET 32,9,3:22,39,Field Goal
2,1,8:52,DET 47,6,2:16,19,Field Goal
3,1,2:02,DET 20,3,1:29,5,Punt
4,1,0:33,DET 20,3,1:21,6,Punt
5,2,13:00,DET 20,13,6:30,65,Field Goal
6,2,5:02,DET 36,5,2:45,19,Punt
7,3,9:30,DET 31,8,2:54,69,Touchdown
8,3,2:18,DET 38,10,4:39,54,Field Goal
9,4,11:50,TEN 46,9,4:57,46,Touchdown
10,4,6:41,DET 20,4,3:11,6,Punt
11,4,3:11,DET 20,8,1:55,52,Fumble
12,4,1:16,DET 20,7,0:58,80,Touchdown
13,4,0:18,TEN 46,2,0:18,46,Touchdown
14,5,10:36,DET 22,9,4:01,70,Downs
