Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Jeff Backus,T,96,100%,0,0%,7,18%
Rob Sims,G,96,100%,0,0%,7,18%
Stephen Peterman,G,96,100%,0,0%,7,18%
Gosder Cherilus,T,96,100%,0,0%,7,18%
Dominic Raiola,C,96,100%,0,0%,0,0%
Calvin Johnson,WR,96,100%,0,0%,0,0%
Brandon Pettigrew,TE,93,97%,0,0%,7,18%
Titus Young,WR,89,93%,0,0%,0,0%
Nate Burleson,WR,86,90%,0,0%,0,0%
Matthew Stafford,QB,77,80%,0,0%,0,0%
Mikel Leshoure,RB,60,62%,0,0%,0,0%
Joique Bell,RB,22,23%,0,0%,20,51%
Shaun Hill,QB,19,20%,0,0%,0,0%
Ryan Broyles,WR,17,18%,0,0%,0,0%
Will Heller,TE,7,7%,0,0%,15,38%
Kevin Smith,RB,5,5%,0,0%,0,0%
Stefan Logan,RB,2,2%,0,0%,18,46%
Riley Reiff,T,2,2%,0,0%,7,18%
Kassim Osgood,WR,1,1%,0,0%,22,56%
Stephen Tulloch,LB,0,0%,63,100%,11,28%
Chris Houston,CB,0,0%,63,100%,10,26%
DeAndre Levy,LB,0,0%,59,94%,13,33%
John Wendling,FS,0,0%,54,86%,17,44%
Ndamukong Suh,DT,0,0%,54,86%,10,26%
Kyle Vanden Bosch,DE,0,0%,54,86%,0,0%
Bill Bentley,CB,0,0%,52,83%,9,23%
Cliff Avril,DE,0,0%,51,81%,10,26%
Amari Spievey,SS,0,0%,49,78%,25,64%
Jacob Lacey,CB,0,0%,48,76%,1,3%
Corey Williams,DT,0,0%,42,67%,0,0%
Erik Coleman,SS,0,0%,28,44%,5,13%
Justin Durant,LB,0,0%,27,43%,10,26%
Nick Fairley,DT,0,0%,18,29%,10,26%
Willie Young,DE,0,0%,17,27%,19,49%
Sammie Lee Hill,DT,0,0%,13,21%,0,0%
Ashlee Palmer,LB,0,0%,1,2%,22,56%
Keiland Williams,RB,0,0%,0,0%,22,56%
Doug Hogue,LB,0,0%,0,0%,21,54%
Tahir Whitehead,LB,0,0%,0,0%,21,54%
Ronnell Lewis,DE,0,0%,0,0%,19,49%
Jason Hanson,K,0,0%,0,0%,19,49%
Don Muhlbach,LS,0,0%,0,0%,11,28%
Jonte Green,CB,0,0%,0,0%,10,26%
Ben Graham,P,0,0%,0,0%,8,21%
Dylan Gandy,C,0,0%,0,0%,7,18%
Jerome Murphy,CB,0,0%,0,0%,2,5%
