Quarter,Time,Down,ToGo,Location,DEN,TEN,Detail,EPB,EPA
2,3:16,2,9,DEN 32,7,7,Kyle Orton pass complete short left to Brandon Lloyd for 15 yards (tackle by Alterraun Verner),0.600,2.060
2,2:42,1,10,DEN 47,7,7,Kyle Orton pass complete short left to Brandon Lloyd for 4 yards (tackle by Alterraun Verner),2.060,2.060
2,2:03,2,6,TEN 49,7,7,Kyle Orton pass complete short right to Brandon Lloyd for 12 yards (tackle by Cortland Finnegan),2.060,3.120
2,1:55,1,10,TEN 37,7,7,Kyle Orton pass incomplete short left intended for Demaryius Thomas (defended by Alterraun Verner),3.120,2.570
2,1:50,2,10,TEN 37,7,7,Kyle Orton pass complete short left to Eddie Royal for 11 yards (tackle by Ryan Mouton and Stephen Tulloch),2.570,3.840
2,1:26,1,10,TEN 26,7,7,"Laurence Maroney middle for 16 yards (tackle by Vincent Fuller). Penalty on Stanley Daniels: Offensive Holding, 10 yards (no play)",3.840,3.180
2,1:22,1,20,TEN 36,7,7,Kyle Orton pass complete short right to Laurence Maroney for 1 yard (tackle by Dave Ball),3.180,2.080
2,0:44,2,19,TEN 35,7,7,Kyle Orton right end for 8 yards (tackle by Will Witherspoon),2.080,2.480
2,0:34,3,11,TEN 27,7,7,Kyle Orton pass complete short middle to Eddie Royal for 9 yards (tackle by Vincent Fuller),2.480,2.370
2,0:28,,,,7,7,Timeout #2 by Denver Broncos,0.000,2.370
2,0:28,4,2,TEN 18,10,7,Matt Prater 36 yard field goal good,2.370,3.000
2,,,,DEN 30,10,7,"Matt Prater kicks off 55 yards, returned by Marc Mariani for 22 yards (tackle by Syd'Quan Thompson)",0.000,1.400
2,0:19,1,10,TEN 37,10,7,Vince Young middle for 18 yards (tackle by Brian Dawkins),1.400,2.590
2,0:11,1,10,DEN 45,10,7,Vince Young pass incomplete short right intended for Kenny Britt,2.590,2.040
2,0:06,,,,10,7,Timeout #3 by Denver Broncos,0.000,2.040
2,0:06,2,10,DEN 45,10,7,Vince Young pass complete short right to Kenny Britt for 8 yards,2.040,2.410
2,0:01,3,2,DEN 37,10,10,Rob Bironas 55 yard field goal good,2.410,3.000
Quarter,Time,Down,ToGo,Location,DEN,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,10,10,"Rob Bironas kicks off 62 yards, returned by Demaryius Thomas for 23 yards (tackle by Vincent Fuller)",0.000,1.000
3,14:55,1,10,DEN 31,10,10,Kyle Orton pass complete short right to Daniel Graham for -1 yards (tackle by Cortland Finnegan),1.000,0.320
3,14:19,2,11,DEN 30,10,10,Kyle Orton pass complete short middle to Jabar Gaffney for 5 yards (tackle by Stephen Tulloch and Jason Babin),0.320,0.300
3,13:39,3,6,DEN 35,10,10,Kyle Orton pass complete short left to Brandon Lloyd for 7 yards (tackle by Alterraun Verner),0.300,1.730
3,13:06,1,10,DEN 42,10,10,Laurence Maroney right tackle for -3 yards (tackle by Jason Jones),1.730,0.780
3,12:30,2,13,DEN 39,10,10,Kyle Orton pass complete short left to Eddie Royal for 41 yards (tackle by Chris Hope),0.780,4.240
3,12:00,1,10,TEN 20,10,10,Laurence Maroney left end for -4 yards (tackle by Sen'Derrick Marks and Jamie Winborn),4.240,3.150
3,11:17,2,14,TEN 24,10,10,Kyle Orton pass complete short middle to Eddie Royal for 6 yards (tackle by Will Witherspoon),3.150,3.220
3,10:40,3,8,TEN 18,10,10,Kyle Orton pass incomplete deep middle intended for Demaryius Thomas (defended by Vincent Fuller). Penalty on Ryan Clady: Offensive Holding (Declined),3.220,2.250
3,10:34,4,8,TEN 18,13,10,Matt Prater 36 yard field goal good,2.250,3.000
3,,,,DEN 30,13,16,"Matt Prater kicks off 68 yards, returned by Marc Mariani for 98 yards, touchdown",0.000,7.000
3,,,,DEN 2,13,17,Rob Bironas kicks extra point good,0.000,0.000
3,,,,TEN 30,13,17,"Rob Bironas kicks off 58 yards, returned by Demaryius Thomas for 65 yards (tackle by Damian Williams)",0.000,4.040
3,10:06,1,10,TEN 23,13,17,Kyle Orton pass complete short left to Brandon Lloyd for 5 yards (tackle by Alterraun Verner),4.040,4.210
3,9:31,2,5,TEN 18,13,17,Kyle Orton pass incomplete short left intended for Brandon Lloyd,4.210,3.490
3,9:26,3,5,TEN 18,13,17,Kyle Orton sacked by Tony Brown for -4 yards,3.490,1.990
3,8:50,4,9,TEN 22,13,17,"Penalty on Cortland Finnegan: Defensive Offside, 5 yards (no play)",1.990,2.390
3,8:17,4,4,TEN 17,16,17,Matt Prater 35 yard field goal good,2.390,3.000
3,,,,DEN 30,16,17,"Matt Prater kicks off 67 yards, returned by Marc Mariani for 30 yards (tackle by Syd'Quan Thompson)",0.000,1.140
3,8:06,1,10,TEN 33,16,17,Vince Young pass complete short left to Ahmard Hall for 7 yards (tackle by D.J. Williams),1.140,1.540
3,7:30,2,3,TEN 40,16,17,Vince Young pass complete short left to Craig Stevens for 16 yards,1.540,2.650
3,6:59,1,10,DEN 44,16,17,Chris Johnson left tackle for 4 yards (tackle by Brian Dawkins),2.650,2.650
3,6:23,2,6,DEN 40,16,17,"Vince Young pass incomplete short middle intended for Chris Johnson. Penalty on Mario Haggan: Unnecessary Roughness, 15 yards (no play)",2.650,3.910
3,6:15,1,10,DEN 25,16,17,Chris Johnson left end for 2 yards (tackle by D.J. Williams),3.910,3.630
3,5:40,2,8,DEN 23,16,17,Vince Young pass incomplete short right intended for Nate Washington,3.630,2.940
3,5:36,3,8,DEN 23,16,17,Vince Young sacked by Brian Dawkins for -5 yards,2.940,1.590
3,5:05,4,13,DEN 28,16,20,Rob Bironas 46 yard field goal good,1.590,3.000
3,,,,TEN 30,16,20,"Rob Bironas kicks off 69 yards, returned by Demaryius Thomas for 20 yards (tackle by Donnie Nickey)",0.000,0.340
3,4:55,1,10,DEN 21,16,20,"Correll Buckhalter left end for 5 yards (tackle by Chris Hope and Stephen Tulloch). Penalty on Dave Ball: Defensive Offside, 5 yards (no play)",0.340,1.070
3,4:29,1,5,DEN 26,16,20,Correll Buckhalter middle for 5 yards (tackle by Jovan Haye and Stephen Tulloch),1.070,1.000
3,3:42,1,10,DEN 31,16,20,Kyle Orton pass incomplete short left intended for Brandon Lloyd (defended by Alterraun Verner),1.000,0.460
3,3:38,2,10,DEN 31,16,20,Kyle Orton pass complete short left to Jabar Gaffney for 9 yards (tackle by Michael Griffin),0.460,0.960
3,3:11,3,1,DEN 40,16,20,Kyle Orton pass complete short middle to Brandon Lloyd for 9 yards (tackle by Michael Griffin),0.960,2.190
3,2:34,1,10,DEN 49,16,20,Laurence Maroney middle for no gain (tackle by Jason Jones and Jason Babin),2.190,1.650
3,1:49,2,10,DEN 49,16,20,"Penalty on Tony Brown: Neutral Zone Infraction, 5 yards (no play)",1.650,2.320
3,1:34,2,5,TEN 46,16,20,Kyle Orton pass incomplete short left intended for Demaryius Thomas (defended by Alterraun Verner),2.320,1.620
3,1:31,3,5,TEN 46,16,20,Kyle Orton sacked by Dave Ball for -2 yards. Penalty on Ryan Harris: Offensive Holding (Declined),1.620,0.070
3,1:09,4,7,TEN 48,16,20,"Britton Colquitt punts 40 yards, fair catch by Marc Mariani",0.070,0.380
3,1:02,1,10,TEN 9,16,20,Chris Johnson left tackle for 3 yards (tackle by Jamal Williams and Kevin Vickerson),-0.380,-0.560
3,0:23,2,7,TEN 12,16,20,Chris Johnson right tackle for 1 yard (tackle by Robert Ayers),-0.560,-0.950
Quarter,Time,Down,ToGo,Location,DEN,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,TEN 13,16,20,Vince Young pass complete short right to Chris Johnson for 2 yards (tackle by Mario Haggan and Justin Bannan),-0.950,-2.440
4,14:25,4,4,TEN 15,16,20,"Brett Kern punts 60 yards, returned by Eddie Royal for 5 yards (tackle by Ryan Mouton)",-2.440,-0.940
4,14:12,1,10,DEN 30,16,20,"Kyle Orton sacked for -1 yards. Penalty on William Hayes: Defensive Offside, 5 yards (no play)",0.940,1.670
4,13:44,1,5,DEN 35,16,20,Laurence Maroney middle for 2 yards (tackle by Chris Hope and William Hayes),1.670,1.340
4,13:11,2,3,DEN 37,16,20,Kyle Orton pass complete short right to Brandon Lloyd for 5 yards (tackle by Cortland Finnegan),1.340,1.730
4,12:30,1,10,DEN 42,16,20,Laurence Maroney left end for 6 yards (tackle by William Hayes),1.730,2.000
4,11:46,2,4,DEN 48,16,20,Kyle Orton pass complete short left to Brandon Lloyd for 12 yards (tackle by Vincent Fuller and Michael Griffin),2.000,2.920
4,11:05,1,10,TEN 40,16,20,Correll Buckhalter left tackle for -5 yards (tackle by Jason Babin),2.920,1.700
4,10:37,2,15,TEN 45,16,20,Kyle Orton pass complete short middle to Jabar Gaffney for 4 yards (tackle by Stephen Tulloch),1.700,1.550
4,9:59,3,11,TEN 41,16,20,Kyle Orton pass incomplete short middle intended for Brandon Lloyd is intercepted by Michael Griffin at TEN-26 and returned for 9 yards,1.550,-1.270
4,9:48,1,10,TEN 35,16,20,Javon Ringer right guard for -4 yards (tackle by Marcus Thomas),1.270,0.180
4,9:10,2,14,TEN 31,16,20,Vince Young pass complete short left to Nate Washington for 10 yards (tackle by Perrish Cox),0.180,0.830
4,8:33,3,4,TEN 41,16,20,Vince Young pass incomplete deep right intended for Jared Cook,0.830,-0.650
4,8:27,4,4,TEN 41,16,20,"Brett Kern punts 43 yards, returned by Eddie Royal for 14 yards (tackle by Jamie Winborn)",-0.650,-0.940
4,8:15,1,10,DEN 30,16,20,Kyle Orton pass complete short left to Demaryius Thomas for 9 yards (tackle by Alterraun Verner and Stephen Tulloch),0.940,1.610
4,7:54,2,1,DEN 39,16,20,Kyle Orton pass complete deep right to Jabar Gaffney for 28 yards (tackle by Cortland Finnegan),1.610,3.380
4,7:28,1,10,TEN 33,16,20,Kyle Orton pass complete short right to Correll Buckhalter for 12 yards (tackle by Will Witherspoon),3.380,4.170
4,6:46,1,10,TEN 21,16,20,Kyle Orton pass complete short right to Daniel Graham for 5 yards (tackle by Will Witherspoon),4.170,4.370
4,6:04,2,5,TEN 16,16,20,Kyle Orton pass complete short left to Correll Buckhalter for 4 yards (tackle by Will Witherspoon),4.370,4.490
4,5:34,3,1,TEN 12,16,20,Correll Buckhalter middle for no gain (tackle by Chris Hope and Stephen Tulloch),4.490,2.780
4,5:04,4,1,TEN 12,16,20,Kyle Orton middle for 1 yard (tackle by Stephen Tulloch and Tony Brown),2.780,4.840
,,,,,,,"TEN challenged the first down ruling, and the play was upheld.",,
4,4:56,1,10,TEN 11,16,20,Kyle Orton pass incomplete short left intended for Brandon Lloyd,4.840,4.140
4,4:50,2,10,TEN 11,16,20,Kyle Orton pass complete short left to Correll Buckhalter for 7 yards (tackle by Chris Hope),4.140,4.670
4,4:44,3,3,TEN 4,16,20,Kyle Orton pass incomplete short middle intended for Brandon Lloyd,4.670,3.030
4,4:39,,,,16,20,Timeout #1 by Denver Broncos,0.000,3.030
4,4:39,4,3,TEN 4,16,20,Kyle Orton pass incomplete short left intended for Jabar Gaffney,3.030,0.380
4,4:32,1,10,TEN 4,16,20,Chris Johnson left guard for 3 yards (tackle by Justin Bannan and Kevin Vickerson),-0.380,-0.560
4,3:48,2,7,TEN 7,16,20,Chris Johnson right end for 8 yards (tackle by Perrish Cox and Renaldo Hill),-0.560,-0.220
4,3:42,1,10,TEN 15,16,20,Chris Johnson right end for no gain (tackle by D.J. Williams and Robert Ayers),-0.220,-0.710
4,3:01,2,10,TEN 15,16,20,Chris Johnson right tackle for -1 yards (tackle by Robert Ayers),-0.710,-1.510
4,2:56,,,,16,20,Timeout #2 by Denver Broncos,0.000,-1.510
4,2:56,3,11,TEN 14,16,20,Vince Young pass incomplete short right intended for Ahmard Hall,-1.510,-2.470
4,2:53,4,11,TEN 14,16,20,"Brett Kern punts 40 yards, returned by Eddie Royal for 5 yards (tackle by Ken Amato)",-2.470,-2.320
4,2:42,1,10,TEN 49,16,20,Kyle Orton pass complete short left to Jabar Gaffney for 5 yards (tackle by Vincent Fuller),2.320,2.460
4,2:18,2,5,TEN 44,16,20,Kyle Orton pass complete short right to Brandon Lloyd for 9 yards (tackle by Cortland Finnegan),2.460,3.250
4,2:14,1,10,TEN 35,16,20,"Kyle Orton pass complete short right to Eddie Royal for 5 yards (tackle by Stephen Tulloch). Penalty on Ryan Clady: Offensive Holding, 10 yards (no play)",3.250,2.590
4,2:07,1,20,TEN 45,16,20,Kyle Orton sacked by Dave Ball for -5 yards,2.590,0.680
4,2:00,2,25,,16,20,"Kyle Orton pass incomplete deep right intended for Jabar Gaffney. Penalty on Chris Hope: Defensive Pass Interfere, 49 yards (no play)",0.680,6.970
4,1:51,1,1,TEN 1,16,20,"Kyle Orton middle for no gain (tackle by Jason Babin). Penalty on DEN: Illegal Formation, 5 yards (no play)",6.970,5.830
4,1:43,1,6,TEN 6,16,20,Kyle Orton pass incomplete short left intended for Jabar Gaffney,5.830,4.950
4,1:38,2,6,TEN 6,22,20,"Kyle Orton pass complete short right to Correll Buckhalter for 6 yards, touchdown",4.950,7.000
4,,,,TEN 2,23,20,Matt Prater kicks extra point good,0.000,0.000
4,,,,DEN 30,23,20,--,0.000,-4.440
4,1:31,,,,23,20,Timeout #3 by Denver Broncos,0.000,4.440
4,1:31,1,10,TEN 17,23,20,"Laurence Maroney right tackle for 1 yard (tackle by Jason Jones). Laurence Maroney fumbles (forced by Jason Jones), recovered by Daniel Graham at TEN-16",4.440,4.000
4,1:27,,,,23,20,Timeout #2 by Tennessee Titans,0.000,4.000
4,1:27,2,9,TEN 16,23,20,Correll Buckhalter middle for 3 yards (tackle by Jovan Haye and Stephen Tulloch),4.000,3.680
4,1:20,,,,23,20,Timeout #3 by Tennessee Titans,0.000,3.680
4,1:19,3,6,TEN 13,23,20,Correll Buckhalter left tackle for no gain (tackle by Stephen Tulloch),3.680,2.590
4,0:33,4,6,TEN 13,23,20,"Penalty on Britton Colquitt: Delay of Game, 5 yards (no play)",2.590,2.250
4,0:33,4,11,TEN 18,26,20,Matt Prater 36 yard field goal good,2.250,3.000
4,,,,DEN 30,26,20,"Matt Prater kicks off 58 yards, returned by Marc Mariani for 28 yards (tackle by Joe Mays). Penalty on Jamie Winborn: Offensive Holding, 10 yards",0.000,0.480
4,0:23,1,10,TEN 23,26,20,Vince Young pass incomplete deep left intended for Kenny Britt,0.480,-0.070
4,0:16,2,10,TEN 23,26,20,Vince Young pass incomplete deep left intended for Kenny Britt,-0.070,-0.760
4,0:07,3,10,TEN 23,26,20,"Penalty on Vince Young: Delay of Game, 5 yards (no play)",-0.760,-1.560
4,0:07,3,15,TEN 18,26,20,Vince Young pass incomplete deep left intended for Damian Williams (defended by Renaldo Hill),-1.560,-2.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
