#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:27,DEN 43,3,0:59,-4,Punt
2,1,9:21,DEN 25,6,3:19,24,Punt
3,1,1:39,DEN 27,3,1:47,-5,Punt
4,2,13:47,DEN 32,5,2:23,68,Touchdown
5,2,9:18,DEN 39,3,1:26,7,Punt
6,2,4:51,DEN 20,13,4:28,62,Field Goal
7,3,15:00,DEN 31,9,4:30,51,Field Goal
8,3,10:19,TEN 23,4,2:07,6,Field Goal
9,3,5:00,DEN 21,7,3:58,31,Punt
10,4,14:12,DEN 30,7,4:24,29,Interception
11,4,8:15,DEN 30,11,3:43,66,Downs
12,4,2:42,TEN 49,5,1:09,49,Touchdown
13,4,1:33,TEN 17,4,1:05,-1,Field Goal
