Quarter,Time,Down,ToGo,Location,NYG,GNB,Detail,EPB,EPA
1,7:46,1,10,NYG 30,0,7,Eli Manning pass incomplete short left intended for Hakeem Nicks,0.940,0.390
1,7:43,2,10,NYG 30,0,7,Brandon Jacobs right tackle for -1 yards (tackle by Clay Matthews),0.390,-0.430
1,6:58,3,11,NYG 29,0,7,Eli Manning pass incomplete deep middle intended for Hakeem Nicks is intercepted by Tramon Williams at GNB-47 and returned for 9 yards,-0.430,-2.650
1,6:46,1,10,NYG 44,0,7,Dimitri Nance right end for 6 yards (tackle by Keith Bulluck),2.650,2.920
1,6:09,2,4,NYG 38,0,7,Dimitri Nance right end for 5 yards (tackle by Kenny Phillips),2.920,3.380
1,5:29,1,10,NYG 33,0,7,Brandon Jackson right guard for -1 yards (tackle by Justin Tuck and Kenny Phillips),3.380,2.700
1,4:49,2,11,NYG 34,0,7,Aaron Rodgers pass complete short left to Brandon Jackson for 10 yards (tackle by Antrel Rolle and Aaron Ross),2.700,3.340
1,4:09,3,1,NYG 24,0,7,John Kuhn right guard for 3 yards (tackle by Barry Cofield),3.340,4.170
1,3:29,1,10,NYG 21,0,7,Aaron Rodgers pass incomplete short right intended for Greg Jennings (defended by Corey Webster),4.170,3.630
1,3:23,2,10,NYG 21,0,7,Aaron Rodgers right end for 15 yards (tackle by Kenny Phillips),3.630,5.830
1,2:40,1,6,NYG 6,0,7,Brandon Jackson right tackle for 3 yards (tackle by Rocky Bernard),5.830,5.530
1,1:58,2,3,NYG 3,0,7,Aaron Rodgers pass incomplete short left intended for Greg Jennings,5.530,4.720
1,1:53,,,,0,7,Timeout #1 by Green Bay Packers,0.000,4.720
1,1:53,3,3,NYG 3,0,13,"Aaron Rodgers pass complete short right to James Jones for 3 yards, touchdown",4.720,7.000
1,,,,NYG 2,0,14,Mason Crosby kicks extra point good,0.000,0.000
1,,,,GNB 30,0,14,"Mason Crosby kicks off 55 yards, returned by Danny Ware for 18 yards (tackle by Matt Wilhelm)",0.000,1.140
1,1:43,1,10,NYG 33,0,14,Eli Manning pass incomplete short left intended for Hakeem Nicks (defended by Tramon Williams),1.140,0.590
1,1:39,2,10,NYG 33,0,14,Ahmad Bradshaw left tackle for 2 yards (tackle by B.J. Raji and Desmond Bishop),0.590,0.170
1,0:55,3,8,NYG 35,0,14,Eli Manning pass incomplete,0.170,-1.040
1,0:46,4,8,NYG 35,0,14,"Matt Dodge punts 55 yards, returned by Tramon Williams for 3 yards (tackle by Danny Ware)",-1.040,0.320
1,0:34,1,10,GNB 13,0,14,Brandon Jackson right end for 4 yards (tackle by Jonathan Goff and Justin Tuck),-0.320,-0.300
Quarter,Time,Down,ToGo,Location,NYG,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,GNB 17,0,14,Aaron Rodgers pass complete short right to Greg Jennings for 10 yards (tackle by Corey Webster),-0.300,0.740
2,14:31,1,10,GNB 27,0,14,Aaron Rodgers pass incomplete deep left intended for Jordy Nelson,0.740,0.200
2,14:24,2,10,GNB 27,0,14,Aaron Rodgers pass incomplete short right intended for Brandon Jackson,0.200,-0.490
2,14:19,3,10,GNB 27,0,14,Aaron Rodgers pass incomplete deep middle intended for James Jones (defended by Michael Boley),-0.490,-1.570
2,14:14,4,10,GNB 27,0,14,"Tim Masthay punts 47 yards, returned by Aaron Ross for 4 yards (tackle by Rob Francois)",-1.570,-0.940
2,14:04,1,10,NYG 30,0,14,Brandon Jacobs left tackle for 3 yards (tackle by Howard Green and Tramon Williams),0.940,0.800
2,13:22,2,7,NYG 33,0,14,Eli Manning pass complete deep middle to Hakeem Nicks for 18 yards (tackle by Nick Collins),0.800,2.320
2,12:36,1,10,GNB 49,0,14,Eli Manning pass complete short right to Derek Hagan for 8 yards (tackle by A.J. Hawk and Nick Collins),2.320,2.860
2,11:52,2,2,GNB 41,0,14,"Eli Manning pass incomplete short middle intended for Hakeem Nicks (defended by Desmond Bishop). Penalty on Charles Woodson: Illegal Contact, 5 yards (no play)",2.860,3.180
2,11:47,1,10,GNB 36,6,14,"Eli Manning pass complete deep right to Hakeem Nicks for 36 yards, touchdown",3.180,7.000
2,,,,GNB 2,7,14,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,NYG 30,7,14,"Lawrence Tynes kicks off 54 yards, returned by Sam Shields for 4 yards (tackle by Deon Grant). Penalty on Jarrett Bush: Offensive Holding, 10 yards",0.000,-0.380
2,11:35,1,10,GNB 10,7,14,Aaron Rodgers pass complete short left to Greg Jennings for 16 yards (tackle by Corey Webster),-0.380,0.670
2,11:02,1,10,GNB 26,7,14,Brandon Jackson left end for 3 yards (tackle by Antrel Rolle),0.670,0.540
2,10:22,2,7,GNB 29,7,14,Aaron Rodgers pass complete short left to Greg Jennings for 19 yards (tackle by Terrell Thomas),0.540,2.130
2,9:45,1,10,GNB 48,7,14,Dimitri Nance left end for no gain (tackle by Jonathan Goff),2.130,1.580
2,9:04,2,10,GNB 48,7,14,Aaron Rodgers pass incomplete deep right intended for James Jones,1.580,0.890
2,9:00,3,10,GNB 48,7,14,Aaron Rodgers pass complete short right to James Jones for 13 yards (tackle by Antrel Rolle),0.890,2.980
2,8:23,1,10,NYG 39,7,14,Dimitri Nance right end for 5 yards (tackle by Terrell Thomas),2.980,3.120
2,7:42,2,5,NYG 34,7,14,Brandon Jackson left tackle for 2 yards (tackle by Keith Bulluck and Jason Pierre-Paul),3.120,2.680
2,6:59,3,3,NYG 32,7,14,Aaron Rodgers pass complete short right to Donald Driver for 5 yards (tackle by Aaron Ross),2.680,3.780
2,6:19,1,10,NYG 27,7,14,Brandon Jackson left tackle for 2 yards (tackle by Barry Cofield),3.780,3.500
2,5:40,2,8,NYG 25,7,14,Aaron Rodgers pass incomplete deep left intended for Donald Driver,3.500,2.810
2,5:33,3,8,NYG 25,7,14,"Aaron Rodgers pass complete short left to Jordy Nelson for 7 yards (tackle by Antrel Rolle). Jordy Nelson fumbles (forced by Antrel Rolle), recovered by Justin Tuck at NYG-15 (tackle by Donald Driver)",2.810,0.220
2,5:25,1,10,NYG 15,13,14,"Eli Manning pass complete deep left to Mario Manningham for 85 yards, touchdown",-0.220,7.000
2,,,,GNB 2,14,14,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,NYG 30,,,"Lawrence Tynes kicks off 63 yards, returned by Sam Shields for 14 yards (tackle by Chase Blackburn)",,
2,5:06,1,10,GNB 21,14,14,Brandon Jackson middle for 5 yards (tackle by Deon Grant and Justin Tuck),0.340,0.480
2,4:27,2,5,GNB 26,14,14,Aaron Rodgers pass complete short right to Greg Jennings for 11 yards (tackle by Kenny Phillips),0.480,1.400
2,3:48,1,10,GNB 37,14,14,Aaron Rodgers pass complete short left to Greg Jennings for 26 yards (tackle by Kenny Phillips and Michael Boley),1.400,3.120
2,3:07,1,10,NYG 37,14,14,"Aaron Rodgers pass complete short right to Donald Driver for 6 yards (tackle by Terrell Thomas). Penalty on Terrell Thomas: Personal Foul, 15 yards",3.120,4.510
2,2:42,1,10,NYG 16,14,14,Aaron Rodgers pass complete short right to James Jones for 8 yards (tackle by Corey Webster),4.510,5.350
2,2:00,2,2,NYG 8,14,20,"John Kuhn left tackle for 8 yards, touchdown",5.350,7.000
2,,,,NYG 2,14,21,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 30,14,21,"Mason Crosby kicks off 63 yards, returned by Danny Ware for 13 yards (tackle by Korey Hall)",0.000,0.280
2,1:50,1,10,NYG 20,14,21,Eli Manning pass complete short left to Ahmad Bradshaw for 7 yards (tackle by Jarius Wynn),0.280,0.680
2,1:25,2,3,NYG 27,14,21,Eli Manning pass incomplete short left intended for Kevin Boss (defended by Desmond Bishop),0.680,-0.030
2,1:21,3,3,NYG 27,14,21,Ahmad Bradshaw left tackle for 6 yards (tackle by Desmond Bishop),-0.030,1.140
2,0:59,1,10,NYG 33,14,21,Eli Manning pass incomplete short left intended for Mario Manningham,1.140,0.590
2,0:54,2,10,NYG 33,14,21,Ahmad Bradshaw left tackle for 7 yards (tackle by Erik Walden and Desmond Bishop),0.590,0.830
2,0:47,,,,14,21,Timeout #1 by New York Giants,0.000,0.830
2,0:47,3,3,NYG 40,14,21,Eli Manning pass incomplete short left intended for Kevin Boss (defended by Erik Walden),0.830,-0.720
2,0:41,4,3,NYG 40,14,21,Matt Dodge punts 48 yards,-0.720,0.350
2,0:30,1,10,GNB 12,14,21,Brandon Jackson right tackle for 3 yards (tackle by Deon Grant and Kenny Phillips),-0.350,-0.500
Quarter,Time,Down,ToGo,Location,NYG,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,14,21,"Mason Crosby kicks off 56 yards, returned by Danny Ware for 21 yards (tackle by Charlie Peprah)",0.000,1.270
3,14:55,1,10,NYG 35,14,21,"Eli Manning pass incomplete short left intended for Mario Manningham (defended by Tramon Williams). Penalty on Tramon Williams: Defensive Pass Interfere, 16 yards (no play)",1.270,2.320
3,14:50,1,10,GNB 49,14,21,Brandon Jacobs left tackle for 6 yards (tackle by Howard Green),2.320,2.590
3,14:14,2,4,GNB 43,14,21,Brandon Jacobs right end for 2 yards (tackle by Atari Bigby),2.590,2.150
3,13:31,3,2,GNB 41,14,21,"Ahmad Bradshaw for -7 yards (tackle by Charles Woodson). Ahmad Bradshaw fumbles (forced by Charles Woodson), recovered by Atari Bigby at 50 (tackle by Ahmad Bradshaw)",2.150,-2.260
3,13:23,1,10,,14,21,Aaron Rodgers pass complete short left to Jordy Nelson for -1 yards (tackle by Terrell Thomas),2.260,1.580
3,12:48,2,11,GNB 49,14,21,Aaron Rodgers pass complete short left to James Jones for 12 yards (tackle by Terrell Thomas),1.580,2.980
3,12:18,1,10,NYG 39,14,21,John Kuhn middle for 3 yards (tackle by Justin Tuck),2.980,2.850
3,11:38,2,7,NYG 36,14,21,Aaron Rodgers pass complete short right to Tom Crabtree for 21 yards (tackle by Jonathan Goff and Michael Boley),2.850,4.580
3,10:49,1,10,NYG 15,14,21,Aaron Rodgers pass incomplete short middle intended for Donald Driver (defended by Barry Cofield),4.580,3.950
3,10:45,2,10,NYG 15,14,21,Aaron Rodgers pass complete short right to Donald Lee for 3 yards (tackle by Michael Boley and Terrell Thomas),3.950,3.580
3,10:03,3,7,NYG 12,14,21,Aaron Rodgers pass incomplete short right intended for Jordy Nelson,3.580,2.630
3,10:00,4,7,NYG 12,14,24,Mason Crosby 31 yard field goal good,2.630,3.000
3,,,,GNB 30,14,24,"Mason Crosby kicks off 61 yards, returned by Danny Ware for 25 yards (tackle by Atari Bigby)",0.000,1.200
3,9:50,1,10,NYG 34,14,24,Eli Manning pass complete short middle to Ahmad Bradshaw for 13 yards (tackle by Desmond Bishop),1.200,2.060
3,9:11,1,10,NYG 47,14,24,Eli Manning pass complete short left to Hakeem Nicks for 27 yards (tackle by Nick Collins),2.060,3.840
3,8:40,1,10,GNB 26,14,24,Brandon Jacobs left end for 5 yards (tackle by Desmond Bishop and Nick Collins),3.840,3.970
3,7:59,2,5,GNB 21,14,24,Ahmad Bradshaw middle for 1 yard (tackle by Desmond Bishop and Charles Woodson),3.970,3.400
3,7:18,3,4,GNB 20,14,24,Eli Manning pass incomplete deep middle intended for Hakeem Nicks,3.400,2.200
3,7:14,4,4,GNB 20,17,24,Lawrence Tynes 38 yard field goal good,2.200,3.000
3,,,,NYG 30,17,24,"Lawrence Tynes kicks off 63 yards, returned by Sam Shields for 23 yards (tackle by Chase Blackburn)",0.000,0.940
3,7:03,1,10,GNB 30,17,24,Aaron Rodgers pass complete deep middle to Donald Driver for 33 yards (tackle by Terrell Thomas),0.940,3.120
3,6:16,1,10,NYG 37,17,24,Aaron Rodgers pass complete deep right to Greg Jennings for 36 yards (tackle by Corey Webster),3.120,6.970
3,5:30,1,1,NYG 1,17,24,Brandon Jackson right tackle for no gain (tackle by Chase Blackburn),6.970,5.910
3,4:49,2,1,NYG 1,17,30,"Aaron Rodgers pass complete short right to Donald Lee for 1 yard, touchdown",5.910,7.000
3,,,,NYG 2,17,31,Mason Crosby kicks extra point good,0.000,0.000
3,,,,GNB 30,17,31,"Mason Crosby kicks off 62 yards, returned by Hakeem Nicks for 23 yards (tackle by Charlie Peprah). Penalty on Phillip Dillard: Offensive Holding, 10 yards",0.000,-0.350
,,,,,,,"NYG challenged the fumble ruling, and the original play was overturned.",,
3,4:41,1,10,NYG 12,17,31,Eli Manning sacked by B.J. Raji for -5 yards,-0.350,-1.150
3,4:16,2,15,NYG 7,17,31,Brandon Jacobs right guard for 6 yards (tackle by Howard Green and Ryan Pickett),-1.150,-1.300
3,3:39,3,9,NYG 13,17,31,Eli Manning pass complete short left to Ahmad Bradshaw for 12 yards (tackle by Erik Walden),-1.300,0.610
3,2:56,1,10,NYG 25,17,31,Eli Manning for 12 yards (tackle by Nick Collins),0.610,1.400
3,2:29,1,10,NYG 37,17,31,"Brandon Jacobs right guard for 21 yards (tackle by Clay Matthews). Brandon Jacobs fumbles (forced by Clay Matthews), recovered by Nick Collins at GNB-27 (tackle by Shaun O'Hara)",1.400,-0.740
,,,,,,,"NYG challenged the fumble ruling, and the play was upheld.",,
3,2:15,1,10,GNB 27,17,31,Dimitri Nance left tackle for 4 yards (tackle by Keith Bulluck and Kenny Phillips),0.740,0.740
3,1:33,2,6,GNB 31,17,31,Dimitri Nance left tackle for 5 yards (tackle by Jonathan Goff),0.740,0.700
3,0:47,,,,17,31,Timeout #1 by Green Bay Packers,0.000,0.700
3,0:47,3,1,GNB 36,17,31,"Aaron Rodgers sacked for -6 yards. Aaron Rodgers fumbles, recovered by John Kuhn at GNB-33",0.700,-1.180
Quarter,Time,Down,ToGo,Location,NYG,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,4,GNB 33,17,31,"Tim Masthay punts 35 yards, returned by Aaron Ross for 9 yards (tackle by Matt Wilhelm)",-1.180,-1.660
4,14:51,1,10,NYG 41,17,31,Ahmad Bradshaw right guard for 3 yards (tackle by B.J. Raji and Ryan Pickett),1.660,1.530
4,14:09,2,7,NYG 44,17,31,Eli Manning pass incomplete short middle intended for Derek Hagan,1.530,0.830
4,14:01,3,7,NYG 44,17,31,Eli Manning pass incomplete short middle intended for Hakeem Nicks,0.830,-0.460
4,13:58,4,7,NYG 44,17,31,"Matt Dodge punts 41 yards, returned by Tramon Williams for 4 yards (tackle by Michael Coe)",-0.460,-0.150
4,13:47,1,10,GNB 19,17,31,Brandon Jackson right end for 4 yards (tackle by Linval Joseph and Jonathan Goff),0.150,0.210
4,13:09,2,6,GNB 23,17,31,Aaron Rodgers for 11 yards (tackle by Kenny Phillips),0.210,1.200
4,12:38,1,10,GNB 34,17,31,Brandon Jackson left tackle for no gain (tackle by Jonathan Goff and Michael Boley),1.200,0.660
4,11:54,2,10,GNB 34,17,31,Aaron Rodgers sacked by Justin Tuck for -5 yards,0.660,-0.690
4,11:17,,,,17,31,Timeout #2 by Green Bay Packers,0.000,-0.690
4,11:17,3,15,GNB 29,17,31,Aaron Rodgers pass incomplete deep right intended for James Jones,-0.690,-1.440
4,11:12,4,15,GNB 29,17,31,"Tim Masthay punts 54 yards, fair catch by Aaron Ross",-1.440,0.060
4,11:04,1,10,NYG 17,17,31,Eli Manning pass complete deep right to Mario Manningham for 21 yards (tackle by Sam Shields),-0.060,1.470
4,10:50,1,10,NYG 38,17,31,Ahmad Bradshaw right tackle for 2 yards (tackle by Clay Matthews and Jarius Wynn),1.470,1.190
4,10:24,2,8,NYG 40,17,31,"Eli Manning pass complete deep right to Hakeem Nicks for 33 yards (tackle by Tramon Williams). Penalty on Hakeem Nicks: Offensive Pass Interfere, 10 yards (no play)",1.190,-0.160
4,9:53,2,18,NYG 30,17,31,Eli Manning pass incomplete deep left intended for Derek Hagan is intercepted by Sam Shields at NYG-46,-0.160,-2.520
4,9:47,1,10,NYG 46,17,31,Aaron Rodgers pass complete deep left to Greg Jennings for 24 yards (tackle by Deon Grant),2.520,4.110
4,9:17,1,10,NYG 22,17,31,Brandon Jackson left end for 2 yards (tackle by Jason Pierre-Paul and Osi Umenyiora),4.110,3.830
4,8:36,2,8,NYG 20,17,31,Aaron Rodgers pass complete short right to Andrew Quarless for 16 yards (tackle by Antrel Rolle),3.830,6.280
4,7:47,1,4,NYG 4,17,31,Brandon Jackson left guard for -1 yards (tackle by Jason Pierre-Paul and Justin Tuck),6.280,5.150
4,7:03,2,5,NYG 5,17,37,"Aaron Rodgers pass complete short right to John Kuhn for 5 yards, touchdown",5.150,7.000
4,,,,NYG 2,17,38,Mason Crosby kicks extra point good,0.000,0.000
4,,,,GNB 30,17,38,"Mason Crosby kicks off 66 yards, returned by Danny Ware for 3 yards (tackle by Brandon Underwood)",0.000,-0.380
4,6:51,1,10,NYG 7,17,38,"Ahmad Bradshaw left end for 3 yards (tackle by A.J. Hawk and Sam Shields). Penalty on Hakeem Nicks: Offensive Holding, 5 yards",-0.380,-0.460
4,6:28,1,12,NYG 5,17,38,Eli Manning pass incomplete deep left intended for Mario Manningham is intercepted by Nick Collins at NYG-49,-0.460,-2.320
4,6:15,1,10,NYG 49,17,38,Brandon Jackson left tackle for 3 yards (tackle by Justin Tuck and Kenny Phillips),2.320,2.190
4,5:29,2,7,NYG 46,17,38,Brandon Jackson right tackle for 6 yards (tackle by Linval Joseph),2.190,2.280
4,4:45,3,1,NYG 40,17,38,John Kuhn right tackle for 2 yards (tackle by Linval Joseph),2.280,3.050
4,4:40,,,,17,38,Timeout #2 by New York Giants,0.000,3.050
4,4:40,1,10,NYG 38,17,38,Brandon Jackson right end for -1 yards (tackle by Linval Joseph),3.050,2.370
4,4:33,,,,17,38,Timeout #3 by New York Giants,0.000,2.370
4,4:33,2,11,NYG 39,17,38,Aaron Rodgers pass complete deep left to Jordy Nelson for 38 yards (tackle by Corey Webster),2.370,6.970
4,4:25,1,1,NYG 1,17,44,"John Kuhn right tackle for 1 yard, touchdown",6.970,7.000
4,,,,NYG 2,17,45,Mason Crosby kicks extra point good,0.000,0.000
4,,,,GNB 30,17,45,"Mason Crosby kicks off 63 yards, returned by Danny Ware for 31 yards (tackle by John Kuhn)",0.000,1.470
4,4:12,1,10,NYG 38,17,45,Eli Manning pass incomplete short right intended for Kevin Boss,1.470,0.920
4,4:07,2,10,NYG 38,17,45,Eli Manning pass complete short left to Derek Hagan for 3 yards (tackle by Sam Shields),0.920,0.630
4,3:44,3,7,NYG 41,17,45,Eli Manning pass complete short middle to Danny Ware for 6 yards (tackle by Clay Matthews),0.630,-0.260
4,3:13,4,1,NYG 47,17,45,Eli Manning pass complete short middle to Ahmad Bradshaw for 5 yards (tackle by A.J. Hawk),-0.260,2.390
4,2:52,1,10,GNB 48,17,45,Ahmad Bradshaw left end for 6 yards (tackle by Sam Shields),2.390,2.660
4,2:26,2,4,GNB 42,17,45,Eli Manning pass complete short left to Mario Manningham for 21 yards (tackle by Desmond Bishop),2.660,4.170
4,2:19,1,10,GNB 21,17,45,Eli Manning pass incomplete short middle intended for Ahmad Bradshaw is intercepted by A.J. Hawk at GNB-25 and returned for -2 yards,4.170,-0.480
4,2:10,1,10,GNB 23,17,45,Dimitri Nance middle for -1 yards (tackle by Antrel Rolle),0.480,-0.200
4,2:00,2,11,GNB 22,17,45,Dimitri Nance left end for 5 yards (tackle by Barry Cofield and Jonathan Goff),-0.200,-0.230
4,1:15,3,6,GNB 27,17,45,Dimitri Nance left tackle for 3 yards (tackle by Linval Joseph),-0.230,-1.370
4,0:31,4,3,GNB 30,17,45,Tim Masthay punts 37 yards,-1.370,-1.140
4,0:24,1,10,NYG 33,17,45,Eli Manning pass incomplete deep middle intended for Danny Ware (defended by A.J. Hawk),1.140,0.590
4,0:19,2,10,NYG 33,17,45,Eli Manning pass incomplete short right intended for Danny Ware,0.590,-0.100
4,0:14,3,10,NYG 33,17,45,Eli Manning pass complete short middle to Danny Ware for 18 yards (tackle by A.J. Hawk),-0.100,2.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
