Quarter,Time,Down,ToGo,Location,TEN,OAK,Detail,EPB,EPA
1,6:59,2,10,OAK 38,0,3,Ryan Fitzpatrick pass complete short middle to Craig Stevens for -1 yards (tackle by Nick Roach),2.510,1.680
1,6:35,3,11,OAK 39,0,3,Ryan Fitzpatrick pass complete short middle to Justin Hunter for 13 yards (tackle by Brandian Ross),1.680,3.840
1,6:06,1,10,OAK 26,0,3,Chris Johnson right end for 5 yards (tackle by Mike Jenkins),3.840,3.970
1,5:47,2,5,OAK 21,0,3,Ryan Fitzpatrick pass complete short left to Delanie Walker for 8 yards (tackle by Kevin Burnett and Charles Woodson),3.970,4.710
1,5:17,1,10,OAK 13,0,3,Chris Johnson right tackle for 3 yards (tackle by Sio Moore and Pat Sims),4.710,4.580
1,4:51,2,7,OAK 10,0,3,Chris Johnson right guard for 2 yards (tackle by Nick Roach),4.580,4.100
1,4:17,3,5,OAK 8,0,3,Ryan Fitzpatrick sacked by Nick Roach and Kevin Burnett for -7 yards,4.100,2.440
1,3:42,4,12,OAK 15,3,3,Rob Bironas 33 yard field goal good,2.440,3.000
1,3:42,,,TEN 35,3,3,"Rob Bironas kicks off 69 yards, returned by Taiwan Jones for 26 yards (tackle by Collin Mooney)",0.000,-0.410
1,3:32,1,10,OAK 22,3,3,Rashad Jennings up the middle for 1 yard (tackle by Derrick Morgan and Sammie Lee Hill),0.410,0.000
1,3:27,2,9,OAK 23,3,3,Marcel Reece left tackle for 1 yard (tackle by Akeem Ayers and Sammie Lee Hill),0.000,-0.560
1,2:19,3,8,OAK 24,3,3,Matt McGloin pass incomplete deep left intended for Andre Holmes,-0.560,-1.770
1,2:13,4,8,OAK 24,3,3,"Marquette King punts 54 yards. Penalty on Collin Mooney: Offensive Holding, 10 yards",-1.770,0.350
1,2:02,1,10,TEN 12,3,3,Chris Johnson up the middle for -2 yards (tackle by Mike Jenkins and Jack Crawford),-0.350,-0.930
1,1:23,2,12,TEN 10,3,3,Ryan Fitzpatrick pass complete short left to Chris Johnson for 2 yards (tackle by Tracy Porter),-0.930,-1.420
1,0:49,3,10,TEN 12,3,3,"Ryan Fitzpatrick pass complete deep middle to Kendall Wright for 31 yards (tackle by Nick Roach). Penalty on Nick Roach: Face Mask (15 Yards), 15 yards",-1.420,2.790
1,0:25,1,10,OAK 42,3,3,Chris Johnson right tackle for 3 yards (tackle by Usama Young),2.790,2.650
1,0:06,2,7,OAK 39,3,3,Chris Johnson left tackle for 4 yards (tackle by Lamarr Houston and Vance Walker),2.650,2.480
Quarter,Time,Down,ToGo,Location,TEN,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,OAK 35,3,3,"Ryan Fitzpatrick pass complete short left to Kendall Wright for 13 yards (tackle by Tracy Porter). Penalty on Michael Roos: Offensive Holding, 10 yards (no play)",2.480,1.160
2,14:29,3,13,OAK 45,3,3,Ryan Fitzpatrick left end for 8 yards (tackle by Vance Walker),1.160,0.790
2,13:37,4,5,OAK 37,3,3,Brett Kern punts 28 yards,0.790,0.380
2,13:28,1,10,OAK 9,3,3,Matt McGloin pass incomplete short middle intended for Marcel Reece is intercepted by Zach Brown at OAK-14 and returned for 3 yards (tackle by Marcel Reece),-0.380,-4.840
2,13:19,1,10,OAK 11,3,3,Shonn Greene up the middle for 5 yards (tackle by Stacy McGee),4.840,5.080
2,12:46,2,5,OAK 6,3,3,Shonn Greene up the middle for 1 yard (tackle by Nick Roach),5.080,4.440
2,12:03,3,4,OAK 5,3,3,Ryan Fitzpatrick pass incomplete short right intended for Delanie Walker (defended by Kevin Burnett),4.440,3.010
2,11:59,4,4,OAK 5,6,3,Rob Bironas 22 yard field goal good,3.010,3.000
2,11:59,,,TEN 35,6,3,"Rob Bironas kicks off 68 yards, returned by Taiwan Jones for 31 yards (tackle by George Wilson)",0.000,-0.810
2,11:49,1,10,OAK 28,6,3,Marcel Reece up the middle for 4 yards (tackle by Zach Brown and Ropati Pitoitua),0.810,0.800
2,11:12,2,6,OAK 32,6,3,"Matt McGloin pass incomplete short right intended for Marcel Reece. Penalty on Stefen Wisniewski: Offensive Holding, 10 yards (no play)",0.800,-0.550
2,11:08,2,16,OAK 22,6,3,Matt McGloin pass complete short right to Marcel Reece for 11 yards (tackle by Moise Fokou),-0.550,0.230
2,10:30,3,5,OAK 33,6,3,Matt McGloin pass incomplete short middle intended for Andre Holmes (defended by Jason McCourty),0.230,-1.180
2,10:24,4,5,OAK 33,6,3,"Marquette King punts 41 yards, muffed catch by Devon Wylie, recovered by Devon Wylie and returned for no gain",-1.180,-0.810
2,10:16,1,10,TEN 28,6,3,Ryan Fitzpatrick pass complete short middle to Delanie Walker for 5 yards (tackle by Sio Moore and Kevin Burnett),0.810,0.940
2,9:44,2,5,TEN 33,6,3,"Shonn Greene right tackle for no gain (tackle by Stacy McGee). Penalty on Taylor Thompson: Offensive Holding, 10 yards (no play)",0.940,-0.410
2,9:17,2,15,TEN 23,6,3,Ryan Fitzpatrick pass incomplete deep right intended for Kendall Wright,-0.410,-1.090
2,9:10,3,15,TEN 23,6,3,Ryan Fitzpatrick pass incomplete short middle intended for Shonn Greene,-1.090,-1.830
2,9:05,4,15,TEN 23,6,3,"Brett Kern punts 44 yards, returned by Jacoby Ford for 12 yards (tackle by Daimion Stafford). Jacoby Ford fumbles (forced by Daimion Stafford), recovered by Brice Butler at OAK-49 (tackle by Beau Brinkley)",-1.830,-2.190
2,8:52,1,10,OAK 49,6,3,Rashad Jennings left tackle for 7 yards (tackle by Alterraun Verner),2.190,2.590
2,8:17,2,3,TEN 44,6,3,"Matt McGloin pass incomplete short middle intended for Mychal Rivera (defended by Michael Griffin). Penalty on Michael Griffin: Personal Foul, 15 yards (no play)",2.590,3.640
2,8:07,1,10,TEN 29,6,3,"Rashad Jennings left guard for 9 yards (tackle by Michael Griffin). Penalty on Lucas Nix: Offensive Holding, 10 yards",3.640,3.580
2,7:38,1,11,TEN 30,6,3,Matt McGloin pass complete short right to Marcel Reece for -3 yards (tackle by Zach Brown),3.580,2.560
2,7:04,2,14,TEN 33,6,3,Rashad Jennings right tackle for 3 yards (tackle by Zach Brown),2.560,2.280
2,6:35,3,11,TEN 30,6,3,Matt McGloin pass incomplete deep right intended for Brice Butler,2.280,1.410
2,6:30,4,11,TEN 30,6,6,Sebastian Janikowski 48 yard field goal good,1.410,3.000
2,6:30,,,OAK 35,6,6,"Sebastian Janikowski kicks off 71 yards, touchback",0.000,-0.280
2,6:25,1,10,TEN 20,6,6,Chris Johnson left tackle for 6 yards (tackle by Nick Roach),0.280,0.540
2,5:57,2,4,TEN 26,6,6,Ryan Fitzpatrick pass complete short right to Nate Washington for 7 yards (tackle by Mike Jenkins),0.540,1.140
2,5:27,1,10,TEN 33,6,6,Ryan Fitzpatrick pass complete short middle to Taylor Thompson for 4 yards (tackle by Sio Moore and Nick Roach),1.140,1.130
2,4:55,2,6,TEN 37,6,6,Ryan Fitzpatrick pass complete short left to Delanie Walker for 14 yards (tackle by Kevin Burnett and Charles Woodson),1.130,2.320
2,4:23,1,10,OAK 49,6,6,"Ryan Fitzpatrick sacked by Nick Roach for 0 yards. Ryan Fitzpatrick fumbles (forced by Nick Roach), ball out of bounds at 50",2.320,2.320
2,3:53,1,10,OAK 49,6,6,Timeout #1 by Tennessee Titans,2.320,1.650
2,3:53,2,11,,6,6,"Ryan Fitzpatrick left end for 5 yards (tackle by Jack Crawford). Penalty on Andy Levitre: Offensive Holding, 10 yards (no play)",1.650,0.300
2,3:26,2,21,TEN 40,6,6,Ryan Fitzpatrick pass incomplete deep left intended for Kenny Britt,0.300,-0.360
2,3:21,3,21,TEN 40,6,6,"Ryan Fitzpatrick up the middle for 3 yards (tackle by Lamarr Houston). Penalty on Justin Hunter: Unnecessary Roughness, 15 yards",-0.360,-1.500
2,3:01,4,33,TEN 28,6,6,"Brett Kern punts 49 yards, fair catch by Jacoby Ford",-1.500,-0.480
2,2:53,1,10,OAK 23,6,6,Matt McGloin pass incomplete short right intended for Rod Streater (defended by Ropati Pitoitua),0.480,-0.070
2,2:50,2,10,OAK 23,6,6,Rashad Jennings right guard for 4 yards (tackle by Zach Brown and Antonio Johnson),-0.070,-0.230
2,2:09,3,6,OAK 27,6,6,Matt McGloin up the middle for 7 yards (tackle by George Wilson),-0.230,1.200
2,2:00,1,10,OAK 34,6,6,Matt McGloin pass complete short left to Jamize Olawale for 25 yards (tackle by Michael Griffin),1.200,1.200
2,1:53,1,10,OAK 34,6,6,Timeout #1 by Oakland Raiders,1.200,2.850
2,1:51,1,10,TEN 41,6,6,Matt McGloin pass complete short left to Rashad Jennings for 13 yards (tackle by Moise Fokou),2.850,3.710
2,1:48,1,10,TEN 28,6,6,Rashad Jennings left end for 15 yards (tackle by Alterraun Verner),3.710,4.710
2,1:43,1,10,TEN 13,6,6,Rashad Jennings up the middle for 5 yards (tackle by Moise Fokou),4.710,4.960
2,1:05,2,5,TEN 8,6,6,Rashad Jennings right guard for 2 yards (tackle by Sammie Lee Hill and Bernard Pollard),4.960,4.960
2,0:56,2,5,TEN 8,6,6,Timeout #2 by Oakland Raiders,4.960,4.560
2,0:56,3,3,TEN 6,6,6,Matt McGloin pass incomplete short left intended for Rod Streater (defended by Sammie Lee Hill),4.560,3.010
2,0:52,4,3,TEN 6,6,9,Sebastian Janikowski 24 yard field goal good,3.010,3.000
2,0:52,,,OAK 35,6,9,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.280
2,0:48,1,10,TEN 20,6,9,Ryan Fitzpatrick left end for 2 yards (tackle by Sio Moore),0.280,0.000
2,0:41,2,8,TEN 22,6,9,Ryan Fitzpatrick pass complete short left to Justin Hunter for 13 yards (tackle by Phillip Adams),0.000,0.000
2,0:34,2,8,TEN 22,6,9,Timeout #2 by Tennessee Titans,0.000,1.270
2,0:33,1,10,TEN 35,6,9,Ryan Fitzpatrick pass incomplete short right intended for Delanie Walker,1.270,0.720
2,0:30,2,10,TEN 35,6,9,Ryan Fitzpatrick pass complete short left to Delanie Walker for 7 yards (tackle by Usama Young),0.720,0.720
2,0:23,2,10,TEN 35,6,9,Timeout #3 by Tennessee Titans,0.720,0.960
2,0:23,3,3,TEN 42,6,9,Ryan Fitzpatrick pass incomplete deep right intended for Kenny Britt,0.960,-0.590
2,0:19,4,3,TEN 42,6,9,"Brett Kern punts, blocked by Jeremy Stewart, recovered by George Wilson",-0.590,-3.120
2,0:11,1,10,TEN 37,6,9,Matt McGloin pass complete deep left to Rod Streater for 23 yards (tackle by Michael Griffin),3.120,3.120
2,0:04,1,10,TEN 37,6,9,Timeout #3 by Oakland Raiders,3.120,4.650
2,0:04,1,10,TEN 14,6,9,Sebastian Janikowski 32 yard field goal no good,4.650,0.340
Quarter,Time,Down,ToGo,Location,TEN,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 35,6,9,"Sebastian Janikowski kicks off 61 yards, returned by Devon Wylie for 11 yards (tackle by Ryan Robinson)",0.000,0.220
3,14:56,1,10,TEN 15,6,9,Ryan Fitzpatrick pass complete deep middle to Kendall Wright for 23 yards (tackle by Tracy Porter),-0.220,1.470
3,14:24,1,10,TEN 38,6,9,Chris Johnson left tackle for 5 yards (tackle by Lamarr Houston and Kevin Burnett),1.470,1.600
3,13:53,2,5,TEN 43,6,9,Chris Johnson left tackle for 3 yards (tackle by Kevin Burnett and Brandian Ross),1.600,1.290
3,13:03,3,2,TEN 46,12,9,"Ryan Fitzpatrick pass complete deep right to Justin Hunter for 54 yards, touchdown",1.290,7.000
3,13:03,,,OAK 2,13,9,Rob Bironas kicks extra point good,0.000,0.000
3,13:03,,,TEN 35,13,9,"Rob Bironas kicks off 67 yards, returned by Taiwan Jones for 23 yards (tackle by George Wilson)",0.000,-0.340
3,12:46,1,10,OAK 21,13,9,Rashad Jennings left tackle for 2 yards (tackle by Bernard Pollard),0.340,0.070
3,12:09,2,8,OAK 23,13,9,Matt McGloin pass complete short left to Marcel Reece for 9 yards (tackle by Moise Fokou),0.070,1.070
3,11:36,1,10,OAK 32,13,9,Matt McGloin pass complete short left to Rod Streater for 13 yards (tackle by Alterraun Verner and Bernard Pollard),1.070,1.930
3,10:58,1,10,OAK 45,13,9,Rashad Jennings left tackle for 6 yards (tackle by Jurrell Casey and Zach Brown),1.930,2.190
3,10:22,2,4,TEN 49,13,9,Rashad Jennings left tackle for 5 yards (tackle by Bernard Pollard),2.190,2.650
3,9:47,1,10,TEN 44,13,9,Matt McGloin pass complete deep right to Andre Holmes for 16 yards (tackle by Michael Griffin),2.650,3.710
3,9:05,1,10,TEN 28,13,9,Rashad Jennings right end for -2 yards,3.710,2.900
3,8:22,2,12,TEN 30,13,9,Matt McGloin pass incomplete short left intended for Rod Streater,2.900,2.210
3,8:19,3,12,TEN 30,13,9,Matt McGloin pass incomplete short right intended for Andre Holmes,2.210,1.410
3,8:14,4,12,TEN 30,13,9,Sebastian Janikowski 48 yard field goal no good,1.410,-1.470
3,8:08,1,10,TEN 38,13,9,Chris Johnson up the middle for 2 yards,1.470,1.190
3,7:36,2,8,TEN 40,13,9,Ryan Fitzpatrick up the middle for 3 yards (tackle by Kevin Burnett),1.190,0.890
3,6:49,3,5,TEN 43,13,9,"Penalty on Ryan Fitzpatrick: Delay of Game, 5 yards (no play)",0.890,0.230
3,6:23,3,10,TEN 38,13,9,Ryan Fitzpatrick pass incomplete short right intended for Chris Johnson,0.230,-0.850
3,6:11,4,10,TEN 38,13,9,"Brett Kern punts 42 yards, returned by Jacoby Ford for 6 yards (tackle by Zaviar Gooden)",-0.850,-0.670
3,6:05,1,10,OAK 26,13,9,Matt McGloin pass complete short middle to Rod Streater for 19 yards (tackle by Jason McCourty),0.670,1.930
3,5:28,1,10,OAK 45,13,9,Matt McGloin right tackle for -1 yards (tackle by Akeem Ayers),1.930,1.250
3,4:52,2,11,OAK 44,13,9,Matt McGloin pass complete short right to Andre Holmes for 16 yards (tackle by Jason McCourty),1.250,2.920
3,4:18,1,10,TEN 40,13,9,Rashad Jennings up the middle for 6 yards (tackle by Bernard Pollard and Michael Griffin),2.920,3.180
3,3:35,2,4,TEN 34,13,9,Marcel Reece left end for 5 yards (tackle by Alterraun Verner),3.180,3.640
3,3:29,1,10,TEN 29,13,9,Matt McGloin pass complete short middle to Jamize Olawale for 2 yards (tackle by Akeem Ayers),3.640,3.370
3,3:07,2,8,TEN 27,13,9,Marcel Reece up the middle for 3 yards (tackle by Zach Brown),3.370,3.070
3,1:50,3,5,TEN 24,13,9,Matt McGloin pass incomplete short left intended for Jacoby Ford,3.070,1.920
3,1:46,4,5,TEN 24,13,12,Sebastian Janikowski 42 yard field goal good,1.920,3.000
3,1:46,,,OAK 35,13,12,"Sebastian Janikowski kicks off 73 yards, touchback",0.000,-0.280
3,1:41,1,10,TEN 20,13,12,Shonn Greene right guard for 6 yards (tackle by Mike Jenkins),0.280,0.540
3,1:07,2,4,TEN 26,13,12,Ryan Fitzpatrick pass complete short right to Taylor Thompson for no gain,0.540,-0.160
3,0:23,3,4,TEN 26,13,12,Ryan Fitzpatrick pass complete short left to Delanie Walker for 12 yards (tackle by Kevin Burnett and Brandian Ross),-0.160,1.470
Quarter,Time,Down,ToGo,Location,TEN,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 38,13,12,Shonn Greene left end for 3 yards (tackle by Lamarr Houston),1.470,1.330
4,14:35,2,7,TEN 41,13,12,Ryan Fitzpatrick pass incomplete,1.330,1.330
4,14:29,2,7,TEN 41,13,12,Timeout #1 by Oakland Raiders,1.330,0.630
4,14:29,3,7,TEN 41,13,12,Ryan Fitzpatrick pass complete short middle to Justin Hunter for 12 yards (tackle by Charles Woodson),0.630,2.460
4,13:52,1,10,OAK 47,13,12,Chris Johnson up the middle for 6 yards (tackle by Mike Jenkins),2.460,2.720
4,13:32,2,4,OAK 41,13,12,Chris Johnson left guard for 4 yards (tackle by Lamarr Houston),2.720,3.120
4,12:59,1,10,OAK 37,13,12,Chris Johnson left tackle for 3 yards (tackle by Nick Roach and Phillip Adams),3.120,2.980
4,12:14,2,7,OAK 34,13,12,Ryan Fitzpatrick pass incomplete short right intended for Nate Washington,2.980,2.280
4,12:09,3,7,OAK 34,13,12,Ryan Fitzpatrick right end for 10 yards (tackle by Kevin Burnett),2.280,3.970
4,11:34,1,10,OAK 24,13,12,Chris Johnson up the middle for 12 yards (tackle by Charles Woodson),3.970,4.780
4,10:59,1,10,OAK 12,13,12,"Shonn Greene right tackle for no gain. Penalty on Chance Warmack: Offensive Holding, 10 yards (no play)",4.780,4.110
4,10:31,1,20,OAK 22,13,12,Ryan Fitzpatrick pass complete short left to Kendall Wright for 8 yards (tackle by Charles Woodson),4.110,3.790
4,9:57,2,12,OAK 14,13,12,Ryan Fitzpatrick pass complete short middle to Nate Washington for 6 yards (tackle by Chimdi Chekwa),3.790,3.930
4,9:14,3,6,OAK 8,13,12,"Ryan Fitzpatrick pass complete short left to Chris Johnson for 3 yards (tackle by Phillip Adams and Kevin Burnett). Ryan Fitzpatrick fumbles, recovered by Ryan Fitzpatrick at OAK-14",3.930,3.020
4,8:56,4,3,OAK 5,16,12,Rob Bironas 23 yard field goal good,3.020,3.000
4,8:56,,,TEN 35,16,12,"Rob Bironas kicks off 68 yards, returned by Jeremy Stewart for 28 yards (tackle by George Wilson)",0.000,-0.610
4,8:34,1,10,OAK 25,16,12,Matt McGloin pass complete deep right to Rod Streater for 19 yards (tackle by Michael Griffin),0.610,1.860
4,8:08,1,10,OAK 44,16,12,Rashad Jennings up the middle for 1 yard,1.860,1.450
4,7:34,2,9,OAK 45,16,12,Matt McGloin pass complete short left to Rod Streater for 13 yards (tackle by Michael Griffin),1.450,2.790
4,6:59,1,10,TEN 42,16,12,Matt McGloin pass complete short right to Rashad Jennings for 15 yards (tackle by Zach Brown),2.790,3.780
4,6:17,1,10,TEN 27,16,18,"Matt McGloin pass complete deep left to Marcel Reece for 27 yards, touchdown",3.780,7.000
4,6:17,,,TEN 2,16,19,Sebastian Janikowski kicks extra point good,0.000,0.000
4,6:17,,,OAK 35,16,19,"Sebastian Janikowski kicks off 73 yards, touchback",0.000,-0.280
4,6:10,1,10,TEN 20,16,19,Chris Johnson left guard for 4 yards (tackle by Nick Roach),0.280,0.270
4,5:38,2,6,TEN 24,16,19,Ryan Fitzpatrick pass complete deep right to Kendall Wright for 21 yards (tackle by Sio Moore),0.270,1.930
4,5:07,1,10,TEN 45,16,19,Ryan Fitzpatrick pass complete short left to Collin Mooney for 4 yards (tackle by Miles Burris),1.930,1.920
4,4:30,2,6,TEN 49,16,19,Chris Johnson left end for 7 yards (tackle by Phillip Adams),1.920,2.650
4,3:47,1,10,OAK 44,16,19,Ryan Fitzpatrick pass complete short right to Collin Mooney for 2 yards (tackle by Charles Woodson),2.650,2.380
4,3:11,2,8,OAK 42,16,19,Chris Johnson right tackle for 1 yard (tackle by Vance Walker),2.380,1.820
4,2:29,3,7,OAK 41,16,19,Ryan Fitzpatrick pass complete short middle to Justin Hunter for 8 yards (tackle by Chimdi Chekwa),1.820,3.380
4,2:00,1,10,OAK 33,16,19,Ryan Fitzpatrick pass complete short middle to Kendall Wright for 10 yards (tackle by Usama Young),3.380,4.040
4,1:51,1,10,OAK 23,16,19,Chris Johnson left tackle for 1 yard (tackle by Sio Moore),4.040,3.630
4,1:12,2,9,OAK 22,16,19,Ryan Fitzpatrick pass complete short left to Chris Johnson for 3 yards (tackle by Phillip Adams),3.630,3.630
4,0:36,2,9,OAK 22,16,19,Timeout #1 by Tennessee Titans,3.630,3.340
4,0:36,3,6,OAK 19,16,19,Ryan Fitzpatrick pass complete short middle to Justin Hunter for 9 yards (tackle by Charles Woodson),3.340,3.340
4,0:27,3,6,OAK 19,16,19,Timeout #2 by Tennessee Titans,3.340,4.910
4,0:27,1,10,OAK 10,16,19,Ryan Fitzpatrick pass incomplete short middle intended for Delanie Walker,4.910,4.190
4,0:22,2,10,OAK 10,16,19,Ryan Fitzpatrick pass incomplete short left intended for Chris Johnson,4.190,3.130
4,0:15,3,10,OAK 10,22,19,"Ryan Fitzpatrick pass complete short left to Kendall Wright for 10 yards, touchdown",3.130,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,0:15,,,OAK 2,23,19,Rob Bironas kicks extra point good,0.000,0.000
4,0:15,,,TEN 35,23,19,Rob Bironas kicks off 34 yards,0.000,-1.000
4,0:09,1,10,OAK 31,23,19,Matt McGloin pass incomplete short left intended for Nick Kasa,1.000,0.460
4,0:04,2,10,OAK 31,23,19,"Matt McGloin pass complete short middle to Rashad Jennings for no gain, lateral to Rod Streater for 6 yards (tackle by Blidi Wreh-Wilson). Rod Streater fumbles (forced by Blidi Wreh-Wilson), recovered by Jurrell Casey at OAK-42 (tackle by Nick Kasa)",0.460,-0.230
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
