Quarter,Time,Down,ToGo,Location,STL,SFO,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Rams won the coin toss, Rams to receive the opening kickoff.",,
1,15:00,,,SFO 30,0,0,"Joe Nedney kicks off 60 yards, returned by Danny Amendola for 12 yards (tackle by Delanie Walker)",0.000,0.410
1,14:55,1,10,STL 22,0,0,Sam Bradford pass complete short middle to Steven Jackson for 3 yards (tackle by Takeo Spikes),0.410,0.270
1,14:22,2,7,STL 25,0,0,Sam Bradford pass complete short left to Steven Jackson for 14 yards (tackle by Patrick Willis and Dashon Goldson),0.270,1.530
1,13:47,1,10,STL 39,0,0,Steven Jackson left tackle for 2 yards (tackle by Justin Smith),1.530,1.260
1,13:06,2,8,STL 41,0,0,"Sam Bradford pass complete short right to Steven Jackson for 7 yards (tackle by Nate Clements). Penalty on Ahmad Brooks: Defensive Offside, 5 yards (no play)",1.260,1.930
1,12:39,2,3,STL 46,0,0,"Sam Bradford pass complete short left to Brandon Gibson for 14 yards (tackle by Dashon Goldson). Penalty on Dashon Goldson: Unnecessary Roughness, 15 yards",1.930,3.910
1,12:19,1,10,SFO 25,0,0,Steven Jackson left guard for 1 yard (tackle by Aubrayo Franklin),3.910,3.500
1,11:41,2,9,SFO 24,0,0,Sam Bradford pass complete short right to Michael Hoomanawanui for 4 yards (tackle by Isaac Sopoaga and Takeo Spikes),3.500,3.340
1,10:57,3,5,SFO 20,0,0,"Sam Bradford pass complete short middle to Danny Amendola for 16 yards (tackle by NaVorro Bowman). Penalty on Rodger Saffold: Offensive Holding, 10 yards (no play)",3.340,2.010
1,10:22,3,15,SFO 30,0,0,Sam Bradford pass complete short middle to Kenneth Darby for 6 yards (tackle by NaVorro Bowman),2.010,1.870
1,9:40,4,9,SFO 24,3,0,Josh Brown 42 yard field goal good,1.870,3.000
1,,,,STL 30,3,0,Josh Brown kicks off 65 yards,0.000,1.600
1,9:35,1,10,SFO 40,3,0,Troy Smith pass complete deep right to Vernon Davis for 32 yards (tackle by Craig Dahl and Kevin Dockery),1.600,3.710
1,8:54,1,10,STL 28,3,0,Frank Gore left end for 7 yards (tackle by O.J. Atogwe),3.710,4.110
1,8:09,2,3,STL 21,3,0,Troy Smith sacked by Chris Long and James Laurinaitis for -8 yards,4.110,2.340
1,7:27,,,,3,0,Timeout #1 by San Francisco 49ers,0.000,2.340
1,7:27,3,11,STL 29,3,0,Troy Smith sacked by James Laurinaitis for -7 yards,2.340,0.880
1,6:56,4,18,STL 36,3,0,"Andy Lee punts 23 yards, fair catch by Danny Amendola",0.880,0.320
1,6:50,1,10,STL 13,3,0,Sam Bradford pass incomplete short right intended for Michael Hoomanawanui,-0.320,-0.770
1,6:47,2,10,STL 13,3,0,Steven Jackson middle for 2 yards (tackle by Manny Lawson),-0.770,-1.180
1,6:05,3,8,STL 15,3,0,"Sam Bradford pass incomplete short middle intended for Danny Amendola is intercepted by Nate Clements at STL-26 and returned for 22 yards. Penalty on Ahmad Brooks: Defensive Offside, 5 yards (no play)",-1.180,-0.590
1,6:05,3,3,STL 20,3,0,"Penalty on Ray McDonald: Encroachment, 5 yards (no play)",-0.590,0.610
1,6:05,1,10,STL 25,3,0,"Penalty on Adam Goldberg: False Start, 5 yards (no play)",0.610,0.280
1,5:55,1,15,STL 20,3,0,Sam Bradford pass incomplete short right intended for Laurent Robinson,0.280,-0.610
1,5:49,2,15,STL 20,3,0,Steven Jackson right guard for 3 yards (tackle by Manny Lawson),-0.610,-0.890
1,5:06,3,12,STL 23,3,0,Sam Bradford pass incomplete deep right intended for Laurent Robinson,-0.890,-1.830
1,4:58,4,12,STL 23,3,0,"Penalty on Kenneth Darby: False Start, 5 yards (no play)",-1.830,-2.240
1,4:58,4,17,STL 18,3,0,"Donnie Jones punts 48 yards, fair catch by Ted Ginn",-2.240,-1.200
1,4:49,1,10,SFO 34,3,0,Troy Smith pass complete deep right to Josh Morgan for 65 yards (tackle by Craig Dahl and Kevin Dockery),1.200,6.970
1,3:58,1,1,STL 1,3,0,Frank Gore right guard for no gain (tackle by James Laurinaitis),6.970,5.910
1,3:21,2,1,STL 1,3,6,"Frank Gore left guard for 1 yard, touchdown",5.910,7.000
1,,,,STL 2,3,7,Joe Nedney kicks extra point good,0.000,0.000
1,,,,SFO 30,,,"Joe Nedney kicks off 56 yards, returned by Danny Amendola for 12 yards (tackle by Tarell Brown)",,
1,3:08,1,10,STL 26,3,7,Danny Amendola right end for 10 yards (tackle by Nate Clements),0.670,1.330
1,2:27,1,10,STL 36,3,7,Steven Jackson right tackle for 3 yards (tackle by Patrick Willis),1.330,1.200
1,1:50,2,7,STL 39,3,7,"Sam Bradford sacked by Patrick Willis for -7 yards. Sam Bradford fumbles (forced by Patrick Willis), recovered by Billy Bajema at STL-32",1.200,-0.430
1,1:21,3,14,STL 32,3,7,Sam Bradford pass complete short left to Danny Amendola for 11 yards (tackle by Nate Clements),-0.430,-0.520
1,0:36,4,3,STL 43,3,7,"Penalty on Craig Dahl: Delay of Game, 5 yards (no play)",-0.520,-0.850
1,0:10,4,8,STL 38,3,7,"Donnie Jones punts 45 yards, fair catch by Ted Ginn",-0.850,0.060
1,0:01,1,10,SFO 17,3,7,Frank Gore right end for -2 yards (tackle by George Selvie),-0.060,-0.850
Quarter,Time,Down,ToGo,Location,STL,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,12,SFO 15,3,7,Troy Smith pass complete short left to Michael Crabtree for 9 yards (tackle by Kevin Dockery),-0.850,-0.370
2,14:28,3,3,SFO 24,3,7,"Troy Smith pass incomplete deep right intended for Michael Crabtree. Penalty on Ronald Bartell: Defensive Pass Interfere, 38 yards (no play)",-0.370,3.050
2,14:17,1,10,STL 38,3,7,Troy Smith pass complete short right to Delanie Walker for 12 yards (tackle by Ronald Bartell),3.050,3.840
2,13:49,1,10,STL 26,3,7,Frank Gore left end for 23 yards (tackle by Craig Dahl),3.840,6.510
2,13:04,1,3,STL 3,3,7,Frank Gore middle for no gain (tackle by Craig Dahl),6.510,5.530
2,12:15,,,,3,7,Timeout #2 by San Francisco 49ers,0.000,5.530
2,12:15,2,3,STL 3,3,7,Troy Smith pass incomplete short right intended for Vernon Davis (defended by Chris Long),5.530,4.720
2,12:11,3,3,STL 3,3,7,"Penalty on Troy Smith: Delay of Game, 5 yards (no play)",4.720,3.580
2,12:11,3,8,STL 8,3,7,Troy Smith pass incomplete short left intended for Delanie Walker (defended by Fred Robbins),3.580,2.950
2,12:08,4,8,STL 8,3,10,Joe Nedney 26 yard field goal good,2.950,3.000
2,,,,SFO 30,3,10,"Joe Nedney kicks off 49 yards, returned by Danny Amendola for 12 yards (tackle by Dominique Zeigler)",0.000,1.140
2,12:00,1,10,STL 33,3,10,Sam Bradford pass complete short left to Danny Amendola for 3 yards (tackle by Shawntae Spencer),1.140,1.000
2,11:23,2,7,STL 36,3,10,"Sam Bradford pass complete short left to Brandon Gibson for 8 yards (tackle by Travis LaBoy and Justin Smith). Penalty on Travis LaBoy: Face Mask (15 Yards), 15 yards",1.000,2.850
2,11:03,1,10,SFO 41,3,10,Steven Jackson middle for 1 yard (tackle by Patrick Willis),2.850,2.440
2,10:28,2,9,SFO 40,3,10,Sam Bradford pass incomplete short middle intended for Michael Hoomanawanui,2.440,1.750
2,10:22,3,9,SFO 40,3,10,Sam Bradford pass complete short middle to Danny Amendola for 25 yards (tackle by Reggie Smith),1.750,4.580
2,9:40,1,10,SFO 15,3,10,"Sam Bradford pass complete short middle to Danny Amendola for 6 yards (tackle by Takeo Spikes). Penalty on Isaac Sopoaga: Defensive Offside, 5 yards (no play)",4.580,5.740
