Quarter,Time,Down,ToGo,Location,KAN,DEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss, Broncos to receive the opening kickoff.",,
1,15:00,,,KAN 30,0,0,"Ryan Succop kicks off 70 yards, touchback",0.000,0.280
1,15:00,1,10,DEN 20,0,0,Kyle Orton pass complete short left to Brandon Lloyd for 9 yards (tackle by Brandon Carr),0.280,0.950
1,14:28,2,1,DEN 29,0,0,Correll Buckhalter left guard for no gain (tackle by Demorrio Williams and Corey Mays),0.950,0.230
1,13:57,,,,0,0,Timeout #1 by Kansas City Chiefs,0.000,0.230
1,13:57,3,1,DEN 29,0,0,Knowshon Moreno left tackle for no gain (tackle by Glenn Dorsey),0.230,-1.440
1,13:20,4,1,DEN 29,0,0,"Mitch Berger punts 47 yards, fair catch by Bobby Wade. Penalty on David Herron: Offensive Holding, 10 yards",-1.440,0.280
1,13:10,1,10,KAN 14,0,0,Matt Cassel pass complete deep right to Terrance Copper for 50 yards (tackle by Champ Bailey),-0.280,3.180
1,12:27,1,10,DEN 36,0,0,Matt Cassel pass complete deep right to Leonard Pope for 29 yards (tackle by Brian Dawkins),3.180,5.600
1,11:59,1,7,DEN 7,0,0,Matt Cassel pass complete short right to Dwayne Bowe for 6 yards (tackle by Brian Dawkins),5.600,5.910
1,11:22,2,1,DEN 1,6,0,"Mike Cox left guard for 1 yard, touchdown",5.910,7.000
1,,,,DEN 2,7,0,Ryan Succop kicks extra point good,0.000,0.000
1,,,,KAN 30,7,0,"Ryan Succop kicks off 74 yards, returned by Correll Buckhalter for 20 yards (tackle by Terrance Copper)",0.000,-0.140
1,11:11,1,10,DEN 16,7,0,Kyle Orton sacked by Glenn Dorsey for -1 yards,-0.140,-0.780
1,10:40,2,11,DEN 15,7,0,Kyle Orton pass complete short left to Jabar Gaffney for 14 yards (tackle by Jovan Belcher),-0.780,0.870
1,10:06,1,10,DEN 29,7,0,Correll Buckhalter right tackle for 1 yard (tackle by Corey Mays),0.870,0.460
1,9:30,2,9,DEN 30,7,0,Kyle Orton pass incomplete short middle intended for Brandon Lloyd (defended by Demorrio Williams),0.460,-0.230
1,9:24,3,9,DEN 30,7,0,Kyle Orton pass complete short left to Jabar Gaffney for 11 yards (tackle by Mike Brown),-0.230,1.660
1,8:46,1,10,DEN 41,7,0,Kyle Orton pass complete short right to Jabar Gaffney for 7 yards (tackle by Jovan Belcher),1.660,2.070
1,8:12,2,3,DEN 48,7,0,Kyle Orton pass incomplete short right intended for Brandon Lloyd,2.070,1.360
1,8:07,3,3,DEN 48,7,0,Kyle Orton pass incomplete short left intended for Jabar Gaffney,1.360,-0.190
1,8:03,4,3,DEN 48,7,0,Mitch Berger punts 51 yards,-0.190,0.380
1,7:52,1,10,KAN 1,7,0,Matt Cassel pass incomplete deep right intended for Chris Chambers (defended by Champ Bailey). Penalty on Chris Chambers: Offensive Pass Interfere (Declined),-0.380,-0.780
1,7:45,2,10,KAN 1,7,0,Matt Cassel pass complete short right to Terrance Copper for 7 yards (tackle by D.J. Williams and Andra Davis),-0.780,-0.600
1,7:04,3,3,KAN 8,7,0,"Matt Cassel for no gain. Matt Cassel fumbles, recovered by Matt Cassel at KAN-7",-0.600,-2.490
1,6:41,4,4,KAN 7,7,0,"Dustin Colquitt punts 54 yards, returned by Alphonso Smith for 8 yards (tackle by Mike Brown)",-2.490,-2.060
1,6:28,1,10,DEN 47,7,0,Kyle Orton pass incomplete deep right intended for Daniel Graham (defended by Brandon Flowers),2.060,1.520
1,6:24,2,10,DEN 47,7,0,Knowshon Moreno left guard for 4 yards (tackle by Jovan Belcher and Derrick Johnson),1.520,1.360
1,5:50,3,6,KAN 49,7,0,Kyle Orton pass incomplete short left intended for Jabar Gaffney (defended by Brandon Carr),1.360,0.000
1,5:45,4,6,KAN 49,7,0,Mitch Berger punts 39 yards,0.000,0.370
1,5:33,1,10,KAN 11,7,0,Matt Cassel pass incomplete short right intended for Tim Castille,-0.370,-0.780
1,5:29,2,10,KAN 11,7,0,Jamaal Charles middle for 2 yards (tackle by D.J. Williams),-0.780,-1.190
1,5:00,3,8,KAN 13,7,0,Jamaal Charles middle for 52 yards (tackle by Andre' Goodman),-1.190,3.250
1,4:13,1,10,DEN 35,7,0,Tim Castille right tackle for 4 yards (tackle by Mario Haggan),3.250,3.240
1,3:44,2,6,DEN 31,7,0,Tim Castille pass incomplete deep left intended for Matt Cassel is intercepted by Andre' Goodman at DEN-5,3.240,0.380
1,3:34,1,10,DEN 5,7,0,Knowshon Moreno right guard for 5 yards (tackle by Corey Mays and Mike Brown),-0.380,-0.420
1,2:59,2,5,DEN 10,7,0,Kyle Orton pass incomplete short middle intended for Correll Buckhalter (defended by Derrick Johnson),-0.420,-0.840
1,2:53,3,5,DEN 10,7,0,Kyle Orton pass complete short middle to Jabar Gaffney for 6 yards (tackle by Travis Daniels),-0.840,-0.140
1,2:17,1,10,DEN 16,7,0,Knowshon Moreno middle for 18 yards (tackle by Travis Daniels),-0.140,1.200
1,1:43,1,10,DEN 34,7,0,Knowshon Moreno middle for 2 yards (tackle by Jon McGraw),1.200,0.930
1,1:11,2,8,DEN 36,7,0,Kyle Orton pass complete deep middle to Jabar Gaffney for 21 yards (tackle by Ricky Price and Mike Brown),0.930,2.720
1,0:39,1,10,KAN 43,7,0,Kyle Orton pass complete short left to Knowshon Moreno for 20 yards (tackle by Derrick Johnson),2.720,4.040
1,0:01,1,10,KAN 23,7,0,"Correll Buckhalter right guard for 4 yards (tackle by Mike Vrabel). Penalty on Ben Hamilton: Offensive Holding, 10 yards (no play)",4.040,3.380
Quarter,Time,Down,ToGo,Location,KAN,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,20,KAN 33,7,0,"Kyle Orton pass incomplete deep left intended for Jabar Gaffney (defended by Brandon Carr). Penalty on Brandon Carr: Defensive Pass Interfere, 32 yards (no play)",3.380,6.970
2,14:52,1,1,KAN 1,7,0,Knowshon Moreno right tackle for no gain (tackle by Jovan Belcher),6.970,5.910
2,14:16,2,1,KAN 1,7,0,Kyle Orton pass incomplete short middle intended for Daniel Graham (defended by Demorrio Williams),5.910,5.170
2,14:10,3,1,KAN 1,7,6,"Knowshon Moreno right guard for 1 yard, touchdown",5.170,7.000
2,,,,KAN 2,7,7,Matt Prater kicks extra point good,0.000,0.000
2,,,,DEN 30,7,7,"Matt Prater kicks off 69 yards, returned by Quinten Lawrence for 29 yards (tackle by Matt Prater)",0.000,0.940
2,14:00,1,10,KAN 30,7,7,Jamaal Charles right guard for 1 yard (tackle by Elvis Dumervil),0.940,0.530
2,13:21,2,9,KAN 31,7,7,Jamaal Charles middle for 9 yards (tackle by Renaldo Hill and D.J. Williams),0.530,1.600
2,12:38,1,10,KAN 40,7,7,Matt Cassel pass complete short middle to Chris Chambers for 17 yards (tackle by Brian Dawkins),1.600,2.720
2,12:10,1,10,DEN 43,7,7,"Matt Cassel pass complete short left to Jamaal Charles for no gain. Penalty on Chris Chambers: Offensive Pass Interfere, 10 yards, Penalty on Bobby Wade: Offensive Pass Interfere (Declined) (no play)",2.720,2.060
2,12:00,1,20,KAN 47,7,7,Matt Cassel pass incomplete short right intended for Leonard Pope,2.060,0.830
2,11:55,2,20,KAN 47,7,7,Matt Cassel pass incomplete short middle intended for Bobby Wade,0.830,0.170
2,11:55,3,20,KAN 47,7,7,Matt Cassel pass incomplete short right intended for Bobby Wade,0.170,-0.260
2,11:42,4,20,KAN 47,7,7,"Dustin Colquitt punts 40 yards, fair catch by Alphonso Smith",-0.260,0.280
2,11:34,1,10,DEN 14,7,7,Kyle Orton pass complete deep left to Jabar Gaffney for 29 yards (tackle by Ricky Price),-0.280,1.800
2,11:09,1,10,DEN 43,7,7,Correll Buckhalter left guard for 6 yards (tackle by Glenn Dorsey and Mike Vrabel),1.800,2.060
2,10:35,2,4,DEN 49,7,7,Kyle Orton pass incomplete short right intended for Jabar Gaffney,2.060,1.350
2,10:28,3,4,DEN 49,7,7,Kyle Orton pass incomplete short left intended for Brandon Stokley,1.350,-0.130
2,10:17,4,4,DEN 49,7,7,"Mitch Berger punts 51 yards, touchback",-0.130,-0.280
2,10:06,1,10,KAN 20,7,7,Jamaal Charles left tackle for 6 yards (tackle by Marcus Thomas and Andra Davis),0.280,0.540
2,9:21,2,4,KAN 26,7,7,Matt Cassel pass complete short left to Chris Chambers for 3 yards (tackle by Andre' Goodman),0.540,0.230
2,8:57,3,1,KAN 29,7,7,"Jamaal Charles left tackle for 33 yards (tackle by Brian Dawkins). Penalty on Renaldo Hill: Face Mask (15 Yards), 15 yards",0.230,4.040
2,8:25,1,10,DEN 23,7,7,Javarris Williams middle for 3 yards (tackle by Mario Haggan),4.040,3.900
2,7:48,2,7,DEN 20,7,7,Jamaal Charles right guard for 6 yards (tackle by D.J. Williams),3.900,4.280
2,7:15,3,1,DEN 14,7,7,Matt Cassel pass complete short left to Chris Chambers for 12 yards (tackle by D.J. Williams),4.280,6.740
2,6:34,1,2,DEN 2,7,7,"Matt Cassel pass incomplete short right intended for Dwayne Bowe. Penalty on Chris Chambers: Illegal Formation, 5 yards (no play)",6.740,5.600
2,6:29,1,7,DEN 7,7,7,Tim Castille middle for 2 yards (tackle by Mario Haggan and Ronald Fields),5.600,5.150
2,5:48,2,5,DEN 5,7,7,Matt Cassel pass complete short middle to Jamaal Charles for 3 yards (tackle by D.J. Williams),5.150,4.950
2,5:10,3,2,DEN 2,7,7,Matt Cassel pass incomplete short left intended for Chris Chambers (defended by Andre' Goodman),4.950,3.250
2,5:07,4,2,DEN 2,10,7,Ryan Succop 20 yard field goal good,3.250,3.000
2,,,,KAN 30,10,7,"Ryan Succop kicks off 75 yards, returned by Peyton Hillis for 24 yards (tackle by Travis Daniels)",0.000,0.150
2,4:57,1,10,DEN 19,10,7,Kyle Orton pass complete deep middle to Jabar Gaffney for 26 yards (tackle by Brandon Flowers),0.150,1.930
2,4:16,1,10,DEN 45,10,7,Knowshon Moreno left end for 1 yard (tackle by Glenn Dorsey),1.930,1.520
2,3:37,2,9,DEN 46,10,7,Kyle Orton pass incomplete deep left intended for Brandon Lloyd (defended by Brandon Carr),1.520,0.830
2,3:32,3,9,DEN 46,10,7,Kyle Orton pass complete short left to Jabar Gaffney for 18 yards (tackle by Ricky Price),0.830,3.180
2,3:02,1,10,KAN 36,10,7,Knowshon Moreno right guard for 11 yards (tackle by Travis Daniels and Mike Brown),3.180,3.910
