Quarter,Time,Down,ToGo,Location,MIA,CIN,Detail,EPB,EPA
2,9:54,1,10,CIN 32,3,7,Ricky Williams left end for no gain (tackle by Reggie Nelson),3.450,2.900
2,9:14,2,10,CIN 32,3,7,Chad Henne pass complete short right to Davone Bess for 8 yards (tackle by Morgan Trent),2.900,3.270
2,8:30,3,2,CIN 24,3,7,Chad Henne pass incomplete short left intended for Ronnie Brown,3.270,1.990
2,8:24,4,2,CIN 24,6,7,Dan Carpenter 42 yard field goal good,1.990,3.000
2,,,,MIA 30,6,7,"Dan Carpenter kicks off 65 yards, returned by Bernard Scott for 28 yards (tackle by Tyrone Culver)",0.000,1.140
2,8:13,1,10,CIN 33,6,7,Carson Palmer pass incomplete deep middle intended for Terrell Owens (defended by Sean Smith),1.140,0.590
2,8:06,2,10,CIN 33,6,7,Carson Palmer pass incomplete short right intended for Jordan Shipley (defended by Kendall Langford),0.590,-0.100
2,8:02,3,10,CIN 33,6,7,Carson Palmer pass incomplete deep right intended for Chad Johnson,-0.100,-1.180
2,7:55,4,10,CIN 33,6,7,"Kevin Huber punts 44 yards, returned by Davone Bess for 6 yards (tackle by Rico Murray)",-1.180,-0.870
2,7:44,1,10,MIA 29,6,7,Chad Henne pass complete short left to Brian Hartline for 8 yards (tackle by Morgan Trent and Keith Rivers),0.870,1.410
2,7:02,2,2,MIA 37,6,7,Ronnie Brown right end for no gain (tackle by Keith Rivers),1.410,0.700
2,6:23,3,2,MIA 37,6,7,Chad Henne pass incomplete short left intended for Brian Hartline,0.700,-0.910
2,6:17,4,2,MIA 37,6,7,"Brandon Fields punts 41 yards, fair catch by Quan Cosby",-0.910,-0.410
2,6:11,1,10,CIN 22,6,7,Cedric Benson left end for 13 yards (tackle by Yeremiah Bell),0.410,1.270
2,5:46,1,10,CIN 35,6,7,Cedric Benson right tackle for 6 yards (tackle by Benny Sapp and Yeremiah Bell),1.270,1.530
2,5:18,2,4,CIN 41,6,7,Cedric Benson right end for -1 yards (tackle by Karlos Dansby and Benny Sapp),1.530,0.700
2,4:37,3,5,CIN 40,6,7,Carson Palmer pass complete short middle to Cedric Benson for 2 yards (tackle by Cameron Wake),0.700,-0.590
2,4:03,4,3,CIN 42,6,7,Kevin Huber punts 48 yards,-0.590,0.380
2,3:49,1,10,MIA 10,6,7,Chad Henne pass incomplete deep right intended for Patrick Cobbs (defended by Keith Rivers),-0.380,-0.780
2,3:43,2,10,MIA 10,6,7,Ricky Williams left guard for no gain (tackle by Keith Rivers),-0.780,-1.420
2,2:59,3,10,MIA 10,6,7,Chad Henne pass incomplete deep middle intended for Brian Hartline is intercepted by Morgan Trent at MIA-37,-1.420,-3.120
2,2:52,1,10,MIA 37,6,13,"Carson Palmer pass complete deep left to Terrell Owens for 37 yards, touchdown",3.120,7.000
2,,,,MIA 2,6,14,Mike Nugent kicks extra point good,0.000,0.000
2,,,,CIN 30,6,14,"Mike Nugent kicks off 55 yards, returned by Patrick Cobbs for 40 yards (tackle by Rico Murray)",0.000,2.590
2,2:37,1,10,CIN 45,6,14,Ronnie Brown left guard for 6 yards (tackle by Dhani Jones),2.590,2.850
2,2:17,2,4,CIN 39,6,14,Ronnie Brown for 13 yards (tackle by Morgan Trent),2.850,3.840
2,2:00,1,10,CIN 26,6,14,Ronnie Brown left guard for 13 yards (tackle by Tom Nelson and Reggie Nelson),3.840,4.710
2,1:23,1,10,CIN 13,6,14,Chad Henne pass complete short left to Davone Bess for 2 yards (tackle by Chris Crocker),4.710,4.390
2,1:11,,,,6,14,Timeout #1 by Cincinnati Bengals,0.000,4.390
2,1:11,2,8,CIN 11,6,14,Chad Henne pass incomplete short right intended for Anthony Fasano,4.390,3.450
2,1:07,3,8,CIN 11,6,14,Chad Henne pass complete short middle to Brian Hartline for 5 yards (tackle by Rey Maualuga),3.450,3.010
2,0:58,,,,6,14,Timeout #2 by Cincinnati Bengals,0.000,3.010
2,0:58,4,3,CIN 6,9,14,Dan Carpenter 24 yard field goal good,3.010,3.000
2,,,,MIA 30,9,14,"Dan Carpenter kicks off 65 yards, returned by Bernard Scott for 21 yards (tackle by Tyrone Culver)",0.000,0.670
2,0:49,1,10,CIN 26,9,14,Carson Palmer pass incomplete short left intended for Terrell Owens (defended by Tyrone Culver),0.670,0.130
2,0:43,2,10,CIN 26,9,14,Brian Leonard left end for 2 yards (tackle by Tony McDaniel),0.130,-0.300
2,0:35,,,,9,14,Timeout #1 by Miami Dolphins,0.000,-0.300
2,0:35,3,8,CIN 28,9,14,Carson Palmer pass incomplete short right intended for Brian Leonard,-0.300,-1.500
2,0:28,4,8,CIN 28,9,14,"Kevin Huber punts 38 yards, returned by Davone Bess for 17 yards (tackle by Michael Johnson)",-1.500,-2.320
2,0:21,1,10,CIN 49,9,14,Ricky Williams right guard for 4 yards (tackle by Geno Atkins),2.320,2.320
2,0:16,,,,9,14,Timeout #2 by Miami Dolphins,0.000,2.320
2,0:16,2,6,CIN 45,9,14,Chad Henne pass complete short right to Davone Bess for 5 yards,2.320,2.280
2,0:08,,,,9,14,Timeout #3 by Cincinnati Bengals,0.000,2.280
2,0:08,3,1,CIN 40,9,14,Chad Henne pass complete short left to Davone Bess for 4 yards,2.280,3.180
2,0:03,1,10,CIN 36,12,14,Dan Carpenter 54 yard field goal good,3.180,3.000
Quarter,Time,Down,ToGo,Location,MIA,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 30,12,14,"Mike Nugent kicks off 52 yards, returned by Patrick Cobbs for 16 yards (tackle by Brandon Ghee)",0.000,1.200
3,14:49,1,10,MIA 34,12,14,"Chad Henne pass complete short middle to Davone Bess for 13 yards (tackle by Chris Crocker). Penalty on Jake Long: Offensive Holding, 10 yards (no play)",1.200,0.540
3,14:17,1,20,MIA 24,12,14,Chad Henne pass complete short right to Brandon Marshall for 3 yards (tackle by Morgan Trent),0.540,-0.290
3,13:38,2,17,MIA 27,12,14,Chad Henne pass complete short left to Brandon Marshall for 16 yards (tackle by Michael Johnson),-0.290,1.160
3,12:52,3,1,MIA 43,12,14,Chad Henne pass incomplete deep middle intended for Anthony Fasano (defended by Chris Crocker),1.160,-0.520
3,12:45,4,1,MIA 43,12,14,Brandon Fields punts 50 yards,-0.520,0.380
3,12:33,1,10,CIN 7,12,14,Cedric Benson left end for 4 yards (tackle by Channing Crowder),-0.380,-0.490
3,12:11,2,6,CIN 11,12,14,Carson Palmer pass complete short right to Jordan Shipley for 4 yards (tackle by Vontae Davis and Benny Sapp),-0.490,-0.480
3,11:28,3,2,CIN 15,12,14,Carson Palmer pass incomplete short middle intended for Jordan Shipley,-0.480,-2.440
3,11:22,4,2,CIN 15,12,14,"Kevin Huber punts 30 yards, muffed catch by Davone Bess, recovered by Michael Johnson and returned for no gain",-2.440,1.930
3,11:14,1,10,CIN 45,12,14,Carson Palmer pass incomplete short middle intended for Jermaine Gresham (defended by Yeremiah Bell),1.930,1.380
3,11:09,2,10,CIN 45,12,14,Carson Palmer pass complete short middle to Terrell Owens for 8 yards (tackle by Channing Crowder),1.380,1.750
3,10:31,3,2,MIA 47,12,14,Carson Palmer pass incomplete short left intended for Jordan Shipley,1.750,0.130
3,10:26,4,2,MIA 47,12,14,Kevin Huber punts 42 yards,0.130,0.380
3,10:16,1,10,MIA 5,12,14,Ronnie Brown left guard for 2 yards (tackle by Frostee Rucker and Rey Maualuga),-0.380,-0.630
3,9:51,2,8,MIA 7,12,14,Chad Henne pass complete short left to Anthony Fasano for 12 yards (tackle by Leon Hall),-0.630,0.150
3,9:24,1,10,MIA 19,12,14,Chad Henne pass complete short right to Brian Hartline for 12 yards (tackle by Morgan Trent),0.150,1.000
3,8:48,1,10,MIA 31,12,14,Ronnie Brown left guard for 1 yard (tackle by Rey Maualuga),1.000,0.600
3,8:11,2,9,MIA 32,12,14,Chad Henne pass incomplete short right intended for Brandon Marshall,0.600,-0.100
3,8:07,3,9,MIA 32,12,14,Chad Henne pass complete short left to Davone Bess for 20 yards (tackle by Chris Crocker),-0.100,2.390
3,7:36,1,10,CIN 48,12,14,Chad Henne pass complete short right to Brian Hartline for 4 yards (tackle by Morgan Trent),2.390,2.390
3,6:58,2,6,CIN 44,12,14,Chad Henne pass complete short left to Brandon Marshall for no gain,2.390,1.690
3,6:13,3,6,CIN 44,12,14,"Chad Henne pass incomplete short left intended for Brian Hartline. Penalty on Leon Hall: Defensive Pass Interfere, 14 yards (no play)",1.690,3.580
3,6:08,1,10,CIN 30,12,14,Ronnie Brown right guard for 2 yards (tackle by Pat Sims),3.580,3.300
3,5:30,2,8,CIN 28,12,14,Chad Henne pass complete short left to Ronnie Brown for 7 yards (tackle by Frostee Rucker),3.300,3.530
3,4:48,3,1,CIN 21,12,14,Lousaka Polite right guard for 2 yards (tackle by Robert Geathers),3.530,4.310
3,4:10,1,10,CIN 19,12,14,Lousaka Polite right guard for 4 yards (tackle by Pat Sims),4.310,4.350
3,3:33,2,6,CIN 15,12,14,Chad Henne pass incomplete short right intended for Brandon Marshall,4.350,3.580
3,3:26,3,6,CIN 15,12,14,Ronnie Brown left guard for 1 yard (tackle by Brandon Johnson),3.580,2.560
3,2:51,4,5,CIN 14,15,14,Dan Carpenter 31 yard field goal good,2.560,3.000
3,,,,MIA 30,15,14,"Dan Carpenter kicks off 65 yards, returned by Bernard Scott for 21 yards (tackle by Lex Hilliard)",0.000,0.670
3,2:41,1,10,CIN 26,15,14,Cedric Benson right tackle for -1 yards (tackle by Paul Soliai and Karlos Dansby),0.670,-0.010
3,2:08,2,11,CIN 25,15,14,Carson Palmer pass incomplete short right intended for Chad Johnson (defended by Vontae Davis),-0.010,-0.690
3,2:01,3,11,CIN 25,15,14,Carson Palmer pass incomplete short middle intended for Jermaine Gresham,-0.690,-1.700
3,1:56,4,11,CIN 25,15,14,"Kevin Huber punts 43 yards, fair catch by Davone Bess",-1.700,-1.070
3,1:49,1,10,MIA 32,15,14,Chad Henne pass incomplete deep right intended for Brian Hartline,1.070,0.530
3,1:42,2,10,MIA 32,15,14,Chad Henne pass complete short right to Lousaka Polite for -1 yards (tackle by Rey Maualuga),0.530,-0.290
3,1:04,3,11,MIA 31,15,14,Chad Henne pass incomplete deep right intended for Anthony Fasano,-0.290,-1.310
3,0:56,4,11,MIA 31,15,14,"Brandon Fields punts 55 yards, returned by Quan Cosby for 12 yards (tackle by Quentin Moses)",-1.310,-0.670
3,0:44,1,10,CIN 26,15,14,Carson Palmer pass complete short left to Cedric Benson for 2 yards (tackle by Koa Misi),0.670,0.400
3,0:17,2,8,CIN 28,15,14,Cedric Benson right tackle for 3 yards (tackle by Randy Starks and Kendall Langford),0.400,0.100
Quarter,Time,Down,ToGo,Location,MIA,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,CIN 31,15,14,Carson Palmer pass complete short middle to Terrell Owens for 4 yards (tackle by Karlos Dansby),0.100,-1.040
4,14:19,4,1,CIN 35,15,14,Kevin Huber punts 61 yards,-1.040,0.380
4,14:04,1,10,MIA 4,15,14,"Penalty on Vernon Carey: False Start, 2 yards (no play)",-0.380,-0.460
4,14:04,1,12,MIA 2,15,14,Chad Henne pass complete deep right to Brandon Marshall for 25 yards (tackle by Morgan Trent),-0.460,0.740
4,13:26,1,10,MIA 27,15,14,Chad Henne pass complete short left to Brian Hartline for 24 yards (tackle by Carlos Dunlap),0.740,2.320
4,12:50,1,10,CIN 49,15,14,Chad Henne pass incomplete deep right intended for Davone Bess,2.320,1.780
4,12:44,2,10,CIN 49,15,14,Brian Hartline left end for 30 yards (tackle by Leon Hall),1.780,4.310
4,12:02,1,10,CIN 19,15,14,Ricky Williams right guard for 18 yards (tackle by Chris Crocker),4.310,6.970
4,11:23,1,1,CIN 1,21,14,"Ricky Williams left tackle for 1 yard, touchdown",6.970,7.000
,,,,,,,"CIN challenged the runner broke the plane ruling, and the play was upheld.",,
4,,,,CIN 2,22,14,Dan Carpenter kicks extra point good,0.000,0.000
4,,,,MIA 30,22,14,"Dan Carpenter kicks off 57 yards, returned by Bernard Scott for 11 yards (tackle by Austin Spitler)",0.000,0.540
4,11:10,1,10,CIN 24,22,14,Carson Palmer pass complete short middle to Cedric Benson for 8 yards (tackle by Karlos Dansby),0.540,1.080
4,10:40,2,2,CIN 32,22,14,Cedric Benson right end for 11 yards (tackle by Yeremiah Bell),1.080,1.800
4,10:13,1,10,CIN 43,22,14,Carson Palmer pass incomplete short right intended for Chad Johnson,1.800,1.250
4,10:04,2,10,CIN 43,22,14,Cedric Benson left end for -7 yards (tackle by Benny Sapp),1.250,-0.360
4,9:22,3,17,CIN 36,22,14,Carson Palmer pass incomplete deep middle intended for Terrell Owens (defended by Yeremiah Bell),-0.360,-0.980
4,9:08,4,17,CIN 36,22,14,"Kevin Huber punts 35 yards, returned by Davone Bess for 5 yards (tackle by Brandon Johnson)",-0.980,-1.200
4,8:58,1,10,MIA 34,22,14,Ronnie Brown right guard for 4 yards (tackle by Rey Maualuga),1.200,1.200
4,8:24,2,6,MIA 38,22,14,Ronnie Brown middle for 2 yards (tackle by Dhani Jones),1.200,0.760
4,8:24,3,4,MIA 40,22,14,Ronnie Brown right guard for 1 yard (tackle by Domata Peko and Pat Sims),0.760,-0.650
4,7:16,4,3,MIA 41,22,14,Brandon Fields punts 50 yards (tackle by Tyrone Culver),-0.650,-0.340
4,7:05,1,10,CIN 21,22,14,Carson Palmer left end for 8 yards (tackle by Yeremiah Bell),0.340,0.880
4,6:30,2,2,CIN 29,22,14,Carson Palmer pass incomplete short middle intended for Jermaine Gresham,0.880,0.170
4,6:24,3,2,CIN 29,22,14,Carson Palmer right end for 1 yard (tackle by Karlos Dansby),0.170,-1.370
4,6:18,,,,22,14,Timeout #1 by Miami Dolphins,0.000,-1.370
4,6:18,4,1,CIN 30,22,14,Cedric Benson right guard for 5 yards (tackle by Yeremiah Bell),-1.370,1.270
4,5:36,1,10,CIN 35,22,14,Cedric Benson left tackle for 2 yards (tackle by Randy Starks),1.270,0.990
4,4:57,2,8,CIN 37,22,14,Carson Palmer pass complete short left to Jermaine Gresham for 2 yards,0.990,0.560
4,4:52,3,6,CIN 39,22,14,Carson Palmer pass complete short right to Jordan Shipley for 10 yards (tackle by Benny Sapp),0.560,2.190
4,4:13,1,10,CIN 49,22,14,Carson Palmer pass incomplete short right intended for Jermaine Gresham (defended by Channing Crowder),2.190,1.650
4,4:08,2,10,CIN 49,22,14,Carson Palmer pass incomplete short right intended for Chad Johnson,1.650,0.960
4,4:01,3,10,CIN 49,22,14,Carson Palmer pass complete short middle to Chad Johnson for 14 yards (tackle by Chris Clemons),0.960,3.120
4,3:20,1,10,MIA 37,22,14,Carson Palmer pass incomplete deep middle intended for Terrell Owens,3.120,2.570
4,3:07,2,10,MIA 37,22,14,Carson Palmer pass incomplete short right intended for Jermaine Gresham (defended by Ryan Baker),2.570,1.880
4,3:07,3,10,MIA 37,22,14,"Carson Palmer pass incomplete deep right intended for Chad Johnson (defended by Vontae Davis). Penalty on Kendall Langford: Roughing the Passer, 15 yards (no play)",1.880,4.110
4,3:00,1,10,MIA 22,22,14,Carson Palmer pass incomplete short middle intended for Chad Johnson (defended by Karlos Dansby),4.110,3.560
4,2:54,2,10,MIA 22,22,14,Carson Palmer pass incomplete short right intended for Terrell Owens is intercepted by Sean Smith at MIA-7 and returned for 18 yards,3.560,-0.610
4,2:43,1,10,MIA 25,22,14,Ricky Williams left guard for 3 yards (tackle by Rey Maualuga),0.610,0.470
4,2:37,,,,22,14,Timeout #3 by Cincinnati Bengals,0.000,0.470
4,2:37,2,7,MIA 28,22,14,Ricky Williams left guard for 10 yards (tackle by Reggie Nelson and Frostee Rucker),0.470,1.470
4,2:00,1,10,MIA 38,22,14,Chad Henne kneels for -3 yards,1.470,0.520
4,1:16,2,13,MIA 35,22,14,Chad Henne kneels for -2 yards,0.520,-0.430
4,0:35,3,15,MIA 33,22,14,Chad Henne kneels for -2 yards,-0.430,-1.310
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
