Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Dalvin Cook,MIN,17,47,0,1,27,1.6,20,1.2,0,
Kirk Cousins,MIN,2,-2,0,1,-2,-1.0,0,0.0,0,
Alexander Mattison,MIN,2,1,0,,1,0.5,0,0.0,0,
Justin Jefferson,MIN,1,10,0,1,7,7.0,3,3.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Brian Robinson Jr.,WAS,13,44,0,1,27,2.1,17,1.3,1,13.0
Antonio Gibson,WAS,11,36,0,3,21,1.9,15,1.4,0,
Taylor Heinicke,WAS,4,17,0,0,10,2.5,7,1.8,1,4.0
Armani Rogers,WAS,1,24,0,1,0,0.0,24,24.0,0,
Curtis Samuel,WAS,1,16,0,1,6,6.0,10,10.0,0,
