Quarter,Time,Down,ToGo,Location,MIN,WAS,Detail,EPB,EPA
1,2:07,4,7,MIN 46,7,0,"Tress Way punts 46 yards, touchback.",0.200,-0.280
1,1:57,1,10,MIN 20,7,0,Kirk Cousins pass complete short left to Alexander Mattison for no gain (tackle by Bobby McCain),0.280,-0.270
1,1:22,2,10,MIN 20,7,0,Kirk Cousins pass complete short right to Justin Jefferson for 9 yards (tackle by Jonathan Bostic and Casey Toohill),-0.270,0.230
1,0:39,3,1,MIN 29,7,0,Kirk Cousins up the middle for 2 yards (tackle by Jamin Davis),0.230,1.000
Quarter,Time,Down,ToGo,Location,MIN,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIN 31,7,0,Alexander Mattison left tackle for 2 yards (tackle by Jonathan Bostic and Kamren Curl),1.000,0.730
2,14:21,2,8,MIN 33,7,0,Kirk Cousins pass complete short middle to Johnny Mundt for 1 yard (tackle by Jonathan Bostic),0.730,0.170
2,13:36,3,7,MIN 34,7,0,Kirk Cousins pass incomplete short middle intended for Adam Thielen,0.170,-1.110
2,13:31,4,7,MIN 34,7,0,"Ryan Wright punts 56 yards, returned by Dax Milne for 11 yards (tackle by Dan Chisena)",-1.110,-0.340
2,13:20,1,10,WAS 21,7,0,Taylor Heinicke pass complete deep middle to Terry McLaurin for 18 yards (tackle by Eric Kendricks),0.340,1.530
2,12:43,1,10,WAS 39,7,0,Taylor Heinicke pass incomplete short middle intended for Terry McLaurin (defended by Khyiris Tonga),1.530,0.990
2,12:38,2,10,WAS 39,7,0,Antonio Gibson left tackle for 2 yards (tackle by Jordan Hicks),0.990,0.560
2,12:04,3,8,WAS 41,7,0,Taylor Heinicke sacked by D.J. Wonnum for -8 yards,0.560,-1.180
2,11:21,4,16,WAS 33,7,0,"Tress Way punts 57 yards, returned by Jalen Reagor for 1 yard (tackle by Armani Rogers)",-1.180,0.370
2,11:06,1,10,MIN 11,7,0,Dalvin Cook right guard for 4 yards (tackle by Casey Toohill and Danny Johnson),-0.370,-0.430
2,10:24,2,6,MIN 15,7,0,Dalvin Cook left end for 6 yards (tackle by Jamin Davis),-0.430,0.340
2,9:53,1,10,MIN 21,7,0,Kirk Cousins pass complete deep left to Adam Thielen for 23 yards (tackle by Bobby McCain),0.340,1.860
2,9:11,1,10,MIN 44,7,0,Dalvin Cook left guard for 3 yards (tackle by Jonathan Bostic and James Smith-Williams),1.860,1.720
2,8:37,2,7,MIN 47,7,0,Kirk Cousins pass incomplete short middle intended for Adam Thielen (defended by Kendall Fuller),1.720,1.030
2,8:30,3,7,MIN 47,7,0,Kirk Cousins pass incomplete short right intended for Justin Jefferson (defended by Jamin Davis),1.030,-0.260
2,8:27,4,7,MIN 47,7,0,"Ryan Wright punts 42 yards, fair catch by Dax Milne at WAS-11",-0.260,0.370
2,8:20,1,10,WAS 11,7,0,Brian Robinson right end for 5 yards (tackle by Khyiris Tonga and Eric Kendricks),-0.370,-0.300
2,7:43,2,5,WAS 16,7,0,Brian Robinson right guard for 5 yards (tackle by Za'Darius Smith and Harrison Phillips),-0.300,0.340
2,6:56,1,10,WAS 21,7,0,Taylor Heinicke pass complete short left to Brian Robinson for -4 yards (tackle by Eric Kendricks),0.340,-0.860
2,6:11,2,14,WAS 17,7,0,"Antonio Gibson left end for 2 yards (tackle by Cameron Dantzler and Harrison Phillips). Penalty on Cameron Dantzler: Low Block, 15 yards (accepted)",-0.860,1.200
2,5:49,1,10,WAS 34,7,0,Antonio Gibson left end for 4 yards (tackle by Jordan Hicks and Akayleb Evans),1.200,1.200
2,5:17,2,6,WAS 38,7,0,Antonio Gibson left guard for 3 yards (tackle by Jonathan Bullard and James Lynch),1.200,0.890
2,4:42,3,3,WAS 41,7,0,Taylor Heinicke pass incomplete short middle intended for Logan Thomas (defended by Za'Darius Smith),0.890,-0.650
2,4:32,4,3,WAS 41,7,0,Tress Way punts 53 yards downed by Christian Holmes,-0.650,0.380
2,4:23,1,10,MIN 6,7,0,Alexander Mattison left guard for -1 yards (tackle by Kamren Curl),-0.380,-0.850
2,3:39,2,11,MIN 5,7,0,Kirk Cousins pass incomplete deep left intended for Adam Thielen,-0.850,-1.540
2,3:33,3,11,MIN 5,7,0,Kirk Cousins pass complete short middle to T.J. Hockenson for 9 yards (tackle by Kamren Curl),-1.540,-2.470
2,2:57,4,2,MIN 14,7,0,"Ryan Wright punts 61 yards, returned by Dax Milne for 12 yards (tackle by Kris Boyd and Theo Jackson)",-2.470,-1.400
2,2:44,1,10,WAS 37,7,0,Taylor Heinicke pass complete short right to Terry McLaurin for 8 yards (tackle by Eric Kendricks),1.400,1.940
2,2:08,2,2,WAS 45,7,0,Antonio Gibson right guard for 7 yards (tackle by Eric Kendricks),1.940,2.390
2,2:00,1,10,MIN 48,7,0,Taylor Heinicke pass incomplete short left,2.390,1.850
2,1:54,2,10,MIN 48,7,0,"Penalty on Za'Darius Smith: Defensive Offside, 5 yards (accepted) (no play)",1.850,2.520
2,1:54,2,5,MIN 43,7,0,Antonio Gibson left guard for 3 yards (tackle by Harrison Phillips),2.520,2.210
2,1:33,3,2,MIN 40,7,0,Antonio Gibson up the middle for 2 yards (tackle by Danielle Hunter),2.210,3.050
2,1:11,1,10,MIN 38,7,0,Taylor Heinicke pass incomplete short right intended for Logan Thomas,3.050,2.510
2,1:06,2,10,MIN 38,7,0,Taylor Heinicke pass complete short middle to Terry McLaurin for 12 yards (tackle by Eric Kendricks),2.510,3.840
2,0:57,,,,,,Timeout #1 by Washington Commanders,,
2,0:57,1,10,MIN 26,7,0,Taylor Heinicke pass incomplete short left intended for Antonio Gibson,3.840,3.300
2,0:52,2,10,MIN 26,7,0,Taylor Heinicke pass incomplete short middle intended for Dyami Brown (defended by Jordan Hicks),3.300,2.610
2,0:46,3,10,MIN 26,7,0,Taylor Heinicke pass incomplete short left intended for Curtis Samuel (defended by Za'Darius Smith),2.610,1.740
2,0:41,4,10,MIN 26,7,3,Joey Slye 44 yard field goal good,1.740,3.000
2,0:37,,,WAS 35,7,3,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
2,0:37,1,10,MIN 25,7,3,Kirk Cousins pass complete deep middle to T.J. Hockenson for 18 yards (tackle by Kamren Curl),0.610,1.800
2,0:31,,,,,,Timeout #1 by Minnesota Vikings,,
2,0:31,1,10,MIN 43,7,3,Kirk Cousins pass incomplete deep right intended for Adam Thielen,1.800,1.250
2,0:27,2,10,MIN 43,7,3,Kirk Cousins pass complete deep left to Adam Thielen for 36 yards (tackle by Bobby McCain),1.250,4.170
2,0:18,,,,,,Timeout #2 by Minnesota Vikings,,
2,0:18,1,10,WAS 21,7,3,Kirk Cousins pass incomplete short middle intended for Dalvin Cook,4.170,3.630
2,0:14,2,10,WAS 21,7,3,"Penalty on MIN: Delay of Game, 5 yards (accepted) (no play)",3.630,2.950
2,0:14,2,15,WAS 26,7,3,Kirk Cousins pass deep right (defended by Benjamin St-Juste) intended for Justin Jefferson is intercepted by Danny Johnson in end zone and returned for no gain,2.950,-0.280
2,0:06,1,10,WAS 20,7,3,Taylor Heinicke kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,MIN,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,7,3,"Greg Joseph kicks off 62 yards, returned by Antonio Gibson for 45 yards (tackle by Akayleb Evans)",0.000,2.130
3,14:52,1,10,WAS 48,7,3,Brian Robinson right guard for 3 yards (tackle by Jordan Hicks and Danielle Hunter),2.130,1.990
3,14:10,2,7,MIN 49,7,9,"Taylor Heinicke pass complete deep middle to Curtis Samuel for 49 yards, touchdown Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",1.990,7.000
3,14:01,,,MIN 15,7,10,Joey Slye kicks extra point good,0.000,0.000
3,14:01,,,WAS 35,7,10,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
3,14:01,1,10,MIN 25,7,10,Kirk Cousins pass incomplete short right,0.610,0.060
3,13:55,2,10,MIN 25,7,10,Dalvin Cook right end for 4 yards (tackle by Kendall Fuller and Bobby McCain),0.060,-0.100
3,13:20,3,6,MIN 29,7,10,Kirk Cousins pass complete short middle to T.J. Hockenson for 13 yards (tackle by Danny Johnson and Darrick Forrest),-0.100,1.730
3,12:37,1,10,MIN 42,7,10,Kirk Cousins pass incomplete short middle intended for K.J. Osborn,1.730,1.190
3,12:29,2,10,MIN 42,7,10,Dalvin Cook right end for -1 yards (tackle by Jonathan Allen),1.190,0.370
3,12:01,3,11,MIN 41,7,10,Kirk Cousins pass incomplete short right intended for K.J. Osborn (defended by Bobby McCain),0.370,-0.650
3,11:57,4,11,MIN 41,7,10,"Ryan Wright punts 42 yards, returned by Dax Milne for 1 yard (tackle by Kris Boyd and Josh Metellus)",-0.650,-0.040
3,11:46,1,10,WAS 18,7,10,Taylor Heinicke pass complete short right to Antonio Gibson for 1 yard (tackle by Harrison Smith),0.040,-0.320
3,11:08,2,9,WAS 19,7,10,Antonio Gibson right tackle for 9 yards (tackle by Za'Darius Smith and Harrison Smith),-0.320,0.810
3,10:29,1,10,WAS 28,7,10,Antonio Gibson right tackle for 5 yards (tackle by Danielle Hunter),0.810,0.940
3,9:54,2,5,WAS 33,7,10,Taylor Heinicke pass complete short right to John Bates for 5 yards (tackle by Jordan Hicks),0.940,1.470
3,9:15,1,10,WAS 38,7,10,Brian Robinson left guard for no gain (tackle by Jordan Hicks),1.470,0.920
3,8:34,2,10,WAS 38,7,10,Taylor Heinicke pass complete to Terry McLaurin for 15 yards (tackle by Patrick Peterson),0.920,2.460
3,7:55,1,10,MIN 47,7,10,Taylor Heinicke pass complete short right to Terry McLaurin for 3 yards (tackle by Eric Kendricks),2.460,2.320
3,7:10,2,7,MIN 44,7,10,Brian Robinson left guard for 5 yards (tackle by Harrison Phillips and Harrison Smith),2.320,2.280
3,6:32,3,2,MIN 39,7,10,Brian Robinson right guard for 1 yard (tackle by Za'Darius Smith and Danielle Hunter),2.280,0.720
3,5:40,,,,,,Timeout #1 by Washington Commanders,,
3,5:40,4,1,MIN 38,7,10,Taylor Heinicke pass incomplete short right intended for Terry McLaurin (defended by Akayleb Evans),0.720,-1.470
3,5:35,1,10,MIN 38,7,10,Kirk Cousins pass complete short middle to Dalvin Cook for -3 yards (tackle by Daron Payne),1.470,0.520
3,4:56,2,13,MIN 35,7,10,Kirk Cousins pass incomplete deep middle intended for Justin Jefferson,0.520,-0.160
3,4:48,3,13,MIN 35,7,10,Kirk Cousins pass incomplete short right intended for Dalvin Cook,-0.160,-1.040
3,4:43,4,13,MIN 35,7,10,"Ryan Wright punts 60 yards, returned by Dax Milne for 17 yards (tackle by Andrew DePaola and Troy Dye)",-1.040,-0.410
3,4:32,1,10,WAS 22,7,10,Brian Robinson left end for 6 yards (tackle by Akayleb Evans),0.410,0.680
3,3:55,2,4,WAS 28,7,10,Brian Robinson right tackle for 2 yards (tackle by Jordan Hicks),0.680,0.230
3,3:10,3,2,WAS 30,7,10,Taylor Heinicke pass complete short right to Curtis Samuel for 14 yards (tackle by Jordan Hicks),0.230,1.860
3,2:25,1,10,WAS 44,7,10,Taylor Heinicke pass incomplete short middle intended for Terry McLaurin,1.860,1.320
3,2:17,2,10,WAS 44,7,10,"Taylor Heinicke scrambles right end for 9 yards (tackle by Jordan Hicks) WAS challenged the short of the line to gain ruling, and the play was upheld.",1.320,1.820
3,1:41,3,1,MIN 47,7,10,Armani Rogers left end for 24 yards (tackle by Akayleb Evans and Camryn Bynum),1.820,4.040
3,0:52,1,10,MIN 23,7,10,Taylor Heinicke pass incomplete deep left intended for John Bates,4.040,3.500
3,0:44,2,10,MIN 23,7,10,Antonio Gibson left end for no gain (tackle by Jordan Hicks),3.500,2.810
3,0:08,3,10,MIN 23,7,10,"Taylor Heinicke sacked by Za'Darius Smith for no gain. Penalty on Za'Darius Smith: Face Mask (15 Yards), 12 yards (accepted) (no play)",2.810,4.840
Quarter,Time,Down,ToGo,Location,MIN,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIN 11,7,10,Brian Robinson right end for 5 yards (tackle by Jordan Hicks),4.840,5.080
4,14:20,2,5,MIN 6,7,16,"Taylor Heinicke pass complete short right to Dax Milne for 6 yards, touchdown",5.080,7.000
4,14:14,,,MIN 15,7,17,Joey Slye kicks extra point good,0.000,0.000
4,14:14,,,WAS 35,7,17,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
4,14:14,1,10,MIN 25,7,17,Dalvin Cook left end for -1 yards (tackle by Bobby McCain),0.610,-0.070
4,13:49,2,11,MIN 24,7,17,Kirk Cousins pass incomplete short middle intended for Justin Jefferson,-0.070,-0.760
4,13:46,3,11,MIN 24,7,17,"Kirk Cousins pass is intercepted by Benjamin St-Juste at MIN-34 and returned for no gain, touchdown. Penalty on Benjamin St-Juste: Defensive Pass Interference, 14 yards (accepted) (no play)",-0.760,1.470
4,13:34,1,10,MIN 38,7,17,Kirk Cousins sacked by Benjamin St-Juste for -8 yards,1.470,-0.160
4,13:04,2,18,MIN 30,7,17,Kirk Cousins pass complete short left to Justin Jefferson for 11 yards (tackle by Danny Johnson),-0.160,0.630
4,12:30,3,7,MIN 41,7,17,Kirk Cousins pass complete deep left to Justin Jefferson for 47 yards (tackle by Benjamin St-Juste),0.630,4.780
4,12:06,1,10,WAS 12,7,17,Nick Mullens pass complete short middle to T.J. Hockenson for -3 yards (tackle by Daron Payne and Darrick Forrest),4.780,3.660
4,11:26,2,13,WAS 15,7,17,Kirk Cousins pass incomplete short right intended for Justin Jefferson,3.660,3.000
4,11:21,3,13,WAS 15,7,17,Kirk Cousins pass complete short middle to Adam Thielen for 8 yards (tackle by Kamren Curl),3.000,3.000
4,10:49,4,4,WAS 6,10,17,Greg Joseph 25 yard field goal good,3.000,3.000
4,10:46,,,MIN 35,10,17,"Greg Joseph kicks off 63 yards, returned by Antonio Gibson for 23 yards (tackle by Troy Dye and Akayleb Evans)",0.000,0.610
4,10:40,1,10,WAS 25,10,17,Brian Robinson right tackle for 3 yards (tackle by Jonathan Bullard),0.610,0.470
4,10:01,2,7,WAS 28,10,17,Taylor Heinicke pass complete short left to Brian Robinson for -2 yards (tackle by Akayleb Evans and Jordan Hicks),0.470,-0.490
4,9:18,3,9,WAS 26,10,17,"Taylor Heinicke pass complete to Antonio Gibson for no gain. Penalty on Chandon Sullivan: Illegal Contact, 5 yards (accepted) (no play)",-0.490,1.000
4,8:52,1,10,WAS 31,10,17,Antonio Gibson left end for -1 yards (tackle by Akayleb Evans),1.000,0.320
4,8:02,2,11,WAS 30,10,17,Taylor Heinicke pass short middle intended for Logan Thomas is intercepted by Harrison Smith at WAS-47 and returned for 35 yards (tackle by Cam Sims),0.320,-4.780
4,7:56,1,10,WAS 12,10,17,Kirk Cousins pass incomplete short middle intended for Dalvin Cook (defended by Montez Sweat),4.780,4.100
4,7:52,2,10,WAS 12,16,17,"Kirk Cousins pass complete short left to Dalvin Cook for 12 yards, touchdown",4.100,7.000
4,7:46,,,WAS 15,17,17,Greg Joseph kicks extra point good,0.000,0.000
4,7:46,,,MIN 35,17,17,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
4,7:46,1,10,WAS 25,17,17,Taylor Heinicke pass incomplete short right,0.610,0.060
4,7:38,2,10,WAS 25,17,17,Brian Robinson left tackle for 4 yards (tackle by Danielle Hunter and Jordan Hicks),0.060,-0.100
4,7:00,3,6,WAS 29,17,17,Taylor Heinicke sacked by Danielle Hunter for -9 yards,-0.100,-2.030
4,6:23,4,15,WAS 20,17,17,"Tress Way punts 44 yards, returned by Jalen Reagor for 10 yards (tackle by Khaleke Hudson)",-2.030,-1.990
4,6:12,1,10,MIN 46,17,17,Dalvin Cook right tackle for 4 yards (tackle by John Ridgeway and Montez Sweat),1.990,1.990
4,5:35,2,6,MIN 50,17,17,Kirk Cousins pass complete short middle to T.J. Hockenson for 10 yards (tackle by Kamren Curl and Jamin Davis),1.990,2.920
4,5:07,1,10,WAS 40,17,17,Kirk Cousins pass incomplete short middle intended for Dalvin Cook,2.920,2.370
4,5:03,2,10,WAS 40,17,17,Dalvin Cook left tackle for 9 yards (tackle by James Smith-Williams and Kamren Curl),2.370,2.870
4,4:17,,,,,,Timeout #1 by Minnesota Vikings,,
4,4:17,3,1,WAS 31,17,17,Justin Jefferson left end for 10 yards (tackle by Kendall Fuller),2.870,4.170
4,4:11,1,10,WAS 21,17,17,Dalvin Cook left guard for 7 yards (tackle by Kamren Curl),4.170,4.740
4,3:28,2,3,WAS 14,17,17,Kirk Cousins pass complete short right to T.J. Hockenson for -1 yards (tackle by Jamin Davis),4.740,3.810
4,2:42,3,4,WAS 15,17,17,Kirk Cousins pass complete short left to T.J. Hockenson for 9 yards (tackle by Bobby McCain),3.810,5.830
4,2:35,1,6,WAS 6,17,17,Kirk Cousins pass incomplete short middle,5.830,4.950
4,2:31,2,6,WAS 6,17,17,Dalvin Cook left end for 2 yards (tackle by Jonathan Bostic and Efe Obada),4.950,4.490
4,2:00,3,4,WAS 4,17,17,Kirk Cousins pass incomplete short right intended for Justin Jefferson (defended by Benjamin St-Juste),4.490,3.030
4,1:55,4,4,WAS 4,17,17,"Greg Joseph yard field goal good. Penalty on John Ridgeway: Unnecessary Roughness / Defense, 2 yards (accepted) (no play)",3.030,6.740
4,1:52,1,2,WAS 2,17,17,Dalvin Cook right tackle for -2 yards (tackle by Daron Payne),6.740,5.340
4,1:48,,,,,,Timeout #3 by Washington Commanders,,
4,1:48,2,4,WAS 4,17,17,Dalvin Cook right tackle for -2 yards (tackle by Kamren Curl and Kendall Fuller),5.340,4.040
4,1:00,,,,,,Timeout #2 by Minnesota Vikings,,
4,1:00,3,6,WAS 6,17,17,Kirk Cousins up the middle for -4 yards (tackle by James Smith-Williams),4.040,2.760
4,0:16,,,,,,Timeout #3 by Minnesota Vikings,,
4,0:16,4,10,WAS 10,20,17,Greg Joseph 28 yard field goal good,2.760,3.000
4,0:12,,,MIN 35,20,17,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
4,0:12,1,10,WAS 25,20,17,Taylor Heinicke pass complete short middle to Antonio Gibson for 10 yards (tackle by Chandon Sullivan),0.610,1.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
