Quarter,Time,Down,ToGo,Location,SDG,JAX,Detail,EPB,EPA
1,3:41,3,17,SDG 13,0,6,Philip Rivers pass complete short middle to Dontrelle Inman for 14 yards (tackle by Davon House),-2.190,-1.570
1,3:06,4,3,SDG 27,0,6,"Mike Scifres punts 48 yards, fair catch by Rashad Greene",-1.570,-0.610
1,2:58,1,10,JAX 25,0,6,Blake Bortles pass complete short left to Marqise Lee for 3 yards (tackle by Ricardo Mathews and Jeremiah Attaochu),0.610,0.470
1,2:25,2,7,JAX 28,0,6,T.J. Yeldon left end for -1 yards (tackle by Denzel Perryman),0.470,-0.360
1,1:49,3,8,JAX 27,0,6,Blake Bortles pass complete short right to Allen Hurns for 5 yards (tackle by Brandon Flowers),-0.360,-1.240
1,1:08,4,3,JAX 32,0,6,"Bryan Anger punts 46 yards, returned by Javontee Herndon for 15 yards (tackle by Hayes Pullard)",-1.240,-1.400
1,0:58,1,10,SDG 37,0,6,Philip Rivers pass complete short left to Steve Johnson for 15 yards (tackle by Dwayne Gratz),1.400,2.390
1,0:38,1,10,JAX 48,0,6,Donald Brown middle for 3 yards (tackle by Chris Smith),2.390,2.250
1,0:01,2,7,JAX 45,0,6,Philip Rivers pass complete deep right to Antonio Gates for 27 yards (tackle by Sergio Brown),2.250,4.370
Quarter,Time,Down,ToGo,Location,SDG,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,JAX 18,0,6,Melvin Gordon left end for 11 yards (tackle by Dwayne Gratz),4.370,5.600
2,14:48,1,7,JAX 7,0,6,Melvin Gordon middle for 5 yards (tackle by Jonathan Cyprien),5.600,5.720
2,14:29,2,2,JAX 2,0,6,Philip Rivers pass incomplete short left intended for Dontrelle Inman,5.720,4.950
2,14:25,3,2,JAX 2,6,6,"Philip Rivers pass complete short left to Dontrelle Inman for 2 yards, touchdown",4.950,7.000
2,14:25,,,JAX 2,7,6,Josh Lambo kicks extra point good,0.000,0.000
2,14:25,,,SDG 35,7,6,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.280
2,14:21,1,10,JAX 20,7,6,Blake Bortles pass complete short left to Marcedes Lewis for 24 yards (tackle by Kendall Reyes),0.280,1.860
2,13:40,1,10,JAX 44,7,6,Blake Bortles pass incomplete short right intended for Allen Hurns (defended by Jeremiah Attaochu),1.860,1.320
2,13:36,2,10,JAX 44,7,6,T.J. Yeldon middle for 2 yards (tackle by Denzel Perryman),1.320,0.890
2,12:52,3,8,JAX 46,7,6,Blake Bortles for 10 yards,0.890,2.650
2,12:18,1,10,SDG 44,7,6,Blake Bortles pass incomplete short left intended for T.J. Yeldon,2.650,2.110
2,12:09,2,10,SDG 44,7,6,Denard Robinson right end for no gain (tackle by Denzel Perryman),2.110,1.420
2,11:30,3,10,SDG 44,7,6,Blake Bortles pass complete short middle to Julius Thomas for 3 yards (tackle by Jahleel Addae),1.420,0.530
2,10:51,4,7,SDG 41,7,6,"Bryan Anger punts 27 yards, fair catch by Javontee Herndon",0.530,0.280
2,10:44,1,10,SDG 14,7,6,Melvin Gordon middle for 6 yards (tackle by Jonathan Cyprien),-0.280,0.150
2,10:08,2,4,SDG 20,7,6,Philip Rivers sacked by Roy Miller for -3 yards,0.150,-1.040
2,9:25,3,7,SDG 17,7,6,Philip Rivers pass incomplete deep left intended for Dontrelle Inman,-1.040,-2.320
2,9:19,4,7,SDG 17,7,6,"Mike Scifres punts 52 yards, returned by Rashad Greene for 9 yards. Penalty on Darrell Stuckey: Unnecessary Roughness, 15 yards",-2.320,-2.590
2,9:06,1,10,SDG 45,7,6,Blake Bortles pass complete short middle to Julius Thomas for 13 yards (tackle by Manti Te'o),2.590,3.450
2,8:32,1,10,SDG 32,7,6,T.J. Yeldon middle for 21 yards (tackle by Denzel Perryman and Jason Verrett),3.450,4.840
2,7:47,1,10,SDG 11,7,6,Blake Bortles pass complete short right to Allen Hurns for 4 yards (tackle by Patrick Robinson),4.840,4.840
2,7:20,1,10,SDG 11,7,6,Timeout #1 by Los Angeles Chargers,4.840,4.890
2,7:20,2,6,SDG 7,7,6,Blake Bortles pass incomplete short middle intended for Allen Robinson,4.890,3.980
2,7:16,3,6,SDG 7,7,6,"Blake Bortles pass complete short right to Allen Robinson for 4 yards. Penalty on Blake Bortles: Illegal Forward Pass, 5 yards",3.980,2.830
2,7:08,4,8,SDG 9,7,9,Jason Myers 27 yard field goal good,2.830,3.000
2,7:08,,,JAX 35,7,9,"Jason Myers kicks off 61 yards, returned by Javontee Herndon for 13 yards (tackle by Peyton Thompson)",0.000,0.060
2,7:00,1,10,SDG 17,7,9,Philip Rivers pass incomplete deep left intended for Malcom Floyd,-0.060,-0.580
2,6:56,2,10,SDG 17,7,9,Philip Rivers pass complete short right to Melvin Gordon for 6 yards (tackle by Paul Posluszny),-0.580,-0.490
2,6:21,3,4,SDG 23,7,9,Philip Rivers pass complete deep left to Dontrelle Inman for 17 yards (tackle by Demetrius McCray),-0.490,1.600
2,5:50,1,10,SDG 40,7,9,Melvin Gordon middle for 3 yards (tackle by Jonathan Cyprien),1.600,1.460
2,5:16,2,7,SDG 43,7,9,"Philip Rivers pass complete short left to Steve Johnson for 19 yards (tackle by Josh Evans). Penalty on Steve Johnson: Unsportsmanlike Conduct, 15 yards",1.460,2.060
2,4:31,1,10,SDG 47,7,9,Philip Rivers pass complete short left to Dontrelle Inman for 23 yards (tackle by Aaron Colvin),2.060,3.580
2,4:04,1,10,JAX 30,7,9,Philip Rivers pass incomplete short left intended for Steve Johnson,3.580,3.030
2,4:00,2,10,JAX 30,7,9,Danny Woodhead left end for 6 yards (tackle by Paul Posluszny),3.030,3.140
2,3:14,3,4,JAX 24,7,9,"Penalty on Chris Clemons: Defensive Offside, 5 yards (no play)",3.140,4.310
2,2:57,1,10,JAX 19,7,9,Philip Rivers pass incomplete deep middle intended for Steve Johnson (defended by Aaron Colvin),4.310,3.750
2,2:52,2,10,JAX 19,7,9,Philip Rivers pass complete short middle to Steve Johnson for 5 yards (tackle by Paul Posluszny),3.750,3.760
2,2:10,3,5,JAX 14,7,9,Philip Rivers pass complete short left to Danny Woodhead for 6 yards (tackle by Demetrius McCray),3.760,5.370
2,2:00,1,8,JAX 8,7,9,Danny Woodhead right end for -1 yards (tackle by Roy Miller),5.370,5.370
2,1:54,1,8,JAX 8,7,9,Timeout #1 by Jacksonville Jaguars,5.370,4.380
2,1:54,2,9,JAX 9,13,9,"Philip Rivers pass complete short middle to Antonio Gates for 9 yards, touchdown",4.380,7.000
2,1:54,,,JAX 9,14,9,Josh Lambo kicks extra point good,0.000,0.000
2,1:54,,,SDG 35,14,9,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.280
2,1:50,1,10,JAX 20,14,9,Blake Bortles pass complete short middle to Julius Thomas for 8 yards (tackle by Patrick Robinson and Manti Te'o),0.280,0.810
2,1:31,2,2,JAX 28,14,9,Blake Bortles pass complete short middle to Rashad Greene for 8 yards (tackle by Manti Te'o),0.810,1.330
2,1:15,1,10,JAX 36,14,9,"Blake Bortles pass complete short left to Allen Robinson for 12 yards (tackle by Jason Verrett). Penalty on Luke Joeckel: Offensive Holding, 10 yards (no play)",1.330,0.670
2,1:09,1,20,JAX 26,14,9,Blake Bortles pass incomplete short right intended for Allen Robinson is intercepted by Manti Te'o at JAX-33 and returned for 11 yards,0.670,-4.110
2,1:01,1,10,JAX 22,14,9,Philip Rivers pass complete short left to Danny Woodhead for 5 yards,4.110,4.290
2,0:57,2,5,JAX 17,14,9,Philip Rivers pass complete short left to Danny Woodhead for 5 yards (tackle by Telvin Smith),4.290,4.290
2,0:50,2,5,JAX 17,14,9,Timeout #2 by Los Angeles Chargers,4.290,4.780
2,0:50,1,10,JAX 12,20,9,"Philip Rivers pass complete short right to Antonio Gates for 12 yards, touchdown",4.780,7.000
2,0:50,,,JAX 12,21,9,Josh Lambo kicks extra point good,0.000,0.000
2,0:50,,,SDG 35,21,9,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.280
2,0:45,1,10,JAX 20,21,9,Blake Bortles middle for 8 yards,0.280,0.810
2,0:27,2,2,JAX 28,21,9,Blake Bortles sacked by Jimmy Wilson for -10 yards,0.810,-1.330
Quarter,Time,Down,ToGo,Location,SDG,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,21,9,"Jason Myers kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,SDG 20,21,9,Philip Rivers pass complete short left to Melvin Gordon for 2 yards (tackle by Telvin Smith),0.280,0.000
3,14:31,2,8,SDG 22,21,9,Philip Rivers middle for 1 yard (tackle by Telvin Smith),0.000,-0.560
3,13:43,3,7,SDG 23,21,9,"Philip Rivers pass complete short left to Antonio Gates for 9 yards (tackle by Telvin Smith). Penalty on Steve Johnson: Offensive Pass Interference, 10 yards (no play)",-0.560,-2.190
3,13:15,3,17,SDG 13,21,9,Philip Rivers sacked by Jared Odrick for -7 yards,-2.190,-2.490
3,12:41,4,24,SDG 6,21,9,"Mike Scifres punts 54 yards, returned by Rashad Greene for 15 yards (tackle by Mike Windt)",-2.490,-2.590
3,12:30,1,10,SDG 45,21,9,T.J. Yeldon middle for no gain (tackle by Denzel Perryman),2.590,2.040
3,11:54,2,10,SDG 45,21,9,Blake Bortles pass incomplete short left intended for Allen Hurns (defended by Jahleel Addae),2.040,1.360
3,11:49,3,10,SDG 45,21,9,Blake Bortles pass complete short left to Julius Thomas for 34 yards (tackle by Jahleel Addae),1.360,4.840
3,11:03,1,10,SDG 11,21,9,Blake Bortles pass incomplete short left intended for Marcedes Lewis,4.840,4.140
3,10:58,2,10,SDG 11,21,9,Blake Bortles pass complete short left to Bryan Walters for 4 yards (tackle by Jason Verrett),4.140,3.980
3,10:14,3,6,SDG 7,21,9,"Blake Bortles pass incomplete short left intended for Julius Thomas. Penalty on Blake Bortles: Illegal Forward Pass, 5 yards",3.980,2.760
3,10:03,4,9,SDG 10,21,12,Jason Myers 28 yard field goal good,2.760,3.000
3,10:03,,,JAX 35,21,12,"Jason Myers kicks off 65 yards, touchback",0.000,-0.280
3,10:03,1,10,SDG 20,21,12,Philip Rivers pass incomplete short middle intended for Dontrelle Inman,0.280,-0.270
3,9:57,2,10,SDG 20,21,12,Philip Rivers pass complete short middle to Melvin Gordon for -7 yards (tackle by Paul Posluszny),-0.270,-2.190
3,9:15,3,17,SDG 13,21,12,Philip Rivers pass complete short middle to Danny Woodhead for 9 yards (tackle by Dwayne Gratz),-2.190,-1.900
3,8:43,4,8,SDG 22,21,12,"Mike Scifres punts 50 yards, returned by Rashad Greene for 4 yards (tackle by Tyrell Williams)",-1.900,-1.070
3,8:29,1,10,JAX 32,21,12,Blake Bortles pass incomplete deep right intended for Allen Robinson,1.070,0.530
3,8:23,2,10,JAX 32,21,12,T.J. Yeldon middle for 1 yard (tackle by Kyle Emanuel),0.530,-0.030
3,7:51,3,9,JAX 33,21,12,Blake Bortles pass incomplete short left intended for Julius Thomas,-0.030,-1.180
3,7:45,4,9,JAX 33,21,12,"Bryan Anger punts 51 yards, returned by Javontee Herndon for 18 yards",-1.180,-1.200
3,7:32,1,10,SDG 34,21,12,Melvin Gordon left end for 1 yard (tackle by Dwayne Gratz),1.200,0.790
3,6:53,2,9,SDG 35,21,12,Philip Rivers pass complete short right to Antonio Gates for 5 yards (tackle by Davon House),0.790,0.760
3,6:11,3,4,SDG 40,21,12,Philip Rivers for 5 yards,0.760,1.930
3,5:43,1,10,SDG 45,21,12,Donald Brown middle for 1 yard (tackle by Paul Posluszny),1.930,1.520
3,4:58,2,9,SDG 46,21,12,Philip Rivers pass complete short right to Dontrelle Inman for 9 yards (tackle by Demetrius McCray),1.520,2.590
3,4:22,1,10,JAX 45,21,12,Donald Brown middle for -2 yards (tackle by Paul Posluszny),2.590,1.770
3,3:41,2,12,JAX 47,21,12,Philip Rivers pass incomplete deep right intended for Malcom Floyd,1.770,1.770
3,3:35,2,12,JAX 47,21,12,Timeout #1 by Jacksonville Jaguars,1.770,1.090
3,3:35,3,12,JAX 47,21,12,Philip Rivers pass complete deep right to Steve Johnson for 25 yards,1.090,4.110
3,3:02,1,10,JAX 22,21,12,Philip Rivers pass complete short right to Malcom Floyd for 12 yards (tackle by Davon House),4.110,4.910
3,2:28,1,10,JAX 10,21,12,Melvin Gordon middle for 5 yards (tackle by Paul Posluszny),4.910,5.150
3,1:45,2,5,JAX 5,21,12,"Philip Rivers pass complete short right to Danny Woodhead for 4 yards (tackle by Davon House). Penalty on Antonio Gates: Offensive Offside, 5 yards (no play)",5.150,4.190
3,1:18,2,10,JAX 10,21,12,Philip Rivers pass incomplete short middle intended for Donald Brown,4.190,3.130
3,1:13,3,10,JAX 10,21,12,Philip Rivers pass incomplete short right intended for Antonio Gates,3.130,2.760
3,1:05,4,10,JAX 10,24,12,Josh Lambo 28 yard field goal good,2.760,3.000
3,1:05,,,SDG 35,24,12,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.280
3,1:02,1,10,JAX 20,24,12,Marqise Lee for 10 yards,0.280,0.940
3,0:40,1,10,JAX 30,24,12,Denard Robinson right end for 19 yards (tackle by Eric Weddle),0.940,2.190
Quarter,Time,Down,ToGo,Location,SDG,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,JAX 49,24,12,Blake Bortles pass complete short right to Julius Thomas for 5 yards (tackle by Patrick Robinson),2.190,2.320
4,14:32,2,5,SDG 46,24,12,Denard Robinson middle for 4 yards (tackle by Donald Butler),2.320,2.150
4,13:48,3,1,SDG 42,24,12,Blake Bortles pass complete short right to Rashad Greene for 3 yards (tackle by Jason Verrett),2.150,2.980
4,13:22,1,10,SDG 39,24,12,Blake Bortles pass complete short middle to T.J. Yeldon for 4 yards (tackle by Denzel Perryman),2.980,2.980
4,12:44,2,6,SDG 35,24,12,Blake Bortles pass incomplete deep right intended for Allen Hurns (defended by Patrick Robinson),2.980,2.280
4,12:39,3,6,SDG 35,24,12,Blake Bortles pass complete short left to Julius Thomas for 11 yards (tackle by Jason Verrett),2.280,3.970
4,11:56,1,10,SDG 24,24,12,Blake Bortles pass incomplete deep middle intended for Bryan Walters (defended by Jahleel Addae),3.970,3.430
4,11:50,2,10,SDG 24,24,12,Blake Bortles right end for 3 yards (tackle by Ricardo Mathews),3.430,3.140
4,11:09,3,7,SDG 21,24,12,Blake Bortles pass incomplete short right intended for Allen Robinson (defended by Steve Williams),3.140,2.060
4,11:04,4,7,SDG 21,24,18,"Blake Bortles pass complete short left to Julius Thomas for 21 yards, touchdown",2.060,7.000
4,11:04,,,SDG 21,24,19,Jason Myers kicks extra point good,0.000,0.000
4,11:04,,,JAX 35,24,19,"Jason Myers kicks off 65 yards, touchback",0.000,-0.280
4,10:58,1,10,SDG 20,24,19,Philip Rivers pass complete short right to Steve Johnson for 20 yards,0.280,1.600
4,10:30,1,10,SDG 40,24,19,Philip Rivers pass incomplete short left intended for Dontrelle Inman,1.600,1.050
4,10:26,2,10,SDG 40,24,19,Philip Rivers pass complete deep right to Ladarius Green for 19 yards (tackle by Sergio Brown),1.050,2.850
4,9:57,1,10,JAX 41,24,19,Melvin Gordon middle for 3 yards (tackle by Paul Posluszny),2.850,2.710
4,9:13,2,7,JAX 38,24,19,Philip Rivers pass incomplete short right intended for Antonio Gates,2.710,2.020
4,9:09,3,7,JAX 38,24,19,Philip Rivers pass incomplete short right intended for Malcom Floyd,2.020,0.720
4,9:04,4,7,JAX 38,24,19,Philip Rivers for 8 yards,0.720,0.720
4,8:31,4,7,JAX 38,24,19,Timeout #1 by Los Angeles Chargers,0.720,3.580
4,8:31,1,10,JAX 30,24,19,Danny Woodhead middle for 2 yards (tackle by Roy Miller),3.580,3.300
4,7:56,2,8,JAX 28,24,19,Philip Rivers pass complete short right to Danny Woodhead for 11 yards (tackle by Paul Posluszny),3.300,4.440
4,7:08,1,10,JAX 17,24,19,Melvin Gordon middle for 6 yards (tackle by Paul Posluszny),4.440,4.890
4,6:31,2,4,JAX 11,24,19,Philip Rivers pass complete short left to Steve Johnson for 3 yards (tackle by Aaron Colvin),4.890,4.800
4,6:17,3,1,JAX 8,24,19,Philip Rivers pass complete short right to Danny Woodhead for 3 yards (tackle by Telvin Smith),4.800,6.060
4,5:30,1,5,JAX 5,24,19,Melvin Gordon right end for no gain (tackle by Telvin Smith and Roy Miller),6.060,5.150
4,4:50,2,5,JAX 5,30,19,"Philip Rivers pass complete short left to Steve Johnson for 5 yards, touchdown",5.150,7.000
4,4:50,,,JAX 5,31,19,Josh Lambo kicks extra point good,0.000,0.000
4,4:50,,,SDG 35,31,19,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.280
4,4:45,1,10,JAX 20,31,19,Blake Bortles pass complete short left to Julius Thomas for 17 yards,0.280,1.400
4,4:39,1,10,JAX 37,31,19,Blake Bortles pass complete short middle to T.J. Yeldon for 8 yards (tackle by Eric Weddle),1.400,1.940
4,4:13,2,2,JAX 45,31,19,Blake Bortles pass complete short middle to Clay Harbor for 12 yards (tackle by Jahleel Addae),1.940,2.720
4,3:51,1,10,SDG 43,31,19,Blake Bortles pass incomplete deep left intended for Allen Hurns,2.720,2.180
,,,,,,,"SDG challenged the incomplete pass ruling, and the play was upheld.",,
4,3:44,2,10,SDG 43,31,19,Blake Bortles right end for 7 yards,2.180,2.410
4,3:20,3,3,SDG 36,31,19,Blake Bortles pass incomplete short left intended for Bryan Walters,2.410,0.890
4,3:15,4,3,SDG 36,31,19,Blake Bortles pass complete short right to Allen Robinson for 8 yards (tackle by Patrick Robinson),0.890,3.710
4,2:45,1,10,SDG 28,31,19,Blake Bortles pass incomplete short left intended for Clay Harbor,3.710,3.170
4,2:41,2,10,SDG 28,31,19,Blake Bortles sacked by Kendall Reyes for -1 yards,3.170,2.340
4,2:14,3,11,SDG 29,31,19,Blake Bortles pass incomplete deep right intended for Rashad Greene (defended by Patrick Robinson),2.340,1.500
4,2:10,4,11,SDG 29,31,19,Blake Bortles pass complete short middle to Denard Robinson for 9 yards (tackle by Eric Weddle),1.500,-0.280
4,2:01,1,10,SDG 20,31,19,Melvin Gordon middle for 14 yards (tackle by Thurston Armbrister),0.280,1.200
4,1:54,1,10,SDG 34,31,19,"Penalty on Kenny Wiggins: False Start, 5 yards (no play)",1.200,0.870
4,1:54,1,15,SDG 29,31,19,Melvin Gordon right end for no gain (tackle by Telvin Smith),0.870,0.870
4,1:48,1,15,SDG 29,31,19,Timeout #2 by Jacksonville Jaguars,0.870,-0.020
4,1:48,2,15,SDG 29,31,19,Melvin Gordon middle for 7 yards (tackle by Aaron Colvin),-0.020,-0.020
4,1:44,2,15,SDG 29,31,19,Timeout #3 by Jacksonville Jaguars,-0.020,0.230
4,1:44,3,8,SDG 36,31,19,"Penalty on Melvin Gordon: False Start, 5 yards (no play)",0.230,-0.430
4,1:44,3,13,SDG 31,31,19,Melvin Gordon middle for 3 yards (tackle by Roy Miller). Penalty on SDG: Illegal Shift (Declined),-0.430,-1.110
4,1:37,4,10,SDG 34,31,19,"Mike Scifres punts, blocked by Hayes Pullard, recovered by Peyton Thompson",-1.110,-4.650
4,1:30,1,10,SDG 14,31,19,Blake Bortles pass complete short right to Rashad Greene for 6 yards (tackle by Brandon Flowers),4.650,5.090
4,1:25,2,4,SDG 8,31,25,"Blake Bortles pass complete short right to Allen Robinson for 8 yards, touchdown",5.090,7.000
4,1:25,,,SDG 8,31,25,Jason Myers kicks extra point no good,0.000,-1.000
4,1:25,,,JAX 35,31,25,Jason Myers kicks onside 9 yards,0.000,-2.650
4,1:20,1,10,JAX 44,31,25,Philip Rivers kneels for -2 yards,2.650,1.840
4,0:39,2,12,JAX 46,31,25,Philip Rivers kneels for -3 yards,1.840,0.760
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
