Quarter,Time,Down,ToGo,Location,DET,CIN,Detail,EPB,EPA
1,8:39,1,10,DET 41,0,0,Theo Riddick left guard for 7 yards (tackle by Shawn Williams),1.660,2.070
1,8:10,2,3,DET 48,0,0,Tion Green left guard for 2 yards (tackle by George Iloka),2.070,1.620
1,7:28,3,1,,0,0,Matthew Stafford pass incomplete short middle intended for Golden Tate,1.620,-0.060
1,7:23,4,1,,0,0,"Sam Martin punts 31 yards, fair catch by Alex Erickson",-0.060,-0.150
1,7:17,1,10,CIN 19,0,0,Giovani Bernard left guard for 3 yards (tackle by Ezekiel Ansah and Akeem Spence),0.150,0.070
1,6:44,2,7,CIN 22,0,0,Andy Dalton sacked by Ezekiel Ansah for -6 yards,0.070,-1.590
1,6:00,3,13,CIN 16,0,0,Andy Dalton pass incomplete deep right intended for Tyler Boyd,-1.590,-2.390
1,5:55,4,13,CIN 16,0,0,"Kevin Huber punts 36 yards, fair catch by Jamal Agnew",-2.390,-2.130
1,5:48,1,10,DET 48,0,0,Matthew Stafford pass complete short left to Golden Tate for 14 yards (tackle by Shawn Williams),2.130,3.050
1,5:25,1,10,CIN 38,0,0,Matthew Stafford pass complete short right to Marvin Jones for 5 yards (tackle by Dre Kirkpatrick and Darqueze Dennard),3.050,3.180
1,5:03,2,5,CIN 33,0,0,Matthew Stafford pass incomplete short right intended for Michael Roberts (defended by Carlos Dunlap),3.180,2.480
1,5:00,3,5,CIN 33,6,0,"Matthew Stafford pass complete deep right to Eric Ebron for 33 yards, touchdown",2.480,7.000
1,4:54,,,CIN 15,7,0,Matt Prater kicks extra point good,0.000,0.000
1,4:54,,,DET 35,7,0,"Sam Martin kicks off 62 yards, returned by Alex Erickson for 9 yards (tackle by Andy Jones)",0.000,0.350
1,4:49,1,10,CIN 12,7,0,Andy Dalton pass complete short left to Brandon LaFell for -2 yards (tackle by Glover Quin),-0.350,-0.930
1,4:09,2,12,CIN 10,7,0,Giovani Bernard left tackle for 9 yards (tackle by Glover Quin),-0.930,-0.600
1,3:29,3,3,CIN 19,7,0,Andy Dalton pass complete short left to A.J. Green for 13 yards (tackle by Darius Slay),-0.600,1.070
1,3:13,1,10,CIN 32,7,0,Andy Dalton pass complete short right to Brandon LaFell for 5 yards (tackle by Nevin Lawson),1.070,1.200
1,2:45,2,5,CIN 37,7,0,Giovani Bernard right guard for 4 yards (tackle by Glover Quin and Tahir Whitehead),1.200,1.030
1,2:05,3,1,CIN 41,7,0,Giovani Bernard middle for 4 yards (tackle by Akeem Spence and Ezekiel Ansah),1.030,1.930
1,1:40,1,10,CIN 45,7,0,Andy Dalton pass complete short left to Tyler Boyd for 6 yards (tackle by Darius Slay),1.930,2.190
1,1:20,2,4,DET 49,7,0,Giovani Bernard left tackle for 3 yards (tackle by Akeem Spence),2.190,1.880
1,0:37,3,1,DET 46,7,0,Giovani Bernard middle for 1 yard (tackle by Cornelius Washington),1.880,2.590
Quarter,Time,Down,ToGo,Location,DET,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DET 45,7,0,Andy Dalton pass incomplete deep right intended for A.J. Green is intercepted by Quandre Diggs at DET-24 and returned for 16 yards,2.590,-1.600
2,14:51,1,10,DET 40,7,0,Ameer Abdullah right end for 6 yards (tackle by Chris Smith and George Iloka),1.600,1.860
2,14:13,2,4,DET 46,7,0,Ameer Abdullah left guard for 2 yards (tackle by Shawn Williams),1.860,1.420
2,13:32,3,2,DET 48,7,0,Matthew Stafford pass complete short middle to Theo Riddick for 1 yard (tackle by Darqueze Dennard and Vontaze Burfict),1.420,-0.130
2,12:34,4,1,DET 49,7,0,Sam Martin punts 30 yards,-0.130,-0.340
2,12:23,1,10,CIN 21,7,0,Giovani Bernard left end for 25 yards (tackle by Glover Quin),0.340,1.990
2,11:55,1,10,CIN 46,7,0,Giovani Bernard right guard for no gain (tackle by Christian Ringo),1.990,1.450
2,11:20,2,10,CIN 46,7,0,Andy Dalton pass incomplete deep middle intended for Tyler Kroft,1.450,0.760
2,11:15,3,10,CIN 46,7,0,Andy Dalton pass complete short right to Tyler Boyd for 10 yards (tackle by Teez Tabor),0.760,2.650
2,10:48,1,10,DET 44,7,0,Brian Hill right tackle for 11 yards (tackle by Jalen Reeves-Maybin),2.650,3.380
2,10:26,1,10,DET 33,7,0,Brian Hill right tackle for 2 yards (tackle by Akeem Spence and Jeremiah Ledbetter),3.380,3.110
2,9:55,2,8,DET 31,7,0,Andy Dalton pass complete short right to Brandon LaFell for 8 yards,3.110,4.040
2,9:34,1,10,DET 23,7,0,Andy Dalton pass complete short right to Giovani Bernard for 15 yards (tackle by Glover Quin),4.040,5.370
2,9:00,1,8,DET 8,7,0,Andy Dalton left end for 1 yard (tackle by Teez Tabor and Tahir Whitehead),5.370,4.760
2,8:17,2,7,DET 7,7,0,Andy Dalton sacked by Ezekiel Ansah for -4 yards,4.760,3.120
2,7:42,3,11,DET 11,7,0,Andy Dalton pass incomplete short middle intended for Tyler Kroft,3.120,2.700
2,7:38,4,11,DET 11,7,3,Randy Bullock 29 yard field goal good,2.700,3.000
2,7:35,,,CIN 35,7,3,"Randy Bullock kicks off 62 yards, returned by Ameer Abdullah for 21 yards (tackle by Brian Hill)",0.000,-0.540
2,7:29,1,10,DET 24,7,3,Theo Riddick right guard for -1 yards (tackle by Shawn Williams),0.540,-0.140
2,6:48,2,11,DET 23,7,3,Matthew Stafford pass complete short left to Theo Riddick for 8 yards (tackle by Darqueze Dennard),-0.140,0.230
2,6:03,3,3,DET 31,7,3,Matthew Stafford pass complete short middle to Marvin Jones for 14 yards (tackle by Dre Kirkpatrick),0.230,1.930
2,5:15,1,10,DET 45,7,3,Matthew Stafford pass complete short right to Kenny Golladay for 14 yards (tackle by George Iloka),1.930,2.850
2,4:30,1,10,CIN 41,7,3,"Penalty on Taylor Decker: False Start, 5 yards (no play)",2.850,2.520
2,4:11,1,15,CIN 46,7,3,Theo Riddick left guard for -3 yards (tackle by Michael Johnson),2.520,1.230
2,3:30,2,18,CIN 49,7,3,Theo Riddick middle for 1 yard (tackle by Carl Lawson and Carlos Dunlap),1.230,0.700
2,2:45,3,17,CIN 48,7,3,Matthew Stafford pass incomplete short right intended for Eric Ebron,0.700,0.070
2,2:41,4,17,CIN 48,7,3,"Sam Martin punts 48 yards, touchback",0.070,-0.280
2,2:33,1,10,CIN 20,7,3,Giovani Bernard left guard for 2 yards (tackle by Akeem Spence),0.280,0.000
2,2:11,2,8,CIN 22,7,3,Andy Dalton pass complete short left to Tyler Kroft for 3 yards (tackle by Jalen Reeves-Maybin),0.000,-0.300
2,2:00,3,5,CIN 25,7,3,"Andy Dalton pass complete deep left to A.J. Green for 28 yards (tackle by Darius Slay). Penalty on A.J. Green: Offensive Pass Interference, 10 yards (no play)",-0.300,-1.860
2,1:54,3,15,CIN 15,7,3,Giovani Bernard right guard for 10 yards (tackle by Glover Quin and Quandre Diggs),-1.860,0.000
2,1:47,,,,,,Timeout #1 by Detroit Lions,0.000,1.700
2,1:47,4,5,CIN 25,7,3,"Kevin Huber punts 39 yards, fair catch by Jamal Agnew",-1.700,-1.330
2,1:41,1,10,DET 36,7,3,Matthew Stafford pass complete short right to Eric Ebron for 9 yards (tackle by Dre Kirkpatrick),1.330,2.010
2,1:21,2,1,DET 45,7,3,Matthew Stafford pass complete short middle to Kenny Golladay for 9 yards (tackle by Jordan Evans),2.010,0.000
2,1:11,,,,,,Timeout #2 by Cincinnati Bengals,0.000,-2.520
2,1:11,1,10,CIN 46,7,3,Matthew Stafford pass incomplete is intercepted by Vincent Rey at CIN-35 and returned for 12 yards,2.520,-2.060
2,1:01,1,10,CIN 47,7,3,Andy Dalton pass complete short left to Giovani Bernard for no gain,2.060,1.520
2,0:55,2,10,CIN 47,7,3,Andy Dalton pass complete short left to A.J. Green for 18 yards,1.520,3.250
2,0:52,1,10,DET 35,7,3,Andy Dalton pass incomplete,3.250,2.700
2,0:45,2,10,DET 35,7,3,Andy Dalton pass complete short left to Giovani Bernard for 11 yards (tackle by Glover Quin),2.700,3.970
2,0:39,1,10,DET 24,7,3,Andy Dalton pass complete short middle to Giovani Bernard for 7 yards (tackle by Tahir Whitehead),3.970,4.460
2,0:18,2,3,DET 17,7,3,Andy Dalton pass incomplete short left intended for Tyler Kroft,4.460,3.750
2,0:13,3,3,DET 17,7,3,"Andy Dalton pass incomplete deep left intended for A.J. Green (defended by Darius Slay). Penalty on Anthony Zettel: Defensive Offside, 5 yards (no play)",3.750,4.780
2,0:09,1,10,DET 12,7,3,Andy Dalton pass complete short left to Giovani Bernard for 3 yards,4.780,4.640
2,0:04,2,7,DET 9,7,6,Randy Bullock 27 yard field goal good,4.640,3.000
Quarter,Time,Down,ToGo,Location,DET,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 35,7,6,"Randy Bullock kicks off 60 yards, returned by Ameer Abdullah for 29 yards (tackle by Brandon Bell)",0.000,-1.200
3,14:54,1,10,DET 34,7,6,Matthew Stafford pass complete short middle to Kenny Golladay for 4 yards (tackle by Vincent Rey and Hardy Nickerson),1.200,1.200
3,14:20,2,6,DET 38,7,6,Tion Green left guard for 5 yards (tackle by Carlos Dunlap and Shawn Williams),1.200,1.160
3,13:39,3,1,DET 43,7,6,Ameer Abdullah left end for 2 yards (tackle by Michael Johnson),1.160,1.930
3,13:06,1,10,DET 45,7,6,Ameer Abdullah left guard for 3 yards (tackle by Vincent Rey and Michael Johnson),1.930,1.790
3,12:41,2,7,DET 48,7,6,Matthew Stafford pass complete short left to Ameer Abdullah for 5 yards (tackle by Shawn Williams),1.790,1.750
3,12:00,3,2,CIN 47,7,6,Matthew Stafford pass complete short right to Golden Tate for 3 yards (tackle by Darqueze Dennard),1.750,2.650
3,11:27,1,10,CIN 44,7,6,Matthew Stafford pass complete deep left to Marvin Jones for 31 yards (tackle by Darqueze Dennard),2.650,4.710
3,10:50,1,10,CIN 13,7,6,Tion Green left tackle for 6 yards (tackle by Clayton Fejedelem and Carl Lawson),4.710,5.150
3,10:09,2,4,CIN 7,7,6,Tion Green right tackle for 2 yards (tackle by Hardy Nickerson),5.150,0.000
3,9:34,,,,,,Timeout #1 by Cincinnati Bengals,0.000,-4.780
3,9:34,3,2,CIN 5,7,6,Matthew Stafford pass incomplete short middle intended for Kenny Golladay (defended by William Jackson),4.780,3.030
3,9:29,4,2,CIN 5,10,6,Matt Prater 23 yard field goal good,3.030,3.000
3,9:26,,,DET 35,10,6,"Sam Martin kicks off 65 yards, touchback",0.000,-0.610
3,9:26,1,10,CIN 25,10,6,Josh Malone for -2 yards (tackle by Tahir Whitehead),0.610,-0.210
3,9:02,2,12,CIN 23,10,6,"Andy Dalton pass incomplete deep middle intended for Brandon LaFell. Penalty on Nevin Lawson: Defensive Pass Interference, 25 yards (no play)",-0.210,2.130
3,8:56,1,10,CIN 48,10,6,Giovani Bernard right end for no gain (tackle by Nevin Lawson and Paul Worrilow),2.130,1.580
3,8:16,2,10,CIN 48,10,6,Andy Dalton pass complete short right to Brian Hill for 34 yards (tackle by Teez Tabor),1.580,4.370
3,7:41,1,10,DET 18,10,6,Brian Hill left tackle for 3 yards (tackle by Ezekiel Ansah),4.370,4.250
3,7:10,2,7,DET 15,10,6,Andy Dalton pass complete short middle to Giovani Bernard for 8 yards (tackle by Tahir Whitehead and Anthony Zettel),4.250,5.600
3,6:34,1,7,DET 7,10,6,Andy Dalton pass complete short right to Tyler Boyd for 6 yards (tackle by Teez Tabor),5.600,5.910
3,5:56,2,1,DET 1,10,12,"Andy Dalton pass complete short middle to C.J. Uzomah for 1 yard, touchdown",5.910,7.000
3,5:52,,,DET 15,10,13,Randy Bullock kicks extra point good,0.000,0.000
3,5:52,,,CIN 35,10,13,"Randy Bullock kicks off 62 yards, returned by Ameer Abdullah for 21 yards (tackle by Brandon Bell)",0.000,-0.540
3,5:48,1,10,DET 24,10,13,Matthew Stafford pass complete short right to Kenny Golladay for 1 yard (tackle by Darqueze Dennard),0.540,0.130
3,5:22,2,9,DET 25,10,13,"Matthew Stafford pass incomplete deep right intended for Marvin Jones (defended by Dre Kirkpatrick). Penalty on Dre Kirkpatrick: Defensive Pass Interference, 35 yards (no play)",0.130,2.920
3,5:16,1,10,CIN 40,10,13,Ameer Abdullah left end for 6 yards (tackle by George Iloka),2.920,3.180
3,4:41,2,4,CIN 34,10,13,Ameer Abdullah left tackle for 2 yards (tackle by Jordan Willis and Hardy Nickerson),3.180,2.740
3,3:55,3,2,CIN 32,10,13,Matthew Stafford pass incomplete short left intended for Marvin Jones (defended by William Jackson),2.740,1.300
3,3:51,4,2,CIN 32,10,13,Matt Prater 50 yard field goal no good,1.300,-1.600
3,3:46,1,10,CIN 40,10,13,Andy Dalton pass incomplete short left intended for Brandon LaFell,1.600,1.050
3,3:41,2,10,CIN 40,10,13,Andy Dalton pass complete short left to A.J. Green for 17 yards (tackle by Quandre Diggs),1.050,2.720
3,3:19,1,10,DET 43,10,13,Giovani Bernard left guard for 3 yards (tackle by Akeem Spence),2.720,2.580
3,2:49,2,7,DET 40,10,13,Giovani Bernard left guard for 4 yards (tackle by A'Shawn Robinson and Cornelius Washington),2.580,2.410
3,2:13,3,3,DET 36,10,13,Andy Dalton pass complete short left to A.J. Green for 14 yards (tackle by Darius Slay),2.410,4.110
3,1:32,1,10,DET 22,10,13,Giovani Bernard right guard for 2 yards (tackle by Jarrad Davis and Cornelius Washington),4.110,3.830
3,0:51,2,8,DET 20,10,13,Andy Dalton pass complete short right to Giovani Bernard for 8 yards (tackle by Darius Slay),3.830,4.780
3,0:12,1,10,DET 12,10,13,Brian Hill right tackle for 1 yard (tackle by A'Shawn Robinson),4.780,4.270
Quarter,Time,Down,ToGo,Location,DET,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,DET 11,10,13,Andy Dalton sacked by Ezekiel Ansah for -6 yards,4.270,2.840
4,14:21,3,15,DET 17,10,13,Andy Dalton pass incomplete short middle intended for Tyler Kroft,2.840,2.310
4,14:18,4,15,DET 17,10,16,Randy Bullock 35 yard field goal good,2.310,3.000
4,14:13,,,CIN 35,10,16,"Randy Bullock kicks off 61 yards, returned by Ameer Abdullah for 21 yards (tackle by Cethan Carter)",0.000,-0.610
4,14:09,1,10,DET 25,10,16,Theo Riddick left guard for 8 yards (tackle by William Jackson),0.610,1.140
4,13:40,2,2,DET 33,10,16,Theo Riddick left guard for 1 yard (tackle by Michael Johnson),1.140,0.560
4,13:01,3,1,DET 34,10,16,Tion Green right end for 11 yards (tackle by George Iloka),0.560,1.930
4,12:20,1,10,DET 45,10,16,Matthew Stafford pass incomplete deep left intended for Ameer Abdullah,1.930,1.380
4,12:12,2,10,DET 45,10,16,Matthew Stafford pass incomplete short right intended for Kenny Golladay (defended by Dre Kirkpatrick),1.380,0.000
4,12:07,,,,,,Timeout #2 by Cincinnati Bengals,0.000,-0.700
4,12:07,3,10,DET 45,10,16,Matthew Stafford pass complete short right to Eric Ebron for 9 yards (tackle by Clayton Fejedelem),0.700,0.200
4,11:28,4,1,CIN 46,10,16,"Penalty on Don Barclay: False Start, 5 yards (no play)",0.200,-0.130
4,11:22,4,6,DET 49,10,16,"Sam Martin punts 37 yards, fair catch by Alex Erickson. Penalty on Jordan Willis: Running Into the Kicker, 5 yards (no play)",-0.130,0.200
4,11:17,4,1,CIN 46,10,16,Tion Green left guard for 12 yards (tackle by Brandon Bell and Clayton Fejedelem),0.200,3.310
4,10:43,1,10,CIN 34,10,16,Matthew Stafford pass incomplete deep right intended for Marvin Jones,3.310,2.770
4,10:37,2,10,CIN 34,10,16,Matthew Stafford pass complete deep middle to Eric Ebron for 29 yards (tackle by George Iloka),2.770,6.060
4,9:54,1,5,CIN 5,16,16,"Tion Green left tackle for 5 yards, touchdown",6.060,7.000
4,9:49,,,CIN 15,17,16,Matt Prater kicks extra point good,0.000,0.000
4,9:49,,,DET 35,17,16,"Sam Martin kicks off 63 yards, returned by Alex Erickson for 18 yards (tackle by Jalen Reeves-Maybin). Alex Erickson fumbles",0.000,0.280
4,9:39,1,10,CIN 14,17,16,Giovani Bernard right end for 10 yards (tackle by Darius Slay),-0.280,0.540
4,9:17,1,10,CIN 24,17,16,Andy Dalton pass complete short left to Tyler Boyd for 8 yards (tackle by Quandre Diggs),0.540,1.080
4,9:01,2,2,CIN 32,17,16,Giovani Bernard left tackle for -1 yards (tackle by Jarrad Davis),1.080,0.230
4,8:23,3,3,CIN 31,17,16,Andy Dalton pass complete short right to A.J. Green for 6 yards (tackle by Darius Slay),0.230,1.400
4,7:53,1,10,CIN 37,17,16,Andy Dalton pass incomplete short left intended for Brandon LaFell (defended by D.J. Hayden),1.400,0.860
4,7:49,2,10,CIN 37,17,16,Giovani Bernard middle for -2 yards (tackle by A'Shawn Robinson and Akeem Spence),0.860,-0.100
4,7:06,3,12,CIN 35,17,16,"Andy Dalton pass incomplete. Penalty on Quandre Diggs: Defensive Holding, 5 yards (no play)",-0.100,1.600
4,6:58,1,10,CIN 40,17,16,Giovani Bernard left end for 11 yards (tackle by D.J. Hayden),1.600,2.320
4,6:12,1,10,DET 49,17,16,"Andy Dalton pass incomplete short left intended for A.J. Green. Penalty on Darius Slay: Defensive Pass Interference, 9 yards (no play)",2.320,2.920
4,6:09,1,10,DET 40,17,16,Andy Dalton pass complete short middle to Brandon LaFell for -3 yards (tackle by Ezekiel Ansah),2.920,1.970
4,5:32,2,13,DET 43,17,16,Giovani Bernard right guard for 10 yards (tackle by Jarrad Davis),1.970,2.610
4,4:52,3,3,DET 33,17,16,Andy Dalton pass incomplete deep left intended for A.J. Green (defended by Darius Slay),2.610,1.190
4,4:47,4,3,DET 33,17,19,Randy Bullock 51 yard field goal good,1.190,3.000
4,4:42,,,CIN 35,17,19,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.610
4,4:42,1,10,DET 25,17,19,Matthew Stafford pass complete short right to Golden Tate for -3 yards (tackle by Darqueze Dennard),0.610,-0.340
4,4:12,2,13,DET 22,17,19,"Matthew Stafford pass complete short right to Eric Ebron for 6 yards (tackle by Dre Kirkpatrick). Penalty on Don Barclay: Offensive Holding, 10 yards (no play)",-0.340,-1.730
4,4:04,2,23,DET 12,17,19,Matthew Stafford pass incomplete short middle intended for Golden Tate,-1.730,-2.940
4,4:00,3,23,DET 12,17,19,"Penalty on Don Barclay: False Start, 5 yards (no play)",-2.940,-3.530
4,4:00,3,28,DET 7,17,19,Matthew Stafford pass incomplete deep right intended for Golden Tate,-3.530,-2.490
4,3:49,4,28,DET 7,17,19,"Sam Martin punts 33 yards, fair catch by Alex Erickson",-2.490,-2.920
4,3:42,1,10,DET 40,17,19,"Giovani Bernard left tackle for 4 yards (tackle by Paul Worrilow and Tahir Whitehead). Penalty on A'Shawn Robinson: Defensive Offside, 5 yards (no play)",2.920,3.650
4,3:36,1,5,DET 35,17,19,Andy Dalton pass complete short right to Tyler Boyd for 9 yards (tackle by Quandre Diggs),3.650,3.840
4,2:51,1,10,DET 26,17,19,Giovani Bernard right end for 2 yards (tackle by Jarrad Davis and Tahir Whitehead),3.840,0.000
4,2:43,,,,,,Timeout #1 by Detroit Lions,0.000,-3.570
4,2:43,2,8,DET 24,17,19,"Penalty on A.J. Green: False Start, 5 yards (no play)",3.570,2.890
4,2:43,2,13,DET 29,17,19,Andy Dalton pass complete short left to A.J. Green for 13 yards (tackle by Darius Slay),2.890,0.000
4,2:38,,,,,,Timeout #2 by Detroit Lions,0.000,-4.510
4,2:38,1,10,DET 16,17,19,Giovani Bernard right guard for 1 yard (tackle by A'Shawn Robinson and Paul Worrilow),4.510,0.000
4,2:34,,,,,,Timeout #3 by Detroit Lions,0.000,-4.050
4,2:34,2,9,DET 15,17,19,Giovani Bernard right tackle for 3 yards (tackle by A'Shawn Robinson and Glover Quin),4.050,3.730
4,2:00,3,6,DET 12,17,25,"Giovani Bernard right end for 12 yards, touchdown",3.730,7.000
4,1:54,,,DET 15,17,26,Randy Bullock kicks extra point good,0.000,0.000
4,1:54,,,CIN 35,17,26,"Randy Bullock kicks off 59 yards, returned by Ameer Abdullah for 22 yards (tackle by Brandon Wilson)",0.000,-0.810
4,1:49,1,10,DET 28,17,26,Matthew Stafford pass incomplete short right intended for Theo Riddick,0.810,0.260
4,1:44,2,10,DET 28,17,26,Matthew Stafford pass complete short right to Theo Riddick for 14 yards (tackle by Josh Shaw),0.260,1.730
4,1:36,1,10,DET 42,17,26,Matthew Stafford pass incomplete short middle intended for Eric Ebron,1.730,1.190
4,1:32,2,10,DET 42,17,26,Matthew Stafford pass incomplete deep middle intended for Kenny Golladay (defended by William Jackson),1.190,0.500
4,1:25,3,10,DET 42,17,26,Matthew Stafford sacked by Carlos Dunlap for -5 yards,0.500,-0.910
4,1:00,4,15,DET 37,17,26,Matthew Stafford sacked by Carl Lawson for -9 yards,-0.910,-3.710
4,0:53,1,10,DET 28,17,26,Andy Dalton kneels for -1 yards,3.710,3.030
4,0:35,2,11,DET 29,17,26,Andy Dalton kneels for -1 yards,3.030,2.210
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
