Quarter,Time,Down,ToGo,Location,HOU,DET,Detail,EPB,EPA
2,12:09,1,10,DET 39,0,0,Joey Harrington pass complete to Cory Schlesinger for 12 yards (tackle by Aaron Glenn),1.530,2.320
2,11:29,1,10,HOU 49,0,0,Kevin Jones up the middle for 11 yards (tackle by Jason Simmons),2.320,3.050
2,10:49,1,10,HOU 38,0,0,Artose Pinner left tackle for no gain (tackle by Robaire Smith),3.050,2.510
2,10:06,2,10,HOU 38,0,0,Joey Harrington sacked by Kailee Wong for -1 yards,2.510,1.680
2,9:35,3,11,HOU 39,0,0,Joey Harrington pass complete to Az-Zahir Hakim for 12 yards (tackle by Marcus Coleman),1.680,3.780
2,8:49,1,10,HOU 27,0,0,Kevin Jones right end for 16 yards (tackle by Marcus Coleman),3.780,4.840
2,8:22,1,10,HOU 11,0,0,Artose Pinner right tackle for 6 yards (tackle by Jay Foreman),4.840,5.280
2,7:45,2,4,HOU 5,0,0,Artose Pinner right tackle for no gain (tackle by Kailee Wong),5.280,4.440
2,7:06,3,4,HOU 5,0,0,"Joey Harrington pass incomplete intended for Tai Streets (defended by Aaron Glenn). Penalty on Aaron Glenn: Defensive Pass Interference, 4 yards (no play)",4.440,6.970
2,7:00,1,1,HOU 1,0,6,"Joey Harrington pass complete to Cory Schlesinger for 1 yard, touchdown",6.970,7.000
2,,,,HOU 2,0,7,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 30,0,7,"Jason Hanson kicks off 69 yards, returned by J.J. Moses for 25 yards (tackle by Donte Curry). Penalty on Corey Sears: Offensive Holding, 9 yards",0.000,-0.380
2,6:49,1,10,HOU 9,0,7,Domanick Williams up the middle for 5 yards (tackle by Cory Redding),-0.380,-0.390
2,6:20,2,5,HOU 14,0,7,Domanick Williams up the middle for no gain (tackle by Fernando Bryant),-0.390,-0.840
2,5:42,3,5,HOU 14,0,7,David Carr pass complete to Andre Johnson for 24 yards (tackle by Teddy Lehman),-0.840,1.470
2,5:02,1,10,HOU 38,0,7,Andre Johnson right end for 1 yard (tackle by Fernando Bryant),1.470,1.060
2,4:20,2,9,HOU 39,0,7,Domanick Williams left end for 3 yards (tackle by James Hall),1.060,0.760
2,3:34,3,6,HOU 42,0,7,"David Carr pass incomplete intended for Corey Bradford. Penalty on Alex Lewis: Roughing the Passer, 15 yards, Penalty on Fernando Bryant: Illegal Contact (Declined) (no play)",0.760,2.720
2,3:28,1,10,DET 43,0,7,David Carr pass complete to Jabar Gaffney for 25 yards,2.720,4.370
2,3:02,1,10,DET 18,0,7,"Penalty on Chester Pitts: False Start, 5 yards (no play)",4.370,4.040
2,2:38,1,15,DET 23,0,7,Domanick Williams right tackle for 3 yards (tackle by James Davis and Earl Holmes),4.040,3.560
2,2:00,2,12,DET 20,0,7,Domanick Williams left end for -1 yards (tackle by Dan Wilkinson),3.560,2.740
2,1:20,3,13,DET 21,0,7,David Carr pass complete to Domanick Williams for 5 yards (tackle by Teddy Lehman),2.740,2.380
2,1:11,,,,0,7,Timeout #1 by Detroit Lions,0.000,2.380
2,1:11,4,8,DET 16,3,7,Kris Brown 34 yard field goal good,2.380,3.000
2,,,,HOU 30,3,7,"Kris Brown kicks off 71 yards, returned by Eddie Drummond for 19 yards (tackle by Marlon McCree)",0.000,0.040
2,1:00,1,10,DET 18,3,7,Joey Harrington pass incomplete intended for Stephen Alexander,0.040,-0.490
2,0:56,2,10,DET 18,3,7,Joey Harrington pass incomplete intended for Az-Zahir Hakim,-0.490,-1.170
2,0:50,3,10,DET 18,3,7,Shawn Bryson up the middle for 1 yard (tackle by Jason Babin and Jamie Sharper),-1.170,-2.140
2,0:46,,,,3,7,Timeout #1 by Houston Texans,0.000,-2.140
2,0:42,4,9,DET 19,3,7,"Nick Harris punts 53 yards, returned by J.J. Moses for 4 yards (tackle by Donte Curry)",-2.140,-1.070
2,0:34,1,10,HOU 32,3,7,David Carr pass complete to Domanick Williams for 16 yards,1.070,2.130
2,0:28,1,10,HOU 48,3,7,David Carr pass incomplete intended for Jabar Gaffney (defended by James Hall),2.130,1.580
2,0:24,2,10,HOU 48,3,7,David Carr for 6 yards,1.580,1.680
2,0:17,3,4,DET 46,3,7,"David Carr sacked by James Hall for -8 yards. David Carr fumbles (forced by James Hall), recovered by David Carr at HOU-46",1.680,-0.320
Quarter,Time,Down,ToGo,Location,HOU,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 30,3,7,"Kris Brown kicks off 72 yards, returned by Eddie Drummond for 25 yards (tackle by Demarcus Faggins). Penalty on Demarcus Faggins: Face Mask (15 Yards), 15 yards",0.000,1.470
3,14:53,1,10,DET 38,3,7,Joey Harrington pass complete to Tai Streets for 7 yards (tackle by Dunta Robinson),1.470,1.870
3,14:16,2,3,DET 45,3,7,Kevin Jones left end for -2 yards (tackle by Kailee Wong),1.870,0.890
3,13:33,3,5,DET 43,3,7,Joey Harrington for 6 yards,0.890,2.190
3,13:01,1,10,DET 49,3,7,Joey Harrington left tackle for 5 yards (tackle by Jason Babin),2.190,2.320
3,12:18,2,5,HOU 46,3,7,Kevin Jones right tackle for 1 yard (tackle by Marcus Coleman),2.320,1.750
3,11:37,3,4,HOU 45,3,7,Joey Harrington pass incomplete intended for Roy E. Williams is intercepted by Aaron Glenn at HOU-39 and returned for 23 yards (tackle by Joey Harrington),1.750,-3.050
3,11:28,1,10,DET 38,3,7,Domanick Williams up the middle for 10 yards,3.050,3.710
3,10:53,1,10,DET 28,3,7,David Carr pass complete to Domanick Williams for 7 yards (tackle by Chris Cash). Domanick Williams fumbles (forced by Chris Cash),3.710,-0.340
3,10:42,1,10,DET 21,3,7,Kevin Jones right end for 11 yards (tackle by Aaron Glenn),0.340,1.070
3,10:19,1,10,DET 32,3,7,Kevin Jones up the middle for 2 yards (tackle by Seth Payne),1.070,0.800
3,9:40,2,8,DET 34,3,7,"Joey Harrington pass complete to Artose Pinner for 14 yards (tackle by Kailee Wong). Penalty on Stockar McDougle: Offensive Holding, 10 yards (no play)",0.800,-0.550
3,9:14,2,18,DET 24,3,7,Joey Harrington pass complete to Artose Pinner for 7 yards (tackle by Gary Walker),-0.550,-0.290
3,8:32,3,11,DET 31,3,7,Joey Harrington pass complete to Roy E. Williams for 20 yards (tackle by Demarcus Faggins),-0.290,2.320
3,7:49,1,10,HOU 49,3,7,Kevin Jones right end for 12 yards (tackle by Marcus Coleman),2.320,3.120
3,7:16,1,10,HOU 37,3,7,Joey Harrington pass complete to Casey Fitzsimmons for 6 yards (tackle by Jason Simmons),3.120,3.380
3,6:45,2,4,HOU 31,3,13,"Joey Harrington pass complete to Roy E. Williams for 31 yards, touchdown",3.380,7.000
3,,,,HOU 2,3,14,Jason Hanson kicks extra point good,0.000,0.000
3,,,,DET 30,3,14,"Jason Hanson kicks off 60 yards, returned by J.J. Moses for 8 yards (tackle by Alex Lewis)",0.000,0.040
3,6:33,1,10,HOU 18,3,14,David Carr pass complete to Domanick Williams for 9 yards (tackle by Earl Holmes),0.040,0.820
3,5:58,2,1,HOU 27,3,14,Domanick Williams right tackle for 1 yard (tackle by Earl Holmes),0.820,0.810
3,5:21,1,10,HOU 28,3,14,David Carr pass complete to Mark Bruener for 6 yards (tackle by James Hall),0.810,1.070
3,4:36,2,4,HOU 34,3,14,"Penalty on James Hall: Encroachment, 5 yards (no play)",1.070,1.530
3,4:08,1,10,HOU 39,3,14,Domanick Williams right end for 2 yards (tackle by Cory Redding),1.530,1.260
3,3:24,2,8,HOU 41,3,14,David Carr pass complete to Domanick Williams for 5 yards (tackle by Earl Holmes),1.260,1.220
3,2:39,3,3,HOU 46,9,14,"David Carr pass complete to Andre Johnson for 54 yards, touchdown",1.220,7.000
3,,,,DET 2,10,14,Kris Brown kicks extra point good,0.000,0.000
3,,,,HOU 30,10,20,"Kris Brown kicks off 69 yards, returned by Eddie Drummond for 99 yards, touchdown",0.000,7.000
3,,,,HOU 2,10,21,Jason Hanson kicks extra point good,0.000,0.000
3,,,,DET 30,10,21,"Jason Hanson kicks off 62 yards, returned by J.J. Moses for 11 yards (tackle by Alex Lewis)",0.000,0.150
3,2:11,1,10,HOU 19,10,21,David Carr pass complete to Domanick Williams for 9 yards (tackle by James Davis),0.150,0.880
3,1:41,2,1,HOU 28,10,21,David Carr pass complete to Domanick Williams for 3 yards (tackle by James Davis),0.880,1.000
3,1:04,1,10,HOU 31,10,21,Domanick Williams up the middle for 2 yards (tackle by Kelvin Pritchett),1.000,0.730
3,0:25,2,8,HOU 33,10,21,David Carr pass complete to Corey Bradford for 13 yards,0.730,1.990
3,0:03,1,10,HOU 46,10,21,Jonathan Wells right end for 3 yards (tackle by Earl Holmes),1.990,1.860
Quarter,Time,Down,ToGo,Location,HOU,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,HOU 49,10,21,Domanick Williams right end for 2 yards (tackle by Shaun Rogers),1.860,1.420
4,14:20,3,5,DET 49,10,21,David Carr pass complete to Derick Armstrong for 7 yards (tackle by Fernando Bryant),1.420,2.790
4,13:48,1,10,DET 42,10,21,Domanick Williams left tackle for 7 yards,2.790,3.190
4,13:07,2,3,DET 35,10,21,David Carr pass incomplete intended for Andre Johnson (defended by Chris Cash),3.190,2.480
4,13:03,3,3,DET 35,10,21,Domanick Williams up the middle for 8 yards (tackle by Keith Smith),2.480,3.780
4,12:26,1,10,DET 27,16,21,"David Carr pass complete to Corey Bradford for 27 yards, touchdown",3.780,7.000
4,,,,,16,21,"Two Point Attempt: David Carr pass incomplete intended for Jabar Gaffney, conversion fails",1.000,-1.000
4,,,,HOU 30,16,21,"Kris Brown kicks off 64 yards, returned by Eddie Drummond for 14 yards (tackle by Jason Simmons)",0.000,0.280
4,12:13,1,10,DET 20,16,21,Artose Pinner up the middle for 4 yards (tackle by Jay Foreman),0.280,0.270
4,11:33,2,6,DET 24,16,21,Joey Harrington pass complete to Roy E. Williams for 8 yards (tackle by Dunta Robinson),0.270,1.070
4,10:57,1,10,DET 32,16,21,Joey Harrington pass complete to Tai Streets for 4 yards (tackle by Dunta Robinson),1.070,1.070
4,10:17,2,6,DET 36,16,21,Joey Harrington pass complete to Kevin Jones for 13 yards (tackle by Glenn Earl),1.070,2.190
4,9:30,1,10,DET 49,16,21,Kevin Jones left end for -3 yards (tackle by Jay Foreman),2.190,1.240
4,8:46,2,13,DET 46,16,21,Joey Harrington pass incomplete intended for Cory Schlesinger (defended by Robaire Smith),1.240,0.560
4,8:40,3,13,DET 46,16,21,Joey Harrington pass complete to Tai Streets for 17 yards,0.560,3.120
4,8:10,1,10,HOU 37,16,21,Artose Pinner up the middle for 4 yards (tackle by Seth Payne),3.120,3.110
4,7:25,2,6,HOU 33,16,21,"Penalty on Stockar McDougle: False Start, 5 yards (no play)",3.110,2.440
4,7:04,2,11,HOU 38,16,21,Joey Harrington right end for 5 yards (tackle by Jamie Sharper),2.440,2.410
4,6:16,3,6,HOU 33,16,21,Joey Harrington pass complete to Az-Zahir Hakim for 14 yards (tackle by Marcus Coleman),2.410,4.310
4,5:29,1,10,HOU 19,16,21,Artose Pinner up the middle for 5 yards (tackle by Kailee Wong),4.310,4.530
4,4:48,2,5,HOU 14,16,27,"Joey Harrington pass complete to Roy E. Williams for 14 yards, touchdown",4.530,7.000
4,,,,HOU 2,16,28,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 30,16,28,"Jason Hanson kicks off 68 yards, returned by J.J. Moses for 36 yards (tackle by Jason Hanson). Penalty on DaShon Polk: Illegal Block Above the Waist, 10 yards",0.000,-0.380
4,4:33,1,10,HOU 10,16,28,Domanick Williams right tackle for 3 yards (tackle by Shaun Rogers),-0.380,-0.560
4,4:12,2,7,HOU 13,16,28,"David Carr pass complete to Billy Miller for 7 yards (tackle by Alex Lewis). Penalty on Todd Washington: Tripping, 6 yards, Penalty on Seth Wand: Offensive Holding (Declined) (no play)",-0.560,-1.000
4,4:07,2,13,HOU 7,16,28,"David Carr for no gain. David Carr fumbles, recovered by David Carr at HOU-6",-1.000,-1.890
4,3:39,3,14,HOU 6,16,28,David Carr pass complete to Domanick Williams for 15 yards (tackle by Alex Lewis),-1.890,0.340
4,3:13,1,10,HOU 21,16,28,David Carr pass complete to Derick Armstrong for 20 yards (tackle by Terrence Holt),0.340,1.660
4,2:53,1,10,HOU 41,16,28,David Carr pass complete to Domanick Williams for 6 yards (tackle by Teddy Lehman),1.660,1.930
4,2:33,2,4,HOU 47,16,28,Domanick Williams up the middle for 5 yards (tackle by Alex Lewis),1.930,2.390
4,2:14,1,10,DET 48,16,28,David Carr sacked by Marcus Bell for -8 yards,2.390,0.770
4,2:01,2,18,HOU 44,16,28,David Carr pass incomplete intended for Andre Johnson,0.770,0.100
4,1:56,3,18,HOU 44,16,28,David Carr pass complete to Derick Armstrong for 11 yards (tackle by Alex Lewis),0.100,0.270
4,1:47,4,7,DET 45,16,28,David Carr pass complete to Derick Armstrong for 11 yards (tackle by Fernando Bryant),0.270,3.310
4,1:21,1,10,DET 34,16,28,David Carr pass incomplete intended for Andre Johnson,3.310,2.770
4,1:19,2,10,DET 34,16,28,David Carr for 11 yards,2.770,4.040
4,1:13,1,10,DET 23,16,28,David Carr pass incomplete intended for Derick Armstrong,4.040,3.500
4,1:09,2,10,DET 23,16,28,David Carr pass complete to Andre Johnson for 8 yards (tackle by Brock Marion),3.500,4.050
4,1:03,,,,16,28,Timeout #1 by Houston Texans,0.000,4.050
4,1:03,3,2,DET 15,16,28,"Penalty on Shaun Rogers: Encroachment, 5 yards (no play)",4.050,4.910
4,1:03,1,10,DET 10,16,28,David Carr pass incomplete intended for Andre Johnson,4.910,4.190
4,0:58,2,10,DET 10,16,28,David Carr sacked by James Hall for -7 yards,4.190,2.740
4,0:50,,,,16,28,Timeout #2 by Houston Texans,0.000,2.740
4,0:50,3,17,DET 17,16,28,David Carr pass complete to Domanick Williams for 12 yards (tackle by Teddy Lehman),2.740,3.010
4,0:42,,,,16,28,Timeout #3 by Houston Texans,0.000,3.010
4,0:42,4,5,DET 5,16,28,David Carr up the middle for 4 yards (tackle by Marcus Bell),3.010,0.380
4,0:36,1,10,DET 1,16,28,Joey Harrington up the middle for 1 yard (tackle by Robaire Smith),-0.380,-0.710
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
