Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Alfred Morris,SFO,16,111,1,5,43,2.7,68,4.3,3,5.3
Jeff Wilson,SFO,3,9,0,,7,2.3,2,0.7,0,
Kyle Juszczyk,SFO,2,9,0,0,7,3.5,2,1.0,0,
Nick Mullens,SFO,1,-2,0,0,-2,-2.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
C.J. Anderson,LAR,23,132,1,9,68,3.0,64,2.8,0,
John Kelly,LAR,15,30,0,3,2,0.1,28,1.9,0,
Sean Mannion,LAR,2,-8,0,0,-8,-4.0,0,0.0,0,
Jared Goff,LAR,1,0,0,0,0,0.0,0,0.0,0,
Robert Woods,LAR,1,1,0,0,1,1.0,0,0.0,0,
