Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA
1,10:46,1,1,SFO 1,0,13,"C.J. Anderson up the middle for 1 yard, touchdown",6.970,7.000
1,10:42,,,SFO 15,0,14,Greg Zuerlein kicks extra point good,0.000,0.000
1,10:42,,,LAR 35,0,14,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
1,10:40,1,10,SFO 25,0,14,"Nick Mullens pass complete short left to George Kittle for 9 yards (tackle by Mark Barron). Penalty on Ethan Westbrooks: Illegal Use of Hands, 5 yards (no play)",0.610,0.940
1,10:20,1,10,SFO 30,0,14,Nick Mullens pass complete short left to Kendrick Bourne for 12 yards (tackle by Dante Fowler),0.940,1.730
1,9:44,1,10,SFO 42,0,14,Nick Mullens pass complete deep left to Kendrick Bourne for 20 yards (tackle by John Johnson),1.730,3.050
1,9:03,1,10,LAR 38,0,14,Alfred Morris left tackle for 1 yard (tackle by Cory Littleton),3.050,2.640
1,8:24,2,9,LAR 37,0,14,Nick Mullens pass incomplete short right intended for George Kittle (defended by Marcus Peters),2.640,1.950
1,8:19,3,9,LAR 37,0,14,Nick Mullens pass complete short right to Trent Taylor for 5 yards (tackle by Nickell Robey-Coleman and Blake Countess),1.950,1.270
1,7:43,4,4,LAR 32,0,14,Nick Mullens pass complete short right to George Kittle for 12 yards (tackle by Aqib Talib and John Johnson),1.270,4.240
1,7:13,1,10,LAR 20,0,14,Nick Mullens pass incomplete short right intended for Trent Taylor,4.240,3.690
1,7:12,2,10,LAR 20,0,14,Nick Mullens pass complete short left to George Kittle for 4 yards (tackle by John Johnson),3.690,3.520
1,6:28,3,6,LAR 16,0,14,Nick Mullens pass deep right (defended by John Johnson) intended for George Kittle is intercepted by Blake Countess at LA-0 and returned for no gain,3.520,-0.280
1,6:18,1,10,LAR 20,0,14,C.J. Anderson right tackle for 1 yard (tackle by Jullian Taylor and Marcell Harris),0.280,-0.130
1,5:42,2,9,LAR 21,0,14,"Penalty on DeForest Buckner: Neutral Zone Infraction, 5 yards (no play)",-0.130,0.540
1,5:24,2,4,LAR 26,0,14,Jared Goff pass incomplete deep right intended for Josh Reynolds,0.540,-0.160
1,5:19,3,4,LAR 26,0,14,C.J. Anderson up the middle for 1 yard (tackle by Cassius Marsh),-0.160,-1.570
1,4:47,4,3,LAR 27,0,14,"Johnny Hekker punts 48 yards out of bounds. Penalty on Marqui Christian: Ineligible Downfield Kick, 5 yards",-1.570,-0.940
1,4:40,1,10,SFO 30,0,14,Alfred Morris left tackle for 51 yards (tackle by Marcus Peters),0.940,4.310
1,3:59,1,10,LAR 19,0,14,Alfred Morris left end for 6 yards (tackle by Cory Littleton),4.310,4.720
1,3:27,2,4,LAR 13,0,14,Nick Mullens sacked by Aaron Donald for -8 yards,4.720,2.810
1,2:41,3,12,LAR 21,0,14,Kyle Juszczyk up the middle for 9 yards (tackle by Blake Countess and John Johnson),2.810,2.730
1,2:16,4,3,LAR 12,3,14,Robbie Gould 30 yard field goal good,2.730,3.000
1,2:11,,,SFO 35,3,14,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
1,2:11,1,10,LAR 25,3,14,C.J. Anderson right tackle for 6 yards (tackle by Fred Warner),0.610,0.870
1,1:32,2,4,LAR 31,3,14,C.J. Anderson up the middle for 5 yards (tackle by K'Waun Williams),0.870,1.330
1,0:59,1,10,LAR 36,3,14,Jared Goff pass incomplete short middle intended for Brandin Cooks (defended by DeForest Buckner),1.330,0.790
1,0:55,2,10,LAR 36,3,14,Jared Goff pass complete short middle to C.J. Anderson for 13 yards (tackle by K'Waun Williams),0.790,2.190
1,0:12,1,10,LAR 49,3,14,"Jared Goff aborted snap, recovered by Gerald Everett at LA-44 (tackle by Elijah Lee)",2.190,0.970
Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,15,LAR 44,3,14,"Jared Goff pass complete short left to Josh Reynolds for 13 yards (tackle by Richard Sherman). Penalty on K'Waun Williams: Illegal Contact, 5 yards (no play)",0.970,2.190
2,14:37,1,10,LAR 49,3,14,Jared Goff pass incomplete deep right intended for Josh Reynolds (defended by Antone Exum),2.190,1.650
2,14:35,2,10,LAR 49,3,14,"Jared Goff pass incomplete deep left. Penalty on Jared Goff: Intentional Grounding, 12 yards",1.650,-0.620
2,14:28,3,22,LAR 37,3,14,C.J. Anderson up the middle for 12 yards (tackle by Cassius Marsh and Marcell Harris),-0.620,-0.130
2,13:52,4,10,LAR 49,3,14,Johnny Hekker punts 45 yards downed by Micah Kiser,-0.130,0.380
2,13:39,1,10,SFO 6,3,14,Alfred Morris left end for 1 yard (tackle by Samson Ebukam). Penalty on Joe Staley: Offensive Holding (Declined),-0.380,-0.710
2,13:23,2,9,SFO 7,3,14,Alfred Morris right tackle for 5 yards (tackle by Mark Barron),-0.710,-0.720
2,12:45,,,,,,Timeout #1 by Los Angeles Rams,,
2,12:45,3,4,SFO 12,3,20,"Nick Mullens pass short right intended for Richie James is intercepted by Cory Littleton at SF-19 and returned for 19 yards, touchdown",-0.720,-7.000
2,12:37,,,LAR 35,3,21,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
2,12:37,1,10,SFO 25,3,21,Nick Mullens sacked by Matt Longacre for no gain,0.610,0.060
2,12:01,2,10,SFO 25,3,21,Nick Mullens pass incomplete short middle intended for Kyle Juszczyk,0.060,-0.620
2,11:57,3,10,SFO 25,3,21,Nick Mullens pass complete short right to Trent Taylor for 9 yards (tackle by Cory Littleton),-0.620,-1.110
2,11:23,4,1,SFO 34,3,21,"Bradley Pinion punts 44 yards, muffed catch by Jojo Natson, recovered by Jojo Natson at LA-19, returned by Jojo Natson for -5 yards (tackle by Mark Nzeocha)",-1.110,0.280
2,11:10,1,10,LAR 14,3,21,C.J. Anderson up the middle for 1 yard (tackle by Ronald Blair and Marcell Harris),-0.280,-0.640
2,10:33,2,9,LAR 15,3,21,C.J. Anderson up the middle for 5 yards (tackle by Ronald Blair and Fred Warner),-0.640,-0.680
2,9:56,3,4,LAR 20,3,21,Jared Goff pass complete short middle to Robert Woods for 18 yards (tackle by Elijah Lee and Cassius Marsh),-0.680,1.470
2,9:18,1,10,LAR 38,3,21,Robert Woods left end for 1 yard (tackle by Ronald Blair),1.470,1.060
2,8:33,2,9,LAR 39,3,21,Jared Goff pass incomplete deep left intended for Brandin Cooks,1.060,0.370
2,8:28,3,9,LAR 39,3,21,Jared Goff pass complete short right to Brandin Cooks for 21 yards (tackle by D.J. Reed). Penalty on Richard Sherman: Illegal Contact (Declined),0.370,2.920
2,8:01,1,10,SFO 40,3,21,Jared Goff pass incomplete deep right intended for Robert Woods,2.920,2.370
2,7:52,2,10,SFO 40,3,21,C.J. Anderson left tackle for 6 yards (tackle by DeForest Buckner),2.370,2.480
2,7:10,3,4,SFO 34,3,21,Jared Goff pass complete short left to Robert Woods for 6 yards (tackle by Fred Warner),2.480,3.710
2,6:44,1,10,SFO 28,3,21,C.J. Anderson right tackle for 10 yards (tackle by Richard Sherman and Elijah Lee),3.710,4.370
2,6:09,1,10,SFO 18,3,27,"Jared Goff pass complete short left to Brandin Cooks for 18 yards, touchdown",4.370,7.000
2,6:00,,,SFO 15,3,28,Greg Zuerlein kicks extra point good,0.000,0.000
2,6:00,,,LAR 35,3,28,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
2,6:00,1,10,SFO 25,3,28,Nick Mullens pass complete short left to Alfred Morris for 4 yards (tackle by Dante Fowler),0.610,0.600
2,5:24,2,6,SFO 29,3,28,Nick Mullens pass complete short middle to Richie James for 22 yards (tackle by Aqib Talib),0.600,2.320
2,4:45,1,10,LAR 49,3,28,Alfred Morris up the middle for 1 yard (tackle by Dante Fowler),2.320,1.920
2,4:08,2,9,LAR 48,3,28,"Nick Mullens pass incomplete short left intended for Trent Taylor. Penalty on Mark Barron: Roughing the Passer, 15 yards (no play)",1.920,3.380
2,4:04,1,10,LAR 33,3,28,Alfred Morris right tackle for 2 yards (tackle by Ndamukong Suh and John Franklin-Myers),3.380,3.110
2,3:42,2,8,LAR 31,3,28,Nick Mullens pass complete short left to George Kittle for 13 yards (tackle by Marcus Peters),3.110,4.370
2,3:02,1,10,LAR 18,3,28,Alfred Morris left end for 4 yards (tackle by Aaron Donald and Mark Barron),4.370,4.430
2,2:23,2,6,LAR 14,3,28,Nick Mullens pass incomplete short middle intended for George Kittle,4.430,3.630
2,2:18,3,6,LAR 14,3,28,"Nick Mullens pass incomplete short right intended for Kendrick Bourne. Penalty on Cory Littleton: Defensive Holding, 5 yards (no play)",3.630,5.140
2,2:10,1,9,LAR 9,9,28,"Nick Mullens pass complete short left to Richie James for 9 yards, touchdown",5.140,7.000
2,2:07,,,LAR 15,10,28,Robbie Gould kicks extra point good,0.000,0.000
2,2:07,,,SFO 35,10,28,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,2:05,1,10,LAR 25,10,28,Jared Goff pass incomplete short left intended for Gerald Everett,0.610,0.060
2,2:04,2,10,LAR 25,10,28,Jared Goff pass incomplete short left intended for Brandin Cooks,0.060,-0.620
2,1:59,3,10,LAR 25,10,28,Jared Goff pass complete short middle to Brandin Cooks for 14 yards (tackle by D.J. Reed),-0.620,1.530
2,1:39,1,10,LAR 39,10,28,Jared Goff pass complete short middle to C.J. Anderson for 2 yards (tackle by Fred Warner),1.530,1.260
2,1:19,2,8,LAR 41,10,28,Jared Goff pass complete short middle to Josh Reynolds for 17 yards (tackle by Elijah Lee),1.260,2.790
2,0:57,1,10,SFO 42,10,28,Jared Goff pass complete short left to Brandin Cooks for 6 yards (tackle by Tarvarius Moore),2.790,3.050
2,0:56,2,4,SFO 36,10,28,Jared Goff pass incomplete short right intended for Brandin Cooks,3.050,2.340
2,0:51,,,,,,Timeout #3 by Los Angeles Rams,,
2,0:51,3,4,SFO 36,10,28,Jared Goff pass complete short left to Josh Reynolds for 7 yards (tackle by Fred Warner),2.340,3.640
2,0:41,,,,,,Timeout #2 by San Francisco 49ers,,
2,0:41,1,10,SFO 29,10,28,C.J. Anderson right end for 12 yards (tackle by Malcolm Smith),3.640,4.440
2,0:20,1,10,SFO 17,10,28,Jared Goff pass incomplete short right intended for Josh Reynolds,4.440,3.850
2,0:18,2,10,SFO 17,10,28,Jared Goff pass complete short middle to C.J. Anderson for 7 yards (tackle by K'Waun Williams),3.850,4.340
2,0:03,3,3,SFO 10,10,28,Jared Goff spiked the ball,4.340,2.860
2,0:03,4,3,SFO 10,10,31,Greg Zuerlein 28 yard field goal good,2.860,-3.000
Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,10,31,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,LAR 25,10,31,C.J. Anderson left tackle for 2 yards (tackle by DeForest Buckner and Fred Warner),0.610,0.330
3,14:26,2,8,LAR 27,10,31,C.J. Anderson up the middle for 6 yards (tackle by Cassius Marsh and Arik Armstead),0.330,0.430
3,13:50,3,2,LAR 33,10,31,C.J. Anderson up the middle for 2 yards (tackle by Cassius Marsh and DeForest Buckner),0.430,1.270
3,13:13,1,10,LAR 35,10,31,Jared Goff pass complete deep left to Tyler Higbee for 36 yards (tackle by Antone Exum),1.270,3.640
3,12:28,1,10,SFO 29,10,37,"Jared Goff pass complete deep right to Josh Reynolds for 29 yards, touchdown",3.640,7.000
3,12:19,,,SFO 15,10,38,Greg Zuerlein kicks extra point good,0.000,0.000
3,12:19,,,LAR 35,10,38,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,12:19,1,10,SFO 25,10,38,Alfred Morris right guard for 4 yards (tackle by Ndamukong Suh and Michael Brockers),0.610,0.600
3,11:47,2,6,SFO 29,10,38,"Nick Mullens pass complete short right to Kendrick Bourne for 14 yards (tackle by Samson Ebukam and Aqib Talib). Penalty on Samson Ebukam: Lowering the Head to Initiate Contact, 15 yards",0.600,2.790
3,11:23,1,10,LAR 42,10,38,Alfred Morris left tackle for 11 yards (tackle by Dante Fowler and Marqui Christian),2.790,3.510
3,10:39,1,10,LAR 31,10,38,Alfred Morris up the middle for 2 yards (tackle by Michael Brockers and Cory Littleton),3.510,3.240
3,10:00,2,8,LAR 29,10,38,Nick Mullens pass complete short middle to George Kittle for 25 yards (tackle by John Johnson),3.240,6.280
3,9:14,1,4,LAR 4,10,38,Nick Mullens pass incomplete short right intended for George Kittle,6.280,5.340
3,9:10,2,4,LAR 4,10,38,Nick Mullens pass complete short middle to Trent Taylor for 3 yards (tackle by Marqui Christian),5.340,5.170
3,8:28,3,1,LAR 1,16,38,"Alfred Morris up the middle for 1 yard, touchdown",5.170,7.000
3,8:23,,,LAR 15,17,38,Robbie Gould kicks extra point good,0.000,0.000
3,8:23,,,SFO 35,17,38,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,8:23,1,10,LAR 25,17,38,C.J. Anderson right guard for 9 yards (tackle by K'Waun Williams),0.610,1.280
3,7:56,2,1,LAR 34,17,38,C.J. Anderson up the middle for 9 yards (tackle by Greg Mabin and Fred Warner),1.280,1.800
3,7:16,1,10,LAR 43,17,38,John Kelly up the middle for 6 yards (tackle by Fred Warner and Elijah Lee),1.800,2.060
3,6:34,2,4,LAR 49,17,38,John Kelly right tackle for 5 yards (tackle by Solomon Thomas and K'Waun Williams),2.060,2.520
3,5:50,1,10,SFO 46,17,38,C.J. Anderson left tackle for 11 yards (tackle by Elijah Lee),2.520,3.250
3,5:18,1,10,SFO 35,17,38,"Jared Goff pass incomplete deep left intended for Robert Woods (defended by Antone Exum). Penalty on Antone Exum: Unnecessary Roughness, 15 yards (no play)",3.250,4.240
3,5:10,1,10,SFO 20,17,38,C.J. Anderson left end for 13 yards (tackle by Tarvarius Moore and D.J. Reed),4.240,5.600
3,4:27,1,7,SFO 7,17,38,C.J. Anderson right end for 2 yards (tackle by D.J. Jones),5.600,5.150
3,3:44,2,5,SFO 5,17,38,C.J. Anderson up the middle for 3 yards (tackle by Fred Warner and Antone Exum),5.150,4.950
3,3:05,3,2,SFO 2,17,44,"Jared Goff pass complete short left to Josh Reynolds for 2 yards, touchdown",4.950,7.000
3,2:58,,,SFO 15,17,45,Greg Zuerlein kicks extra point good,0.000,0.000
3,2:58,,,LAR 35,17,45,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,2:58,1,10,SFO 25,17,45,Alfred Morris up the middle for -4 yards (tackle by Marqui Christian and Michael Brockers),0.610,-0.480
3,2:20,2,14,SFO 21,17,45,"Nick Mullens pass complete short right to Kendrick Bourne for 11 yards (tackle by Aqib Talib). Penalty on Kendrick Bourne: Face Mask (15 Yards), 15 yards",-0.480,-1.150
3,1:57,2,18,SFO 17,17,45,Nick Mullens pass complete short middle to Ross Dwelley for 6 yards (tackle by Mark Barron),-1.150,-0.890
3,1:14,3,12,SFO 23,17,45,Nick Mullens sacked by Mark Barron for -10 yards,-0.890,-2.490
3,0:39,4,22,SFO 13,17,45,"Bradley Pinion punts 55 yards, returned by Jojo Natson for 16 yards (tackle by Cassius Marsh)",-2.490,-2.130
3,0:25,1,10,LAR 48,17,45,John Kelly right guard for 2 yards (tackle by D.J. Jones),2.130,1.850
Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,LAR 50,17,45,John Kelly left tackle for 2 yards (tackle by DeForest Buckner and Fred Warner),1.850,1.420
4,14:14,3,6,SFO 48,17,45,Sean Mannion pass complete short left to John Kelly for 18 yards (tackle by Solomon Thomas and Fred Warner),1.420,3.580
4,13:25,1,10,SFO 30,17,45,John Kelly right tackle for 1 yard (tackle by Elijah Lee),3.580,3.170
4,12:38,2,9,SFO 29,17,45,John Kelly right end for -4 yards (tackle by D.J. Jones),3.170,1.950
4,11:54,3,13,SFO 33,17,45,Sean Mannion pass incomplete short right intended for John Kelly,1.950,1.150
4,11:49,4,13,SFO 33,17,48,Greg Zuerlein 51 yard field goal good,1.150,3.000
4,11:44,,,LAR 35,17,48,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
4,11:44,1,10,SFO 25,17,48,Alfred Morris left end for 20 yards (tackle by John Johnson),0.610,1.930
4,11:18,1,10,SFO 45,17,48,Nick Mullens pass complete deep right to George Kittle for 25 yards (tackle by Troy Hill),1.930,3.580
4,10:40,1,10,LAR 30,17,48,Nick Mullens pass complete short left to George Kittle for 8 yards (tackle by Justin Lawler and John Johnson),3.580,4.110
4,9:58,2,2,LAR 22,17,48,Nick Mullens pass incomplete short left intended for George Kittle (defended by Ramik Wilson),4.110,3.400
4,9:52,3,2,LAR 22,17,48,Alfred Morris up the middle for 4 yards (tackle by Bryce Hager and Ramik Wilson),3.400,4.370
4,9:11,,,,,,Timeout #1 by San Francisco 49ers,,
4,9:10,1,10,LAR 18,17,48,Nick Mullens pass complete short middle to George Kittle for 13 yards (tackle by Marqui Christian),4.370,6.060
4,8:30,1,5,LAR 5,17,48,Alfred Morris up the middle for 2 yards (tackle by Aaron Donald and Bryce Hager),6.060,5.530
4,7:47,2,3,LAR 3,17,48,Nick Mullens pass complete short right to Richie James for 1 yard (tackle by Troy Hill),5.530,4.950
4,7:02,3,2,LAR 2,23,48,"Nick Mullens pass complete short left to Kendrick Bourne for 2 yards, touchdown. Penalty on Nickell Robey-Coleman: Defensive Pass Interference (Declined)",4.950,7.000
4,6:54,,,LAR 15,24,48,Robbie Gould kicks extra point good,0.000,0.000
4,6:54,,,SFO 35,24,48,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,6:54,1,10,LAR 25,24,48,John Kelly left tackle for 7 yards (tackle by Elijah Lee),0.610,1.010
4,6:08,2,3,LAR 32,24,48,John Kelly left tackle for 4 yards (tackle by Fred Warner and Solomon Thomas),1.010,1.330
4,5:21,1,10,LAR 36,24,48,John Kelly right end for 1 yard (tackle by Elijah Lee),1.330,0.930
4,4:33,2,9,LAR 37,24,48,John Kelly left tackle for 7 yards (tackle by Fred Warner and Arik Armstead),0.930,1.160
4,3:48,3,2,LAR 44,24,48,John Kelly left tackle for 3 yards (tackle by Solomon Thomas),1.160,2.060
4,3:02,1,10,LAR 47,24,48,John Kelly right tackle for -2 yards (tackle by Ronald Blair),2.060,1.250
4,2:55,,,,,,Timeout #2 by San Francisco 49ers,,
4,2:54,2,12,LAR 45,24,48,Sean Mannion pass complete short right to Johnny Mundt for 5 yards (tackle by Marcell Harris),1.250,1.220
4,2:50,3,7,LAR 50,24,48,John Kelly up the middle for 3 yards (tackle by Elijah Lee and Ronald Blair),1.220,0.130
4,2:43,,,,,,Timeout #3 by San Francisco 49ers,,
4,2:43,4,4,SFO 47,24,48,John Kelly left end for -4 yards (tackle by Antone Exum and Ronald Blair),0.130,-2.320
4,2:37,1,10,LAR 49,24,48,Nick Mullens pass complete short right to George Kittle for 6 yards (tackle by Justin Lawler and Bryce Hager),2.320,2.590
4,2:30,2,4,LAR 43,30,48,"Nick Mullens pass complete short left to George Kittle for 43 yards, touchdown",2.590,7.000
4,2:20,,,LAR 2,32,48,"Two Point Attempt: Nick Mullens pass complete to Trent Taylor, conversion succeeds",0.000,1.000
4,2:20,,,SFO 35,32,48,"Robbie Gould kicks onside 10 yards, returned by Josh Reynolds for no gain",0.000,-2.590
4,2:19,1,10,SFO 45,32,48,John Kelly left end for -1 yards (tackle by Marcell Harris),2.590,1.910
4,1:59,2,11,SFO 46,32,48,Sean Mannion kneels for -4 yards,1.910,0.700
4,1:13,3,15,LAR 50,32,48,Sean Mannion kneels for -4 yards,0.700,-0.320
4,0:32,4,19,LAR 46,32,48,Johnny Hekker punts 37 yards out of bounds,-0.320,0.060
4,0:28,1,10,SFO 17,32,48,Nick Mullens kneels for -2 yards,-0.060,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
