Quarter,Time,Down,ToGo,Location,NOR,GNB,Detail,EPB,EPA
1,7:50,4,2,GNB 29,0,7,Drew Brees pass complete short middle to Michael Thomas for 5 yards (tackle by Blake Martinez),1.600,3.970
1,7:13,1,10,GNB 24,0,7,Mark Ingram right tackle for 4 yards (tackle by Mike Daniels and Blake Martinez),3.970,3.970
1,6:37,2,6,GNB 20,0,7,Drew Brees pass incomplete short right intended for Alvin Kamara,3.970,3.270
1,6:33,3,6,GNB 20,0,7,Drew Brees pass incomplete deep middle intended for Brandon Coleman is intercepted by Damarious Randall at GNB--4,3.270,-0.280
1,6:27,1,10,GNB 20,0,7,Aaron Jones left tackle for 6 yards (tackle by Vonn Bell),0.280,0.540
1,5:53,2,4,GNB 26,0,7,Aaron Jones middle for 3 yards (tackle by Vonn Bell),0.540,0.230
1,5:11,3,1,GNB 29,0,7,Brett Hundley pass incomplete short left intended for Davante Adams,0.230,-1.440
1,5:08,4,1,GNB 29,0,7,"Justin Vogel punts 51 yards, fair catch by Ted Ginn. Penalty on Josh Jones: Fair Catch Interference",-1.440,-0.280
1,4:58,1,10,NOR 20,0,7,Mark Ingram middle for 6 yards (tackle by Kenny Clark and Nick Perry),0.280,0.540
1,4:19,2,4,NOR 26,0,7,"Penalty on Larry Warford: False Start, 5 yards (no play)",0.540,-0.130
1,3:56,2,9,NOR 21,0,7,Drew Brees pass complete deep middle to Ted Ginn for 40 yards (tackle by Davon House),-0.130,2.980
1,3:27,1,10,GNB 39,0,7,Mark Ingram right end for 3 yards (tackle by Kentrell Brice),2.980,2.850
1,2:48,2,7,GNB 36,0,7,Drew Brees pass incomplete deep right intended for Michael Thomas is intercepted by Davon House at GNB-6,2.850,0.380
1,2:42,1,10,GNB 6,0,7,Ty Montgomery right tackle for 5 yards (tackle by A.J. Klein),-0.380,-0.420
1,2:09,2,5,GNB 11,0,7,Ty Montgomery middle for 4 yards (tackle by Trey Hendrickson),-0.420,-0.370
1,1:32,3,1,GNB 15,0,7,Ty Montgomery left end for -3 yards (tackle by Craig Robertson),-0.370,-2.490
1,0:53,4,4,GNB 12,0,7,Justin Vogel punts 41 yards,-2.490,-2.060
1,0:44,1,10,NOR 47,0,7,Drew Brees pass complete short left to Ted Ginn for 6 yards (tackle by Ha Ha Clinton-Dix and Clay Matthews),2.060,2.330
1,0:10,2,4,GNB 47,0,7,Alvin Kamara left guard for 12 yards (tackle by Josh Hawkins),2.330,3.250
Quarter,Time,Down,ToGo,Location,NOR,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,GNB 35,0,7,Mark Ingram left guard for 6 yards (tackle by Kyler Fackrell),3.250,3.510
2,14:21,2,4,GNB 29,0,7,Mark Ingram right end for 8 yards (tackle by Ha Ha Clinton-Dix and Davon House),3.510,4.170
2,13:41,1,10,GNB 21,0,7,Alvin Kamara left guard for 4 yards (tackle by Josh Jones and Blake Martinez),4.170,0.000
2,13:09,,,,,,Timeout #1 by New Orleans Saints,0.000,-4.200
2,13:09,2,6,GNB 17,0,7,Drew Brees pass complete short left to Alvin Kamara for 5 yards (tackle by Blake Martinez),4.200,4.490
2,12:35,3,1,GNB 12,6,7,"Mark Ingram left end for 12 yards, touchdown",4.490,7.000
2,12:31,,,GNB 15,7,7,Wil Lutz kicks extra point good,0.000,0.000
2,12:31,,,NOR 35,7,7,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
2,12:31,1,10,GNB 25,7,7,Brett Hundley pass complete short right to Ty Montgomery for 9 yards (tackle by Ken Crawley),0.610,1.280
2,12:01,2,1,GNB 34,7,7,Aaron Jones left end for 5 yards (tackle by Kenny Vaccaro and David Onyemata),1.280,1.530
2,11:23,1,10,GNB 39,7,7,Brett Hundley pass incomplete deep middle intended for Jordy Nelson (defended by Marshon Lattimore),1.530,0.990
2,11:14,2,10,GNB 39,7,7,"Brett Hundley pass complete short right to Randall Cobb for 14 yards (tackle by A.J. Klein). Penalty on A.J. Klein: Horse Collar Tackle, 15 yards",0.990,3.450
2,10:44,1,10,NOR 32,7,7,Brett Hundley pass complete short middle to Martellus Bennett for 12 yards (tackle by Kenny Vaccaro),3.450,4.240
2,10:10,1,10,NOR 20,7,7,Aaron Jones left end for 7 yards (tackle by Ken Crawley and Cameron Jordan),4.240,4.830
2,9:32,2,3,NOR 13,7,7,Aaron Jones middle for -1 yards (tackle by Alex Okafor and Sheldon Rankins),4.830,3.890
2,8:50,3,4,NOR 14,7,7,"Brett Hundley pass incomplete short right intended for Jordy Nelson. Penalty on Ken Crawley: Defensive Pass Interference (Offsetting), Penalty on Corey Linsley: Offensive Holding (Offsetting) (no play)",3.890,3.890
2,8:45,3,4,NOR 14,7,13,"Brett Hundley left end for 14 yards, touchdown",3.890,7.000
2,8:37,,,NOR 15,7,14,Mason Crosby kicks extra point good,0.000,0.000
2,8:37,,,GNB 35,7,14,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.610
2,8:37,1,10,NOR 25,7,14,Drew Brees pass incomplete short right intended for Zach Line,0.610,0.060
2,8:31,2,10,NOR 25,7,14,Alvin Kamara right end for 7 yards (tackle by Blake Martinez),0.060,0.300
2,7:52,3,3,NOR 32,7,14,Drew Brees pass complete short middle to Coby Fleener for 17 yards (tackle by Kentrell Brice and Kevin King),0.300,2.190
2,7:13,1,10,NOR 49,7,14,Mark Ingram middle for 6 yards (tackle by Blake Martinez),2.190,2.460
2,6:35,2,4,GNB 45,7,14,Mark Ingram left end for 2 yards (tackle by Blake Martinez and Kevin King),2.460,2.010
2,6:02,3,2,GNB 43,7,14,Drew Brees pass incomplete deep left intended for Michael Thomas,2.010,0.400
2,5:55,4,2,GNB 43,7,14,"Thomas Morstead punts 35 yards, fair catch by Trevor Davis",0.400,0.380
2,5:49,1,10,GNB 8,7,14,Brett Hundley pass incomplete short left intended for Jordy Nelson,-0.380,-0.780
2,5:44,2,10,GNB 8,7,14,Aaron Jones left tackle for 7 yards (tackle by A.J. Klein),-0.780,-0.600
2,5:08,3,3,GNB 15,7,14,Brett Hundley middle for 22 yards (tackle by Cameron Jordan),-0.600,1.400
2,4:22,1,10,GNB 37,7,14,"Penalty on Bryan Bulaga: False Start, 5 yards (no play)",1.400,1.070
2,4:01,1,15,GNB 32,7,14,Brett Hundley pass incomplete short middle intended for Aaron Jones,1.070,0.180
2,3:56,2,15,GNB 32,7,14,Brett Hundley pass complete short left to Aaron Jones for 1 yard (tackle by Craig Robertson),0.180,-0.360
2,3:13,3,14,GNB 33,7,14,Brett Hundley pass incomplete deep right intended for Randall Cobb,-0.360,-1.180
2,3:05,4,14,GNB 33,7,14,"Penalty on Josh Jones: False Start, 5 yards (no play)",-1.180,-1.500
2,3:05,4,19,GNB 28,7,14,"Justin Vogel punts 60 yards, muffed catch by Ted Ginn, recovered by Ted Ginn and returned for 7 yards (tackle by Blake Martinez)",-1.500,-0.280
2,2:53,1,10,NOR 20,7,14,Drew Brees sacked by Nick Perry for -7 yards,0.280,-1.280
2,2:11,2,17,NOR 13,7,14,Drew Brees pass incomplete short middle intended for Coby Fleener,-1.280,-2.190
2,2:06,3,17,NOR 13,7,14,Drew Brees pass complete short left to Ted Ginn for 17 yards (tackle by Ha Ha Clinton-Dix). Penalty on Davon House: Illegal Use of Hands (Declined),-2.190,0.940
2,2:00,1,10,NOR 30,7,14,Drew Brees pass complete short middle to Coby Fleener for 5 yards (tackle by Blake Martinez),0.940,0.000
2,1:43,,,,,,Timeout #2 by Green Bay Packers,0.000,-1.070
2,1:43,2,5,NOR 35,7,14,Drew Brees pass incomplete short middle intended for Alvin Kamara,1.070,0.370
2,1:39,3,5,NOR 35,7,14,Drew Brees pass complete short right to Alvin Kamara for 3 yards (tackle by Josh Jones),0.370,-0.850
2,1:33,4,2,NOR 38,7,14,Thomas Morstead punts 43 yards,-0.850,-0.150
2,1:23,1,10,GNB 19,7,14,Brett Hundley pass complete short right to Aaron Jones for 2 yards (tackle by A.J. Klein),0.150,0.000
2,1:17,,,,,,Timeout #2 by New Orleans Saints,0.000,0.060
2,1:17,2,8,GNB 21,7,14,Brett Hundley pass complete short left to Aaron Jones for 4 yards (tackle by Kenny Vaccaro and Alex Okafor),-0.060,0.000
2,1:01,,,,,,Timeout #3 by New Orleans Saints,0.000,0.290
2,1:01,3,4,GNB 25,7,14,Brett Hundley pass complete short middle to Geronimo Allison for 14 yards (tackle by Marcus Williams and Craig Robertson),-0.290,1.530
2,0:32,1,10,GNB 39,7,14,Brett Hundley pass incomplete short right intended for Geronimo Allison,1.530,0.990
2,0:29,2,10,GNB 39,7,14,"Brett Hundley pass incomplete deep left intended for Martellus Bennett. Penalty on Vonn Bell: Defensive Pass Interference, 25 yards (no play)",0.990,3.180
2,0:24,1,10,NOR 36,7,14,"Brett Hundley pass incomplete short right intended for Randall Cobb. Penalty on Ken Crawley: Defensive Holding, 5 yards (no play)",3.180,3.510
2,0:18,1,10,NOR 31,7,14,"Brett Hundley pass incomplete short left intended for Richard Rodgers. Penalty on Richard Rodgers: Offensive Pass Interference, 10 yards (no play)",3.510,2.850
2,0:13,1,20,NOR 41,7,14,Brett Hundley pass incomplete short left intended for Aaron Jones,2.850,1.620
2,0:06,2,20,NOR 41,7,14,Mason Crosby 59 yard field goal no good,1.620,-2.190
2,0:01,1,10,NOR 49,7,14,Drew Brees pass complete short left to Ted Ginn for 18 yards (tackle by Kyler Fackrell and Marwin Evans),2.190,3.380
Quarter,Time,Down,ToGo,Location,NOR,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,7,14,"Mason Crosby kicks off 63 yards, returned by Tommylee Lewis for 39 yards (tackle by Jeff Janis)",0.000,-1.660
3,14:51,1,10,NOR 41,7,14,Mark Ingram right end for -2 yards (tackle by Dean Lowry),1.660,0.850
3,14:10,2,12,NOR 39,7,14,Drew Brees pass complete short middle to Michael Thomas for 13 yards (tackle by Kentrell Brice),0.850,2.390
3,13:32,1,10,GNB 48,7,14,Drew Brees pass incomplete short left intended for Michael Thomas,2.390,1.850
3,13:26,2,10,GNB 48,7,14,Alvin Kamara right end for 1 yard (tackle by Davon House),1.850,1.290
3,12:48,3,9,GNB 47,7,14,Drew Brees pass complete deep middle to Michael Thomas for 21 yards (tackle by Ha Ha Clinton-Dix),1.290,3.840
3,12:06,1,10,GNB 26,7,14,Alvin Kamara right tackle for 4 yards (tackle by Davon House and Chris Odom),3.840,3.840
3,11:29,2,6,GNB 22,13,14,"Drew Brees pass complete deep left to Brandon Coleman for 22 yards, touchdown",3.840,7.000
3,11:24,,,GNB 15,13,14,"Wil Lutz kicks extra point no good, blocked by Kenny Clark",0.000,-1.000
3,11:24,,,NOR 35,13,14,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
3,11:24,1,10,GNB 25,13,14,Aaron Jones right tackle for 4 yards (tackle by Craig Robertson and Manti Te'o),0.610,0.600
3,10:51,2,6,GNB 29,13,14,"Brett Hundley pass complete short right to Jordy Nelson for 13 yards (tackle by Ken Crawley). Penalty on Kenny Vaccaro: Defensive Holding (Declined), Penalty on Ken Crawley: Defensive Holding (Declined)",0.600,1.730
3,10:24,1,10,GNB 42,13,14,"Brett Hundley sacked by Alex Okafor for -4 yards. Brett Hundley fumbles (forced by Alex Okafor), recovered by Justin McCray at GNB-34. Justin McCray fumbles (forced by Alex Okafor), recovered by Justin McCray at GNB-34",1.730,0.110
3,9:41,2,18,GNB 34,13,14,Brett Hundley pass incomplete deep right intended for Randall Cobb (defended by A.J. Klein),0.110,0.000
3,9:33,,,,,,Timeout #1 by Green Bay Packers,0.000,0.560
3,9:33,3,18,GNB 34,13,14,Brett Hundley pass complete short middle to Davante Adams for 8 yards (tackle by Marshon Lattimore),-0.560,-0.590
3,9:00,4,10,GNB 42,13,14,Justin Vogel punts 42 yards,-0.590,0.140
3,8:48,1,10,NOR 16,13,14,Drew Brees pass complete short left to Ted Ginn for 47 yards (tackle by Ha Ha Clinton-Dix),-0.140,3.120
3,8:19,1,10,GNB 37,13,14,Mark Ingram middle for 2 yards (tackle by Mike Daniels and Kenny Clark),3.120,2.840
3,7:42,2,8,GNB 35,13,14,Drew Brees pass complete short left to Brandon Coleman for 9 yards (tackle by Ha Ha Clinton-Dix),2.840,3.840
3,7:04,1,10,GNB 26,13,14,Mark Ingram right guard for 4 yards (tackle by Marwin Evans),3.840,3.840
3,6:31,2,6,GNB 22,13,14,Drew Brees pass incomplete short right intended for Mark Ingram,3.840,3.140
3,6:25,3,6,GNB 22,13,14,Drew Brees pass complete short middle to Michael Thomas for 9 yards (tackle by Kentrell Brice),3.140,4.710
3,5:59,1,10,GNB 13,13,14,"Alvin Kamara left tackle for 7 yards (tackle by Clay Matthews). Penalty on Josh Hill: Illegal Block Above the Waist, 10 yards (no play)",4.710,4.040
3,5:31,1,20,GNB 23,13,14,Drew Brees pass complete short middle to Michael Thomas for 9 yards (tackle by Blake Martinez),4.040,3.900
3,4:50,2,11,GNB 14,13,14,Drew Brees pass complete short left to Mark Ingram for 4 yards (tackle by Blake Martinez),3.900,3.650
3,4:15,3,7,GNB 10,13,14,Drew Brees pass incomplete short middle intended for Michael Thomas,3.650,2.760
3,4:12,4,7,GNB 10,16,14,Wil Lutz 28 yard field goal good,2.760,3.000
3,4:08,,,NOR 35,16,14,"Wil Lutz kicks off 73 yards, returned by Trevor Davis for 27 yards (tackle by Vonn Bell)",0.000,-0.150
3,4:03,1,10,GNB 19,16,14,Aaron Jones middle for 2 yards (tackle by Sheldon Rankins),0.150,-0.060
3,3:29,2,8,GNB 21,16,14,Brett Hundley for 8 yards (tackle by Craig Robertson),-0.060,0.870
3,2:56,1,10,GNB 29,16,14,Aaron Jones middle for 5 yards (tackle by Manti Te'o),0.870,1.000
3,2:21,2,5,GNB 34,16,14,Aaron Jones right guard for 21 yards (tackle by Marshon Lattimore),1.000,2.590
3,1:39,1,10,NOR 45,16,14,Aaron Jones left guard for 1 yard (tackle by Kenny Vaccaro and Tyeler Davison),2.590,2.180
3,0:59,2,9,NOR 44,16,14,"Brett Hundley pass complete short right to Randall Cobb for 1 yard (tackle by Sheldon Rankins). Randall Cobb fumbles (forced by Sheldon Rankins), recovered by Jahri Evans at NOR-43. Penalty on David Onyemata: Unnecessary Roughness, 15 yards",2.180,3.710
3,0:25,1,10,NOR 28,16,14,Brett Hundley pass incomplete short right intended for Ty Montgomery,3.710,3.170
3,0:20,2,10,NOR 28,16,14,Ty Montgomery right tackle for no gain (tackle by David Onyemata),3.170,2.480
Quarter,Time,Down,ToGo,Location,NOR,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,10,NOR 28,16,14,Brett Hundley pass incomplete deep right intended for Davante Adams,2.480,1.590
4,14:50,4,10,NOR 28,16,17,Mason Crosby 46 yard field goal good,1.590,3.000
4,14:50,,,GNB 35,16,17,"Mason Crosby kicks off 69 yards, returned by Tommylee Lewis for 18 yards (tackle by Jamaal Williams)",0.000,0.280
4,14:46,1,10,NOR 14,16,17,Drew Brees pass complete short right to Ted Ginn for 4 yards (tackle by Davon House),-0.280,-0.210
4,14:11,2,6,NOR 18,16,17,Drew Brees pass complete short middle to Ted Ginn for 9 yards (tackle by Damarious Randall and Ha Ha Clinton-Dix),-0.210,0.740
4,13:35,1,10,NOR 27,16,17,Drew Brees pass complete deep left to Michael Thomas for 20 yards (tackle by Damarious Randall and Blake Martinez),0.740,2.060
4,12:54,1,10,NOR 47,16,17,Mark Ingram right tackle for 8 yards (tackle by Quinton Dial),2.060,2.600
4,12:19,2,2,GNB 45,16,17,Alvin Kamara left tackle for 19 yards (tackle by Damarious Randall),2.600,3.840
4,11:43,1,10,GNB 26,16,17,Alvin Kamara right guard for 3 yards (tackle by Kenny Clark),3.840,3.700
4,11:09,2,7,GNB 23,16,17,Mark Ingram left guard for -3 yards (tackle by Clay Matthews),3.700,2.610
4,10:31,3,10,GNB 26,16,17,Drew Brees pass incomplete short left intended for Tommylee Lewis (defended by Davon House),2.610,1.740
4,10:26,4,10,GNB 26,19,17,Wil Lutz 44 yard field goal good,1.740,3.000
4,10:21,,,NOR 35,19,17,"Wil Lutz kicks off 70 yards, returned by Trevor Davis for 45 yards (tackle by De'Vante Harris). Penalty on Jamaal Williams: Offensive Holding, 10 yards",0.000,0.380
4,10:14,1,10,GNB 10,19,17,Aaron Jones left end for 3 yards (tackle by A.J. Klein),-0.380,-0.560
4,9:46,2,7,GNB 13,19,17,Aaron Jones left end for -2 yards (tackle by A.J. Klein),-0.560,-1.300
4,9:10,3,9,GNB 11,19,17,Brett Hundley pass complete short left to Martellus Bennett for 5 yards (tackle by Ken Crawley),-1.300,-2.390
4,8:32,4,4,GNB 16,19,17,"Justin Vogel punts 44 yards, fair catch by Ted Ginn. Penalty on Josh Jones: Illegal Motion, 5 yards",-2.390,-1.930
4,8:25,1,10,NOR 45,19,17,Drew Brees pass complete short right to Michael Thomas for 5 yards (tackle by Davon House),1.930,2.060
4,7:53,2,5,,19,17,"Mark Ingram right end for 23 yards (tackle by Kentrell Brice). Penalty on Kentrell Brice: Horse Collar Tackle, 14 yards",2.060,4.710
4,7:20,1,10,GNB 13,19,17,Drew Brees pass complete short left to Mark Ingram for 1 yard (tackle by Kevin King and Quinton Dial),4.710,4.220
4,6:41,2,9,GNB 12,19,17,Alvin Kamara left end for 7 yards (tackle by Kevin King),4.220,4.780
4,6:08,3,2,GNB 5,19,17,Drew Brees pass complete short right to Mark Ingram for 3 yards (tackle by Blake Martinez),4.780,6.740
4,5:27,1,2,GNB 2,19,17,Drew Brees middle for 1 yard (tackle by Blake Martinez),6.740,0.000
4,5:25,,,,,,Timeout #2 by Green Bay Packers,0.000,-5.910
4,5:25,2,1,GNB 1,19,17,Alvin Kamara left end for no gain (tackle by Nick Perry),5.910,0.000
4,4:57,,,,,,Timeout #3 by Green Bay Packers,0.000,-5.170
4,4:57,3,1,GNB 1,25,17,"Drew Brees middle for 1 yard, touchdown",5.170,7.000
4,4:55,,,GNB 15,26,17,Wil Lutz kicks extra point good,0.000,0.000
4,4:55,,,NOR 35,26,17,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
4,4:55,1,10,GNB 25,26,17,Brett Hundley pass complete short left to Davante Adams for 4 yards (tackle by Vonn Bell),0.610,0.600
4,4:32,2,6,GNB 29,26,17,Brett Hundley pass incomplete short right intended for Jordy Nelson (defended by Cameron Jordan),0.600,-0.100
4,4:28,3,6,GNB 29,26,17,Brett Hundley pass incomplete deep middle intended for Martellus Bennett is intercepted by Kenny Vaccaro at NOR-29,-0.100,-0.870
4,4:20,1,10,NOR 29,26,17,Mark Ingram right tackle for 2 yards (tackle by Kenny Clark),0.870,0.600
4,3:35,2,8,NOR 31,26,17,Mark Ingram right guard for 4 yards (tackle by Quinton Dial),0.600,0.430
4,2:49,3,4,NOR 35,26,17,"Penalty on Dean Lowry: Neutral Zone Infraction, 5 yards (no play)",0.430,1.600
4,2:49,1,10,NOR 40,26,17,Mark Ingram right end for 7 yards (tackle by Kentrell Brice),1.600,2.000
4,2:08,2,3,NOR 47,26,17,Mark Ingram right end for 6 yards (tackle by Kentrell Brice),2.000,2.460
4,2:00,1,10,GNB 47,26,17,Drew Brees kneels for -1 yards,2.460,1.780
4,1:19,2,11,GNB 48,26,17,Drew Brees kneels for -1 yards,1.780,0.960
4,0:39,3,12,GNB 49,26,17,Drew Brees kneels for -1 yards,0.960,-0.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
