Quarter,Time,Down,ToGo,Location,CAR,DAL,Detail,EPB,EPA
2,5:56,3,1,DAL 25,0,0,"Felix Jones left end for 7 yards (tackle by Jon Beason). Penalty on Jon Beason: Unnecessary Roughness, 15 yards",-0.200,2.060
2,5:26,1,10,DAL 47,0,0,"Tony Romo pass incomplete short left intended for Martellus Bennett. Penalty on Felix Jones: Unnecessary Roughness, 15 yards (no play)",2.060,1.070
2,5:20,1,25,DAL 32,0,0,Tony Romo pass complete short middle to Jason Witten for 6 yards (tackle by Thomas Davis),1.070,0.300
2,4:47,2,19,DAL 38,0,0,"Tony Romo pass complete deep right to Patrick Crayton for 19 yards. Penalty on Marc Colombo: Offensive Holding, 10 yards (no play)",0.300,-1.050
2,4:14,2,29,DAL 28,0,0,Tashard Choice left guard for 5 yards (tackle by Ra'Shon Harris),-1.050,-1.020
2,3:35,3,24,DAL 33,0,0,Tony Romo middle for 10 yards (tackle by Richard Marshall),-1.020,-0.520
2,3:02,4,14,DAL 43,0,0,Mat McBriar punts 47 yards,-0.520,0.380
2,2:48,1,10,CAR 10,0,0,DeAngelo Williams middle for 3 yards (tackle by Igor Olshansky),-0.380,-0.560
2,2:17,2,7,CAR 13,0,0,Jake Delhomme pass complete short right to Dante Rosario for 8 yards (tackle by Anthony Spencer),-0.560,0.340
2,2:00,1,10,CAR 21,0,0,Jake Delhomme pass complete short middle to Muhsin Muhammad for 7 yards (tackle by Anthony Spencer),0.340,0.750
2,1:36,2,3,CAR 28,0,0,Jake Delhomme pass complete short left to Dwayne Jarrett for 10 yards (tackle by Terence Newman),0.750,1.470
2,1:30,1,10,CAR 38,0,0,Jake Delhomme pass incomplete short right intended for Steve Smith (defended by Terence Newman),1.470,0.920
2,1:23,2,10,CAR 38,0,0,Jake Delhomme pass complete short left to Muhsin Muhammad for 12 yards,0.920,2.260
2,1:17,1,10,DAL 50,0,0,Jake Delhomme pass complete deep right to Dante Rosario for 25 yards (tackle by Bradie James),2.260,3.910
2,1:10,1,10,DAL 50,0,0,Timeout #1 by Carolina Panthers,2.260,3.910
2,1:10,1,10,DAL 25,6,0,"Jake Delhomme pass complete deep right to Dante Rosario for 25 yards, touchdown",3.910,7.000
2,1:10,,,DAL 2,7,0,John Kasay kicks extra point good,0.000,0.000
2,1:10,,,CAR 30,7,0,"Rhys Lloyd kicks off 67 yards, returned by Miles Austin for 23 yards (tackle by Gary Barnidge)",0.000,0.670
2,0:58,1,10,DAL 26,7,0,Tony Romo pass complete deep middle to Jason Witten for 22 yards (tackle by Captain Munnerlyn),0.670,2.130
2,0:33,1,10,DAL 48,7,0,Tony Romo pass complete short left to Tashard Choice for 3 yards (tackle by Captain Munnerlyn),2.130,1.990
2,0:26,2,7,CAR 49,7,0,Tony Romo pass incomplete short left intended for Tashard Choice,1.990,1.290
2,0:21,3,7,CAR 49,7,0,Tony Romo pass incomplete deep left intended for Roy Williams,1.290,0.000
2,0:15,4,7,CAR 49,7,0,Mat McBriar punts 39 yards,0.000,0.380
2,0:05,1,10,CAR 10,7,0,Jake Delhomme kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,CAR,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 30,7,0,"David Buehler kicks off 78 yards, touchback",0.000,0.280
3,15:00,1,10,CAR 20,7,0,DeAngelo Williams right end for 5 yards (tackle by Gerald Sensabaugh),0.280,0.410
3,14:23,2,5,CAR 25,7,0,DeAngelo Williams middle for 2 yards (tackle by Igor Olshansky),0.410,-0.030
3,13:43,3,3,CAR 27,7,0,Jake Delhomme pass incomplete short left intended for Dante Rosario (defended by Keith Brooking),-0.030,-1.570
3,13:36,4,3,CAR 27,7,0,"Jason Baker punts 54 yards, returned by Patrick Crayton for 27 yards",-1.570,-1.990
3,13:25,1,10,DAL 46,7,0,Tony Romo pass complete short right to Roy Williams for 9 yards (tackle by Chris Gamble),1.990,2.670
3,12:51,2,1,CAR 45,7,0,"Penalty on Flozell Adams: False Start, 5 yards (no play)",2.670,1.990
3,12:28,2,6,,7,0,Felix Jones left end for 40 yards (tackle by Quinton Teal),1.990,4.910
3,12:03,1,10,CAR 10,7,0,Tashard Choice middle for 4 yards (tackle by Quinton Teal and James Anderson),4.910,4.950
3,11:23,2,6,CAR 6,7,0,Tony Romo pass complete short right to Tashard Choice for 5 yards (tackle by Jon Beason),4.950,5.170
,,,,,,,"CAR challenged the runner broke the plane ruling, and the original play was overturned.",,
3,10:51,3,1,CAR 1,7,0,Tashard Choice middle for no gain (tackle by Tyler Brayton),5.170,3.550
3,10:51,4,1,CAR 1,7,0,"Penalty on John Phillips: False Start, 5 yards (no play)",3.550,2.990
3,10:51,4,6,CAR 6,7,3,Nick Folk 24 yard field goal good,2.990,3.000
3,10:51,,,DAL 30,7,3,"David Buehler kicks off 65 yards, returned by Mike Goodson for 15 yards (tackle by Orlando Scandrick)",0.000,0.280
3,9:47,1,10,CAR 20,7,3,Jake Delhomme sacked by Jay Ratliff for -10 yards,0.280,-1.510
3,9:17,2,20,CAR 10,7,3,DeAngelo Williams middle for 1 yard (tackle by Igor Olshansky),-1.510,-2.470
3,8:38,3,19,CAR 11,7,3,Jake Delhomme pass complete short left to Steve Smith for 15 yards (tackle by Ken Hamlin),-2.470,-1.630
3,7:56,4,4,CAR 26,7,3,"Jason Baker punts 49 yards, returned by Patrick Crayton for 17 yards",-1.630,-1.730
3,7:44,1,10,DAL 42,7,3,Tony Romo pass complete deep right to Roy Williams for 23 yards (tackle by Charles Godfrey),1.730,3.250
3,7:17,1,10,CAR 35,7,3,Tashard Choice middle for 10 yards (tackle by Charles Johnson and Charles Godfrey),3.250,3.910
3,6:32,1,10,CAR 25,7,3,Tony Romo pass complete short middle to Jason Witten for 6 yards (tackle by Thomas Davis),3.910,4.200
3,5:54,2,4,CAR 19,7,3,Patrick Crayton left end for 14 yards (tackle by Richard Marshall),4.200,6.060
3,5:06,1,5,CAR 5,7,9,"Tashard Choice middle for 5 yards, touchdown",6.060,7.000
3,5:06,,,CAR 2,7,10,Nick Folk kicks extra point good,0.000,0.000
3,5:06,,,DAL 30,7,10,"David Buehler kicks off 70 yards, returned by Mike Goodson for 16 yards (tackle by Victor Butler)",0.000,-0.140
3,4:54,1,10,CAR 16,7,10,Jake Delhomme pass complete short right to Jeff King for 5 yards (tackle by Keith Brooking),-0.140,0.150
3,4:28,2,5,CAR 21,7,10,Jake Delhomme pass incomplete short right intended for Dante Rosario,0.150,-0.700
3,4:22,3,5,CAR 21,7,10,"Jake Delhomme pass complete deep right to Muhsin Muhammad for 79 yards. Penalty on Muhsin Muhammad: Offensive Pass Interference, 10 yards (no play)",-0.700,-2.010
3,4:11,3,15,CAR 11,7,10,Jake Delhomme pass complete short middle to Kenny Moore for 14 yards (tackle by Keith Brooking),-2.010,-1.700
3,3:35,4,1,CAR 25,7,10,Jason Baker punts 49 yards,-1.700,-0.670
3,3:20,1,10,DAL 26,7,10,Tony Romo pass complete short left to Tashard Choice for 19 yards (tackle by Richard Marshall),0.670,1.930
3,2:30,1,10,DAL 45,7,10,Tashard Choice right end for 4 yards (tackle by Tyler Brayton),1.930,1.920
3,1:48,2,6,DAL 49,7,10,Tony Romo pass incomplete short left intended for Martellus Bennett,1.920,1.220
3,1:48,3,6,DAL 49,7,10,"Penalty on Flozell Adams: False Start, 5 yards (no play)",1.220,0.560
3,1:43,3,6,DAL 49,7,10,Timeout #1 by Carolina Panthers,1.220,0.560
3,1:43,3,11,DAL 44,7,10,Tony Romo pass complete short middle to Patrick Crayton for 12 yards (tackle by Richard Marshall),0.560,2.650
3,1:02,1,10,CAR 44,7,10,Tashard Choice left tackle for 2 yards (tackle by Thomas Davis),2.650,2.380
3,0:20,2,8,CAR 42,7,10,Tony Romo pass incomplete short left intended for Tashard Choice,2.380,1.690
3,0:13,3,8,CAR 42,7,10,Tony Romo pass complete short left to Tashard Choice for 9 yards,1.690,3.380
Quarter,Time,Down,ToGo,Location,CAR,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CAR 33,7,10,Tashard Choice middle for 5 yards (tackle by Jon Beason),3.380,3.510
4,14:17,2,5,CAR 28,7,10,Tony Romo pass complete short right to Patrick Crayton for 14 yards (tackle by Jon Beason),3.510,4.650
4,13:34,1,10,CAR 14,7,10,Tashard Choice left end for 10 yards (tackle by Captain Munnerlyn),4.650,6.280
4,13:04,1,4,CAR 4,7,10,Tashard Choice middle for 3 yards (tackle by Antwon Burton and Julius Peppers),6.280,5.910
4,12:15,2,1,CAR 1,7,10,Tony Romo pass incomplete short left intended for Roy Williams (defended by Richard Marshall),5.910,5.170
4,12:11,3,1,CAR 1,7,10,Tony Romo pass incomplete short left intended for Martellus Bennett,5.170,3.550
4,12:06,4,1,CAR 1,7,13,Nick Folk 19 yard field goal good,3.550,3.000
4,12:06,,,DAL 30,7,13,"David Buehler kicks off 72 yards, touchback",0.000,0.280
4,12:02,1,10,CAR 20,7,13,Jonathan Stewart left end for -1 yards (tackle by Mike Jenkins),0.280,-0.460
4,11:18,2,11,CAR 19,7,13,Jake Delhomme pass complete short middle to Jonathan Stewart for 5 yards (tackle by Keith Brooking and Bradie James),-0.460,-0.430
4,10:48,3,6,CAR 24,7,13,Jake Delhomme pass incomplete deep middle intended for Steve Smith,-0.430,-1.770
4,10:41,4,6,CAR 24,7,13,"Penalty on Tony Fiammetta: False Start, 5 yards (no play)",-1.770,-2.140
4,10:41,4,11,CAR 19,7,13,"Jason Baker punts 56 yards, returned by Patrick Crayton for 5 yards (tackle by Dante Wesley). Penalty on Sam Hurd: Illegal Block Above the Waist, 10 yards",-2.140,-0.280
4,10:29,1,10,DAL 20,7,13,Tashard Choice middle for 9 yards (tackle by Nick Hayden),0.280,0.950
4,9:42,2,1,DAL 29,7,13,Tashard Choice middle for 3 yards (tackle by Jon Beason),0.950,1.070
4,9:01,1,10,DAL 32,7,13,Tashard Choice left tackle for 3 yards (tackle by James Anderson),1.070,0.930
4,8:26,2,7,DAL 35,7,13,Tony Romo pass complete short middle to Roy Williams for 26 yards (tackle by Richard Marshall),0.930,2.980
4,7:36,1,10,CAR 39,7,13,Tashard Choice right end for 2 yards (tackle by Thomas Davis and Chris Gamble),2.980,2.710
4,6:53,2,8,CAR 37,7,13,"Tony Romo pass incomplete. Penalty on Tony Romo: Intentional Grounding, 10 yards",2.710,0.700
4,6:49,3,18,CAR 47,7,13,Tony Romo middle for 9 yards (tackle by Richard Marshall),0.700,0.720
4,6:05,4,9,CAR 38,7,13,"Mat McBriar punts 28 yards, fair catch by Captain Munnerlyn",0.720,0.380
4,5:57,1,10,CAR 10,7,13,DeAngelo Williams middle for 12 yards (tackle by Gerald Sensabaugh),-0.380,0.410
4,5:23,1,10,CAR 22,7,13,Jake Delhomme pass incomplete deep left intended for Steve Smith,0.410,-0.130
4,5:15,2,10,CAR 22,7,19,"Jake Delhomme pass incomplete is intercepted by Terence Newman at CAR-27 and returned for 27 yards, touchdown",-0.130,-7.000
4,5:07,,,,7,21,"Two Point Attempt: Tashard Choice right end, conversion succeeds",1.000,1.000
4,5:07,,,DAL 30,7,21,"David Buehler kicks off 72 yards, touchback",0.000,0.280
4,5:07,2,10,CAR 22,7,21,Timeout #1 by Dallas Cowboys,3.560,-0.280
4,5:07,1,10,CAR 20,7,21,Jake Delhomme pass complete short middle to Muhsin Muhammad for 5 yards (tackle by Bradie James),0.280,0.410
4,4:47,2,5,CAR 25,7,21,Jake Delhomme pass complete short right to Muhsin Muhammad for 10 yards (tackle by Bobby Carpenter),0.410,1.270
4,4:23,1,10,CAR 35,7,21,Jake Delhomme pass complete short middle to DeAngelo Williams for 4 yards (tackle by Alan Ball),1.270,1.260
4,3:48,2,6,CAR 39,7,21,Jake Delhomme pass complete short middle to DeAngelo Williams for 6 yards (tackle by Bobby Carpenter),1.260,1.930
4,3:26,1,10,CAR 45,7,21,Jake Delhomme left end for 11 yards (tackle by Orlando Scandrick),1.930,2.650
4,2:43,1,10,DAL 44,7,21,Jake Delhomme sacked by Victor Butler for -8 yards,2.650,1.030
4,2:23,2,18,CAR 48,7,21,Jake Delhomme pass complete short right to Jonathan Stewart for 12 yards (tackle by Bobby Carpenter and Gerald Sensabaugh),1.030,1.950
4,2:00,3,6,DAL 40,7,21,Jake Delhomme pass incomplete short right intended for Muhsin Muhammad,1.950,0.590
4,2:00,4,6,DAL 40,7,21,Jake Delhomme pass complete short left to Muhsin Muhammad for 7 yards (tackle by Mike Jenkins),0.590,3.380
4,1:25,1,10,DAL 33,7,21,Jake Delhomme pass complete short left to Kenny Moore for 5 yards (tackle by Orlando Scandrick),3.380,3.510
4,1:04,2,5,DAL 28,7,21,"Jake Delhomme sacked by Victor Butler for -7 yards. Jake Delhomme fumbles (forced by Victor Butler), recovered by Jason Hatcher at DAL-32",3.510,-1.070
4,1:00,1,10,DAL 32,7,21,Tashard Choice middle for 7 yards (tackle by Damione Lewis and Jon Beason),1.070,1.470
4,0:53,1,10,DAL 32,7,21,Timeout #2 by Carolina Panthers,1.070,1.470
4,0:53,2,3,DAL 39,7,21,Tashard Choice middle for 6 yards (tackle by Jon Beason),1.470,1.930
4,0:46,2,3,DAL 39,7,21,Timeout #3 by Carolina Panthers,1.470,1.930
4,0:46,1,10,DAL 45,7,21,Tony Romo kneels for -1 yards,1.930,1.250
4,0:46,2,11,DAL 44,7,21,Tony Romo kneels for -1 yards,1.250,0.430
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
