Quarter,Time,Tm,Detail,BUF,NYJ
1.0,7:43,Jets,Josh McCown 10 yard rush (Chandler Catanzaro kick),0,7
2.0,14:52,Bills,Zay Jones 10 yard pass from Tyrod Taylor (Stephen Hauschka kick),7,7
,10:26,Jets,Chandler Catanzaro 45 yard field goal,7,10
3.0,9:50,Jets,Robbie Chosen 25 yard pass from Josh McCown (Chandler Catanzaro kick),7,17
,4:16,Jets,Matt Forte 10 yard rush (Chandler Catanzaro kick),7,24
4.0,11:21,Jets,Matt Forte 5 yard rush (Chandler Catanzaro kick),7,31
,6:42,Jets,Chandler Catanzaro 32 yard field goal,7,34
,4:10,Bills,Deonte Thompson 26 yard pass from Tyrod Taylor (Stephen Hauschka kick),14,34
,2:29,Bills,Tyrod Taylor 1 yard rush (Stephen Hauschka kick),21,34
