Quarter,Time,Down,ToGo,Location,BUF,NYJ,Detail,EPB,EPA
1,1:23,1,10,NYJ 35,0,7,"Tyrod Taylor pass incomplete deep right intended for LeSean McCoy. Penalty on Jamal Adams: Illegal Contact, 5 yards (no play)",3.250,3.580
1,1:17,1,10,NYJ 30,0,7,LeSean McCoy left guard for 7 yards (tackle by Marcus Maye),3.580,3.980
1,0:38,2,3,NYJ 23,0,7,Tyrod Taylor pass complete short right to Zay Jones for 12 yards (tackle by Darryl Roberts),3.980,4.840
1,0:02,1,10,NYJ 11,0,7,LeSean McCoy left tackle for 1 yard (tackle by Darron Lee and Demario Davis),4.840,4.320
Quarter,Time,Down,ToGo,Location,BUF,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,NYJ 10,0,7,Tyrod Taylor pass incomplete short right intended for LeSean McCoy,4.320,3.300
2,14:57,3,9,NYJ 10,6,7,"Tyrod Taylor pass complete short middle to Zay Jones for 10 yards, touchdown",3.300,7.000
2,14:52,,,NYJ 15,7,7,Steven Hauschka kicks extra point good,0.000,0.000
2,14:52,,,BUF 35,7,7,"Steven Hauschka kicks off 62 yards, returned by ArDarius Stewart for 18 yards (tackle by Andre Holmes)",0.000,-0.340
2,14:48,1,10,NYJ 21,7,7,Matt Forte left end for -2 yards (tackle by Preston Brown),0.340,-0.530
2,14:11,2,12,NYJ 19,7,7,Josh McCown pass complete deep left to Jermaine Kearse for 18 yards (tackle by Micah Hyde),-0.530,1.400
2,13:32,1,10,NYJ 37,7,7,Elijah McGuire left end for 2 yards (tackle by Jordan Poyer),1.400,1.130
2,13:06,2,8,NYJ 39,7,7,Josh McCown pass complete short left to Austin Seferian-Jenkins for 2 yards (tackle by TreDavious White),1.130,0.700
2,12:21,3,6,NYJ 41,7,7,"Josh McCown pass complete short left to Austin Seferian-Jenkins for 18 yards (tackle by Micah Hyde). Penalty on Shaq Lawson: Roughing the Passer, 15 yards",0.700,3.840
2,12:03,1,10,BUF 26,7,7,Matt Forte middle for 6 yards (tackle by Lorenzo Alexander),3.840,4.110
2,11:25,2,4,BUF 20,7,7,Josh McCown pass incomplete short right intended for Eric Tomlinson,4.110,3.400
2,11:20,3,4,BUF 20,7,7,"Josh McCown pass complete deep left to Austin Seferian-Jenkins for 20 yards. Penalty on Matt Forte: Offensive Pass Interference, 10 yards (no play)",3.400,2.080
2,11:12,3,14,BUF 30,7,7,Josh McCown pass complete short left to Matt Forte for 3 yards (tackle by Ramon Humber and Ryan Davis),2.080,1.670
2,10:30,4,11,BUF 27,7,10,Chandler Catanzaro 45 yard field goal good,1.670,3.000
2,10:26,,,NYJ 35,7,10,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
2,10:26,1,10,BUF 25,7,10,LeSean McCoy right end for 2 yards (tackle by Darryl Roberts),0.610,0.330
2,9:48,2,8,BUF 27,7,10,LeSean McCoy middle for 2 yards (tackle by Muhammad Wilkerson and David Bass),0.330,-0.100
2,9:06,3,6,BUF 29,7,10,Tyrod Taylor pass complete short right to Deonte Thompson for 13 yards (tackle by Darryl Roberts),-0.100,1.730
2,8:31,1,10,BUF 42,7,10,Tyrod Taylor sacked by Demario Davis for -3 yards,1.730,0.780
2,7:50,2,13,BUF 39,7,10,Tyrod Taylor sacked by Muhammad Wilkerson for 0 yards,0.780,0.100
2,7:05,3,13,BUF 39,7,10,Tyrod Taylor pass incomplete short right intended for Andre Holmes (defended by Darryl Roberts). Penalty on Cordy Glenn: Offensive Holding (Declined),0.100,-0.780
2,6:58,4,13,BUF 39,7,10,"Colton Schmidt punts 41 yards, out of bounds",-0.780,-0.280
2,6:51,1,10,NYJ 20,7,10,Bilal Powell right guard for no gain (tackle by Shaq Lawson and Shareece Wright),0.280,-0.270
2,6:13,2,10,NYJ 20,7,10,Josh McCown pass complete short left to Eric Tomlinson for 6 yards (tackle by TreDavious White and Ramon Humber),-0.270,-0.160
2,5:31,3,4,NYJ 26,7,10,Josh McCown pass complete short left to Matt Forte for 13 yards (tackle by Jordan Poyer),-0.160,1.530
2,4:55,1,10,NYJ 39,7,10,Matt Forte right end for 7 yards (tackle by Jordan Poyer),1.530,1.930
2,4:13,2,3,NYJ 46,7,10,Bilal Powell left end for -2 yards (tackle by Adolphus Washington),1.930,0.960
2,3:34,3,5,NYJ 44,7,10,Josh McCown pass incomplete short left intended for Jermaine Kearse,0.960,-0.460
2,3:30,4,5,NYJ 44,7,10,"Lac Edwards punts 43 yards, returned by Micah Hyde for 12 yards (tackle by Bruce Carter)",-0.460,-0.610
2,3:18,1,10,BUF 25,7,10,Tyrod Taylor pass complete short left to Zay Jones for 11 yards (tackle by Buster Skrine),0.610,1.330
2,2:53,1,10,BUF 36,7,10,LeSean McCoy left tackle for 5 yards (tackle by Mike Pennel),1.330,1.470
2,2:17,2,5,BUF 41,7,10,"Tyrod Taylor pass incomplete deep left intended for Zay Jones. Penalty on Buster Skrine: Illegal Contact, 5 yards (no play)",1.470,1.990
2,2:13,1,10,BUF 46,7,10,Tyrod Taylor sacked by Leonard Williams and Steve McLendon for -9 yards,1.990,0.240
2,2:00,2,19,BUF 37,7,10,"Penalty on Logan Thomas: False Start, 5 yards (no play)",0.240,-0.440
2,2:00,2,24,BUF 32,7,10,Tyrod Taylor pass complete short right to Deonte Thompson for 12 yards (tackle by Darryl Roberts),-0.440,0.500
2,1:24,3,12,BUF 44,7,10,Tyrod Taylor pass complete short middle to Andre Holmes for 16 yards (tackle by Marcus Maye),0.500,0.000
2,1:16,,,,,,Timeout #1 by Buffalo Bills,0.000,-2.920
2,1:16,1,10,NYJ 40,7,10,Tyrod Taylor sacked by Darron Lee for -9 yards,2.920,0.000
2,1:09,,,,,,Timeout #2 by Buffalo Bills,0.000,-1.160
2,1:09,2,19,NYJ 49,7,10,Tyrod Taylor pass complete short right to Jordan Matthews for 12 yards (tackle by Buster Skrine),1.160,2.080
2,1:03,3,7,NYJ 37,7,10,"Tyrod Taylor pass complete short right to Jordan Matthews for 6 yards (tackle by Juston Burris). Jordan Matthews fumbles (forced by Juston Burris), recovered by Juston Burris at NYJ-31 (tackle by Jordan Matthews)",2.080,-1.000
2,0:55,1,10,NYJ 31,7,10,Josh McCown pass complete short left to Matt Forte for -1 yards (tackle by Ramon Humber),1.000,0.320
2,0:32,2,11,NYJ 30,7,10,Matt Forte left guard for 9 yards (tackle by Micah Hyde),0.320,0.000
2,0:23,,,,,,Timeout #2 by New York Jets,0.000,-0.830
2,0:23,3,2,NYJ 39,7,10,"Josh McCown pass complete short right to Austin Seferian-Jenkins for 6 yards (tackle by Preston Brown). Penalty on Shareece Wright: Illegal Use of Hands, 5 yards (no play)",0.830,1.860
2,0:15,1,10,NYJ 44,7,10,Josh McCown sacked by Cedric Thornton for -3 yards,1.860,0.910
Quarter,Time,Down,ToGo,Location,BUF,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,7,10,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,BUF 25,7,10,LeSean McCoy middle for 3 yards (tackle by Muhammad Wilkerson and Steve McLendon),0.610,0.470
3,14:29,2,7,BUF 28,7,10,LeSean McCoy right end for -2 yards (tackle by Demario Davis),0.470,-0.490
3,13:51,3,9,BUF 26,7,10,Tyrod Taylor pass incomplete short left intended for Zay Jones,-0.490,-1.630
3,13:43,4,9,BUF 26,7,10,"Colton Schmidt punts 48 yards, fair catch by Elijah McGuire",-1.630,-0.670
3,13:39,1,10,NYJ 26,7,10,Matt Forte left end for -1 yards (tackle by Adolphus Washington),0.670,-0.010
3,13:02,2,11,NYJ 25,7,10,Josh McCown pass complete short left to Jermaine Kearse for 20 yards (tackle by Lorenzo Alexander),-0.010,1.930
3,12:33,1,10,NYJ 45,7,10,Matt Forte left tackle for 1 yard (tackle by Jordan Poyer),1.930,1.520
3,11:53,2,9,NYJ 46,7,10,Matt Forte left end for 20 yards (tackle by Ramon Humber),1.520,3.310
3,11:13,1,10,BUF 34,7,10,Elijah McGuire right end for -1 yards (tackle by Ramon Humber),3.310,2.640
3,10:35,2,11,BUF 35,7,10,"Josh McCown sacked by Cedric Thornton for -9 yards. Penalty on Cedric Thornton: Face Mask (15 Yards), 15 yards (no play)",2.640,4.240
3,10:20,1,10,BUF 20,7,10,"Penalty on Brent Qvale: False Start, 5 yards (no play)",4.240,3.910
3,10:00,1,15,BUF 25,7,10,Josh McCown pass incomplete short left intended for Robby Anderson,3.910,3.020
3,9:56,2,15,BUF 25,7,16,"Josh McCown pass complete deep right to Robby Anderson for 25 yards, touchdown",3.020,7.000
3,9:50,,,BUF 15,7,17,Chandler Catanzaro kicks extra point good,0.000,0.000
3,9:50,,,NYJ 35,7,17,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
3,9:50,1,10,BUF 25,7,17,Tyrod Taylor pass complete short left to Zay Jones for 9 yards (tackle by Buster Skrine),0.610,1.280
3,9:27,2,1,BUF 34,7,17,LeSean McCoy left end for -5 yards (tackle by Darron Lee),1.280,-0.100
3,8:51,3,6,BUF 29,7,17,Tyrod Taylor pass incomplete short right intended for Jordan Matthews,-0.100,-1.440
3,8:45,4,6,BUF 29,7,17,"Colton Schmidt punts 51 yards, returned by Elijah McGuire for 10 yards (tackle by Mike Tolbert)",-1.440,-0.940
3,8:30,1,10,NYJ 30,7,17,"Josh McCown pass complete short middle to Robby Anderson for 4 yards (tackle by Preston Brown). Penalty on TreDavious White: Face Mask (15 Yards), 15 yards",0.940,2.190
3,8:07,1,10,NYJ 49,7,17,Bilal Powell left tackle for no gain (tackle by Kyle Williams),2.190,1.650
3,7:26,2,10,NYJ 49,7,17,Josh McCown pass complete short left to Matt Forte for 4 yards (tackle by Ramon Humber),1.650,1.490
3,6:54,3,6,BUF 47,7,17,Josh McCown pass incomplete short middle intended for Jermaine Kearse,1.490,0.130
3,6:46,4,6,BUF 47,7,17,"Lac Edwards punts 39 yards, fair catch by Micah Hyde",0.130,0.380
3,6:43,1,10,BUF 8,7,17,LeSean McCoy middle for no gain (tackle by Mike Pennel),-0.380,-0.780
3,6:06,2,10,BUF 8,7,17,"Penalty on Deonte Thompson: False Start, 4 yards (no play)",-0.780,-1.070
3,5:51,2,14,BUF 4,7,17,Tyrod Taylor pass incomplete short right intended for Nick O'Leary (defended by Muhammad Wilkerson),-1.070,-1.890
3,5:47,3,14,BUF 4,7,17,Tyrod Taylor for 8 yards,-1.890,-2.490
3,5:20,4,6,BUF 12,7,17,"Colton Schmidt punts 49 yards, fair catch by Elijah McGuire",-2.490,-1.530
3,5:13,1,10,NYJ 39,7,17,Bilal Powell right tackle for 51 yards (tackle by Micah Hyde),1.530,4.910
3,4:23,1,10,BUF 10,7,23,"Matt Forte right end for 10 yards, touchdown",4.910,7.000
3,4:16,,,BUF 15,7,24,Chandler Catanzaro kicks extra point good,0.000,0.000
3,4:16,,,NYJ 35,7,24,"Chandler Catanzaro kicks off 55 yards, returned by Patrick DiMarco for 24 yards (tackle by Rontez Miles)",0.000,-1.200
3,4:10,1,10,BUF 34,7,24,Tyrod Taylor pass complete short right to Nick O'Leary for 12 yards (tackle by Darron Lee),1.200,1.990
3,3:42,1,10,BUF 46,7,24,Tyrod Taylor pass complete short right to Deonte Thompson for 7 yards (tackle by Darryl Roberts),1.990,2.400
3,3:19,2,3,NYJ 47,7,24,"Tyrod Taylor for no gain. Tyrod Taylor fumbles, recovered by LeSean McCoy at BUF-46",2.400,0.760
3,2:42,3,10,BUF 46,7,24,Tyrod Taylor pass complete short left to Nick O'Leary for 20 yards (tackle by Marcus Maye). Nick O'Leary fumbles (forced by Marcus Maye),0.760,-1.000
3,2:26,1,10,NYJ 31,7,24,"Jermaine Kearse left end for 1 yard (tackle by TreDavious White and Leonard Johnson). Penalty on Shaq Lawson: Defensive Offside, 5 yards (no play)",1.000,1.730
3,2:02,1,5,NYJ 36,7,24,Matt Forte middle for 1 yard (tackle by Shaq Lawson),1.730,1.270
3,1:26,2,4,NYJ 37,7,24,Matt Forte left tackle for 3 yards (tackle by Kyle Williams and Preston Brown),1.270,0.960
3,0:49,3,1,NYJ 40,7,24,"Bilal Powell left tackle for 26 yards (tackle by Micah Hyde and Jordan Poyer). Penalty on Austin Seferian-Jenkins: Offensive Holding, 10 yards (no play)",0.960,0.000
3,0:29,,,,,,Timeout #1 by New York Jets,0.000,0.360
3,0:29,3,11,NYJ 30,7,24,"Bilal Powell left tackle for 11 yards (tackle by Jordan Poyer). Penalty on Jerry Hughes: Unsportsmanlike Conduct, 15 yards",-0.360,2.650
Quarter,Time,Down,ToGo,Location,BUF,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BUF 44,7,24,Elijah McGuire left end for -5 yards (tackle by Preston Brown),2.650,1.440
4,14:23,2,15,BUF 49,7,24,Elijah McGuire left end for no gain (tackle by Lorenzo Alexander). Penalty on Kelvin Beachum: Offensive Holding (Declined),1.440,0.000
4,13:54,,,,,,Timeout #2 by New York Jets,0.000,-0.760
4,13:54,3,15,BUF 49,7,24,Josh McCown pass complete short right to Elijah McGuire for 9 yards (tackle by Shareece Wright),0.760,0.590
4,13:08,4,6,BUF 40,7,24,"Lac Edwards punts 31 yards, fair catch by Micah Hyde",0.590,0.380
4,13:01,1,10,BUF 9,7,24,Tyrod Taylor pass complete short middle to Mike Tolbert for 7 yards (tackle by Demario Davis),-0.380,-0.160
4,12:36,2,3,BUF 16,7,24,Tyrod Taylor pass complete short left to Zay Jones for 4 yards (tackle by Juston Burris),-0.160,0.280
4,12:14,1,10,BUF 20,7,24,Mike Tolbert right tackle for -1 yards (tackle by Leonard Williams),0.280,-0.460
4,11:50,2,11,BUF 19,7,24,Tyrod Taylor pass complete short left to Mike Tolbert for 1 yard (tackle by Buster Skrine),-0.460,-0.960
4,11:36,3,10,BUF 20,7,24,"Tyrod Taylor sacked by Jordan Jenkins for -2 yards. Tyrod Taylor fumbles (forced by Jordan Jenkins), recovered by Demario Davis at BUF-17 and returned for 12 yards (tackle by Mike Tolbert)",-0.960,-6.060
4,11:26,1,5,BUF 5,7,30,"Matt Forte middle for 5 yards, touchdown",6.060,7.000
4,11:21,,,BUF 15,7,31,Chandler Catanzaro kicks extra point good,0.000,0.000
4,11:21,,,NYJ 35,7,31,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
4,11:21,1,10,BUF 25,7,31,LeSean McCoy right tackle for -1 yards (tackle by Jamal Adams),0.610,-0.070
4,10:59,2,11,BUF 24,7,31,Tyrod Taylor pass complete short middle to Nick O'Leary for 8 yards (tackle by Darron Lee and Jamal Adams),-0.070,0.300
4,10:38,3,3,BUF 32,7,31,Tyrod Taylor pass incomplete short right intended for Deonte Thompson,0.300,-1.240
4,10:33,4,3,BUF 32,7,31,Tyrod Taylor pass incomplete short right intended for Jordan Matthews,-1.240,-3.450
4,10:29,1,10,BUF 32,7,31,Elijah McGuire right end for no gain (tackle by TreDavious White),3.450,2.900
4,9:43,2,10,BUF 32,7,31,Elijah McGuire left end for 15 yards (tackle by Micah Hyde and Adolphus Washington),2.900,4.440
4,8:56,1,10,BUF 17,7,31,Elijah McGuire right tackle for 1 yard (tackle by TreDavious White),4.440,4.000
4,8:11,2,9,BUF 16,7,31,Elijah McGuire right tackle for 1 yard (tackle by Preston Brown and Eddie Yarbrough),4.000,3.340
4,7:30,3,8,BUF 15,7,31,Elijah McGuire middle for 1 yard (tackle by Lorenzo Alexander),3.340,2.510
4,6:46,4,7,BUF 14,7,34,Chandler Catanzaro 32 yard field goal good,2.510,3.000
4,6:42,,,NYJ 35,7,34,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
4,6:42,1,10,BUF 25,7,34,Tyrod Taylor sacked by Kony Ealy for -5 yards,0.610,-0.610
4,6:17,2,15,BUF 20,7,34,Tyrod Taylor pass complete short middle to Mike Tolbert for 5 yards (tackle by Demario Davis),-0.610,-0.620
4,5:59,3,10,BUF 25,7,34,Tyrod Taylor pass complete short left to Nick O'Leary for 11 yards (tackle by Demario Davis),-0.620,1.330
4,5:35,1,10,BUF 36,7,34,Tyrod Taylor pass incomplete short left intended for Deonte Thompson,1.330,0.790
4,5:31,2,10,BUF 36,7,34,Tyrod Taylor pass complete deep middle to Logan Thomas for 20 yards (tackle by Jamal Adams),0.790,2.650
4,5:06,1,10,NYJ 44,7,34,Tyrod Taylor pass complete short middle to Logan Thomas for 5 yards (tackle by Demario Davis),2.650,2.780
4,4:48,2,5,NYJ 39,7,34,Tyrod Taylor pass incomplete short right intended for Logan Thomas,2.780,2.080
4,4:44,3,5,NYJ 39,7,34,Tyrod Taylor pass complete short right to Jordan Matthews for 9 yards (tackle by Darryl Roberts),2.080,3.580
4,4:22,1,10,NYJ 30,7,34,Tyrod Taylor pass complete short right to Jordan Matthews for 4 yards,3.580,3.570
4,4:16,2,6,NYJ 26,13,34,"Tyrod Taylor pass complete deep right to Deonte Thompson for 26 yards, touchdown",3.570,7.000
4,4:10,,,NYJ 15,14,34,Steven Hauschka kicks extra point good,0.000,0.000
4,4:10,,,BUF 35,14,34,"Steven Hauschka kicks onside 11 yards, recovered by Shamarko Thomas (onside kick successful). Penalty on Joe Webb: Offside on Free Kick, 5 yards (no play)",0.000,0.000
4,4:09,,,BUF 30,14,34,"Steven Hauschka kicks onside 18 yards, recovered by Shamarko Thomas (onside kick successful)",0.000,2.130
4,4:07,1,10,BUF 48,14,34,Tyrod Taylor pass incomplete deep right intended for Andre Holmes (defended by Darryl Roberts),2.130,1.580
4,4:01,2,10,BUF 48,14,34,Tyrod Taylor pass complete short left to Deonte Thompson for 12 yards (tackle by Darron Lee),1.580,2.920
4,3:38,1,10,NYJ 40,14,34,Tyrod Taylor pass complete short left to Deonte Thompson for 6 yards (tackle by Juston Burris),2.920,3.180
4,3:18,2,4,NYJ 34,14,34,"Tyrod Taylor pass incomplete short right intended for Andre Holmes (defended by Darryl Roberts). Penalty on Buster Skrine: Illegal Contact, 5 yards (no play)",3.180,3.640
4,3:14,1,10,NYJ 29,14,34,Tyrod Taylor for 8 yards,3.640,4.180
4,3:07,2,2,NYJ 21,14,34,"Tyrod Taylor pass incomplete deep right intended for Joe Webb. Penalty on Darryl Roberts: Defensive Pass Interference, 16 yards (no play)",4.180,6.060
4,2:59,1,5,NYJ 5,14,34,Tyrod Taylor pass complete short middle to Jordan Matthews for 4 yards (tackle by Buster Skrine),6.060,5.910
4,2:53,2,1,NYJ 1,14,34,Tyrod Taylor middle for no gain (tackle by Kony Ealy and Leonard Williams),5.910,0.000
4,2:36,,,,,,Timeout #1 by Buffalo Bills,0.000,-5.170
4,2:36,3,1,NYJ 1,14,34,"Tyrod Taylor sacked by Jamal Adams for -9 yards. Penalty on Marcus Maye: Defensive Holding, Penalty on Buster Skrine: Defensive Offside (Declined) (no play)",5.170,5.170
4,2:31,3,1,NYJ 1,20,34,"Tyrod Taylor middle for 1 yard, touchdown. Penalty on Buster Skrine: Defensive Offside (Declined)",5.170,7.000
4,2:29,,,NYJ 15,21,34,Steven Hauschka kicks extra point good,0.000,0.000
4,2:29,,,BUF 35,21,34,"Steven Hauschka kicks onside 12 yards, recovered by ArDarius Stewart",0.000,-2.460
4,2:28,1,10,BUF 47,21,34,Elijah McGuire right end for 3 yards (tackle by Jordan Poyer and Adolphus Washington),2.460,0.000
4,2:22,,,,,,Timeout #2 by Buffalo Bills,0.000,-2.320
4,2:22,2,7,BUF 44,21,34,Elijah McGuire left tackle for -2 yards (tackle by Jordan Poyer),2.320,0.000
4,2:16,,,,,,Timeout #3 by Buffalo Bills,0.000,-1.350
4,2:16,3,9,BUF 46,21,34,Elijah McGuire right tackle for 10 yards (tackle by Preston Brown),1.350,3.180
4,2:00,1,10,BUF 36,21,34,Josh McCown kneels for -1 yards,3.180,2.500
4,1:21,2,11,BUF 37,21,34,Josh McCown kneels for -1 yards,2.500,1.690
4,0:39,3,12,BUF 38,21,34,Josh McCown kneels for -1 yards,1.690,0.660
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
