Quarter,Time,Down,ToGo,Location,CIN,IND,Detail,EPB,EPA
2,9:15,3,7,CIN 31,3,10,Carson Palmer pass incomplete deep right intended for Chris Henry (defended by Nick Harper),-0.030,-1.310
2,9:09,4,7,CIN 31,3,10,"Kyle Larson punts 47 yards, muffed catch by Terrence Wilkins, recovered by Tony Stewart and returned for no gain",-1.310,3.910
2,8:56,1,10,IND 25,3,10,Carson Palmer pass incomplete deep left intended for Chris Henry,3.910,3.360
2,8:52,2,10,IND 25,3,10,Rudi Johnson right end for 3 yards (tackle by Rob Morris and Gary Brackett),3.360,3.070
2,8:17,3,7,IND 22,3,10,Reggie McNeal right end for 8 yards (tackle by Dexter Reid),3.070,4.650
2,7:33,1,10,IND 14,3,10,Rudi Johnson middle for 2 yards (tackle by Matt Giordano and Gary Brackett),4.650,4.330
2,6:55,2,8,IND 12,9,10,"Rudi Johnson right tackle for 12 yards, touchdown",4.330,7.000
2,,,,IND 2,10,10,Shayne Graham kicks extra point good,0.000,0.000
2,,,,CIN 30,10,10,"Shayne Graham kicks off 61 yards, returned by Terrence Wilkins for 30 yards (tackle by Andre Frazier)",0.000,1.530
2,6:44,1,10,IND 39,10,10,"Peyton Manning pass complete short right to Dominic Rhodes for 3 yards (tackle by Dexter Jackson). Penalty on Jeff Saturday: Illegal Block Above the , 10 yards",1.530,1.070
2,6:22,1,17,IND 32,10,10,Peyton Manning pass complete short middle to Ben Utecht for 10 yards (tackle by Dexter Jackson and Deltha O'Neal),1.070,1.390
2,5:49,2,7,IND 42,10,10,Peyton Manning pass complete short middle to Ben Utecht for 8 yards (tackle by Madieu Williams),1.390,2.260
2,5:16,1,10,IND 50,10,10,Peyton Manning sacked by Bryan Robinson for 0 yards,2.260,1.710
2,4:48,2,10,IND 50,10,10,Dominic Rhodes middle for 1 yard (tackle by Brian Simmons),1.710,1.160
2,4:04,3,9,CIN 49,10,10,Peyton Manning middle for 12 yards (tackle by Landon Johnson),1.160,3.120
2,3:17,1,10,CIN 37,10,10,Peyton Manning pass complete short middle to Reggie Wayne for 7 yards (tackle by Dexter Jackson and Landon Johnson),3.120,3.520
2,2:34,2,3,CIN 30,10,10,Dominic Rhodes right end for 1 yard (tackle by Landon Johnson),3.520,2.940
2,2:00,3,2,CIN 29,10,10,Peyton Manning pass complete short left to Aaron Moorehead for 5 yards (tackle by Tory James),2.940,3.970
2,1:23,1,10,CIN 24,10,10,Peyton Manning pass complete short middle to Aaron Moorehead for 4 yards (tackle by Johnathan Joseph),3.970,3.970
2,0:55,2,6,CIN 20,10,10,Peyton Manning pass complete short middle to Marvin Harrison for 19 yards (tackle by Brian Simmons),3.970,6.970
2,0:25,1,1,CIN 1,10,10,Peyton Manning left end for -2 yards (tackle by John Thornton and Dexter Jackson),6.970,5.530
2,0:17,,,,10,10,Timeout #2 by Indianapolis Colts,0.000,5.530
2,0:17,2,3,CIN 3,10,16,"Peyton Manning pass complete short middle to Marvin Harrison for 3 yards, touchdown",5.530,7.000
2,,,,CIN 2,10,17,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,IND 30,10,17,"Adam Vinatieri kicks off 42 yards, returned by Reggie Kelly for 8 yards (tackle by Ryan LaCasse)",0.000,1.330
2,0:08,1,10,CIN 36,10,17,Kenny Watson middle for 13 yards (tackle by Gary Brackett),1.330,2.190
2,0:02,,,,10,17,Timeout #2 by Cincinnati Bengals,0.000,2.190
2,0:02,1,10,CIN 49,10,17,"Carson Palmer sacked by Raheem Brock for -5 yards. Carson Palmer fumbles (forced by Raheem Brock), recovered by Eric Ghiaciuc at CIN-44",2.190,0.970
Quarter,Time,Down,ToGo,Location,CIN,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 30,10,17,"Shayne Graham kicks off 68 yards, returned by Terrence Wilkins for 22 yards (tackle by Ethan Kilmer)",0.000,0.540
3,14:56,1,10,IND 24,10,17,Peyton Manning pass incomplete short middle intended for Dominic Rhodes (defended by Brian Simmons),0.540,0.000
3,14:47,2,10,IND 24,10,17,Peyton Manning pass complete short middle to Marvin Harrison for 22 yards (tackle by Brian Simmons),0.000,1.990
3,14:13,1,10,IND 46,10,17,Dominic Rhodes left tackle for 4 yards (tackle by Kevin Kaesviharn and John Thornton),1.990,1.990
3,14:13,2,6,IND 50,10,17,"Penalty on Tarik Glenn: False Start, 5 yards (no play)",1.990,1.320
3,13:27,2,11,IND 45,10,17,Peyton Manning pass complete short middle to Reggie Wayne for 10 yards (tackle by Madieu Williams),1.320,1.950
3,12:55,3,1,CIN 45,10,17,Dominic Rhodes middle for no gain (tackle by Justin Smith),1.950,0.270
3,12:11,4,1,CIN 45,10,17,Joseph Addai middle for no gain (tackle by Justin Smith and Bryan Robinson),0.270,-1.930
3,12:05,1,10,CIN 45,10,17,Carson Palmer pass complete short right to Chad Johnson for 10 yards (tackle by Nick Harper),1.930,2.590
3,11:54,1,10,IND 45,10,17,Carson Palmer pass complete deep middle to T.J. Houshmandzadeh for 24 yards (tackle by Dexter Reid). Penalty on Jason David: Illegal Contact (Declined),2.590,4.170
3,11:26,1,10,IND 21,10,17,Rudi Johnson right end for no gain (tackle by Cato June),4.170,3.630
3,10:46,2,10,IND 21,10,17,Rudi Johnson right tackle for 9 yards (tackle by Anthony McFarland and Matt Giordano),3.630,4.490
3,10:03,3,1,IND 12,10,17,Rudi Johnson right tackle for no gain (tackle by Gary Brackett and Cato June),4.490,2.780
3,9:18,4,1,IND 12,13,17,Shayne Graham 30 yard field goal good,2.780,3.000
3,,,,CIN 30,13,17,"Shayne Graham kicks off 70 yards, returned by Terrence Wilkins for 25 yards (tackle by Rashad Jeanty)",0.000,0.610
3,9:08,1,10,IND 25,13,17,Peyton Manning pass complete short right to Marvin Harrison for 17 yards (tackle by Deltha O'Neal),0.610,1.730
3,8:40,1,10,IND 42,13,17,Joseph Addai left tackle for 5 yards (tackle by Dexter Jackson and Brian Simmons),1.730,1.860
3,8:06,2,5,IND 47,13,17,Peyton Manning pass complete short left to Aaron Moorehead for 6 yards (tackle by Johnathan Joseph),1.860,2.460
3,7:33,1,10,CIN 47,13,17,Joseph Addai middle for 41 yards (tackle by Madieu Williams),2.460,5.830
3,7:14,1,6,CIN 6,13,17,Dominic Rhodes right guard for 5 yards (tackle by John Thornton),5.830,5.910
3,6:40,2,1,CIN 1,13,23,"Peyton Manning pass complete short right to Marvin Harrison for 1 yard, touchdown",5.910,7.000
3,,,,CIN 2,13,24,Adam Vinatieri kicks extra point good,0.000,0.000
3,,,,IND 30,13,24,"Adam Vinatieri kicks off 73 yards, touchback",0.000,0.280
3,6:36,1,10,CIN 20,13,24,Carson Palmer pass incomplete deep left intended for Chris Henry,0.280,-0.270
3,6:31,2,10,CIN 20,13,24,Rudi Johnson left end for no gain (tackle by Jason David),-0.270,-0.960
3,5:48,3,10,CIN 20,13,24,Carson Palmer pass incomplete short middle intended for Kenny Watson,-0.960,-2.030
3,5:43,4,10,CIN 20,13,24,"Kyle Larson punts 40 yards, returned by Terrence Wilkins for 3 yards (tackle by Marcus Wilkins)",-2.030,-1.800
3,5:34,1,10,IND 43,13,24,Peyton Manning pass complete short middle to Dominic Rhodes for 11 yards (tackle by Brian Simmons and Kevin Kaesviharn),1.800,2.520
3,4:53,1,10,CIN 46,13,24,Dominic Rhodes left end for 3 yards (tackle by Bryan Robinson),2.520,2.380
3,4:16,2,7,CIN 43,13,24,Peyton Manning pass complete short left to Reggie Wayne for 15 yards (tackle by Tory James),2.380,3.710
3,3:37,1,10,CIN 28,13,24,Dominic Rhodes right tackle for no gain (tackle by Robert Geathers and Bryan Robinson),3.710,3.170
3,3:01,2,10,CIN 28,13,24,"Peyton Manning pass incomplete short left intended for Reggie Wayne (defended by Tory James). Penalty on Johnathan Joseph: Defensive Holding, 5 yards (no play)",3.170,4.040
3,2:57,1,10,CIN 23,13,24,Dominic Rhodes right end for 5 yards (tackle by Deltha O'Neal),4.040,4.210
3,2:21,,,,13,24,Timeout #1 by Indianapolis Colts,0.000,4.210
3,2:21,2,5,CIN 18,13,30,"Peyton Manning pass complete deep left to Reggie Wayne for 18 yards, touchdown",4.210,7.000
3,,,,CIN 2,13,31,Adam Vinatieri kicks extra point good,0.000,0.000
3,,,,IND 30,13,31,"Adam Vinatieri kicks off 73 yards, returned by Glenn Holt for 24 yards (tackle by Gilbert Gardner)",0.000,0.340
3,2:10,1,10,CIN 21,13,31,Carson Palmer pass complete short middle to Rudi Johnson for 11 yards (tackle by Anthony McFarland),0.340,1.070
3,1:31,1,10,CIN 32,13,31,Rudi Johnson middle for -2 yards (tackle by Robert Mathis and Anthony McFarland),1.070,0.260
3,0:53,2,12,CIN 30,13,31,Carson Palmer pass complete short middle to Kenny Watson for 46 yards (tackle by Kelvin Hayden),0.260,3.970
3,0:07,1,10,IND 24,13,31,Rudi Johnson right tackle for 9 yards (tackle by Gary Brackett and Cato June),3.970,4.850
Quarter,Time,Down,ToGo,Location,CIN,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,IND 15,13,31,Rudi Johnson left guard for 2 yards (tackle by Rob Morris),4.850,4.710
4,14:25,1,10,IND 13,13,31,Rudi Johnson right end for -3 yards (tackle by Darrell Reid and Dwight Freeney),4.710,3.620
4,13:48,2,13,IND 16,13,31,Carson Palmer pass complete short right to Jeremi Johnson for 6 yards (tackle by Rob Morris and Nick Harper),3.620,3.650
4,13:15,3,7,IND 10,13,31,Carson Palmer pass incomplete short right intended for T.J. Houshmandzadeh (defended by Dexter Reid),3.650,2.760
4,13:11,4,7,IND 10,16,31,Shayne Graham 28 yard field goal good,2.760,3.000
4,,,,CIN 30,16,31,"Shayne Graham kicks off 66 yards, returned by Terrence Wilkins for 15 yards (tackle by Tony Stewart)",0.000,0.150
4,13:01,1,10,IND 19,16,31,Dominic Rhodes right tackle for -1 yards (tackle by Brian Simmons),0.150,-0.560
4,12:29,2,11,IND 18,16,31,Peyton Manning pass incomplete short middle intended for Dominic Rhodes,-0.560,-1.250
4,12:23,3,11,IND 18,16,31,Peyton Manning pass incomplete short right intended for Marvin Harrison,-1.250,-2.240
4,12:18,4,11,IND 18,16,31,"Hunter Smith punts 43 yards, returned by Keiwan Ratliff for 8 yards (tackle by T.J. Rushing)",-2.240,-2.060
4,12:07,1,10,CIN 47,16,31,Rudi Johnson right end for no gain (tackle by Gary Brackett and Nick Harper),2.060,1.520
4,11:31,2,10,CIN 47,16,31,Carson Palmer pass incomplete short right intended for Kenny Watson (defended by Robert Mathis),1.520,0.830
,,,,,,,"IND challenged the ruling, and the play was upheld.",,
4,11:27,3,10,CIN 47,16,31,Carson Palmer pass incomplete deep middle intended for Chad Johnson,0.830,-0.260
4,11:22,4,10,CIN 47,16,31,"Kyle Larson punts 41 yards, fair catch by Terrence Wilkins",-0.260,0.350
4,11:14,1,10,IND 12,16,31,Dominic Rhodes left end for no gain (tackle by John Thornton and Domata Peko),-0.350,-0.780
4,10:40,2,10,IND 12,16,31,Peyton Manning pass complete short middle to Reggie Wayne for 5 yards (tackle by Dexter Jackson),-0.780,-0.840
4,9:59,3,5,IND 17,16,31,Peyton Manning pass complete short right to Marvin Harrison for 9 yards (tackle by Kevin Kaesviharn),-0.840,0.670
4,9:14,1,10,IND 26,16,31,Dominic Rhodes middle for 13 yards (tackle by Dexter Jackson),0.670,1.530
4,8:28,1,10,IND 39,16,31,Dominic Rhodes left end for 16 yards (tackle by Jonathan Fanene),1.530,2.590
4,7:45,1,10,CIN 45,16,31,Dominic Rhodes right guard for 2 yards (tackle by Justin Smith),2.590,2.310
4,7:04,2,8,CIN 43,16,31,Peyton Manning pass complete short middle to Reggie Wayne for 20 yards (tackle by Kevin Kaesviharn),2.310,4.040
4,6:20,1,10,CIN 23,16,31,Dominic Rhodes left end for -3 yards (tackle by Jonathan Fanene),4.040,3.090
4,5:37,2,13,CIN 26,16,31,Peyton Manning pass incomplete short left intended for Reggie Wayne,3.090,2.410
4,5:34,3,13,CIN 26,16,31,Peyton Manning pass incomplete deep middle intended for Ricky Proehl,2.410,1.740
4,5:30,4,13,CIN 26,16,34,Adam Vinatieri 44 yard field goal good,1.740,3.000
4,,,,IND 30,16,34,"Adam Vinatieri kicks off 71 yards, returned by Glenn Holt for 21 yards (tackle by Rocky Boiman)",0.000,0.280
4,5:20,1,10,CIN 20,16,34,"Carson Palmer pass incomplete short left intended for Kenny Watson. Penalty on Jason David: Illegal Contact, 5 yards (no play)",0.280,0.610
4,5:16,1,10,CIN 25,16,34,Carson Palmer pass complete short left to Reggie Kelly for 11 yards (tackle by Cato June),0.610,1.330
4,4:49,1,10,CIN 36,16,34,Carson Palmer pass incomplete short right intended for T.J. Houshmandzadeh,1.330,0.790
4,4:45,2,10,CIN 36,16,34,Carson Palmer pass incomplete short middle intended for Kenny Watson (defended by Raheem Brock),0.790,0.100
4,4:41,3,10,CIN 36,16,34,"Carson Palmer sacked by Dwight Freeney for -8 yards. Carson Palmer fumbles (forced by Dwight Freeney), recovered by Eric Steinbach at CIN-30",0.100,-1.370
4,3:58,4,16,CIN 30,16,34,"Kyle Larson punts 44 yards, returned by Terrence Wilkins for 8 yards (tackle by Ethan Kilmer). Penalty on Jason David: Illegal Block Above the , 10 yards",-1.370,-0.150
4,3:48,1,10,IND 19,16,34,Dominic Rhodes right tackle for 3 yards (tackle by Justin Smith),0.150,0.070
4,3:43,,,,16,34,Timeout #1 by Cincinnati Bengals,0.000,0.070
4,3:43,2,7,IND 22,16,34,Dominic Rhodes middle for no gain (tackle by Caleb Miller and Domata Peko),0.070,-0.680
4,3:39,,,,16,34,Timeout #2 by Cincinnati Bengals,0.000,-0.680
4,3:39,3,7,IND 22,16,34,Dominic Rhodes middle for -3 yards (tackle by Robert Geathers),-0.680,-2.140
4,3:32,,,,16,34,Timeout #3 by Cincinnati Bengals,0.000,-2.140
4,3:32,4,10,IND 19,16,34,"Hunter Smith punts 57 yards, fair catch by Keiwan Ratliff",-2.140,-0.540
4,3:24,1,10,CIN 24,16,34,Kenny Watson left tackle for 4 yards (tackle by Cato June),0.540,0.540
4,3:02,2,6,CIN 28,16,34,Carson Palmer pass complete short right to T.J. Houshmandzadeh for 9 yards (tackle by Kelvin Hayden),0.540,1.400
4,2:37,1,10,CIN 37,16,34,"Carson Palmer pass complete short middle to Kenny Watson for 4 yards (tackle by Nick Harper). Penalty on Josh Thomas: Defensive Offside, 5 yards (no play)",1.400,2.130
4,2:29,1,5,CIN 42,16,34,Kenny Watson middle for 3 yards (tackle by Gary Brackett),2.130,1.940
4,2:06,2,2,CIN 45,16,34,Carson Palmer pass complete short middle to Kenny Watson for 4 yards (tackle by Cato June and Robert Mathis),1.940,2.190
4,1:59,1,10,CIN 49,16,34,Carson Palmer pass incomplete deep middle intended for Chad Johnson (defended by Matt Giordano),2.190,1.650
4,1:53,2,10,CIN 49,16,34,Carson Palmer pass complete short middle to T.J. Houshmandzadeh for 13 yards (tackle by Dexter Reid),1.650,3.050
4,1:44,1,10,IND 38,16,34,"Carson Palmer sacked by Dwight Freeney for -9 yards. Carson Palmer fumbles (forced by Dwight Freeney), recovered by Kenny Watson at IND-47",3.050,1.290
4,1:11,2,19,IND 47,16,34,Carson Palmer pass complete short middle to Kenny Watson for 6 yards (tackle by Darrell Reid and Cato June),1.290,1.420
4,0:44,3,13,IND 41,16,34,Carson Palmer for 11 yards (tackle by Nick Harper and Kelvin Hayden),1.420,1.500
4,0:16,4,2,IND 30,16,34,Carson Palmer pass complete short left to T.J. Houshmandzadeh for 3 yards (tackle by Kelvin Hayden),1.500,3.780
4,0:10,1,10,IND 27,16,34,Carson Palmer pass incomplete deep left intended for Chad Johnson,3.780,3.230
4,0:05,2,10,IND 27,16,34,Kenny Watson middle for 10 yards (tackle by Dexter Reid),3.230,3.120
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
