Quarter,Time,Tm,Detail,IND,TEN
1.0,7:28,Colts,Reggie Wayne 3 yard pass from Peyton Manning (Adam Vinatieri kick),7,0
,4:20,Titans,Rob Bironas 49 yard field goal,7,3
,0:28,Titans,Rob Bironas 43 yard field goal,7,6
2.0,4:58,Colts,Joseph Addai 1 yard rush (Adam Vinatieri kick),14,6
,1:04,Titans,Rob Bironas 46 yard field goal,14,9
,0:17,Colts,Austin Collie 39 yard pass from Peyton Manning (Adam Vinatieri kick),21,9
3.0,9:53,Colts,Austin Collie 6 yard pass from Peyton Manning (Adam Vinatieri kick),28,9
4.0,7:32,Colts,Adam Vinatieri 23 yard field goal,31,9
