Quarter,Time,Tm,Detail,DAL,WAS
1.0,12:49,Cowboys,DeMarco Murray 3 yard rush (Dan Bailey kick),7,0
,4:15,Redskins,Kai Forbath 36 yard field goal,7,3
2.0,7:36,Redskins,Kai Forbath 22 yard field goal,7,6
,4:37,Cowboys,Dez Bryant 14 yard pass from Tony Romo (Dan Bailey kick),14,6
3.0,9:09,Redskins,Pierre Garcon 8 yard pass from Kirk Cousins (Kai Forbath kick),14,13
,3:41,Redskins,Alfred Morris 4 yard rush (Kai Forbath kick),14,20
4.0,14:56,Redskins,Kai Forbath 47 yard field goal,14,23
,6:09,Cowboys,Dan Bailey 25 yard field goal,17,23
,1:08,Cowboys,DeMarco Murray 10 yard pass from Tony Romo (Dan Bailey kick),24,23
