0,1
Game Info,Game Info
Won Toss,Redskins
Roof,outdoors
Surface,grass
Duration,3:01
Attendance,80411
Weather,"65 degrees, relative humidity 92%, wind 5 mph, wind chill 0"
Vegas Line,Dallas Cowboys -2.5
Over/Under,51.0 (under)
