Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA
1,5:47,2,11,DAL 26,7,0,Kirk Cousins pass complete short middle to Pierre Garcon for 1 yard (tackle by Orlando Scandrick),3.230,2.680
1,5:05,3,10,DAL 25,7,0,Kirk Cousins pass complete short left to Pierre Garcon for 7 yards (tackle by Orlando Scandrick),2.680,2.350
1,4:22,4,3,DAL 18,7,3,Kai Forbath 36 yard field goal good,2.350,3.000
1,4:22,,,WAS 35,7,3,"Kai Forbath kicks off 62 yards, returned by Micheal Spurlock for 19 yards (tackle by Niles Paul)",0.000,-0.410
1,4:09,1,10,DAL 22,7,3,DeMarco Murray right tackle for 3 yards (tackle by Barry Cofield and London Fletcher),0.410,0.270
1,3:27,2,7,DAL 25,7,3,DeMarco Murray right end for 3 yards (tackle by Perry Riley),0.270,-0.030
1,2:45,3,4,DAL 28,7,3,Tony Romo pass complete short left to Jason Witten for 8 yards (tackle by E.J. Biggers),-0.030,1.330
1,2:07,1,10,DAL 36,7,3,DeMarco Murray right end for 1 yard (tackle by London Fletcher),1.330,0.930
1,1:28,2,9,DAL 37,7,3,Tony Romo pass complete short middle to Jason Witten for 5 yards (tackle by Josh Wilson),0.930,0.890
1,0:43,3,4,DAL 42,7,3,"Penalty on Tony Romo: Delay of Game, 5 yards (no play)",0.890,0.230
1,0:16,3,9,DAL 37,7,3,Tony Romo sacked by Brandon Meriweather for -4 yards,0.230,-1.180
Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,13,DAL 33,7,3,Chris Jones punts 46 yards,-1.180,-0.340
2,14:51,1,10,WAS 21,7,3,Alfred Morris left end for 5 yards (tackle by Bruce Carter),0.340,0.480
2,14:10,2,5,WAS 26,7,3,Kirk Cousins left end for 6 yards (tackle by Orlando Scandrick),0.480,1.070
2,13:34,1,10,WAS 32,7,3,"Penalty on George Selvie: Neutral Zone Infraction, 5 yards (no play)",1.070,1.800
2,13:15,1,5,WAS 37,7,3,Alfred Morris right end for 18 yards (tackle by Jeff Heath),1.800,2.590
2,12:37,1,10,DAL 45,7,3,Alfred Morris left end for no gain (tackle by Bruce Carter and Nick Hayden),2.590,2.040
2,12:00,2,10,DAL 45,7,3,Kirk Cousins pass complete short left to Pierre Garcon for 8 yards (tackle by Brandon Carr),2.040,2.410
2,11:17,3,2,DAL 37,7,3,Kirk Cousins pass complete short middle to Pierre Garcon for 28 yards (tackle by J.J. Wilcox),2.410,5.140
2,10:30,1,9,DAL 9,7,3,Alfred Morris right end for 2 yards (tackle by Kyle Wilber),5.140,4.760
2,9:52,2,7,DAL 7,7,3,Kirk Cousins pass complete short middle to Darrel Young for 5 yards (tackle by Bruce Carter and J.J. Wilcox),4.760,4.950
2,9:52,3,2,DAL 2,7,3,"Penalty on Santana Moss: False Start, 5 yards (no play)",4.950,3.810
2,8:41,3,7,DAL 7,7,3,"Kirk Cousins pass complete short right to Pierre Garcon for 6 yards (tackle by J.J. Wilcox). Penalty on Logan Paulsen: Illegal Shift, 5 yards (no play)",3.810,3.810
2,8:21,3,7,DAL 7,7,3,Timeout #1 by Washington Redskins,3.810,3.100
2,8:21,3,12,DAL 12,7,3,Kirk Cousins pass complete short middle to Santana Moss for 8 yards (tackle by Orlando Scandrick),3.100,3.030
2,7:40,4,4,DAL 4,7,6,Kai Forbath 22 yard field goal good,3.030,3.000
2,7:40,,,WAS 35,7,6,"Kai Forbath kicks off 67 yards, returned by Micheal Spurlock for 16 yards (tackle by Jose Gumbs). Penalty on Kyle Wilber: Offensive Holding, 7 yards",0.000,0.380
2,7:28,1,10,DAL 7,7,6,DeMarco Murray right end for 43 yards (tackle by DeAngelo Hall),-0.380,2.260
2,6:52,1,10,,7,6,Tony Romo pass complete short right to DeMarco Murray for 4 yards (tackle by Ryan Kerrigan and Perry Riley),2.260,2.250
2,6:08,2,6,WAS 46,7,6,Tony Romo pass complete deep right to Dez Bryant for 31 yards (tackle by Brandon Meriweather),2.250,4.580
2,5:39,1,10,WAS 15,7,6,DeMarco Murray right guard for 1 yard (tackle by Reed Doughty and Josh Wilson),4.580,4.110
2,4:58,2,9,WAS 14,7,6,Tony Romo pass incomplete short middle intended for Dez Bryant,4.110,3.240
2,4:46,3,9,WAS 14,13,6,"Tony Romo pass complete short middle to Dez Bryant for 14 yards, touchdown",3.240,7.000
2,4:46,,,WAS 2,14,6,Dan Bailey kicks extra point good,0.000,0.000
2,4:46,,,DAL 35,14,6,"Dan Bailey kicks off 68 yards, returned by Nick Williams for 25 yards (tackle by Edgar Jones)",0.000,-0.410
2,4:32,1,10,WAS 22,14,6,Alfred Morris up the middle for 2 yards (tackle by Kyle Wilber),0.410,0.140
2,3:56,2,8,WAS 24,14,6,Kirk Cousins pass complete short middle to Fred Davis for 9 yards (tackle by Kyle Wilber and DeVonte Holloman),0.140,1.140
2,3:16,1,10,WAS 33,14,6,Kirk Cousins pass complete short middle to Logan Paulsen for 2 yards (tackle by DeVonte Holloman and Nick Hayden),1.140,0.860
2,2:36,2,8,WAS 35,14,6,Alfred Morris left guard for -1 yards (tackle by Jason Hatcher),0.860,0.040
2,2:00,3,9,WAS 34,14,6,Kirk Cousins pass complete deep left to Pierre Garcon for 26 yards (tackle by Sterling Moore),0.040,2.920
2,1:31,1,10,DAL 40,14,6,Kirk Cousins pass complete short middle to Pierre Garcon for 12 yards (tackle by Bruce Carter and Barry Church),2.920,3.710
2,1:05,1,10,DAL 28,14,6,Kirk Cousins pass incomplete short left intended for Pierre Garcon,3.710,3.170
2,1:00,2,10,DAL 28,14,6,Kirk Cousins pass incomplete deep middle intended for Josh Morgan,3.170,2.480
2,0:55,3,10,DAL 28,14,6,Kirk Cousins pass incomplete deep left intended for Santana Moss is intercepted by Jeff Heath at DAL-7,2.480,0.380
2,0:47,1,10,DAL 7,14,6,DeMarco Murray left end for 7 yards (tackle by E.J. Biggers),-0.380,-0.250
Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,14,6,"Kai Forbath kicks off no gain, returned by Micheal Spurlock for 16 yards (tackle by Niles Paul)",0.000,-0.370
3,14:55,1,10,DAL 11,14,6,DeMarco Murray right end for 11 yards (tackle by Brian Orakpo),-0.370,0.410
3,14:19,1,10,DAL 22,14,6,DeMarco Murray left end for 2 yards (tackle by Josh Wilson and Reed Doughty),0.410,0.140
3,13:40,2,8,DAL 24,14,6,"Tony Romo pass complete short right to Tyler Clutts for 4 yards (tackle by Josh Wilson). Tyler Clutts fumbles (forced by Josh Wilson), recovered by Josh Wilson at DAL-28 (tackle by Tyler Clutts). Penalty on Josh Wilson: Defensive Delay of Game, 5 yards",0.140,-3.380
3,13:29,1,10,DAL 33,14,6,Kirk Cousins pass complete short middle to Darrel Young for no gain,3.380,2.840
3,12:47,2,10,DAL 33,14,6,Kirk Cousins pass complete short right to Pierre Garcon for 10 yards (tackle by Barry Church and Brandon Carr),2.840,4.040
3,12:07,1,10,DAL 23,14,6,"Alfred Morris left end for 8 yards (tackle by Brandon Carr). Penalty on DAL: Defensive Offside, 5 yards (no play)",4.040,4.860
3,11:30,1,5,DAL 18,14,6,Alfred Morris right end for 4 yards (tackle by Barry Church and DeVonte Holloman),4.860,4.950
3,10:52,2,1,DAL 14,14,6,Alfred Morris left tackle for 7 yards (tackle by Jeff Heath and Barry Church),4.950,5.600
3,10:13,1,7,DAL 7,14,6,"Penalty on Will Montgomery: False Start, 5 yards (no play)",5.600,4.640
3,9:48,1,12,DAL 12,14,6,Josh Morgan right end for 4 yards (tackle by J.J. Wilcox),4.640,4.640
3,9:18,1,12,DAL 12,14,6,Timeout #1 by Dallas Cowboys,4.640,4.570
3,9:18,2,8,DAL 8,14,6,Kirk Cousins pass incomplete short right intended for Pierre Garcon (defended by Brandon Carr),4.570,3.580
3,9:14,3,8,DAL 8,14,12,"Kirk Cousins pass complete short middle to Pierre Garcon for 8 yards, touchdown. Penalty on Bruce Carter: Defensive Offside (Declined)",3.580,7.000
3,9:14,,,DAL 2,14,13,Kai Forbath kicks extra point good,0.000,0.000
3,9:14,,,WAS 35,14,13,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.280
3,9:09,1,10,DAL 20,14,13,Tony Romo pass complete short left to Dez Bryant for 11 yards (tackle by DeAngelo Hall and Perry Riley),0.280,1.000
3,8:26,1,10,DAL 31,14,13,Tony Romo pass complete short left to Cole Beasley for 9 yards (tackle by Jose Gumbs),1.000,1.680
3,7:50,2,1,DAL 40,14,13,DeMarco Murray left end for 1 yard (tackle by Jarvis Jenkins and Perry Riley),1.680,1.660
3,7:02,1,10,DAL 41,14,13,Tony Romo pass incomplete short left intended for Dez Bryant is intercepted by DeAngelo Hall at WAS-47 and returned for 6 yards,1.660,-2.460
3,6:54,1,10,DAL 47,14,13,Alfred Morris left end for 2 yards (tackle by Bruce Carter),2.460,2.180
3,6:17,2,8,DAL 45,14,13,Kirk Cousins pass complete short middle to Pierre Garcon for 19 yards (tackle by Brandon Carr),2.180,3.840
3,5:30,1,10,DAL 26,14,13,Kirk Cousins pass incomplete short right intended for Pierre Garcon,3.840,3.300
3,5:25,2,10,DAL 26,14,13,Alfred Morris left tackle for 9 yards (tackle by Barry Church),3.300,3.950
3,4:50,3,1,DAL 17,14,13,Alfred Morris left guard for 6 yards (tackle by Bruce Carter),3.950,4.840
3,4:19,1,10,DAL 11,14,13,Alfred Morris left tackle for 7 yards (tackle by Jeff Heath and Bruce Carter),4.840,5.470
3,4:00,2,3,DAL 4,14,19,"Alfred Morris left end for 4 yards, touchdown",5.470,7.000
3,4:00,,,DAL 2,14,20,Kai Forbath kicks extra point good,0.000,0.000
3,4:00,,,WAS 35,14,20,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.280
3,3:41,1,10,DAL 20,14,20,Tony Romo pass incomplete short left intended for Dez Bryant,0.280,-0.270
3,3:36,2,10,DAL 20,14,20,Tony Romo pass incomplete deep left intended for Dez Bryant,-0.270,-0.960
3,3:30,3,10,DAL 20,14,20,Tony Romo sacked by Ryan Kerrigan for -8 yards,-0.960,-2.490
3,3:04,4,18,DAL 12,14,20,"Chris Jones punts 57 yards, returned by Santana Moss for 17 yards (tackle by Jeff Heath)",-2.490,-2.130
3,2:51,1,10,WAS 48,14,20,Alfred Morris up the middle for 2 yards (tackle by DeVonte Holloman and DeMarcus Ware),2.130,1.850
3,2:18,2,8,,14,20,Kirk Cousins pass incomplete short left intended for Darrel Young,1.850,1.160
3,2:13,3,8,,14,20,"Penalty on Kirk Cousins: Delay of Game, 5 yards (no play)",1.160,0.500
3,2:13,3,13,WAS 45,14,20,"Kirk Cousins pass complete short right to Santana Moss for 5 yards (tackle by Orlando Scandrick). Penalty on J.J. Wilcox: Unnecessary Roughness, 15 yards",0.500,3.250
3,1:51,1,10,DAL 35,14,20,Alfred Morris right end for 3 yards (tackle by George Selvie),3.250,3.110
3,1:13,2,7,DAL 32,14,20,Roy Helu right tackle for -2 yards (tackle by George Selvie),3.110,2.150
3,0:34,3,9,DAL 34,14,20,Kirk Cousins pass complete short middle to Logan Paulsen for 5 yards (tackle by Bruce Carter),2.150,1.560
Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,4,DAL 29,14,23,Kai Forbath 47 yard field goal good,1.560,3.000
4,15:00,,,WAS 35,14,23,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.280
4,14:56,1,10,DAL 20,14,23,DeMarco Murray right end for 5 yards (tackle by Kedric Golston and London Fletcher),0.280,0.410
4,14:24,2,5,DAL 25,14,23,DeMarco Murray left end for 1 yard (tackle by Brian Orakpo and Perry Riley),0.410,-0.160
4,13:40,3,4,DAL 26,14,23,Tony Romo pass complete short left to Terrance Williams for 13 yards (tackle by Brandon Meriweather),-0.160,1.530
4,13:19,1,10,DAL 39,14,23,DeMarco Murray right tackle for 6 yards (tackle by Kedric Golston and London Fletcher),1.530,1.800
4,12:40,2,4,DAL 45,14,23,DeMarco Murray left end for 3 yards (tackle by Perry Riley and Ryan Kerrigan),1.800,1.490
4,11:59,3,1,DAL 48,14,23,Tony Romo pass complete short left to Miles Austin for 8 yards (tackle by DeAngelo Hall),1.490,2.650
4,11:15,1,10,WAS 44,14,23,DeMarco Murray left end for no gain (tackle by Darryl Tapp),2.650,2.110
4,10:27,2,10,WAS 44,14,23,DeMarco Murray right end for 4 yards (tackle by David Amerson),2.110,1.950
4,9:43,3,6,WAS 40,14,23,Tony Romo pass complete short left to Terrance Williams for 5 yards (tackle by Josh Wilson and London Fletcher),1.950,1.950
4,9:07,3,6,WAS 40,14,23,Timeout #1 by Washington Redskins,1.950,1.000
4,9:07,4,1,WAS 35,14,23,"Penalty on Doug Free: False Start, 5 yards (no play)",1.000,0.590
4,9:06,4,6,WAS 40,14,23,Tony Romo pass complete short middle to Cole Beasley for 20 yards (tackle by DeAngelo Hall),0.590,4.240
4,8:30,1,10,WAS 20,14,23,DeMarco Murray left end for 6 yards (tackle by Brandon Meriweather),4.240,4.640
4,7:53,2,4,WAS 14,14,23,"Tony Romo pass incomplete short left intended for Dez Bryant. Penalty on Josh Wilson: Defensive Holding, 5 yards (no play)",4.640,5.140
4,7:45,1,9,WAS 9,14,23,DeMarco Murray right tackle for 1 yard (tackle by Josh Wilson and Ryan Kerrigan),5.140,4.570
4,7:03,2,8,WAS 8,14,23,Tony Romo pass complete short right to DeMarco Murray for 1 yard (tackle by Brandon Meriweather),4.570,3.810
4,6:20,3,7,WAS 7,14,23,Tony Romo pass incomplete short middle intended for Dez Bryant,3.810,2.970
4,6:14,4,7,WAS 7,17,23,Dan Bailey 25 yard field goal good,2.970,3.000
4,6:14,,,DAL 35,17,23,"Dan Bailey kicks off 55 yards, returned by Josh Morgan for 12 yards (tackle by Joseph Randle)",0.000,-0.410
4,6:05,1,10,WAS 22,17,23,Kirk Cousins pass incomplete short middle intended for Pierre Garcon,0.410,-0.130
4,6:00,2,10,WAS 22,17,23,Alfred Morris right guard for 1 yard (tackle by Bruce Carter and Nick Hayden),-0.130,-0.690
4,5:23,3,9,WAS 23,17,23,Kirk Cousins pass complete short middle to Aldrick Robinson for 14 yards (tackle by Sterling Moore),-0.690,1.400
4,4:38,1,10,WAS 37,17,23,Alfred Morris right guard for no gain (tackle by DeVonte Holloman and Nick Hayden),1.400,0.860
4,3:59,2,10,WAS 37,17,23,Kirk Cousins left guard for 4 yards (tackle by DeMarcus Ware),0.860,0.860
4,3:53,2,10,WAS 37,17,23,Timeout #2 by Dallas Cowboys,0.860,0.700
4,3:53,3,6,WAS 41,17,23,Kirk Cousins pass incomplete short middle intended for Pierre Garcon (defended by Orlando Scandrick),0.700,-0.650
4,3:47,4,6,WAS 41,17,23,"Saverio Rocca punts 46 yards, out of bounds",-0.650,0.320
4,3:39,1,10,DAL 13,17,23,Tony Romo pass incomplete short left intended for Terrance Williams,-0.320,-0.770
4,3:28,2,10,DAL 13,17,23,Tony Romo pass complete short left to Terrance Williams for 15 yards (tackle by David Amerson),-0.770,0.810
4,3:21,1,10,DAL 28,17,23,Tony Romo pass incomplete deep left intended for Dez Bryant (defended by DeAngelo Hall),0.810,0.260
4,3:14,2,10,DAL 28,17,23,Tony Romo pass complete deep right to Terrance Williams for 51 yards (tackle by Josh Wilson),0.260,4.170
4,2:23,1,10,WAS 21,17,23,Tony Romo pass complete short right to Dez Bryant for 17 yards (tackle by Ryan Kerrigan),4.170,4.170
4,2:16,1,10,WAS 21,17,23,Timeout #2 by Washington Redskins,4.170,6.280
4,2:16,1,4,WAS 4,17,23,DeMarco Murray left tackle for 3 yards (tackle by Brandon Meriweather and Chris Baker),6.280,5.910
4,1:59,2,1,WAS 1,17,23,DeMarco Murray right guard for no gain (tackle by Reed Doughty and Perry Riley),5.910,5.910
4,1:55,2,1,WAS 1,17,23,Timeout #3 by Washington Redskins,5.910,5.170
4,1:55,3,1,WAS 1,17,23,DeMarco Murray left end for -9 yards (tackle by Perry Riley),5.170,5.170
4,1:16,3,1,WAS 1,17,23,Timeout #3 by Dallas Cowboys,5.170,2.760
4,1:16,4,10,WAS 10,23,23,"Tony Romo pass complete short right to DeMarco Murray for 10 yards, touchdown. Penalty on DeMarco Murray: Personal Foul (Offsetting), Penalty on Brandon Meriweather: Personal Foul (Offsetting)",2.760,7.000
4,1:16,,,WAS 2,24,23,Dan Bailey kicks extra point good,0.000,0.000
4,1:16,,,DAL 35,24,23,"Dan Bailey kicks off 63 yards, returned by Nick Williams for 21 yards (tackle by Micheal Spurlock). Penalty on David Amerson: Illegal Block Above the Waist, 10 yards",0.000,0.320
4,1:01,1,10,WAS 13,24,23,Kirk Cousins pass complete short left to Roy Helu for 4 yards (tackle by Brandon Carr),-0.320,-0.300
4,0:56,2,6,WAS 17,24,23,Kirk Cousins pass incomplete deep left intended for Aldrick Robinson,-0.300,-0.940
4,0:51,3,6,WAS 17,24,23,Kirk Cousins pass incomplete short right intended for Pierre Garcon,-0.940,-2.320
4,0:45,4,6,WAS 17,24,23,Kirk Cousins pass incomplete short left intended for Santana Moss,-2.320,-4.510
4,0:40,1,10,WAS 16,24,23,Tony Romo kneels for -1 yards,4.510,3.770
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
