Quarter,Time,Tm,Detail,NWE,BUF
1.0,10:08,Bills,Rian Lindell 26 yard field goal,0,3
,3:46,Patriots,Danny Woodhead 29 yard rush (Shayne Graham kick),7,3
2.0,12:27,Patriots,Rob Gronkowski 8 yard pass from Tom Brady (Shayne Graham kick),14,3
,3:57,Patriots,Shayne Graham 34 yard field goal,17,3
,0:33,Patriots,Alge Crumpler 4 yard pass from Tom Brady (Shayne Graham kick),24,3
3.0,11:27,Patriots,Rob Gronkowski 8 yard pass from Tom Brady (Shayne Graham kick),31,3
4.0,10:15,Patriots,Shayne Graham 26 yard field goal,34,3
