Quarter,Time,Down,ToGo,Location,TEN,KAN,Detail,EPB,EPA
1,4:08,1,10,TEN 26,0,7,Matt Cassel pass incomplete deep left intended for Chris Chambers,3.840,3.300
1,4:02,,,,0,7,Timeout #1 by Kansas City Chiefs,0.000,3.300
1,4:02,2,10,TEN 26,0,7,Thomas Jones left end for 2 yards (tackle by Jacob Ford),3.300,2.870
1,3:21,3,8,TEN 24,0,7,Matt Cassel pass complete short right to Tony Moeaki for 17 yards (tackle by Chris Hope),2.870,5.600
1,2:40,1,7,TEN 7,0,7,Thomas Jones left end for 2 yards (tackle by Jason Babin),5.600,5.150
1,1:59,2,5,TEN 5,0,13,"Matt Cassel pass complete short right to Jamaal Charles for 5 yards, touchdown",5.150,7.000
1,,,,TEN 2,0,14,Ryan Succop kicks extra point good,0.000,0.000
1,,,,KAN 30,0,14,"Ryan Succop kicks off 60 yards, returned by Marc Mariani for 14 yards (tackle by Verran Tucker)",0.000,0.540
1,1:45,1,10,TEN 24,0,14,Chris Johnson middle for 1 yard (tackle by Glenn Dorsey),0.540,0.130
1,1:12,2,9,TEN 25,0,14,"Kerry Collins for no gain. Kerry Collins fumbles, recovered by Chris Johnson at TEN-20",0.130,-1.220
1,0:26,3,14,TEN 20,0,14,Kerry Collins pass incomplete deep middle intended for Justin Gage,-1.220,-2.030
1,0:20,4,14,TEN 20,0,14,"Brett Kern punts 44 yards, returned by Javier Arenas for 2 yards (tackle by Tim Shaw)",-2.030,-1.470
1,0:09,1,10,KAN 38,0,14,Thomas Jones middle for -1 yards (tackle by Jacob Ford),1.470,0.790
Quarter,Time,Down,ToGo,Location,TEN,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,11,KAN 37,0,14,Matt Cassel pass complete short right to Dwayne Bowe for 8 yards (tackle by Jason Babin and Cortland Finnegan),0.790,1.160
2,14:21,3,3,KAN 45,0,14,Matt Cassel pass complete short left to Tony Moeaki for 19 yards (tackle by Cortland Finnegan),1.160,3.180
2,13:35,1,10,TEN 36,0,14,Thomas Jones middle for 1 yard (tackle by Will Witherspoon and Jacob Ford),3.180,2.770
2,12:58,2,9,TEN 35,0,14,Jamaal Charles for 17 yards,2.770,4.370
2,12:26,1,10,TEN 18,0,14,Matt Cassel pass incomplete short right intended for Dwayne Bowe,4.370,3.800
2,12:21,2,10,TEN 18,0,14,Thomas Jones middle for 2 yards (tackle by Jason Babin),3.800,3.300
2,11:42,3,8,TEN 16,0,14,Matt Cassel pass incomplete deep left intended for Chris Chambers (defended by Jason McCourty),3.300,2.380
2,11:36,4,8,TEN 16,0,17,Ryan Succop 35 yard field goal good,2.380,3.000
2,,,,KAN 30,0,17,"Ryan Succop kicks off 55 yards, returned by Marc Mariani for 12 yards (tackle by Demorrio Williams). Penalty on Kevin Matthews: Offensive Holding, 10 yards",0.000,-0.060
2,11:24,1,10,TEN 17,0,17,Kerry Collins pass incomplete short left intended for Nate Washington,-0.060,-0.580
2,11:20,2,10,TEN 17,0,17,"Chris Johnson right end for 1 yard (tackle by Shaun Smith and Mike Vrabel). Penalty on Jake Scott: Unnecessary Roughness, 9 yards",-0.580,-1.360
2,10:51,2,18,TEN 9,0,17,"Kerry Collins pass complete deep left to Jared Cook for 28 yards (tackle by Brandon Carr). Penalty on Jon McGraw: Unnecessary Roughness, 15 yards",-1.360,2.390
2,10:26,1,10,KAN 48,0,17,Chris Johnson right end for -1 yards (tackle by Eric Berry),2.390,1.710
2,9:43,2,11,KAN 49,0,17,Kerry Collins pass incomplete short left intended for Craig Stevens,1.710,1.030
2,9:39,3,11,KAN 49,0,17,Kerry Collins pass incomplete deep middle intended for Justin Gage,1.030,0.000
2,9:32,4,11,KAN 49,0,17,"Brett Kern punts 31 yards, fair catch by Javier Arenas",0.000,-0.040
2,9:24,1,10,KAN 18,0,17,Matt Cassel for 16 yards (tackle by Chris Hope),0.040,1.200
2,8:54,1,10,KAN 34,0,17,Jamaal Charles right end for 3 yards (tackle by Chris Hope and Stephen Tulloch),1.200,1.060
2,8:16,2,7,KAN 37,0,17,"Penalty on KAN: False Start, 5 yards (no play)",1.060,0.390
2,7:58,2,12,KAN 32,0,17,"Matt Cassel pass complete short right to Tony Moeaki for 8 yards (tackle by Jason Jones). Penalty on Tim Castille: Unnecessary Roughness, 15 yards",0.390,-1.220
2,7:30,3,19,KAN 25,0,23,"Matt Cassel pass complete deep middle to Dwayne Bowe for 75 yards, touchdown. Penalty on Jamaal Charles: Unsportsmanlike Conduct, 15 yards",-1.220,7.000
2,,,,TEN 2,0,24,Ryan Succop kicks extra point good,0.000,0.000
2,,,,KAN 15,0,24,"Ryan Succop kicks off 56 yards, returned by Marc Mariani for 16 yards (tackle by Verran Tucker)",0.000,1.930
2,7:13,1,10,TEN 45,0,24,"Kerry Collins pass incomplete deep right intended for Nate Washington (defended by Brandon Flowers). Penalty on Michael Roos: Offensive Holding, 10 yards (no play)",1.930,1.270
2,7:07,1,20,TEN 35,0,24,Chris Johnson left end for 17 yards (tackle by Derrick Johnson),1.270,2.330
2,6:40,2,3,KAN 48,0,24,Chris Johnson right end for -3 yards (tackle by Derrick Johnson),2.330,1.220
2,5:58,3,6,TEN 49,0,24,Kerry Collins pass incomplete short right intended for Javon Ringer,1.220,-0.130
2,5:52,4,6,TEN 49,0,24,Brett Kern punts 43 yards,-0.130,0.380
2,5:45,1,10,KAN 8,0,24,"Penalty on Barry Richardson: False Start, 4 yards (no play)",-0.380,-0.530
2,5:45,1,14,KAN 4,0,24,"Thomas Jones left tackle for -1 yards (tackle by Alterraun Verner). Thomas Jones fumbles (forced by Alterraun Verner), recovered by Branden Albert at KAN-3",-0.530,-1.150
2,5:15,,,,0,24,Timeout #2 by Kansas City Chiefs,0.000,-1.150
2,5:15,2,15,KAN 3,0,24,Matt Cassel pass incomplete short middle intended for Thomas Jones (defended by Sen'Derrick Marks),-1.150,-2.010
2,5:15,3,15,KAN 3,0,24,Jamaal Charles left guard for 7 yards (tackle by Stephen Tulloch and Will Witherspoon),-2.010,-2.490
2,4:32,4,8,KAN 10,0,24,"Dustin Colquitt punts 43 yards, returned by Marc Mariani for no gain",-2.490,-2.060
2,4:23,1,10,TEN 47,6,24,"Kerry Collins pass complete deep left to Kenny Britt for 53 yards, touchdown",2.060,7.000
2,,,,KAN 2,7,24,Rob Bironas kicks extra point good,0.000,0.000
2,,,,TEN 30,7,24,"Rob Bironas kicks off 67 yards, returned by Dexter McCluster for 26 yards (tackle by Damian Williams)",0.000,0.870
2,4:07,1,10,KAN 29,7,24,Thomas Jones middle for 1 yard (tackle by Marques Douglas),0.870,0.460
2,3:25,2,9,KAN 30,7,24,Matt Cassel pass complete short left to Terrance Copper for 6 yards (tackle by Alterraun Verner),0.460,0.560
2,3:02,3,3,KAN 36,7,24,Dexter McCluster left end for 4 yards (tackle by Jacob Ford),0.560,1.600
2,2:22,1,10,KAN 40,7,24,Matt Cassel pass complete short left to Chris Chambers for 6 yards (tackle by Alterraun Verner),1.600,1.860
2,2:00,2,4,KAN 46,7,24,Jamaal Charles right end for 9 yards (tackle by Jason Babin),1.860,2.590
2,1:42,1,10,TEN 45,7,24,Matt Cassel pass incomplete deep right intended for Tony Moeaki,2.590,2.040
2,1:37,2,10,TEN 45,7,24,Jamaal Charles right end for 11 yards (tackle by Stephen Tulloch and Alterraun Verner),2.040,3.310
2,1:10,1,10,TEN 34,7,24,Matt Cassel pass incomplete short left intended for Chris Chambers (defended by Jason McCourty),3.310,2.770
2,1:06,2,10,TEN 34,7,24,Matt Cassel middle for 4 yards (tackle by Jacob Ford),2.770,2.610
2,0:54,,,,7,24,Timeout #3 by Kansas City Chiefs,0.000,2.610
2,0:54,3,6,TEN 30,7,24,Matt Cassel pass incomplete deep left intended for Dwayne Bowe (defended by Cortland Finnegan),2.610,1.430
2,0:47,4,6,TEN 30,7,24,Ryan Succop 48 yard field goal no good,1.430,-1.470
2,0:42,1,10,TEN 38,7,24,Kerry Collins pass complete short right to Nate Washington for 12 yards,1.470,2.260
2,0:37,1,10,,7,30,"Kerry Collins pass incomplete short right intended for Nate Washington is intercepted by Eric Berry at KAN-46 and returned for 54 yards, touchdown",2.260,-7.000
2,,,,TEN 2,7,31,Ryan Succop kicks extra point good,0.000,0.000
2,,,,KAN 30,7,31,"Ryan Succop kicks off 45 yards, returned by Ahmard Hall for 6 yards (tackle by Tim Castille)",0.000,1.000
2,0:18,1,10,TEN 31,7,31,Chris Johnson right guard for 17 yards (tackle by Javier Arenas),1.000,2.130
2,0:11,,,,7,31,Timeout #1 by Tennessee Titans,0.000,2.130
2,0:11,1,10,TEN 48,7,31,Kerry Collins pass incomplete short right intended for Jared Cook,2.130,1.580
2,0:07,2,10,TEN 48,7,31,Kerry Collins pass complete short right to Jared Cook for 18 yards (tackle by Brandon Flowers),1.580,3.310
Quarter,Time,Down,ToGo,Location,TEN,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,7,31,"Ryan Succop kicks off 69 yards, returned by Marc Mariani for 38 yards (tackle by Terrance Copper)",0.000,1.530
3,14:52,1,10,TEN 39,7,31,Kerry Collins pass incomplete short right intended for Chris Johnson (defended by Derrick Johnson),1.530,0.990
3,14:45,2,10,TEN 39,7,31,Chris Johnson right tackle for 6 yards (tackle by Kendrick Lewis),0.990,1.090
3,14:07,3,4,TEN 45,7,31,Kerry Collins pass incomplete deep left intended for Kenny Britt,1.090,-0.390
3,13:58,4,4,TEN 45,7,31,"Brett Kern punts 45 yards, returned by Javier Arenas for -1 yards (tackle by Jason McCourty)",-0.390,0.380
3,13:50,1,10,KAN 9,7,31,Thomas Jones middle for no gain (tackle by Sen'Derrick Marks). Penalty on Dwayne Bowe: Offensive Holding (Declined),-0.380,-0.780
3,13:30,2,10,KAN 9,7,31,Jamaal Charles middle for 3 yards (tackle by Stephen Tulloch),-0.780,-1.070
3,12:48,3,7,KAN 12,7,31,Matt Cassel pass complete short middle to Tony Moeaki for 10 yards (tackle by Will Witherspoon),-1.070,0.410
3,12:02,1,10,KAN 22,7,31,Jamaal Charles right guard for 3 yards (tackle by Stephen Tulloch),0.410,0.270
3,11:21,2,7,KAN 25,7,31,Jamaal Charles left end for 3 yards (tackle by Gerald McRath and Michael Griffin),0.270,-0.030
3,10:41,3,4,KAN 28,7,31,Matt Cassel pass complete short right to Chris Chambers for 11 yards (tackle by Alterraun Verner). Penalty on Stephen Tulloch: Defensive Holding (Declined),-0.030,1.530
3,10:12,1,10,KAN 39,7,31,Thomas Jones middle for 9 yards (tackle by Stephen Tulloch and Chris Hope),1.530,2.200
3,9:26,2,1,KAN 48,7,31,Thomas Jones left end for -4 yards (tackle by Jacob Ford),2.200,0.960
3,8:41,3,5,KAN 44,7,31,Matt Cassel pass incomplete short right intended for Jake O'Connell (defended by Cortland Finnegan),0.960,-0.460
3,8:36,4,5,KAN 44,7,31,"Dustin Colquitt punts 56 yards, touchback",-0.460,-0.280
3,8:26,1,10,TEN 20,7,31,"Penalty on David Stewart: False Start, 5 yards (no play)",0.280,-0.310
3,8:26,1,15,TEN 15,7,31,Chris Johnson left end for no gain (tackle by Tyson Jackson),-0.310,-1.070
3,7:47,2,15,TEN 15,7,31,Kerry Collins pass incomplete short left intended for Marc Mariani (defended by Brandon Carr),-1.070,-1.860
3,7:43,3,15,TEN 15,7,31,"Penalty on Michael Roos: False Start, 5 yards (no play)",-1.860,-2.590
3,7:43,3,20,TEN 10,7,31,Kerry Collins pass incomplete short left intended for Chris Johnson,-2.590,-2.490
3,7:36,4,20,TEN 10,7,31,"Brett Kern punts 40 yards. Penalty on Andy Studebaker: Offensive Holding (Offsetting), Penalty on Gerald McRath: Ineligible Downfield Kic (Offsetting) (no play)",-2.490,-2.490
3,7:25,4,20,TEN 10,7,31,"Brett Kern punts 47 yards, returned by Javier Arenas for 29 yards (tackle by Donnie Nickey)",-2.490,-3.710
3,7:09,1,10,TEN 28,7,31,Thomas Jones middle for 2 yards (tackle by Will Witherspoon),3.710,3.440
3,6:38,2,8,TEN 26,7,31,Thomas Jones middle for 2 yards (tackle by Stephen Tulloch),3.440,3.010
3,5:53,3,6,TEN 24,7,31,Matt Cassel pass incomplete short left intended for Jamaal Charles,3.010,1.890
3,5:48,4,6,TEN 24,7,34,Ryan Succop 42 yard field goal good,1.890,3.000
3,,,,KAN 30,7,34,"Ryan Succop kicks off 57 yards, returned by Marc Mariani for 18 yards (tackle by Tim Castille)",0.000,1.000
3,5:38,1,10,TEN 31,7,34,"Kerry Collins pass incomplete short left intended for Kenny Britt (defended by Brandon Carr). Penalty on Shaun Smith: Unnecessary Roughness, 15 yards (no play)",1.000,1.990
3,5:33,1,10,TEN 46,7,34,"Kerry Collins pass incomplete deep middle intended for Kenny Britt is intercepted by Kendrick Lewis at KAN-30 and returned for 23 yards. Penalty on Jovan Belcher: Roughing the Passer, 15 yards (no play)",1.990,2.980
3,5:23,,,,7,34,Timeout #1 by Kansas City Chiefs,0.000,2.980
3,5:23,1,10,KAN 39,7,34,Chris Johnson right tackle for 6 yards (tackle by Brandon Flowers),2.980,3.250
3,4:46,2,4,KAN 33,7,34,Kerry Collins pass incomplete deep left intended for Justin Gage,3.250,2.540
3,4:42,3,4,KAN 33,7,34,"Chris Johnson right end for 4 yards (tackle by Glenn Dorsey). Penalty on David Stewart: Unnecessary Roughness, 15 yards",2.540,1.090
3,4:12,3,15,KAN 44,7,34,Kerry Collins pass complete deep left to Jared Cook for 22 yards (tackle by Eric Berry),1.090,4.110
3,3:39,1,10,KAN 22,13,34,"Kerry Collins pass complete deep right to Jared Cook for 22 yards, touchdown",4.110,7.000
3,,,,KAN 2,14,34,Rob Bironas kicks extra point good,0.000,0.000
3,,,,,14,34,"Rob Bironas kicks onside 13 yards. Penalty on Jason McCourty: Offside on Free Kick, 5 yards (no play)",0.000,0.000
3,,,,TEN 25,14,34,"Rob Bironas kicks off 54 yards, returned by Dexter McCluster for 4 yards (tackle by Patrick Bailey)",0.000,0.610
3,3:32,1,10,KAN 25,14,34,Matt Cassel pass incomplete short right intended for Tony Moeaki,0.610,0.060
3,3:28,2,10,KAN 25,14,34,Matt Cassel sacked by Jason Jones and Jason Babin for -6 yards,0.060,-1.510
3,2:50,3,16,KAN 19,14,34,Matt Cassel pass complete short right to Tony Moeaki for 9 yards (tackle by Will Witherspoon),-1.510,-1.500
3,2:15,4,7,KAN 28,14,34,"Dustin Colquitt punts 49 yards, returned by Marc Mariani for no gain",-1.500,-0.480
3,2:05,1,10,TEN 23,14,34,Kerry Collins sacked by Glenn Dorsey for -9 yards,0.480,-1.400
3,1:28,2,19,TEN 14,14,34,Kerry Collins pass incomplete short right intended for Jared Cook (defended by Mike Vrabel),-1.400,-2.340
3,1:21,3,19,TEN 14,14,34,"Kerry Collins pass incomplete deep middle intended for Justin Gage (defended by Kendrick Lewis). Penalty on David Stewart: Illegal Use of Hands (Declined), Penalty on David Stewart: Unnecessary Roughness (Declined)",-2.340,-2.470
3,1:15,4,19,TEN 14,14,34,"Brett Kern punts 40 yards, returned by Javier Arenas for 3 yards (tackle by Tim Shaw)",-2.470,-2.190
3,1:06,1,10,KAN 49,14,34,Thomas Jones middle for 1 yard (tackle by Marques Douglas),2.190,1.780
3,0:22,2,9,,14,34,Brodie Croyle pass complete short left to Tim Castille for -2 yards (tackle by Alterraun Verner),1.780,0.830
Quarter,Time,Down,ToGo,Location,TEN,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,11,KAN 48,14,34,Brodie Croyle pass incomplete short middle intended for Dwayne Bowe is intercepted by Will Witherspoon at TEN-43 and returned for 9 yards,0.830,-2.390
4,14:47,1,10,KAN 48,14,34,Kerry Collins pass complete short right to Nate Washington for 12 yards (tackle by Brandon Flowers),2.390,3.180
4,14:28,1,10,KAN 36,14,34,Kerry Collins pass incomplete short left intended for Kenny Britt (defended by Brandon Carr),3.180,2.640
4,14:22,2,10,KAN 36,14,34,"Chris Johnson left tackle for 5 yards (tackle by Demorrio Williams). Penalty on Fernando Velasco: Offensive Holding, 10 yards (no play)",2.640,1.290
4,14:01,2,20,KAN 46,14,34,Chris Johnson middle for no gain (tackle by Eric Berry),1.290,0.630
4,13:26,3,20,KAN 46,14,34,Kerry Collins sacked by Tamba Hali for -12 yards,0.630,-0.590
4,12:58,4,32,TEN 42,14,34,"Brett Kern punts 58 yards, touchback",-0.590,-0.280
4,12:48,1,10,KAN 20,14,34,Thomas Jones middle for no gain (tackle by Stephen Tulloch),0.280,-0.270
4,12:10,2,10,KAN 20,14,34,Jamaal Charles middle for -5 yards (tackle by Chris Hope),-0.270,-1.860
4,11:30,3,15,KAN 15,14,34,Matt Cassel pass complete short right to Jamaal Charles for 13 yards (tackle by Will Witherspoon),-1.860,-1.500
4,10:50,4,2,KAN 28,14,34,"Dustin Colquitt punts 54 yards, returned by Marc Mariani for 1 yard (tackle by Verran Tucker)",-1.500,-0.150
4,10:41,1,10,TEN 19,14,34,Kerry Collins pass complete short left to Nate Washington for 13 yards (tackle by Brandon Carr),0.150,1.070
4,10:15,1,10,TEN 32,14,34,Kerry Collins pass incomplete short left intended for Nate Washington,1.070,0.530
4,10:12,2,10,TEN 32,14,34,Kerry Collins pass complete deep right to Kenny Britt for 16 yards (tackle by Brandon Flowers),0.530,2.130
4,9:42,1,10,TEN 48,14,34,Kerry Collins pass incomplete deep right intended for Kenny Britt,2.130,1.580
4,9:36,2,10,TEN 48,14,34,Kerry Collins pass complete short right to Damian Williams for 10 yards (tackle by Brandon Flowers),1.580,2.790
,,,,,,,"TEN challenged the incomplete pass ruling, and the original play was overturned.",,
4,9:16,1,10,KAN 42,14,34,Kerry Collins pass incomplete deep left intended for Kenny Britt is intercepted by Brandon Carr at KAN-9,2.790,0.380
4,9:10,1,10,KAN 9,14,34,Matt Cassel pass complete short left to Dexter McCluster for 1 yard (tackle by Alterraun Verner),-0.380,-0.710
4,8:29,2,9,KAN 10,14,34,Jamaal Charles left end for 12 yards (tackle by Michael Griffin and Alterraun Verner),-0.710,0.410
4,7:57,1,10,KAN 22,14,34,Matt Cassel pass complete short left to Chris Chambers for no gain,0.410,-0.130
4,7:24,2,10,KAN 22,14,34,Thomas Jones middle for 11 yards (tackle by Michael Griffin),-0.130,1.140
4,6:43,1,10,KAN 33,14,34,"Matt Cassel pass incomplete short left intended for Chris Chambers. Penalty on Jason McCourty: Defensive Pass Interfere, 5 yards (no play)",1.140,1.470
4,6:38,1,10,KAN 38,14,34,Thomas Jones middle for -1 yards (tackle by Malcolm Sheppard),1.470,0.790
4,5:59,2,11,KAN 37,14,34,Jamaal Charles left tackle for 5 yards (tackle by Michael Griffin),0.790,0.760
4,5:19,3,6,KAN 42,14,34,Matt Cassel pass complete short right to Leonard Pope for 10 yards (tackle by Will Witherspoon),0.760,2.390
4,4:34,1,10,TEN 48,14,34,Thomas Jones middle for 4 yards (tackle by Stephen Tulloch),2.390,2.390
4,4:25,,,,14,34,Timeout #1 by Tennessee Titans,0.000,2.390
4,4:25,2,6,TEN 44,14,34,Matt Cassel pass complete short right to Dwayne Bowe for 27 yards (tackle by Cortland Finnegan),2.390,4.440
4,3:38,,,,14,34,Timeout #3 by Kansas City Chiefs,0.000,4.440
4,3:38,1,10,TEN 17,14,34,"Thomas Jones right end for -2 yards (tackle by Jason Jones). Thomas Jones fumbles (forced by Jason Jones), recovered by Chris Hope at TEN-19 (tackle by Barry Richardson)",4.440,-0.150
4,3:32,1,10,TEN 19,14,34,Kerry Collins pass complete short right to Kenny Britt for 8 yards (tackle by Brandon Flowers),0.150,0.750
4,3:25,2,2,TEN 27,14,34,Kerry Collins pass incomplete short right intended for Jared Cook,0.750,-0.030
4,3:21,3,2,TEN 27,14,34,Kerry Collins pass incomplete short left intended for Justin Gage (defended by Javier Arenas),-0.030,-1.570
4,3:15,4,2,TEN 27,14,34,"Brett Kern punts 44 yards, returned by Javier Arenas for 3 yards (tackle by Craig Stevens)",-1.570,-1.070
4,3:03,1,10,KAN 32,14,34,Thomas Jones middle for 14 yards (tackle by Chris Hope),1.070,1.990
4,2:20,1,10,KAN 46,14,34,Thomas Jones right tackle for 2 yards (tackle by Tim Shaw),1.990,1.720
4,2:00,2,8,KAN 48,14,34,Thomas Jones middle for 1 yard (tackle by Chris Hope),1.720,1.160
4,1:16,3,7,KAN 49,14,34,Thomas Jones right end for -2 yards (tackle by Chris Hope),1.160,-0.260
4,0:33,4,9,KAN 47,14,34,"Dustin Colquitt punts 30 yards, fair catch by Marc Mariani",-0.260,-0.480
4,0:25,1,10,TEN 23,14,34,Kerry Collins kneels for -1 yards,0.480,-0.200
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
