Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Dylan Parham,G,66,100%,0,0%,5,20%
Kolton Miller,T,66,100%,0,0%,5,20%
Andre James,C,66,100%,0,0%,0,0%
Jermaine Eluemunor,T,66,100%,0,0%,0,0%
Greg Van Roten,G,64,97%,0,0%,5,20%
Aidan O'Connell,QB,63,95%,0,0%,0,0%
Davante Adams,WR,62,94%,0,0%,0,0%
Jakobi Meyers,WR,58,88%,0,0%,0,0%
Austin Hooper,TE,57,86%,0,0%,0,0%
Zamir White,RB,48,73%,0,0%,4,16%
Tre Tucker,WR,42,64%,0,0%,6,24%
Ameer Abdullah,RB,18,27%,0,0%,13,52%
Zach Gentry,TE,18,27%,0,0%,0,0%
Jakob Johnson,FB,14,21%,0,0%,12,48%
Hunter Renfrow,WR,5,8%,0,0%,0,0%
DeAndre Carter,WR,4,6%,0,0%,14,56%
Jimmy Garoppolo,QB,3,5%,0,0%,0,0%
DJ Turner,WR,2,3%,0,0%,18,72%
Brandon Parker,T,2,3%,0,0%,5,20%
Jordan Meredith,G,2,3%,0,0%,5,20%
Marcus Epps,SS,0,0%,61,100%,0,0%
Robert Spillane,LB,0,0%,61,100%,0,0%
Tre'von Moehrig,FS,0,0%,61,100%,0,0%
Nate Hobbs,CB,0,0%,61,100%,0,0%
Maxx Crosby,DE,0,0%,61,100%,0,0%
Divine Deablo,LB,0,0%,59,97%,3,12%
Jack Jones,CB,0,0%,54,89%,0,0%
Amik Robertson,CB,0,0%,48,79%,4,16%
Malcolm Koonce,DE,0,0%,44,72%,6,24%
Adam Butler,DT,0,0%,30,49%,5,20%
Bilal Nichols,DT,0,0%,27,44%,2,8%
John Jenkins,DT,0,0%,26,43%,2,8%
Tyree Wilson,DE,0,0%,25,41%,2,8%
Jerry Tillery,DT,0,0%,22,36%,2,8%
Brandon Facyson,CB,0,0%,12,20%,5,20%
Matthew Butler,DT,0,0%,9,15%,5,20%
Isaiah Pola-Mao,FS,0,0%,5,8%,20,80%
Janarius Robinson,DE,0,0%,5,8%,2,8%
Brandon Bolden,RB,0,0%,0,0%,20,80%
Curtis Bolton,LB,0,0%,0,0%,20,80%
Luke Masterson,LB,0,0%,0,0%,20,80%
Christopher Smith,SS,0,0%,0,0%,14,56%
Amari Burney,LB,0,0%,0,0%,14,56%
Daniel Carlson,K,0,0%,0,0%,11,44%
Jacob Bobenmoyer,LS,0,0%,0,0%,9,36%
AJ Cole III,P,0,0%,0,0%,9,36%
Hroniss Grasu,C,0,0%,0,0%,5,20%
Jakorian Bennett,CB,0,0%,0,0%,3,12%
