Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Javonte Williams,DEN,9,32,1,4,17,1.9,15,1.7,1,9.0
Jaleel McLaughlin,DEN,4,6,0,,3,0.8,3,0.8,2,2.0
Samaje Perine,DEN,3,7,0,1,4,1.3,3,1.0,0,
Jarrett Stidham,DEN,3,2,0,0,2,0.7,0,0.0,0,
Marvin Mims,DEN,1,1,0,0,1,1.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Zamir White,LVR,25,112,0,7,81,3.2,31,1.2,3,8.3
Aidan O'Connell,LVR,4,1,0,1,1,0.3,0,0.0,0,
Jakobi Meyers,LVR,1,5,1,1,2,2.0,3,3.0,1,1.0
Tre Tucker,LVR,1,11,0,1,8,8.0,3,3.0,1,1.0
