Quarter,Time,Down,ToGo,Location,DET,NOR,Detail,EPB,EPA
1,8:33,1,4,NOR 4,0,0,Theo Riddick left guard for 3 yards (tackle by Kasim Edebali),6.280,6.280
1,8:00,1,4,NOR 4,0,0,Timeout #1 by New Orleans Saints,6.280,5.910
1,8:00,2,1,NOR 1,0,0,Matthew Stafford pass incomplete short right intended for Tim Wright,5.910,5.170
1,7:56,3,1,NOR 1,6,0,"Matthew Stafford pass complete short right to Golden Tate for 1 yard, touchdown",5.170,7.000
1,7:56,,,NOR 1,7,0,Matt Prater kicks extra point good,0.000,0.000
1,7:56,,,DET 35,7,0,"Sam Martin kicks off 72 yards, returned by C.J. Spiller for 24 yards (tackle by Josh Bynes)",0.000,0.060
1,7:46,1,10,NOR 17,7,0,Drew Brees pass complete short left to Tim Hightower for 10 yards (tackle by Nevin Lawson),-0.060,0.740
1,7:14,1,10,NOR 27,7,0,Drew Brees pass complete short middle to Tim Hightower for 3 yards (tackle by Stephen Tulloch),0.740,0.600
1,6:33,2,7,NOR 30,7,0,Drew Brees left end for 11 yards (tackle by Isa Abdul-Quddus),0.600,1.660
1,5:49,1,10,NOR 41,7,0,Tim Hightower right guard for no gain (tackle by Isa Abdul-Quddus and Stephen Tulloch),1.660,1.120
1,5:16,2,10,NOR 41,7,0,Drew Brees pass complete short right to Willie Snead for 8 yards (tackle by Nevin Lawson),1.120,1.490
1,4:37,3,2,NOR 49,7,0,Drew Brees pass complete short right to Willie Snead for 3 yards (tackle by Nevin Lawson),1.490,2.390
1,3:58,1,10,DET 48,7,0,"Drew Brees pass complete short right to Tim Hightower for 2 yards (tackle by Devin Taylor). Penalty on Khyri Thornton: Illegal Use of Hands, 5 yards (no play)",2.390,2.720
1,3:36,1,10,DET 43,7,0,"Penalty on Ben Watson: False Start, 5 yards (no play)",2.720,2.390
1,3:08,1,15,DET 48,7,0,Drew Brees pass complete short left to Willie Snead for 8 yards (tackle by Nevin Lawson),2.390,2.580
1,2:35,2,7,DET 40,7,0,Drew Brees pass complete short left to Willie Snead for 11 yards (tackle by Nevin Lawson),2.580,3.640
1,2:04,1,10,DET 29,7,0,Tim Hightower left tackle for 2 yards (tackle by Ezekiel Ansah),3.640,3.370
1,1:24,2,8,DET 27,7,0,Drew Brees pass incomplete deep left intended for Marques Colston,3.370,2.680
1,1:17,3,8,DET 27,7,0,Drew Brees pass incomplete deep left intended for Brandin Cooks (defended by Darius Slay),2.680,1.670
1,1:11,4,8,DET 27,7,3,Kai Forbath 45 yard field goal good,1.670,3.000
1,1:11,,,NOR 35,7,3,"Kai Forbath kicks off 63 yards, returned by Ameer Abdullah for 33 yards (tackle by Chris Owens)",0.000,-1.270
1,0:59,1,10,DET 35,7,3,Ameer Abdullah right tackle for 6 yards (tackle by Stephone Anthony),1.270,1.530
1,0:18,2,4,DET 41,7,3,Matthew Stafford pass complete short right to Eric Ebron for 45 yards (tackle by Kenny Vaccaro),1.530,4.650
Quarter,Time,Down,ToGo,Location,DET,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NOR 14,7,3,Joique Bell left tackle for 10 yards (tackle by Dannell Ellerbe),4.650,6.280
2,14:18,1,4,NOR 4,13,3,"Matthew Stafford pass complete short right to Michael Burton for 4 yards, touchdown",6.280,7.000
2,14:18,,,NOR 4,14,3,Matt Prater kicks extra point good,0.000,0.000
2,14:18,,,DET 35,14,3,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
2,14:12,1,10,NOR 20,14,3,Drew Brees pass complete short right to Willie Snead for 6 yards (tackle by Darius Slay),0.280,0.540
2,13:33,2,4,NOR 26,14,3,Drew Brees pass incomplete short middle intended for C.J. Spiller,0.540,-0.160
2,13:28,3,4,NOR 26,14,3,Drew Brees pass complete short left to Brandin Cooks for 5 yards (tackle by Darius Slay). Penalty on Glover Quin: Defensive Offside (Declined),-0.160,1.000
2,13:05,1,10,NOR 31,14,3,C.J. Spiller right guard for 2 yards (tackle by Jason Jones and Tahir Whitehead),1.000,0.730
2,12:20,2,8,NOR 33,14,3,"Drew Brees pass incomplete short right intended for C.J. Spiller (defended by Quandre Diggs). Penalty on Jahri Evans: Offensive Holding, 10 yards (no play)",0.730,-0.620
2,12:10,2,18,NOR 23,14,3,Drew Brees pass complete short middle to Austin Johnson for 6 yards (tackle by Tahir Whitehead),-0.620,-0.490
2,11:25,3,12,NOR 29,14,3,Drew Brees pass incomplete deep left intended for Brandon Coleman,-0.490,-1.440
2,11:15,4,12,NOR 29,14,3,"Thomas Morstead punts 47 yards, returned by Golden Tate for 7 yards (tackle by Michael Mauti)",-1.440,-1.000
2,11:05,1,10,DET 31,14,3,Ameer Abdullah right guard for 6 yards (tackle by Stephone Anthony),1.000,1.270
2,10:26,2,4,DET 37,14,3,Matthew Stafford pass complete short right to Ameer Abdullah for 7 yards (tackle by Dannell Ellerbe),1.270,1.860
2,9:48,1,10,DET 44,14,3,Matthew Stafford right guard for 3 yards (tackle by Cameron Jordan),1.860,1.720
2,9:05,2,7,DET 47,14,3,Joique Bell left guard for no gain (tackle by Dannell Ellerbe),1.720,1.030
2,8:20,3,7,DET 47,14,3,Matthew Stafford pass complete short right to Golden Tate for 10 yards (tackle by Kasim Edebali),1.030,2.720
2,7:33,1,10,NOR 43,14,3,Matthew Stafford pass complete short left to Golden Tate for 12 yards (tackle by Brandon Browner),2.720,3.510
2,7:11,1,10,NOR 31,14,3,"Ameer Abdullah left end for no gain (tackle by Brandon Browner). Penalty on Larry Warford: Offensive Holding, 10 yards (no play)",3.510,2.850
2,6:42,1,20,NOR 41,14,3,Matthew Stafford pass complete short middle to Theo Riddick for 21 yards (tackle by Brandon Browner and Jairus Byrd),2.850,4.240
2,5:53,1,10,NOR 20,14,3,Matthew Stafford pass complete short right to Ameer Abdullah for 5 yards (tackle by Delvin Breaux),4.240,4.450
2,5:15,2,5,NOR 15,14,3,Ameer Abdullah left guard for 10 yards (tackle by Kasim Edebali),4.450,6.060
2,4:32,1,5,NOR 5,20,3,"Matthew Stafford pass complete short left to Golden Tate for 5 yards, touchdown. Penalty on Brandon Browner: Illegal Use of Hands (Declined)",6.060,7.000
2,4:32,,,NOR 5,21,3,Matt Prater kicks extra point good,0.000,0.000
2,4:32,,,DET 35,21,3,"Sam Martin kicks off 54 yards, returned by Michael Hoomanawanui for 16 yards (tackle by Don Carey)",0.000,-0.740
2,4:21,1,10,NOR 27,21,3,Tim Hightower right tackle for 9 yards (tackle by Isa Abdul-Quddus and Josh Bynes),0.740,1.410
2,3:49,2,1,NOR 36,21,3,Tim Hightower left tackle for -2 yards (tackle by Devin Taylor),1.410,0.430
2,3:12,3,3,NOR 34,21,3,Drew Brees pass complete short right to Brandin Cooks for 6 yards (tackle by Quandre Diggs),0.430,1.600
2,3:12,1,10,NOR 40,21,3,"Penalty on DET: Defensive 12 On-field, 5 yards (no play)",1.600,2.330
2,2:32,1,5,NOR 45,21,3,C.J. Spiller right tackle for no gain (tackle by Stephen Tulloch),2.330,1.730
2,2:00,2,5,NOR 45,21,3,Drew Brees pass complete short middle to C.J. Spiller for 14 yards (tackle by Josh Bynes),1.730,2.850
2,1:31,1,10,DET 41,21,3,Drew Brees pass incomplete short middle intended for C.J. Spiller,2.850,2.310
2,1:27,2,10,DET 41,21,3,Tim Hightower left tackle for 17 yards (tackle by Glover Quin),2.310,2.310
2,1:27,2,10,DET 41,21,3,--,2.310,3.970
2,1:12,1,10,DET 24,21,3,"Penalty on Terron Armstead: False Start, 5 yards (no play)",3.970,3.640
2,1:12,1,15,DET 29,21,3,Drew Brees pass complete deep right to Brandin Cooks for 28 yards (tackle by Darius Slay),3.640,6.970
2,0:57,1,1,DET 1,21,3,Michael Hoomanawanui right guard for no gain (tackle by Haloti Ngata and Darryl Tapp),6.970,6.970
2,0:52,1,1,DET 1,21,3,Timeout #2 by Detroit Lions,6.970,5.910
2,0:52,2,1,DET 1,21,3,"Tim Hightower right tackle for 1 yard. Penalty on Senio Kelemete: Illegal Formation, 4 yards (no play)",5.910,5.150
2,0:45,2,5,DET 5,21,3,Tim Hightower right guard for 4 yards (tackle by Isa Abdul-Quddus and Jason Jones),5.150,5.150
2,0:43,2,5,DET 5,21,3,Timeout #3 by Detroit Lions,5.150,5.170
2,0:43,3,1,DET 1,21,3,Tim Hightower left guard for no gain (tackle by Quandre Diggs),5.170,5.170
2,0:03,3,1,DET 1,21,3,Timeout #2 by New Orleans Saints,5.170,3.550
2,0:03,4,1,DET 1,21,3,Drew Brees pass complete short middle to Marques Colston for no gain. Penalty on Jahri Evans: Ineligible Downfield Pass (no play),3.550,3.550
2,0:03,4,1,DET 1,21,3,,3.550,-0.380
Quarter,Time,Down,ToGo,Location,DET,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,21,3,"Kai Forbath kicks off 71 yards, muffed catch by Ameer Abdullah, recovered by Ameer Abdullah at DET-2 and returned for 30 yards. Penalty on Don Carey: Offensive Holding, 10 yards",0.000,-0.410
3,14:53,1,10,DET 22,21,3,Matthew Stafford pass incomplete short middle intended for Eric Ebron (defended by Kyle Wilson),0.410,-0.130
3,14:49,2,10,DET 22,21,3,Ameer Abdullah left end for 10 yards (tackle by Brandon Browner),-0.130,1.070
3,14:08,1,10,DET 32,21,3,Matthew Stafford pass complete short right to Joique Bell for 23 yards (tackle by Kevin Williams),1.070,2.590
3,13:24,1,10,NOR 45,21,3,Joique Bell left guard for 10 yards (tackle by Kyle Wilson),2.590,3.250
3,12:40,1,10,NOR 35,21,3,Matthew Stafford pass complete short middle to T.J. Jones for 20 yards (tackle by Brandon Browner),3.250,4.580
3,11:58,1,10,NOR 15,27,3,"Ameer Abdullah left end for 15 yards, touchdown",4.580,7.000
3,11:58,,,NOR 15,28,3,Matt Prater kicks extra point good,0.000,0.000
3,11:58,,,DET 35,28,3,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
3,11:50,1,10,NOR 20,28,3,Drew Brees sacked by Jason Jones for -11 yards,0.280,-1.580
3,11:05,2,21,NOR 9,28,3,Tim Hightower right tackle for 10 yards (tackle by James Ihedigbo and Josh Bynes),-1.580,-1.140
3,10:26,3,11,NOR 19,28,3,Drew Brees pass incomplete short left intended for Willie Snead,-1.140,-2.140
3,10:20,4,11,NOR 19,28,3,"Thomas Morstead punts 47 yards, fair catch by Golden Tate",-2.140,-1.200
3,10:13,1,10,DET 34,28,3,"Ameer Abdullah right guard for no gain (tackle by Stephone Anthony). Penalty on Travis Swanson: Offensive Holding, 10 yards (no play)",1.200,0.540
3,9:45,1,20,DET 24,28,3,Matthew Stafford pass complete short right to Eric Ebron for 7 yards (tackle by Kyle Wilson),0.540,0.250
3,9:04,2,13,DET 31,28,3,Matthew Stafford pass complete short left to T.J. Jones for 2 yards (tackle by Tyeler Davison),0.250,-0.160
3,8:19,3,11,DET 33,28,3,Matthew Stafford sacked by Kasim Edebali for -1 yards,-0.160,-1.240
3,7:42,4,12,DET 32,28,3,"Sam Martin punts 43 yards, returned by Brandin Cooks for 6 yards (tackle by Brandon Copeland)",-1.240,-1.000
3,7:31,1,10,NOR 31,28,3,Drew Brees pass complete short right to Willie Snead for 5 yards (tackle by Isa Abdul-Quddus),1.000,1.140
3,6:55,2,5,NOR 36,28,3,Drew Brees pass complete deep right to Marques Colston for 28 yards (tackle by James Ihedigbo),1.140,3.180
3,6:23,1,10,DET 36,28,3,Drew Brees pass complete short left to Brandin Cooks for 1 yard (tackle by Darius Slay),3.180,2.770
3,5:55,2,9,DET 35,28,3,Drew Brees pass complete short left to Ben Watson for 8 yards (tackle by Tahir Whitehead and Stephen Tulloch),2.770,3.140
3,5:10,3,1,DET 27,28,9,"Drew Brees pass complete deep left to Brandin Cooks for 27 yards, touchdown. Penalty on James Ihedigbo: Defensive Holding (Declined), Penalty on Ezekiel Ansah: Roughing the Passer, 15 yards",3.140,7.000
3,5:10,,,DET 27,28,10,Kai Forbath kicks extra point good,0.000,0.000
3,5:10,,,NOR 50,28,10,"Kai Forbath kicks off 41 yards, returned by Joique Bell for 11 yards (tackle by Jamarca Sanford)",0.000,-0.280
3,5:00,1,10,DET 20,28,10,Matthew Stafford pass complete short middle to Joique Bell for 7 yards (tackle by Dannell Ellerbe and Bobby Richardson),0.280,0.680
3,4:17,2,3,DET 27,28,10,Matthew Stafford pass complete short right to Lance Moore for 10 yards (tackle by Kyle Wilson),0.680,1.400
3,3:35,1,10,DET 37,28,10,Ameer Abdullah left guard for -2 yards (tackle by Kenny Vaccaro),1.400,0.590
3,2:54,2,12,DET 35,28,10,Joique Bell left tackle for 10 yards (tackle by Bobby Richardson and Stephone Anthony),0.590,1.220
3,2:10,3,2,DET 45,28,10,Matthew Stafford sacked by Cameron Jordan for -7 yards,1.220,-0.850
3,1:33,4,9,DET 38,28,10,"Sam Martin punts 41 yards, returned by Brandin Cooks for 6 yards (tackle by Theo Riddick)",-0.850,-0.740
3,1:20,1,10,NOR 27,28,10,Drew Brees pass complete deep left to Brandin Cooks for 23 yards (tackle by Darius Slay),0.740,2.260
3,0:31,1,10,,28,10,"Drew Brees pass complete short left to Willie Snead for 15 yards (tackle by Stephen Tulloch). Penalty on Stephen Tulloch: Horse Collar Tackle, 15 yards",2.260,4.240
3,0:07,1,10,DET 20,28,10,Drew Brees pass complete short left to Brandin Cooks for 2 yards (tackle by Quandre Diggs),4.240,3.960
Quarter,Time,Down,ToGo,Location,DET,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,DET 18,28,10,Drew Brees pass complete short left to Ben Watson for 10 yards (tackle by Isa Abdul-Quddus),3.960,5.370
4,14:28,1,8,DET 8,28,10,Tim Hightower left guard for -3 yards (tackle by Caraun Reid),5.370,4.020
4,13:46,2,11,DET 11,28,10,". Willie Snead fumbles (forced by Stephen Tulloch), recovered by Willie Snead at DET-4",4.020,4.490
,,,,,,,"DET challenged the pass completion ruling, and the play was upheld.",,
4,13:10,3,4,DET 4,28,10,Drew Brees pass incomplete short middle intended for Ben Watson (defended by Tahir Whitehead),4.490,3.030
4,13:06,4,4,DET 4,28,13,Kai Forbath 22 yard field goal good,3.030,3.000
4,13:06,,,NOR 35,28,13,"Kai Forbath kicks off 67 yards, returned by Ameer Abdullah for 30 yards (tackle by Chris Owens)",0.000,-0.810
4,12:53,1,10,DET 28,28,13,"Ameer Abdullah right tackle for 4 yards (tackle by Hau'oli Kikaha and Stephone Anthony). Ameer Abdullah fumbles (forced by Hau'oli Kikaha), recovered by Hau'oli Kikaha at DET-38. Penalty on Laken Tomlinson: Offensive Holding (Declined)",0.810,-3.050
,,,,,,,"NOR challenged the runner was down by contact ruling, and the original play was overturned.",,
4,12:47,1,10,DET 38,28,13,Tim Hightower right end for 2 yards,3.050,2.780
4,12:04,2,8,DET 36,28,13,Drew Brees pass complete short left to Brandin Cooks for 13 yards (tackle by Quandre Diggs and Darius Slay),2.780,4.040
4,11:29,1,10,DET 23,28,13,Tim Hightower left tackle for 9 yards (tackle by Tahir Whitehead and Ezekiel Ansah),4.040,4.950
4,10:52,2,1,DET 14,28,13,Tim Hightower left tackle for 3 yards (tackle by Josh Bynes),4.950,4.840
4,10:11,1,10,DET 11,28,19,"Drew Brees pass complete short middle to Marques Colston for 11 yards, touchdown",4.840,7.000
4,10:11,,,DET 11,28,20,Kai Forbath kicks extra point good,0.000,0.000
4,10:11,,,NOR 35,28,20,"Kai Forbath kicks off 71 yards, returned by Ameer Abdullah for 30 yards (tackle by Brian Dixon)",0.000,-0.540
4,9:59,1,10,DET 24,28,20,Matthew Stafford pass complete short middle to Theo Riddick for 6 yards (tackle by Kenny Vaccaro),0.540,0.810
4,9:18,2,4,DET 30,28,20,Theo Riddick left end for no gain (tackle by Kenny Vaccaro),0.810,0.810
4,8:31,2,4,DET 30,28,20,Timeout #2 by Detroit Lions,0.810,0.100
4,8:31,3,4,DET 30,28,20,Matthew Stafford pass complete short middle to Golden Tate for 10 yards (tackle by Delvin Breaux),0.100,1.600
4,7:46,1,10,DET 40,28,20,Matthew Stafford pass incomplete short left intended for Joique Bell,1.600,1.050
4,7:42,2,10,DET 40,28,20,Matthew Stafford pass complete short middle to Eric Ebron for 9 yards (tackle by Kenny Vaccaro),1.050,1.550
4,7:01,3,1,DET 49,28,20,Ameer Abdullah right end for 27 yards (tackle by Jairus Byrd),1.550,1.550
4,6:41,3,1,DET 49,28,20,Timeout #1 by New Orleans Saints,1.550,3.970
4,6:41,1,10,NOR 24,28,20,"Joique Bell right guard for 5 yards (tackle by Stephone Anthony). Joique Bell fumbles (forced by Stephone Anthony), recovered by Michael Ola at NOR-19",3.970,4.120
4,6:12,2,5,NOR 19,28,20,Matthew Stafford pass complete deep middle to Eric Ebron for 18 yards (tackle by Kenny Vaccaro),4.120,6.970
4,5:28,1,1,NOR 1,34,20,"Joique Bell left guard for 1 yard, touchdown",6.970,7.000
4,5:28,,,NOR 1,35,20,Matt Prater kicks extra point good,0.000,0.000
4,5:28,,,DET 35,35,20,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
4,5:24,1,10,NOR 20,35,20,Drew Brees pass complete short right to Brandin Cooks for 3 yards (tackle by Isa Abdul-Quddus),0.280,0.140
4,5:10,2,7,NOR 23,35,20,Drew Brees pass incomplete short left intended for C.J. Spiller (defended by Josh Bynes),0.140,-0.560
4,5:06,3,7,NOR 23,35,20,Drew Brees pass complete short middle to Willie Snead for 1 yard (tackle by Quandre Diggs),-0.560,-1.770
4,4:29,4,6,NOR 24,35,20,Drew Brees pass complete short left to Ben Watson for 9 yards (tackle by Tahir Whitehead),-1.770,1.140
,,,,,,,"DET challenged the pass completion ruling, and the play was upheld.",,
4,4:22,1,10,NOR 33,35,20,Drew Brees pass complete deep middle to Brandin Cooks for 16 yards (tackle by James Ihedigbo),1.140,2.190
4,3:52,1,10,NOR 49,35,20,Drew Brees pass complete short middle to Ben Watson for 11 yards (tackle by Tahir Whitehead),2.190,2.920
4,3:24,1,10,DET 40,35,20,Drew Brees pass incomplete short right intended for Tim Hightower (defended by Nevin Lawson),2.920,2.370
4,3:19,2,10,DET 40,35,20,Drew Brees pass incomplete short left intended for Ben Watson,2.370,1.680
4,3:15,3,10,DET 40,35,20,"Drew Brees pass incomplete short right intended for Marques Colston. Penalty on Jason Jones: Defensive Offside, 5 yards (no play)",1.680,2.340
4,3:12,3,5,DET 35,35,20,Drew Brees pass incomplete deep right intended for Marques Colston (defended by Quandre Diggs),2.340,0.980
4,3:06,4,5,DET 35,35,20,Drew Brees pass complete short left to Willie Snead for 12 yards (tackle by Nevin Lawson and James Ihedigbo),0.980,4.040
4,2:34,1,10,DET 23,35,20,"Drew Brees pass incomplete deep right intended for Marques Colston (defended by Isa Abdul-Quddus). Penalty on Isa Abdul-Quddus: Unnecessary Roughness, 12 yards (no play)",4.040,4.840
4,2:29,1,10,DET 11,35,20,Drew Brees pass incomplete short left intended for Ben Watson (defended by Josh Bynes),4.840,4.140
4,2:24,2,10,DET 11,35,20,Drew Brees pass incomplete short middle intended for Ben Watson,4.140,3.130
4,2:21,3,10,DET 11,35,20,Drew Brees pass complete short middle to Ben Watson for 10 yards (tackle by James Ihedigbo),3.130,6.970
4,2:00,1,1,DET 1,35,20,Drew Brees pass incomplete short left intended for Brandin Cooks (defended by Darius Slay),6.970,5.910
4,1:58,2,1,DET 1,35,26,"Drew Brees pass complete short right to Ben Watson for 1 yard, touchdown",5.910,7.000
4,1:58,,,DET 1,35,27,Kai Forbath kicks extra point good,0.000,0.000
4,1:58,,,NOR 35,35,27,"Thomas Morstead kicks onside 10 yards, recovered by Calvin Johnson",0.000,-2.590
4,1:54,1,10,NOR 45,35,27,Joique Bell left guard for 36 yards (tackle by Delvin Breaux),2.590,2.590
4,1:45,1,10,NOR 45,35,27,Timeout #2 by New Orleans Saints,2.590,5.140
4,1:45,1,9,NOR 9,35,27,Joique Bell left guard for -1 yards (tackle by Michael Mauti),5.140,5.140
4,1:42,1,9,NOR 9,35,27,Timeout #3 by New Orleans Saints,5.140,4.190
4,1:42,2,10,NOR 10,35,27,Matthew Stafford kneels for -2 yards,4.190,3.100
4,0:59,3,12,NOR 12,35,27,Matthew Stafford kneels for -3 yards,3.100,2.440
4,0:59,4,15,NOR 15,35,27,"Penalty on DET: Delay of Game, 5 yards (no play)",2.440,2.120
4,0:14,4,20,NOR 20,35,27,Matt Prater 38 yard field goal no good,2.120,-0.810
4,0:09,1,10,NOR 28,35,27,Drew Brees pass incomplete short middle intended for Ben Watson,0.810,0.260
4,0:06,2,10,NOR 28,35,27,Drew Brees pass complete short left to Tim Hightower for 18 yards (tackle by Tahir Whitehead),0.260,1.990
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
