Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Christian McCaffrey,CAR,13,69,0,2,45,3.5,24,1.8,2,6.5
D'Onta Foreman,CAR,5,19,0,,12,2.4,7,1.4,0,
Chuba Hubbard,CAR,2,6,0,1,3,1.5,3,1.5,0,
P.J. Walker,CAR,1,-1,0,0,-1,-1.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Darrell Henderson,LAR,12,43,1,2,21,1.8,22,1.8,1,12.0
Malcolm Brown,LAR,7,15,0,0,9,1.3,6,0.9,1,7.0
Brandon Powell,LAR,3,13,0,0,11,3.7,2,0.7,0,
Cooper Kupp,LAR,2,17,0,2,14,7.0,3,1.5,0,
Matthew Stafford,LAR,2,-3,0,0,-3,-1.5,0,0.0,0,
Tutu Atwell,LAR,1,9,0,,7,7.0,2,2.0,0,
Ronnie Rivers,LAR,1,0,0,0,0,0.0,0,0.0,0,
Ben Skowronek,LAR,1,17,1,1,17,17.0,0,0.0,0,
