Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Javonte Williams,DEN,3,3,24,0,1,2,0.7,22,7.3,0.7,1,3.0,0,0.0,0,100.0
Jerry Jeudy,DEN,4,3,51,0,1,35,11.7,16,5.3,9.8,0,,0,0.0,1,77.1
Jaleel McLaughlin,DEN,2,2,6,0,0,-12,-6.0,18,9.0,-6.0,0,,0,0.0,0,79.2
Courtland Sutton,DEN,7,2,77,1,2,70,35.0,7,3.5,30.9,0,,1,14.3,1,72.9
Samaje Perine,DEN,2,2,5,0,,-2,-1.0,7,3.5,-1.0,0,,0,0.0,0,79.2
Lil'Jordan Humphrey,DEN,1,1,12,0,1,2,2.0,10,10.0,2.0,0,,0,0.0,0,116.7
Adam Trautman,DEN,2,1,6,0,,5,5.0,1,1.0,6.5,0,,0,0.0,0,56.2
Marvin Mims,DEN,2,1,5,0,,-2,-2.0,7,7.0,24.0,0,,0,0.0,0,56.2
Lucas Krull,DEN,1,0,0,0,,0,,0,,8.0,0,,0,0.0,1,0.0
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Nico Collins,HOU,12,9,191,1,5,119,13.2,72,8.0,12.3,2,4.5,0,0.0,0,144.4
Brevin Jordan,HOU,5,3,64,0,3,21,7.0,43,14.3,6.0,1,3.0,1,20.0,0,104.2
John Metchie,HOU,3,1,9,0,,-2,-2.0,11,11.0,17.0,0,,0,0.0,0,42.4
Devin Singletary,HOU,1,1,4,0,0,2,2.0,2,2.0,2.0,0,,0,0.0,0,83.3
Eric Saubert,HOU,1,1,5,0,,4,4.0,1,1.0,4.0,0,,0,0.0,0,87.5
Dare Ogunbowale,HOU,1,1,14,0,,10,10.0,4,4.0,10.0,0,,0,0.0,0,118.7
Andrew Beck,HOU,2,1,5,0,,2,2.0,3,3.0,2.5,0,,0,0.0,0,56.2
Noah Brown,HOU,2,0,0,0,,0,,0,,18.0,0,,1,50.0,0,39.6
