Quarter,Time,Tm,Detail,BUF,NWE
1.0,10:39,Patriots,Matt Cassel 13 yard rush (Stephen Gostkowski kick),0,7
2.0,13:25,Patriots,Stephen Gostkowski 32 yard field goal,0,10
,7:05,Bills,Rian Lindell 25 yard field goal,3,10
3.0,8:11,Patriots,Stephen Gostkowski 37 yard field goal,3,13
4.0,1:57,Patriots,BenJarvus Green-Ellis 1 yard rush (Stephen Gostkowski kick),3,20
,1:42,Bills,James Hardy 14 yard pass from Trent Edwards (Rian Lindell kick),10,20
