#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,MIA 39,6,3:41,20,Punt
2,1,8:18,MIA 4,7,3:12,23,Punt
3,1,3:43,MIA 29,4,1:44,17,Punt
4,2,12:21,MIA 17,6,2:29,53,Missed FG
5,2,6:38,MIA 25,5,2:21,13,Punt
6,2,1:35,MIA 22,8,1:35,74,Field Goal
7,3,13:28,KAN 19,4,1:21,19,Touchdown
8,3,6:36,KAN 33,4,0:42,0,Field Goal
9,3,4:12,MIA 34,3,1:30,6,Punt
10,3,2:38,MIA 24,4,1:39,29,Punt
11,4,12:44,MIA 33,6,3:30,17,Punt
12,4,4:35,MIA 15,8,1:30,17,Downs
13,4,2:52,MIA 28,4,0:51,9,Downs
14,4,0:13,MIA 35,1,0:13,10,End of Game
